Rank,Athlete,Nation,VT,UB,BB,FX,AA,round,year
5,katelyn jong,none,13.8,12.75,13.05,13.05,52.65,final,2022
5,nola matthews,none,12.85,13.95,13.05,12.8,52.65,final,2022
7,karis german,none,13.35,12.9,12.65,13.15,52.05,final,2022
8,levi jung-ruivivar,none,13.45,13.25,12.7,12.5,51.9,final,2022
9,sydney barros,none,13.1,13.0,13.1,12.6,51.8,final,2022
10,elle mueller,none,13.0,13.45,12.35,12.75,51.55,final,2022
11,addison fatta,none,13.7,13.2,12.55,11.8,51.25,final,2022
12,brooke pierson,none,13.55,13.05,12.0,12.3,50.9,final,2022
13,katelyn rosen,none,13.6,11.6,12.3,13.0,50.5,final,2022
14,zoe miller,none,13.65,13.1,10.95,12.65,50.35,final,2022
15,lexi zeiss,none,14.05,11.85,11.35,13.0,50.25,final,2022
16,ciena alipio,none,13.2,12.9,12.25,11.85,50.2,final,2022
17,marissa neal,none,13.0,10.8,12.9,12.4,49.1,final,2022
18,charlotte booth,none,13.7,12.65,10.6,12.1,49.05,final,2022
19,paityn walker,none,12.65,13.55,11.7,11.05,48.95,final,2022
19,skylar draser,none,12.35,12.8,12.15,11.65,48.95,final,2022
21,joscelyn roberson,none,12.9,9.75,13.4,12.65,48.7,final,2022
22,amelia disidore,none,13.15,10.05,11.15,12.35,46.7,final,2022
23,lauren little,none,12.85,13.45,12.4,0.0,38.7,final,2022
24,camryn richardson,none,14.25,0.0,0.0,11.65,25.9,final,2022
25,adriana consoli,none,12.65,10.75,0.0,0.0,23.4,final,2022
26,kaylen morgan,none,0.0,0.0,12.7,0.0,12.7,final,2022
1,tang xijing,CHN,12.9,14.4,14.0,13.7,55.0,final,2022
2,ou yushan,CHN,13.05,14.3,13.85,13.05,54.25,final,2022
3,he licheng,CHN,13.5,14.25,13.75,11.95,53.45,final,2022
4,xiang lulu,CHN,12.75,14.05,13.75,13.0,53.55,final,2022
5,wei xiaoyuan,CHN,12.95,14.9,13.3,12.55,53.7,final,2022
6,zhang xinyi,CHN,13.0,13.75,14.05,12.8,53.6,final,2022
7,qiu qiyuan,CHN,12.9,12.6,12.3,13.1,50.9,final,2022
8,zhang jin,CHN,13.7,12.25,13.85,12.7,52.5,final,2022
9,zhang qingying,CHN,13.1,11.75,13.5,12.9,51.25,final,2022
10,yue yue,CHN,12.95,13.9,12.4,12.4,51.65,final,2022
11,zuo tong,CHN,12.9,13.8,12.55,11.4,50.65,final,2022
12,zhao jiayi,CHN,12.65,12.2,12.8,13.15,50.8,final,2022
13,zhang wanning,CHN,12.35,12.75,12.45,12.75,50.3,final,2022
14,chen shutong,CHN,12.85,12.0,11.75,12.4,49.0,final,2022
15,jia ruoyi,CHN,12.9,13.15,10.35,12.15,48.55,final,2022
16,wu sihan,CHN,12.8,11.4,12.0,12.6,48.8,final,2022
17,zhou yuying,CHN,12.8,11.5,11.7,12.75,48.75,final,2022
18,liu sibei,CHN,12.2,12.6,11.55,11.85,48.2,final,2022
19,zhang shiyi,CHN,12.6,12.35,12.05,12.2,49.2,final,2022
20,tian zhuofan,CHN,11.7,11.95,12.3,12.4,48.35,final,2022
21,lin haibin,CHN,10.8,12.25,12.75,12.05,47.85,final,2022
22,wang hao,CHN,11.75,12.8,12.15,10.55,47.25,final,2022
23,bi qingqing,CHN,12.95,0.0,13.25,13.1,39.3,final,2022
1,asia d’amato,ITA,13.766,13.9,13.5,13.566,54.732,final,2022
2,alice kinsella,none,13.6,13.966,13.033,13.533,54.132,final,2022
3,martina maggio,ITA,13.666,13.066,13.4,13.833,53.965,final,2022
4,carolann heduit,FRA,13.8,13.733,13.4,12.766,53.699,final,2022
5,lisa vaelen,BEL,14.2,13.5,12.933,13.066,53.699,final,2022
6,naomi visser,NED,13.133,14.266,12.233,13.633,53.265,final,2022
7,ana barbosu,ROU,12.733,13.5,13.533,13.266,53.032,final,2022
8,kim bui,none,13.1,14.2,12.833,12.866,52.999,final,2022
9,zsofia kovacs,HUN,14.066,13.366,11.9,13.433,52.765,final,2022
10,jessica gadirova,none,13.866,12.833,12.233,13.766,52.698,final,2022
11,maisa kuusikko,FIN,13.333,13.466,12.533,12.866,52.198,final,2022
12,alba petisco,ESP,13.266,12.833,13.1,12.933,52.132,final,2022
12,ondine achampong,none,13.933,12.233,13.266,12.666,52.098,final,2022
13,emma malewski,none,12.966,13.1,13.5,12.466,52.032,final,2022
14,aline friess,FRA,14.333,12.5,12.166,12.8,51.799,final,2022
15,vera van pol,NED,13.566,12.8,12.5,12.633,51.499,final,2022
15,sarah voss,none,13.433,13.1,12.266,12.1,50.899,final,2022
15,tisha volleman,NED,12.833,13.2,11.3,13.0,50.333,final,2022
16,lihie raz,ISR,13.5,12.333,11.733,12.6,50.166,final,2022
17,nathalie westlund,SWE,12.3,13.033,12.5,12.3,50.133,final,2022
18,greta mayer,HUN,12.933,11.6,12.833,12.7,50.066,final,2022
19,andreea preda,ROU,12.6,12.1,12.466,12.733,49.899,final,2022
20,camille rasmussen,DEN,13.733,11.966,11.533,12.533,49.765,final,2022
21,sani mäkelä,FIN,13.266,12.866,11.3,12.233,49.665,final,2022
21,morgane osyssek,FRA,13.3,10.433,12.466,13.2,49.399,final,2022
22,laura casabuena,ESP,11.8,13.0,11.733,12.733,49.266,final,2022
23,selina kickinger,AUT,12.733,12.6,12.233,11.666,49.232,final,2022
23,emma fernandez,ESP,12.8,11.833,11.866,12.7,49.199,final,2022
24,maria tronrud,NOR,12.866,12.0,12.9,11.366,49.132,final,2022
25,valeriia osipova,UKR,12.833,12.533,11.4,12.366,49.132,final,2022
26,tonya paulsson,SWE,12.733,12.866,12.366,11.133,49.098,final,2022
27,yuliia kasianenko,UKR,12.7,11.766,12.366,12.033,48.865,final,2022
27,kaia tanskanen,FIN,13.1,12.033,11.033,12.533,48.699,final,2022
28,jasmin mader,AUT,12.333,12.066,11.866,12.433,48.698,final,2022
29,lucija hribar,SLO,12.9,11.466,12.366,11.933,48.665,final,2022
29,mirtill makovits,HUN,12.1,13.066,11.4,12.033,48.599,final,2022
29,yelizaveta hubareva,UKR,12.566,12.666,11.633,11.566,48.431,final,2022
30,halle hilton,IRL,12.766,11.166,12.033,12.433,48.398,final,2022
30,carina kröll,AUT,12.566,11.8,12.033,11.7,48.099,final,2022
31,aneta holasova,CZE,12.8,11.5,10.833,12.566,47.699,final,2022
32,zala trtnik,SLO,12.733,11.266,12.066,11.633,47.698,final,2022
33,thelma adalsteinsdottir,ISL,12.333,11.733,12.233,11.133,47.432,final,2022
34,klara peterkova,CZE,12.2,11.333,11.766,12.1,47.399,final,2022
34,dominika ponizilova,CZE,12.933,10.4,11.966,12.066,47.365,final,2022
34,antonia duta,ROU,12.5,12.4,11.066,11.333,47.299,final,2022
35,juliane tøssebro,NOR,12.3,11.2,11.8,11.966,47.266,final,2022
35,ada hautala,FIN,12.733,12.633,9.7,12.1,47.166,final,2022
36,emma slevin,IRL,12.933,10.133,12.3,11.766,47.132,final,2022
36,alva eriksson,SWE,11.566,11.933,11.266,12.0,46.765,final,2022
37,mariana parente,POR,12.3,11.533,11.2,11.7,46.733,final,2022
37,silviana sfiringu,ROU,12.866,11.133,12.533,10.066,46.598,final,2022
37,julie madsø,NOR,12.933,10.8,11.566,11.133,46.432,final,2022
38,valentina georgieva,BUL,13.766,10.266,11.033,11.033,46.098,final,2022
39,sevgi kayisoglu,TUR,12.066,11.466,10.766,11.8,46.098,final,2022
40,emilia kulczynska,POL,11.366,11.833,11.3,11.566,46.065,final,2022
41,ofir netzer,ISR,13.166,12.433,9.233,11.166,45.998,final,2022
42,anina wildi,SUI,12.3,12.133,9.1,12.333,45.866,final,2022
43,freja petersen,DEN,11.566,10.833,11.5,11.733,45.632,final,2022
44,bengisu yildiz,TUR,12.666,11.233,10.466,11.233,45.598,final,2022
45,elvira katsali,GRE,11.766,11.4,10.4,12.0,45.566,final,2022
46,tatiana bachurina,CYP,11.666,11.0,11.766,11.1,45.532,final,2022
47,tara vella clark,MLT,12.266,9.766,12.033,11.3,45.365,final,2022
48,hildur gudmundsdottir,ISL,11.766,9.666,11.166,11.8,44.398,final,2022
49,petra furac,CRO,12.166,10.666,10.966,10.433,44.231,final,2022
50,brygida urbanska,POL,12.466,11.033,10.566,9.9,43.965,final,2022
51,celeste mordenti,LUX,12.333,10.7,10.133,10.766,43.932,final,2022
52,nika kukuljan frleta,CRO,11.666,10.166,11.166,10.833,43.831,final,2022
53,lilli habisreutinger,SUI,13.0,10.066,8.666,11.866,43.598,final,2022
53,sara sulekic,CRO,11.833,10.4,9.8,11.433,43.466,final,2022
54,sara surmanova,SVK,12.533,9.933,9.433,11.466,43.365,final,2022
54,bilge tarhan,TUR,12.866,11.1,9.6,9.733,43.299,final,2022
55,lia sobral,POR,12.066,10.633,8.733,11.7,43.132,final,2022
55,mafalda costa,POR,11.466,8.2,11.566,11.8,43.032,final,2022
56,ula bikinaite,LTU,12.4,9.1,11.633,9.566,42.699,final,2022
57,areti pagoni,GRE,11.566,10.533,9.666,10.7,42.465,final,2022
58,ella borg,MLT,11.9,9.4,9.5,11.266,42.066,final,2022
59,radoslava kalamarova,SVK,11.533,8.133,11.066,11.066,41.798,final,2022
59,alice d’amato,ITA,13.666,14.566,0.0,13.5,41.732,final,2022
59,agnes suto,ISL,11.566,10.5,7.933,11.666,41.665,final,2022
60,milana minakovskaya,AZE,11.5,9.966,9.5,10.366,41.332,final,2022
61,arina olenova,LAT,12.166,8.166,9.466,11.433,41.231,final,2022
62,ani gobadze,GEO,11.366,9.433,10.033,10.166,40.998,final,2022
63,joana de freitas,MON,11.566,8.966,10.0,10.433,40.965,final,2022
64,anastasija ananjeva,LAT,12.066,8.633,8.233,10.8,39.732,final,2022
64,angela andreoli,ITA,13.133,0.0,12.666,13.633,39.432,final,2022
64,noémie louon,BEL,12.7,12.933,12.933,0.0,38.566,final,2022
64,marine boyer,FRA,13.2,0.0,13.0,12.366,38.566,final,2022
65,samira gahramanova,AZE,11.733,7.366,9.1,10.266,38.465,final,2022
66,jutta verkest,BEL,12.733,0.0,13.0,12.566,38.299,final,2022
67,maellyse brassart,BEL,12.966,13.133,0.0,11.7,37.799,final,2022
68,göksu üctas sanli,TUR,12.5,0.0,11.866,12.6,36.966,final,2022
69,lorena medina,ESP,12.933,0.0,12.0,12.0,36.933,final,2022
70,chiara giubellini,SUI,12.8,0.0,11.3,12.533,36.633,final,2022
71,anna locmele,LAT,11.833,6.0,9.0,9.466,36.299,final,2022
72,christina kiosi,GRE,12.3,0.0,11.866,11.8,35.966,final,2022
73,charlize mörz,AUT,12.833,0.0,11.9,11.066,35.799,final,2022
74,lucie trnkova,CZE,11.3,0.0,12.366,12.1,35.766,final,2022
75,blathnaid higgins,IRL,12.3,0.0,11.1,11.866,35.266,final,2022
76,mali neurauter,NOR,11.9,11.2,11.733,0.0,34.833,final,2022
77,elena usakova,SVK,11.933,0.0,11.5,11.0,34.433,final,2022
78,emelie westlund,SWE,11.466,11.7,11.266,0.0,34.432,final,2022
79,maria mendes,POR,11.633,0.0,11.0,11.7,34.333,final,2022
80,noga shalit,ISR,12.266,0.0,10.466,11.5,34.232,final,2022
81,josephine sørensen,DEN,11.733,0.0,10.2,11.3,33.233,final,2022
82,konstantina maragkou,GRE,0.0,10.433,11.1,11.3,32.833,final,2022
83,stefanie siegenthaler,SUI,0.0,12.833,7.633,12.333,32.799,final,2022
84,sara king,SLO,0.0,10.8,10.2,11.366,32.366,final,2022
85,kate molloy,IRL,11.6,10.133,9.466,0.0,31.199,final,2022
86,geffen dor,ISR,0.0,8.966,10.433,11.433,30.832,final,2022
87,camille normann,DEN,0.0,10.266,10.166,9.133,29.565,final,2022
88,giorgia villa,ITA,0.0,14.2,13.466,0.0,27.666,final,2022
89,georgia-mae fenton,none,13.466,13.9,0.0,0.0,27.366,final,2022
90,elisabeth seitz,none,13.1,14.2,0.0,0.0,27.3,final,2022
91,jennifer gadirova,none,0.0,0.0,12.9,13.533,26.433,final,2022
92,sanna veerman,NED,13.2,12.8,0.0,0.0,26.0,final,2022
93,pauline schäfer,none,0.0,0.0,13.166,12.766,25.932,final,2022
94,ana derek,CRO,0.0,0.0,12.666,12.766,25.432,final,2022
95,fien enghels,BEL,0.0,12.6,12.7,0.0,25.3,final,2022
96,barbora mokosova,SVK,0.0,13.233,11.533,0.0,24.766,final,2022
97,csenge bacskay,HUN,13.3,0.0,11.133,0.0,24.433,final,2022
98,anny wu,SUI,12.233,12.2,0.0,0.0,24.433,final,2022
99,shadé van oorschot,NED,0.0,0.0,10.966,12.566,23.532,final,2022
100,andy turiski,ISR,12.5,10.933,0.0,0.0,23.433,final,2022
101,michelle lauritsen,DEN,11.633,11.633,0.0,0.0,23.266,final,2022
102,margret kristinsdottir,ISL,11.333,0.0,0.0,11.933,23.266,final,2022
103,marharyta kozlovska,UKR,11.333,11.433,0.0,0.0,22.766,final,2022
104,diana savelieva,UKR,0.0,0.0,10.3,11.666,21.966,final,2022
105,gudrun hardardottir,ISL,0.0,10.1,11.333,0.0,21.433,final,2022
106,elena melke,LAT,11.2,0.0,0.0,9.633,20.833,final,2022
107,emily moorhead,IRL,0.0,8.266,0.0,10.9,19.166,final,2022
108,christina vasilopoulou,GRE,9.966,9.133,0.0,0.0,19.099,final,2022
109,darja elbe,LAT,0.0,8.2,9.0,0.0,17.2,final,2022
110,lorette charpy,FRA,0.0,13.833,0.0,0.0,13.833,final,2022
111,tjasa kysselef,SLO,13.133,0.0,0.0,0.0,13.133,final,2022
112,tijana korent,CRO,12.733,0.0,0.0,0.0,12.733,final,2022
113,paula raya,ESP,0.0,12.7,0.0,0.0,12.7,final,2022
114,zoja szekely,HUN,0.0,12.466,0.0,0.0,12.466,final,2022
115,alissa mörz,AUT,0.0,12.1,0.0,0.0,12.1,final,2022
116,filipa martins,POR,0.0,11.633,0.0,0.0,11.633,final,2022
117,madelen leitner,NOR,0.0,0.0,0.0,11.3,11.3,final,2022
118,teja belak,SLO,11.3,0.0,0.0,0.0,11.3,final,2022
119,lucie marikova,CZE,0.0,11.133,0.0,0.0,11.133,final,2022
120,adela balcova,SVK,0.0,11.1,0.0,0.0,11.1,final,2022
121,nazli savranbasi,TUR,0.0,10.333,0.0,0.0,10.333,final,2022
1,luisa maia,BRA,12.9,11.6,12.7,12.25,49.45,final,2022
2,beatriz lima,BRA,12.75,11.75,11.95,12.65,49.1,final,2022
2,thais fidelis,BRA,12.15,12.3,11.95,12.15,48.55,final,2022
3,ana karina mendez,PER,12.65,11.2,12.6,11.9,48.35,final,2022
4,abigail magistrati,ARG,12.867,10.4,12.25,12.8,48.317,final,2022
5,sira macias,ARG,12.6,12.05,11.2,12.25,48.1,final,2022
5,milagros curti,ARG,12.85,10.85,11.3,12.45,47.45,final,2022
5,luiza domingues,BRA,13.1,11.2,10.7,12.45,47.45,final,2022
5,felicitas palmou,ARG,12.25,12.0,11.2,11.95,47.4,final,2022
6,antonia marihuan,CHI,13.05,10.7,11.05,12.0,46.8,final,2022
7,maria zuñiga,PER,12.0,10.9,10.9,10.55,44.35,final,2022
8,sofia casella,CHI,12.3,9.45,9.4,12.1,43.25,final,2022
8,paula carvajal,CHI,12.8,9.9,10.1,10.15,42.95,final,2022
9,diana vasquez,BOL,12.9,9.15,10.95,9.9,42.9,final,2022
10,kiara delgado,URU,10.4,10.05,11.05,10.4,41.9,final,2022
11,amika every,ARU,11.3,9.5,8.5,12.1,41.4,final,2022
11,tamara ampuero,CHI,11.7,8.5,10.3,10.15,40.65,final,2022
12,ariana aranibar,BOL,10.65,8.85,8.9,9.3,37.7,final,2022
13,rafaela oliva,BRA,12.1,0.0,10.8,12.55,35.45,final,2022
14,fabiana cuneo,PER,11.9,0.0,10.45,11.1,33.45,final,2022
15,ximena rengifo,PER,12.15,11.15,9.9,0.0,33.2,final,2022
16,annia teran,PER,11.8,9.3,0.0,10.8,31.9,final,2022
17,barbara achondo,CHI,0.0,8.0,10.2,12.45,30.65,final,2022
18,chris centeno,PER,0.0,10.05,10.0,10.3,30.35,final,2022
19,lucila estarli,ARG,12.4,0.0,0.0,11.6,24.0,final,2022
20,leila martinez,ARG,0.0,9.7,11.5,0.0,21.2,final,2022
21,camille fonseca,BRA,0.0,11.8,0.0,0.0,11.8,final,2022
