Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
"Gitta Escher (-Sommer, -Wagenknecht)",F,19.0,163.0,48.0,GDR,1976,Floor,none
Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,COL,2016,Floor,none
Margot Estvez Garca,F,16.0,153.0,35.0,ESP,1984,Floor,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,21.0,159.0,59.0,POL,1960,Floor,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,25.0,159.0,59.0,POL,1964,Floor,none
Bndicte Evrard,F,17.0,176.0,38.0,BEL,1992,Floor,none
Jennifer Exaltacion,F,16.0,152.0,41.0,CAN,1996,Floor,none
"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,GDR,1988,Floor,none
Fan Di,F,15.0,144.0,35.0,CHN,1988,Floor,none
Fan Ye,F,27.0,176.0,72.0,CHN,2004,Floor,none
Fan Yilin,F,16.0,148.0,37.0,CHN,2016,Floor,none
Colette Fanara,F,26.0,,,FRA,1952,Floor,none
Erika Fasana,F,16.0,155.0,50.0,ITA,2012,Floor,none
Erika Fasana,F,20.0,155.0,50.0,ITA,2016,Floor,none
Christel Felgner (-Wunder),F,22.0,156.0,50.0,GER,1964,Floor,none
Cherrelle Fennell,F,17.0,157.0,52.0,GBR,2004,Floor,none
Carlotta Ferlito,F,17.0,160.0,50.0,ITA,2012,Floor,none
Carlotta Ferlito,F,21.0,160.0,50.0,ITA,2016,Floor,none
Alicia Fernndez Cortacero,F,18.0,,,ESP,1992,Floor,none
Mara Luisa Fernndez Miranda,F,17.0,,,ESP,1960,Floor,none
Vanessa Ferrari,F,17.0,146.0,45.0,ITA,2008,Floor,none
Vanessa Ferrari,F,21.0,146.0,45.0,ITA,2012,Floor,none
Vanessa Ferrari,F,25.0,146.0,45.0,ITA,2016,Floor,none
"Gertrude ""Gerti"" Fesl",F,20.0,,,AUT,1952,Floor,none
Danuta Fidusiewicz-Prusinowska,F,20.0,166.0,55.0,POL,1972,Floor,none
Tatiana Figueirdo,F,16.0,157.0,44.0,BRA,1984,Floor,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,14.0,136.0,30.0,URS,1976,Floor,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,URS,1980,Floor,none
Dimitrinka Filipova,F,14.0,148.0,37.0,BUL,1980,Floor,none
Kyriaki Firinidou,F,15.0,155.0,42.0,GRE,1996,Floor,none
Erika Flander,F,15.0,144.0,35.0,HUN,1980,Floor,none
Barbara Kay Fletcher (-Evans),F,21.0,158.0,51.0,AUS,1964,Floor,none
Mylne Fleury,F,17.0,154.0,52.0,CAN,1992,Floor,none
Mara Ins Flores-Wurmser,F,17.0,152.0,46.0,GUA,1988,Floor,none
Dianne Rena Foote (-Moreland),F,17.0,167.0,,NZL,1972,Floor,none
Klra Frstner,F,18.0,158.0,52.0,HUN,1960,Floor,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,25.0,160.0,50.0,GER,1960,Floor,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,GER,1964,Floor,none
Claudia Fragapane,F,18.0,137.0,43.0,GBR,2016,Floor,none
Cristina Fraguas Snchez,F,16.0,,,ESP,1992,Floor,none
Sonia Fraguas Snchez,F,14.0,,,ESP,1992,Floor,none
Ethiene Cristina Gonser Franco,F,16.0,147.0,46.0,BRA,2008,Floor,none
Ethiene Cristina Gonser Franco,F,20.0,147.0,46.0,BRA,2012,Floor,none
"Ingeborg ""Ing"" Fraser (Haussler-)",F,,,,AUS,1956,Floor,none
Patrizia Fratini,F,14.0,160.0,46.0,ITA,1976,Floor,none
Monique Freres,F,19.0,152.0,48.0,BEL,1976,Floor,none
Limor Fridman,F,16.0,162.0,46.0,ISR,1984,Floor,none
Kthi Fritschi,F,18.0,157.0,44.0,SUI,1972,Floor,none
"Pieternella ""Nel"" Fritz (-Zandee)",F,23.0,167.0,59.0,NED,1960,Floor,none
Doris Gudrun Fuchs (-Brause),F,18.0,152.0,54.0,USA,1956,Floor,none
Doris Gudrun Fuchs (-Brause),F,22.0,152.0,54.0,USA,1960,Floor,none
Judit Fle,F,18.0,164.0,58.0,HUN,1960,Floor,none
Ludivine Furnon,F,15.0,146.0,38.0,FRA,1996,Floor,none
Georgeta Gabor,F,14.0,142.0,37.0,ROU,1976,Floor,none
Luiza Galiulina,F,16.0,145.0,35.0,UZB,2008,Floor,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15.0,150.0,38.0,EUN,1992,Floor,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,19.0,150.0,38.0,RUS,1996,Floor,none
Elsa Garca Rodrguez Blancas,F,22.0,166.0,,MEX,2012,Floor,none
Nuria Garca Daz,F,15.0,147.0,33.0,ESP,1988,Floor,none
Patricia Garca Pureco,F,15.0,157.0,46.0,MEX,1972,Floor,none
Patricia Garca Pureco,F,19.0,157.0,46.0,MEX,1976,Floor,none
Susana Garca Escrich,F,18.0,148.0,39.0,ESP,2000,Floor,none
Pauline Margrit Gardiner (-David),F,19.0,167.0,59.0,NZL,1964,Floor,none
Maria Teresa Gargano,F,17.0,162.0,47.0,ITA,2004,Floor,none
Kelly Garrison-Steves (-Funderburk),F,21.0,155.0,48.0,USA,1988,Floor,none
Barbara Gasser,F,22.0,165.0,57.0,AUT,2012,Floor,none
Houry A. Gebeshian,F,27.0,152.0,48.0,ARM,2016,Floor,none
Gharde Geldenhuys,F,18.0,161.0,46.0,NAM,2000,Floor,none
Mauricette Geller,F,15.0,150.0,42.0,BEL,1988,Floor,none
Veselina Gencheva,F,15.0,162.0,48.0,BUL,1996,Floor,none
Tania Gener Cordero,F,15.0,150.0,38.0,ESP,2004,Floor,none
Elena Kirova Georgieva,F,25.0,154.0,46.0,BUL,1972,Floor,none
"Helena Antonette ""Lenie"" Gerrietsen (-Lens)",F,22.0,,,NED,1952,Floor,none
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,GDR,1976,Floor,none
Elvire Gertosio,F,24.0,,,FRA,1972,Floor,none
"Caterina ""Cathy"" Giancaspro",F,17.0,150.0,39.0,CAN,1988,Floor,none
Jessica Gil Ortiz,F,21.0,161.0,,COL,2012,Floor,none
Andrea Fernanda Giordano Porri,F,16.0,,,ARG,1992,Floor,none
Carlotta Giovannini,F,18.0,158.0,50.0,ITA,2008,Floor,none
Kathy Lee Gleason (-Jachter),F,19.0,163.0,53.0,USA,1968,Floor,none
Maxi Gnauck,F,15.0,148.0,33.0,GDR,1980,Floor,Bronze
Denise Elizabeth Goddard,F,19.0,160.0,59.0,GBR,1964,Floor,none
Christiane Goethals,F,21.0,160.0,55.0,BEL,1968,Floor,none
Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,ROU,1992,Floor,none
Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,ROU,1996,Floor,none
Nancy Goldsmith,F,17.0,160.0,45.0,ISR,1984,Floor,none
Eugenia Golea,F,17.0,159.0,43.0,ROU,1988,Floor,none
Olga Gllner (Gecz),F,21.0,,,ROU,1952,Floor,none
"Gertrude ""Trude"" Gollner-Kolar",F,26.0,,,AUT,1952,Floor,none
Saa Golob,F,20.0,160.0,50.0,SLO,2012,Floor,none
Angela Golz,F,15.0,162.0,46.0,FRG,1984,Floor,none
Ana Sofa Gmez Porras,F,16.0,156.0,46.0,GUA,2012,Floor,none
Ana Sofa Gmez Porras,F,20.0,156.0,46.0,GUA,2016,Floor,none
Elena Gmez Servera,F,18.0,150.0,40.0,ESP,2004,Floor,none
Leyanet Gonzlez Calero,F,25.0,154.0,48.0,CUB,2004,Floor,none
Mara del Carmen Gonzlez Resina,F,19.0,,,ESP,1960,Floor,none
Alina Goreac,F,19.0,157.0,48.0,ROU,1972,Floor,none
"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,GER,1952,Floor,none
Gertrude Gries,F,27.0,,,AUT,1952,Floor,none
Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,ROU,1972,Floor,none
Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,ROU,1976,Floor,none
Cristina Elena Grigora,F,14.0,156.0,44.0,ROU,1980,Floor,none
Cristina Elena Grigora,F,18.0,156.0,44.0,ROU,1984,Floor,none
Tatyana Grigorenko,F,16.0,150.0,38.0,BLR,2000,Floor,none
Rayna Ivanova Grigorova,F,20.0,163.0,55.0,BUL,1952,Floor,none
Rayna Ivanova Grigorova,F,29.0,163.0,55.0,BUL,1960,Floor,none
Rayna Ivanova Grigorova,F,33.0,163.0,55.0,BUL,1964,Floor,none
Hildegard Grill (Leeb-),F,24.0,,,AUT,1952,Floor,none
Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,RUS,2012,Floor,none
Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,URS,1964,Floor,none
Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,RUS,1996,Floor,none
Pascale Grossenbacher,F,18.0,152.0,40.0,SUI,1996,Floor,none
Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,URS,1976,Floor,none
Yelena Aleksandrovna Grudneva,F,18.0,,,EUN,1992,Floor,none
Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,USA,1952,Floor,none
Veronica Grymonprez,F,16.0,165.0,59.0,BEL,1960,Floor,none
Veronica Grymonprez,F,20.0,165.0,59.0,BEL,1964,Floor,none
Erzsbet Gulys-Kteles,F,27.0,,,HUN,1952,Floor,none
Erzsbet Gulys-Kteles,F,32.0,,,HUN,1956,Floor,none
Jana Gnther,F,17.0,163.0,50.0,GER,1992,Floor,none
Ileana Gyarfa,F,20.0,,,ROU,1952,Floor,none
Brooke Jade Gysen,F,14.0,,,AUS,1992,Floor,none
Kelly Louise Hackman,F,19.0,157.0,52.0,GBR,2000,Floor,none
Vanda Maria Hdrean,F,16.0,,,ROU,1992,Floor,none
Han Gyeong-Im,F,17.0,155.0,46.0,KOR,1988,Floor,none
Bente Hansen (-Foss),F,19.0,164.0,50.0,NOR,1972,Floor,none
Erzsbet Hanti,F,15.0,156.0,44.0,HUN,1980,Floor,none
Kazue Hanyu (-Kasamatsu),F,18.0,160.0,52.0,JPN,1968,Floor,none
Kazue Hanyu (-Kasamatsu),F,21.0,160.0,52.0,JPN,1972,Floor,none
Karen Katrina Hargate,F,15.0,154.0,46.0,GBR,1988,Floor,none
Suzanne Helena Johanna Harmes,F,18.0,170.0,57.0,NED,2004,Floor,none
Suzanne Helena Johanna Harmes,F,22.0,170.0,57.0,NED,2008,Floor,none
Amanda Harrison (-Kirby),F,19.0,154.0,51.0,GBR,1984,Floor,none
Ruby Esther Harrold,F,20.0,162.0,56.0,GBR,2016,Floor,none
"Alexandra ""Sandra"" Hartley (-O'Brien Cousins)",F,20.0,165.0,56.0,CAN,1968,Floor,none
Takako Hasegawa,F,21.0,155.0,44.0,JPN,1972,Floor,none
Miho Hashiguchi,F,18.0,157.0,46.0,JPN,1996,Floor,none
Kayoko Hashiguchi-Saka,F,24.0,158.0,52.0,JPN,1968,Floor,none
Kayoko Hashiguchi-Saka,F,28.0,158.0,52.0,JPN,1972,Floor,none
Erna Havelka (-Raenovi),F,27.0,156.0,50.0,YUG,1972,Floor,none
He Xuemei,F,15.0,146.0,39.0,CHN,1992,Floor,none
Doris Linnea Birgitta Hedberg (-Asplund),F,20.0,,,SWE,1956,Floor,none
Elke Heine,F,17.0,164.0,50.0,FRG,1984,Floor,none
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,GDR,1972,Floor,none
Angelika Hellmann (-Keilig),F,22.0,163.0,47.0,GDR,1976,Floor,none
Heo Seon-Mi,F,17.0,155.0,40.0,KOR,2012,Floor,none
Rune Hermans,F,17.0,160.0,48.0,BEL,2016,Floor,none
Pascale Hermant,F,15.0,,,FRA,1972,Floor,none
"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,USA,2016,Floor,none
Mara Antonieta Hernndez Castao,F,14.0,156.0,46.0,MEX,1972,Floor,none
Manuela Hervs Rodrguez,F,16.0,152.0,43.0,ESP,1988,Floor,none
Theodora Mary Hill (-Gotz),F,18.0,163.0,62.0,NZL,1964,Floor,none
Marie-Sophie Hindermann,F,17.0,171.0,51.0,GER,2008,Floor,none
Silvia Hindorff (-Hafemeister),F,19.0,158.0,48.0,GDR,1980,Floor,none
Eiko Hirashima,F,21.0,161.0,52.0,JPN,1972,Floor,none
Elfriede Hirnschall (-Fgerl),F,15.0,165.0,66.0,AUT,1960,Floor,none
Irene Hirst,F,22.0,,,GBR,1952,Floor,none
"Mary Patricia ""Pat"" Hirst",F,33.0,,,GBR,1952,Floor,none
"Mary Patricia ""Pat"" Hirst",F,38.0,,,GBR,1956,Floor,none
Vanessa Hobbs,F,17.0,161.0,55.0,GBR,2004,Floor,none
Marie Margaret Hoesly,F,35.0,,,USA,1952,Floor,none
Valentyna Mykhailivna Holenkova,F,16.0,150.0,40.0,UKR,2008,Floor,none
Ingrid Holkoviov (-Postikov),F,16.0,158.0,47.0,TCH,1976,Floor,none
Inger Rose-Marie Holm (-Saxne),F,15.0,153.0,46.0,SWE,1968,Floor,none
Unni Elisabeth Holmen (-Berge-),F,16.0,165.0,56.0,NOR,1968,Floor,none
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,NOR,1972,Floor,none
Mria Homolov,F,24.0,161.0,55.0,SVK,2012,Floor,none
Hong Su-Jong,F,15.0,146.0,36.0,PRK,2004,Floor,none
Hong Tai-Kwai,F,17.0,151.0,47.0,TPE,1964,Floor,none
Hong Tai-Kwai,F,21.0,151.0,47.0,TPE,1968,Floor,none
Hong Un-Jong,F,19.0,156.0,47.0,PRK,2008,Floor,none
Hong Un-Jong,F,27.0,156.0,47.0,PRK,2016,Floor,none
Elyse Madison Hopfner-Hibbs,F,18.0,152.0,46.0,CAN,2008,Floor,none
Pamela Jean Hopkins (-Hardwicke),F,18.0,157.0,49.0,GBR,1972,Floor,none
Mariya Kindrativna Horokhovska,F,30.0,,,URS,1952,Floor,Silver
Kinga Horvth,F,15.0,158.0,46.0,HUN,1992,Floor,none
Dorota Horzonek-Jokiel,F,18.0,156.0,58.0,POL,1952,Floor,none
Dorota Horzonek-Jokiel,F,22.0,156.0,58.0,POL,1956,Floor,none
Naho Hoshiyama,F,15.0,144.0,36.0,JPN,1996,Floor,none
Raili Hillevi Hoviniemi (-Lampinen),F,16.0,157.0,52.0,FIN,1952,Floor,none
"Doris Katherine ""Kathy"" Howard",F,18.0,163.0,50.0,USA,1976,Floor,none
"Judith Ann ""Judy"" Howe (Hult-)",F,21.0,162.0,55.0,USA,1956,Floor,none
Huang Mandan,F,17.0,150.0,37.0,CHN,2000,Floor,none
Huang Qiushuang,F,20.0,154.0,43.0,CHN,2012,Floor,none
Huang Qun,F,15.0,150.0,38.0,CHN,1984,Floor,none
Colette Hu (-Changeat),F,20.0,,,FRA,1952,Floor,none
Joanna Lovell Hughes,F,18.0,157.0,47.0,AUS,1996,Floor,none
Rene Hugon (-Roger),F,29.0,163.0,59.0,FRA,1960,Floor,none
Terin Marie Humphrey,F,17.0,152.0,43.0,USA,2004,Floor,none
Gheorgheta Hurmuzachi (-Dumitrescu),F,20.0,,,ROU,1956,Floor,none
Pamela Ruth Hutchinson,F,18.0,159.0,52.0,GBR,1972,Floor,none
Tetiana Kostiantynivna Hutsu,F,15.0,,,EUN,1992,Floor,Bronze
Ann-Mari Hvaal (-Steinsland),F,24.0,163.0,59.0,NOR,1968,Floor,none
Hwang Bo-Sil,F,19.0,,,PRK,1992,Floor,none
Daniele Matias Hyplito,F,16.0,147.0,51.0,BRA,2000,Floor,none
Daniele Matias Hyplito,F,19.0,147.0,51.0,BRA,2004,Floor,none
Daniele Matias Hyplito,F,23.0,147.0,51.0,BRA,2008,Floor,none
Daniele Matias Hyplito,F,27.0,147.0,51.0,BRA,2012,Floor,none
Daniele Matias Hyplito,F,31.0,147.0,51.0,BRA,2016,Floor,none
Mitsuka Ikeda,F,24.0,,,JPN,1956,Floor,none
Marieta Ilieva,F,16.0,158.0,52.0,BUL,1972,Floor,none
Im Hye-Jin,F,15.0,152.0,40.0,KOR,1988,Floor,none
Paula Ioan,F,17.0,162.0,55.0,ROU,1972,Floor,none
Atanasia Ionescu (-Albu),F,25.0,152.0,47.0,ROU,1960,Floor,none
Atanasia Ionescu (-Albu),F,29.0,152.0,47.0,ROU,1964,Floor,none
Larisa Andreea Iordache,F,16.0,150.0,,ROU,2012,Floor,none
Sonia Iovan-Inovan,F,21.0,150.0,48.0,ROU,1956,Floor,none
Sonia Iovan-Inovan,F,24.0,150.0,48.0,ROU,1960,Floor,none
Sonia Iovan-Inovan,F,29.0,150.0,48.0,ROU,1964,Floor,none
Torunn Isberg,F,19.0,159.0,56.0,NOR,1968,Floor,none
Manami Ishizaka,F,18.0,150.0,39.0,JPN,2004,Floor,none
Marija Ivandeki,F,26.0,,,YUG,1952,Floor,none
Sandra Raluca Izbaa,F,18.0,164.0,52.0,ROU,2008,Floor,Gold
Sandra Raluca Izbaa,F,22.0,164.0,52.0,ROU,2012,Floor,none
Ana Mara Izurieta Garca,F,19.0,157.0,52.0,ESP,2012,Floor,none
Karin Janz (-Bttner),F,16.0,156.0,46.0,GDR,1968,Floor,none
Karin Janz (-Bttner),F,20.0,156.0,46.0,GDR,1972,Floor,none
Nadine Jarosch,F,17.0,158.0,46.0,GER,2012,Floor,none
Agata Jadwiga Jaroszek-Karczmarek,F,16.0,178.0,61.0,POL,1980,Floor,none
Petra Jebram (-Berchtold),F,14.0,164.0,55.0,FRG,1968,Floor,none
Martina Jentsch,F,20.0,161.0,52.0,GDR,1988,Floor,none
Jeong Bong-Sun,F,19.0,160.0,50.0,KOR,1964,Floor,none
Marisa Jervella,F,15.0,155.0,49.0,SUI,1984,Floor,none
Ji Liya,F,14.0,148.0,38.0,CHN,1996,Floor,none
Jiang Yuyuan,F,16.0,140.0,32.0,CHN,2008,Floor,none
Jo Hyun-Joo,F,15.0,139.0,33.0,KOR,2008,Floor,none
Brandy K. Johnson (-Scharpf),F,15.0,150.0,42.0,USA,1988,Floor,none
"Kathleen Ann ""Kathy"" Johnson (-Clarke)",F,24.0,153.0,45.0,USA,1984,Floor,none
Shawn Machel Johnson (-East),F,16.0,145.0,41.0,USA,2008,Floor,Silver
Anita Jokiel,F,13.0,142.0,28.0,POL,1980,Floor,none
Denise Jones,F,17.0,147.0,41.0,GBR,1980,Floor,none
Madeleine Jouffroy (-Perrier),F,24.0,,,FRA,1952,Floor,none
"Daria ""Dasha"" Joura",F,18.0,154.0,50.0,AUS,2008,Floor,none
Joana Jurez Roura,F,15.0,149.0,40.0,ESP,1996,Floor,none
Medeya Jugeli,F,26.0,,,URS,1952,Floor,none
Katarzyna Iwona Jurkowska-Kowalska,F,24.0,161.0,50.0,POL,2016,Floor,none
Ida Kadlec,F,22.0,,,AUT,1952,Floor,none
Ariella Kaeslin,F,20.0,165.0,55.0,SUI,2008,Floor,none
Yekaterina Illarionovna Kalinchuk (Dyomina-),F,29.0,,,URS,1952,Floor,none
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164.0,57.0,URS,1956,Floor,none
Lidiya Gavrilovna Kalinina-Ivanova,F,23.0,164.0,57.0,URS,1960,Floor,none
Mitsuko Kandori,F,25.0,148.0,45.0,JPN,1968,Floor,none
Kang Myong-Suk,F,14.0,151.0,39.0,PRK,1980,Floor,none
Kang Yun-Mi,F,16.0,144.0,36.0,PRK,2004,Floor,none
Nicole Kantek,F,15.0,,,AUS,1996,Floor,none
Miriam Kara,F,21.0,161.0,50.0,ISR,1960,Floor,none
Mariya Karashka,F,26.0,164.0,61.0,BUL,1968,Floor,none
Olga Dmitryievna Karasyova (Kharlova-),F,19.0,164.0,55.0,URS,1968,Floor,none
"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)",F,25.0,,,HUN,1952,Floor,none
Virginia Karentzou,F,18.0,160.0,47.0,GRE,1996,Floor,none
Maude Astrid Karln,F,23.0,,,SWE,1956,Floor,none
Norveig Karlsen (-Christiansen),F,30.0,,,NOR,1952,Floor,none
Dipa Karmakar,F,22.0,151.0,47.0,IND,2016,Floor,none
Viktoriya Pavlivna Karpenko,F,19.0,148.0,40.0,UKR,2000,Floor,none
Mariya Kartalova,F,19.0,157.0,42.0,BUL,1988,Floor,none
"Svetlana ""Svetla"" Kashtelyan",F,17.0,154.0,45.0,BUL,1976,Floor,none
Tokie Kawase,F,15.0,157.0,48.0,JPN,1984,Floor,none
Mrta Kelemen,F,17.0,164.0,52.0,HUN,1972,Floor,none
Mrta Kelemen,F,21.0,164.0,52.0,HUN,1976,Floor,none
gnes Keleti-Srkny (Klein),F,31.0,,,HUN,1952,Floor,Gold
gnes Keleti-Srkny (Klein),F,35.0,,,HUN,1956,Floor,Gold
Karen Barbara Kelsall,F,13.0,150.0,37.0,CAN,1976,Floor,none
Karen Kennedy,F,21.0,162.0,50.0,GBR,1988,Floor,none
Angelika Kern,F,16.0,158.0,46.0,FRG,1968,Floor,none
Angelika Kern,F,19.0,158.0,46.0,FRG,1972,Floor,none
Dagmar Kersten,F,17.0,157.0,45.0,GDR,1988,Floor,none
Aliz Kertsz,F,21.0,,,HUN,1956,Floor,none
Anik Kry,F,16.0,157.0,51.0,HUN,1972,Floor,none
"Rose-Marie ""Romi"" Kessler",F,21.0,159.0,48.0,SUI,1984,Floor,none
Irina Khitrova,F,18.0,160.0,51.0,BUL,1972,Floor,none
Svetlana Vasilyevna Khorkina,F,17.0,165.0,47.0,RUS,1996,Floor,none
Svetlana Vasilyevna Khorkina,F,21.0,165.0,47.0,RUS,2000,Floor,Silver
Svetlana Vasilyevna Khorkina,F,25.0,165.0,47.0,RUS,2004,Floor,none
Khrabrina Bozhidarova Khrabrova,F,15.0,155.0,41.0,BUL,1988,Floor,none
Snezhana Ivanova Khristakieva,F,15.0,147.0,36.0,BUL,1992,Floor,none
"Aikaterini ""Katerina"" Khristoforidou",F,16.0,158.0,51.0,GRE,2000,Floor,none
Brigitte Helene Kiesler (Krst-),F,27.0,157.0,52.0,GER,1952,Floor,none
Chieko Kikkawa,F,21.0,158.0,47.0,JPN,1976,Floor,none
Kim Chun-Son,F,19.0,149.0,42.0,PRK,1980,Floor,none
Kim Eun-Mi,F,16.0,160.0,47.0,KOR,1988,Floor,none
Kim Gwang-Suk,F,16.0,,,PRK,1992,Floor,none
Kim Nam-Ok,F,15.0,155.0,45.0,KOR,1988,Floor,none
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,18.0,152.0,47.0,URS,1976,Floor,Gold
"Nellya Vladimirovna ""Nelli"" Kim (-Achasov)",F,22.0,152.0,47.0,URS,1980,Floor,Gold
Kim Un-Jong,F,17.0,145.0,36.0,PRK,2004,Floor,none
Pavla Kinclov,F,17.0,164.0,53.0,TCH,1992,Floor,none
Marissa Petra King,F,17.0,154.0,53.0,GBR,2008,Floor,none
Klaudia Kinsk,F,18.0,163.0,52.0,SVK,1996,Floor,none
Mariya Kircheva,F,18.0,158.0,47.0,BUL,1976,Floor,none
Doris Ann Kirkman (-Cannon),F,21.0,,,USA,1952,Floor,none
Marion Kische (-Wellner),F,18.0,159.0,47.0,GDR,1976,Floor,none
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",F,19.0,164.0,56.0,USA,1956,Floor,none
Dorota Monika Klencz (-Szymura),F,17.0,160.0,54.0,POL,1972,Floor,none
Ulrike Klotz,F,17.0,166.0,50.0,GDR,1988,Floor,none
Svetlana Alekseyevna Klyukina,F,19.0,152.0,40.0,RUS,2008,Floor,none
Oksana Knizhnik,F,19.0,,,UKR,1996,Floor,none
Jana Knopov,F,18.0,160.0,47.0,TCH,1976,Floor,none
Dina Anatolyevna Kochetkova,F,18.0,147.0,37.0,RUS,1996,Floor,none
Tereza Koi,F,18.0,156.0,51.0,YUG,1952,Floor,none
Tereza Koi,F,26.0,156.0,51.0,YUG,1960,Floor,none
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,RUS,2012,Floor,none
Jana Komrskov,F,17.0,167.0,58.0,CZE,2000,Floor,none
Jana Komrskov,F,21.0,167.0,58.0,CZE,2004,Floor,none
Kong Yun-Jin,F,14.0,157.0,39.0,KOR,1996,Floor,none
Nataliya Oleksivna Kononenko,F,17.0,158.0,,UKR,2012,Floor,none
Hilde Koop,F,31.0,,,GER,1952,Floor,none
"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,17.0,152.0,39.0,URS,1972,Floor,Gold
"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",F,21.0,152.0,39.0,URS,1976,Floor,none
"Margit Korondi (Kronstein-, -Plachy, -Szalay)",F,20.0,,,HUN,1952,Floor,Bronze
"Margit Korondi (Kronstein-, -Plachy, -Szalay)",F,24.0,,,HUN,1956,Floor,none
"Johanna Maria ""Joke"" Kos",F,20.0,165.0,60.0,NED,1976,Floor,none
Antonina Vladimirovna Koshel,F,17.0,154.0,40.0,URS,1972,Floor,none
Salme Kaarina Koskinen (-Paimander),F,20.0,172.0,56.0,FIN,1964,Floor,none
Nina Kostova,F,16.0,157.0,44.0,BUL,1976,Floor,none
Mari Kosuge,F,16.0,142.0,39.0,JPN,1992,Floor,none
Natalia Kot (-Wala),F,18.0,161.0,56.0,POL,1956,Floor,none
Natalia Kot (-Wala),F,22.0,161.0,56.0,POL,1960,Floor,none
Zsfia Kovcs,F,16.0,157.0,48.0,HUN,2016,Floor,none
Anastasiya Serhivna Koval,F,15.0,154.0,44.0,UKR,2008,Floor,none
Julija Kovaliova,F,19.0,155.0,48.0,LTU,2000,Floor,none
Mria Kvi-Zalai (-Kocsis),F,27.0,,,HUN,1952,Floor,none
Zofia Kowalczyk (-Krupa),F,23.0,162.0,58.0,POL,1952,Floor,none
Olga Kozhevnikova,F,15.0,152.0,43.0,KAZ,1996,Floor,none
Alina Yevhenivna Kozich,F,16.0,161.0,52.0,UKR,2004,Floor,none
Alina Yevhenivna Kozich,F,20.0,161.0,52.0,UKR,2008,Floor,none
Steffi Krker (-Biskupek),F,16.0,156.0,43.0,GDR,1976,Floor,none
Steffi Krker (-Biskupek),F,20.0,156.0,43.0,GDR,1980,Floor,none
Yekaterina Aleksandrovna Kramarenko,F,17.0,146.0,40.0,RUS,2008,Floor,none
"Irmgard ""Irmi"" Krauser",F,20.0,164.0,51.0,FRG,1968,Floor,none
Nikolett Krausz,F,15.0,148.0,41.0,HUN,1996,Floor,none
Gabriela Krmov,F,18.0,154.0,50.0,CZE,1996,Floor,none
Annette Krier,F,19.0,,,LUX,1956,Floor,none
Ivona Krmelov (-Lakomy),F,18.0,156.0,42.0,TCH,1988,Floor,none
Huiberdina Krul-van der Nolk van Gogh,F,30.0,,,NED,1952,Floor,none
Mariya Yevgenyevna Kryuchkova,F,16.0,150.0,39.0,RUS,2004,Floor,none
Jna Kubikov-Posnerov,F,19.0,164.0,55.0,TCH,1964,Floor,none
Jna Kubikov-Posnerov,F,23.0,164.0,55.0,TCH,1968,Floor,none
Kyoko Kubota,F,23.0,,,JPN,1956,Floor,none
Nataliya Aleksandrovna Kuchinskaya (-Kotlyar),F,19.0,158.0,48.0,URS,1968,Floor,Bronze
Anne Kuhm,F,15.0,146.0,43.0,FRA,2012,Floor,none
Kui Yuanyuan,F,15.0,152.0,44.0,CHN,1996,Floor,none
Kui Yuanyuan,F,19.0,152.0,44.0,CHN,2000,Floor,none
Marie Antoinette Kuiters,F,20.0,161.0,61.0,RSA,1960,Floor,none
Slavia Kundaina,F,17.0,162.0,55.0,YUG,1972,Floor,none
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,USA,2004,Floor,none
