Name,Sex,Age,Height,Weight,NOC,Year,Event,Medal
Anik Ducza-Jnosi,F,22.0,161.0,57.0,HUN,1964,Uneven Bars,none
Anik Ducza-Jnosi,F,26.0,161.0,57.0,HUN,1968,Uneven Bars,none
Diana Gnkova Dudeva,F,20.0,157.0,46.0,BUL,1988,Uneven Bars,none
Youna Dufournet,F,18.0,160.0,56.0,FRA,2012,Uneven Bars,none
Laetitia Dugain,F,15.0,160.0,52.0,FRA,2008,Uneven Bars,none
Rodica Dunca (-Kszegi),F,15.0,158.0,43.0,ROU,1980,Uneven Bars,none
Ginette Durand,F,23.0,,,FRA,1952,Uneven Bars,none
Elisabetta Durelli,F,16.0,,,ITA,1952,Uneven Bars,none
Michelle Hollis Dusserre (-Farrell),F,15.0,153.0,41.0,USA,1984,Uneven Bars,none
Brygida Dziuba (-Balska),F,21.0,164.0,54.0,POL,1960,Uneven Bars,none
Anastasiya Dzyundzyak,F,17.0,,,UZB,1996,Uneven Bars,none
Gertrd Emilia Eberle (-Kollar),F,16.0,153.0,40.0,ROU,1980,Uneven Bars,Silver
Lisa Ecker,F,23.0,157.0,55.0,AUT,2016,Uneven Bars,none
Kameliya Eftimova,F,14.0,145.0,35.0,BUL,1980,Uneven Bars,none
Mrta Egervri (-Magyar),F,19.0,160.0,49.0,HUN,1976,Uneven Bars,Bronze
Mrta Egervri (-Magyar),F,23.0,160.0,49.0,HUN,1980,Uneven Bars,none
Laila Solveig Egman-Andersson,F,18.0,168.0,59.0,SWE,1960,Uneven Bars,none
Laila Solveig Egman-Andersson,F,22.0,168.0,59.0,SWE,1964,Uneven Bars,none
Laila Solveig Egman-Andersson,F,26.0,168.0,59.0,SWE,1968,Uneven Bars,none
Sidsel Ekholdt (-Hilleren),F,16.0,162.0,50.0,NOR,1972,Uneven Bars,none
Naima El-Rhouati,F,20.0,,,MAR,1996,Uneven Bars,none
Salma Mahmoud El-Said Mohamed,F,20.0,155.0,50.0,EGY,2012,Uneven Bars,none
Sherine Ahmed El-Zeiny,F,17.0,162.0,50.0,EGY,2008,Uneven Bars,none
Sherine Ahmed El-Zeiny,F,25.0,162.0,50.0,EGY,2016,Uneven Bars,none
Monica Elisabeth Elfvin (-Nkleby),F,21.0,164.0,52.0,SWE,1960,Uneven Bars,none
Meta Elste (Neumann-),F,32.0,,,USA,1952,Uneven Bars,none
"Caroline Lynne ""Carrie"" Englert (-Zimmerman)",F,18.0,163.0,49.0,USA,1976,Uneven Bars,none
Tina Erceg,F,20.0,162.0,51.0,CRO,2008,Uneven Bars,none
Tina Erceg,F,24.0,162.0,51.0,CRO,2012,Uneven Bars,none
Alexandra Georgiana Maria Eremia,F,17.0,149.0,38.0,ROU,2004,Uneven Bars,none
Bettina Ernst,F,15.0,162.0,47.0,SUI,1984,Uneven Bars,none
"Gitta Escher (-Sommer, -Wagenknecht)",F,19.0,163.0,48.0,GDR,1976,Uneven Bars,none
Catalina Elena Escobar Gmez,F,25.0,156.0,50.0,COL,2016,Uneven Bars,none
Margot Estvez Garca,F,16.0,153.0,35.0,ESP,1984,Uneven Bars,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,21.0,159.0,59.0,POL,1960,Uneven Bars,none
Barbara Halina Eustachiewicz-Przygoda (-Kowal),F,25.0,159.0,59.0,POL,1964,Uneven Bars,none
Bndicte Evrard,F,17.0,176.0,38.0,BEL,1992,Uneven Bars,none
Jennifer Exaltacion,F,16.0,152.0,41.0,CAN,1996,Uneven Bars,none
"Gabriele ""Gabi"" Fhnrich",F,20.0,155.0,46.0,GDR,1988,Uneven Bars,none
Fan Di,F,15.0,144.0,35.0,CHN,1988,Uneven Bars,none
Fan Ye,F,27.0,176.0,72.0,CHN,2004,Uneven Bars,none
Fan Yilin,F,16.0,148.0,37.0,CHN,2016,Uneven Bars,none
Colette Fanara,F,26.0,,,FRA,1952,Uneven Bars,none
Erika Fasana,F,16.0,155.0,50.0,ITA,2012,Uneven Bars,none
Erika Fasana,F,20.0,155.0,50.0,ITA,2016,Uneven Bars,none
Christel Felgner (-Wunder),F,22.0,156.0,50.0,GER,1964,Uneven Bars,none
Cherrelle Fennell,F,17.0,157.0,52.0,GBR,2004,Uneven Bars,none
Carlotta Ferlito,F,17.0,160.0,50.0,ITA,2012,Uneven Bars,none
Carlotta Ferlito,F,21.0,160.0,50.0,ITA,2016,Uneven Bars,none
Alicia Fernndez Cortacero,F,18.0,,,ESP,1992,Uneven Bars,none
Mara Luisa Fernndez Miranda,F,17.0,,,ESP,1960,Uneven Bars,none
Vanessa Ferrari,F,17.0,146.0,45.0,ITA,2008,Uneven Bars,none
Vanessa Ferrari,F,21.0,146.0,45.0,ITA,2012,Uneven Bars,none
Vanessa Ferrari,F,25.0,146.0,45.0,ITA,2016,Uneven Bars,none
"Gertrude ""Gerti"" Fesl",F,20.0,,,AUT,1952,Uneven Bars,none
Danuta Fidusiewicz-Prusinowska,F,20.0,166.0,55.0,POL,1972,Uneven Bars,none
Tatiana Figueirdo,F,16.0,157.0,44.0,BRA,1984,Uneven Bars,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,14.0,136.0,30.0,URS,1976,Uneven Bars,none
Mariya Yevgenyevna Filatova (-Kurbatova),F,19.0,136.0,30.0,URS,1980,Uneven Bars,Bronze
Dimitrinka Filipova,F,14.0,148.0,37.0,BUL,1980,Uneven Bars,none
Kyriaki Firinidou,F,15.0,155.0,42.0,GRE,1996,Uneven Bars,none
Erika Flander,F,15.0,144.0,35.0,HUN,1980,Uneven Bars,none
Barbara Kay Fletcher (-Evans),F,21.0,158.0,51.0,AUS,1964,Uneven Bars,none
Mylne Fleury,F,17.0,154.0,52.0,CAN,1992,Uneven Bars,none
Mara Ins Flores-Wurmser,F,17.0,152.0,46.0,GUA,1988,Uneven Bars,none
Dianne Rena Foote (-Moreland),F,17.0,167.0,,NZL,1972,Uneven Bars,none
Klra Frstner,F,18.0,158.0,52.0,HUN,1960,Uneven Bars,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,25.0,160.0,50.0,GER,1960,Uneven Bars,none
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,GER,1964,Uneven Bars,none
Claudia Fragapane,F,18.0,137.0,43.0,GBR,2016,Uneven Bars,none
Cristina Fraguas Snchez,F,16.0,,,ESP,1992,Uneven Bars,none
Sonia Fraguas Snchez,F,14.0,,,ESP,1992,Uneven Bars,none
Ethiene Cristina Gonser Franco,F,16.0,147.0,46.0,BRA,2008,Uneven Bars,none
Ethiene Cristina Gonser Franco,F,20.0,147.0,46.0,BRA,2012,Uneven Bars,none
"Ingeborg ""Ing"" Fraser (Haussler-)",F,,,,AUS,1956,Uneven Bars,none
Patrizia Fratini,F,14.0,160.0,46.0,ITA,1976,Uneven Bars,none
Monique Freres,F,19.0,152.0,48.0,BEL,1976,Uneven Bars,none
Limor Fridman,F,16.0,162.0,46.0,ISR,1984,Uneven Bars,none
Kthi Fritschi,F,18.0,157.0,44.0,SUI,1972,Uneven Bars,none
"Pieternella ""Nel"" Fritz (-Zandee)",F,23.0,167.0,59.0,NED,1960,Uneven Bars,none
Doris Gudrun Fuchs (-Brause),F,18.0,152.0,54.0,USA,1956,Uneven Bars,none
Doris Gudrun Fuchs (-Brause),F,22.0,152.0,54.0,USA,1960,Uneven Bars,none
Judit Fle,F,18.0,164.0,58.0,HUN,1960,Uneven Bars,none
Ludivine Furnon,F,15.0,146.0,38.0,FRA,1996,Uneven Bars,none
Ludivine Furnon,F,19.0,146.0,38.0,FRA,2000,Uneven Bars,none
Georgeta Gabor,F,14.0,142.0,37.0,ROU,1976,Uneven Bars,none
Luiza Galiulina,F,16.0,145.0,35.0,UZB,2008,Uneven Bars,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15.0,150.0,38.0,EUN,1992,Uneven Bars,none
"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,19.0,150.0,38.0,RUS,1996,Uneven Bars,none
Nuria Garca Daz,F,15.0,147.0,33.0,ESP,1988,Uneven Bars,none
Patricia Garca Pureco,F,15.0,157.0,46.0,MEX,1972,Uneven Bars,none
Patricia Garca Pureco,F,19.0,157.0,46.0,MEX,1976,Uneven Bars,none
Susana Garca Escrich,F,18.0,148.0,39.0,ESP,2000,Uneven Bars,none
Pauline Margrit Gardiner (-David),F,19.0,167.0,59.0,NZL,1964,Uneven Bars,none
Maria Teresa Gargano,F,17.0,162.0,47.0,ITA,2004,Uneven Bars,none
Kelly Garrison-Steves (-Funderburk),F,21.0,155.0,48.0,USA,1988,Uneven Bars,none
Barbara Gasser,F,22.0,165.0,57.0,AUT,2012,Uneven Bars,none
Houry A. Gebeshian,F,27.0,152.0,48.0,ARM,2016,Uneven Bars,none
Gharde Geldenhuys,F,18.0,161.0,46.0,NAM,2000,Uneven Bars,none
Mauricette Geller,F,15.0,150.0,42.0,BEL,1988,Uneven Bars,none
Laure Gly,F,17.0,150.0,38.0,FRA,1996,Uneven Bars,none
Veselina Gencheva,F,15.0,162.0,48.0,BUL,1996,Uneven Bars,none
Tania Gener Cordero,F,15.0,150.0,38.0,ESP,2004,Uneven Bars,none
Elena Kirova Georgieva,F,25.0,154.0,46.0,BUL,1972,Uneven Bars,none
"Helena Antonette ""Lenie"" Gerrietsen (-Lens)",F,22.0,,,NED,1952,Uneven Bars,none
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,GDR,1976,Uneven Bars,none
Elvire Gertosio,F,24.0,,,FRA,1972,Uneven Bars,none
"Caterina ""Cathy"" Giancaspro",F,17.0,150.0,39.0,CAN,1988,Uneven Bars,none
Jessica Gil Ortiz,F,21.0,161.0,,COL,2012,Uneven Bars,none
Andrea Fernanda Giordano Porri,F,16.0,,,ARG,1992,Uneven Bars,none
Carlotta Giovannini,F,18.0,158.0,50.0,ITA,2008,Uneven Bars,none
Kathy Lee Gleason (-Jachter),F,19.0,163.0,53.0,USA,1968,Uneven Bars,none
Maxi Gnauck,F,15.0,148.0,33.0,GDR,1980,Uneven Bars,Gold
Denise Elizabeth Goddard,F,19.0,160.0,59.0,GBR,1964,Uneven Bars,none
Christiane Goethals,F,21.0,160.0,55.0,BEL,1968,Uneven Bars,none
Gina Elena Gogean (-Groza),F,13.0,150.0,40.0,ROU,1992,Uneven Bars,none
Gina Elena Gogean (-Groza),F,17.0,150.0,40.0,ROU,1996,Uneven Bars,none
Nancy Goldsmith,F,17.0,160.0,45.0,ISR,1984,Uneven Bars,none
Eugenia Golea,F,17.0,159.0,43.0,ROU,1988,Uneven Bars,none
Olga Gllner (Gecz),F,21.0,,,ROU,1952,Uneven Bars,none
"Gertrude ""Trude"" Gollner-Kolar",F,26.0,,,AUT,1952,Uneven Bars,none
Saa Golob,F,20.0,160.0,50.0,SLO,2012,Uneven Bars,none
Angela Golz,F,15.0,162.0,46.0,FRG,1984,Uneven Bars,none
Ana Sofa Gmez Porras,F,16.0,156.0,46.0,GUA,2012,Uneven Bars,none
Ana Sofa Gmez Porras,F,20.0,156.0,46.0,GUA,2016,Uneven Bars,none
Elena Gmez Servera,F,18.0,150.0,40.0,ESP,2004,Uneven Bars,none
Leyanet Gonzlez Calero,F,25.0,154.0,48.0,CUB,2004,Uneven Bars,none
Mara del Carmen Gonzlez Resina,F,19.0,,,ESP,1960,Uneven Bars,none
Alina Goreac,F,19.0,157.0,48.0,ROU,1972,Uneven Bars,none
"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29.0,,,GER,1952,Uneven Bars,none
Gertrude Gries,F,27.0,,,AUT,1952,Uneven Bars,none
Anca Grigora (-Mihilescu),F,14.0,167.0,54.0,ROU,1972,Uneven Bars,none
Anca Grigora (-Mihilescu),F,18.0,167.0,54.0,ROU,1976,Uneven Bars,none
Cristina Elena Grigora,F,14.0,156.0,44.0,ROU,1980,Uneven Bars,none
Cristina Elena Grigora,F,18.0,156.0,44.0,ROU,1984,Uneven Bars,none
Andreea Florentina Grigore,F,17.0,146.0,39.0,ROU,2008,Uneven Bars,none
Rayna Ivanova Grigorova,F,20.0,163.0,55.0,BUL,1952,Uneven Bars,none
Rayna Ivanova Grigorova,F,29.0,163.0,55.0,BUL,1960,Uneven Bars,none
Rayna Ivanova Grigorova,F,33.0,163.0,55.0,BUL,1964,Uneven Bars,none
Hildegard Grill (Leeb-),F,24.0,,,AUT,1952,Uneven Bars,none
Anastasiya Nikolayevna Grishina,F,16.0,146.0,37.0,RUS,2012,Uneven Bars,none
Lyudmila Pavlovna Gromova,F,21.0,157.0,52.0,URS,1964,Uneven Bars,none
Yelena Nikolayevna Grosheva (-Barakatt),F,17.0,153.0,41.0,RUS,1996,Uneven Bars,none
Pascale Grossenbacher,F,18.0,152.0,40.0,SUI,1996,Uneven Bars,none
Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17.0,156.0,41.0,URS,1976,Uneven Bars,none
Yelena Aleksandrovna Grudneva,F,18.0,,,EUN,1992,Uneven Bars,none
Ruth Catherine Grulkowski (-Hatyina),F,21.0,,,USA,1952,Uneven Bars,none
Veronica Grymonprez,F,16.0,165.0,59.0,BEL,1960,Uneven Bars,none
Veronica Grymonprez,F,20.0,165.0,59.0,BEL,1964,Uneven Bars,none
Erzsbet Gulys-Kteles,F,27.0,,,HUN,1952,Uneven Bars,none
Erzsbet Gulys-Kteles,F,32.0,,,HUN,1956,Uneven Bars,none
Jana Gnther,F,17.0,163.0,50.0,GER,1992,Uneven Bars,none
Ileana Gyarfa,F,20.0,,,ROU,1952,Uneven Bars,none
Brooke Jade Gysen,F,14.0,,,AUS,1992,Uneven Bars,none
Kelly Louise Hackman,F,19.0,157.0,52.0,GBR,2000,Uneven Bars,none
Vanda Maria Hdrean,F,16.0,,,ROU,1992,Uneven Bars,none
Han Gyeong-Im,F,17.0,155.0,46.0,KOR,1988,Uneven Bars,none
Han Jong-Ok,F,17.0,148.0,39.0,PRK,2004,Uneven Bars,none
Bente Hansen (-Foss),F,19.0,164.0,50.0,NOR,1972,Uneven Bars,none
Erzsbet Hanti,F,15.0,156.0,44.0,HUN,1980,Uneven Bars,none
Kazue Hanyu (-Kasamatsu),F,18.0,160.0,52.0,JPN,1968,Uneven Bars,none
Kazue Hanyu (-Kasamatsu),F,21.0,160.0,52.0,JPN,1972,Uneven Bars,none
Karen Katrina Hargate,F,15.0,154.0,46.0,GBR,1988,Uneven Bars,none
Suzanne Helena Johanna Harmes,F,18.0,170.0,57.0,NED,2004,Uneven Bars,none
Suzanne Helena Johanna Harmes,F,22.0,170.0,57.0,NED,2008,Uneven Bars,none
Amanda Harrison (-Kirby),F,19.0,154.0,51.0,GBR,1984,Uneven Bars,none
Ruby Esther Harrold,F,20.0,162.0,56.0,GBR,2016,Uneven Bars,none
"Alexandra ""Sandra"" Hartley (-O'Brien Cousins)",F,20.0,165.0,56.0,CAN,1968,Uneven Bars,none
Takako Hasegawa,F,21.0,155.0,44.0,JPN,1972,Uneven Bars,none
Miho Hashiguchi,F,18.0,157.0,46.0,JPN,1996,Uneven Bars,none
Kayoko Hashiguchi-Saka,F,24.0,158.0,52.0,JPN,1968,Uneven Bars,none
Kayoko Hashiguchi-Saka,F,28.0,158.0,52.0,JPN,1972,Uneven Bars,none
Erna Havelka (-Raenovi),F,27.0,156.0,50.0,YUG,1972,Uneven Bars,none
He Kexin,F,16.0,142.0,33.0,CHN,2008,Uneven Bars,Gold
He Kexin,F,20.0,142.0,33.0,CHN,2012,Uneven Bars,Silver
He Xuemei,F,15.0,146.0,39.0,CHN,1992,Uneven Bars,none
Doris Linnea Birgitta Hedberg (-Asplund),F,20.0,,,SWE,1956,Uneven Bars,none
Elke Heine,F,17.0,164.0,50.0,FRG,1984,Uneven Bars,none
Angelika Hellmann (-Keilig),F,18.0,163.0,47.0,GDR,1972,Uneven Bars,none
Angelika Hellmann (-Keilig),F,22.0,163.0,47.0,GDR,1976,Uneven Bars,none
Heo Seon-Mi,F,17.0,155.0,40.0,KOR,2012,Uneven Bars,none
Rune Hermans,F,17.0,160.0,48.0,BEL,2016,Uneven Bars,none
Pascale Hermant,F,15.0,,,FRA,1972,Uneven Bars,none
Mara Antonieta Hernndez Castao,F,14.0,156.0,46.0,MEX,1972,Uneven Bars,none
Manuela Hervs Rodrguez,F,16.0,152.0,43.0,ESP,1988,Uneven Bars,none
Theodora Mary Hill (-Gotz),F,18.0,163.0,62.0,NZL,1964,Uneven Bars,none
Marie-Sophie Hindermann,F,17.0,171.0,51.0,GER,2008,Uneven Bars,none
Silvia Hindorff (-Hafemeister),F,19.0,158.0,48.0,GDR,1980,Uneven Bars,none
Eiko Hirashima,F,21.0,161.0,52.0,JPN,1972,Uneven Bars,none
Elfriede Hirnschall (-Fgerl),F,15.0,165.0,66.0,AUT,1960,Uneven Bars,none
Irene Hirst,F,22.0,,,GBR,1952,Uneven Bars,none
"Mary Patricia ""Pat"" Hirst",F,33.0,,,GBR,1952,Uneven Bars,none
"Mary Patricia ""Pat"" Hirst",F,38.0,,,GBR,1956,Uneven Bars,none
Loan Valerie His,F,17.0,160.0,57.0,FRA,2016,Uneven Bars,none
Vanessa Hobbs,F,17.0,161.0,55.0,GBR,2004,Uneven Bars,none
Marie Margaret Hoesly,F,35.0,,,USA,1952,Uneven Bars,none
Valentyna Mykhailivna Holenkova,F,16.0,150.0,40.0,UKR,2008,Uneven Bars,none
Ingrid Holkoviov (-Postikov),F,16.0,158.0,47.0,TCH,1976,Uneven Bars,none
Inger Rose-Marie Holm (-Saxne),F,15.0,153.0,46.0,SWE,1968,Uneven Bars,none
Unni Elisabeth Holmen (-Berge-),F,16.0,165.0,56.0,NOR,1968,Uneven Bars,none
Unni Elisabeth Holmen (-Berge-),F,19.0,165.0,56.0,NOR,1972,Uneven Bars,none
Mria Homolov,F,24.0,161.0,55.0,SVK,2012,Uneven Bars,none
Hong Su-Jong,F,15.0,146.0,36.0,PRK,2004,Uneven Bars,none
Hong Tai-Kwai,F,17.0,151.0,47.0,TPE,1964,Uneven Bars,none
Hong Tai-Kwai,F,21.0,151.0,47.0,TPE,1968,Uneven Bars,none
Hong Un-Jong,F,19.0,156.0,47.0,PRK,2008,Uneven Bars,none
Elyse Madison Hopfner-Hibbs,F,18.0,152.0,46.0,CAN,2008,Uneven Bars,none
Pamela Jean Hopkins (-Hardwicke),F,18.0,157.0,49.0,GBR,1972,Uneven Bars,none
Mariya Kindrativna Horokhovska,F,30.0,,,URS,1952,Uneven Bars,Silver
Kinga Horvth,F,15.0,158.0,46.0,HUN,1992,Uneven Bars,none
Dorota Horzonek-Jokiel,F,18.0,156.0,58.0,POL,1952,Uneven Bars,none
Dorota Horzonek-Jokiel,F,22.0,156.0,58.0,POL,1956,Uneven Bars,none
Naho Hoshiyama,F,15.0,144.0,36.0,JPN,1996,Uneven Bars,none
Raili Hillevi Hoviniemi (-Lampinen),F,16.0,157.0,52.0,FIN,1952,Uneven Bars,none
"Doris Katherine ""Kathy"" Howard",F,18.0,163.0,50.0,USA,1976,Uneven Bars,none
"Judith Ann ""Judy"" Howe (Hult-)",F,21.0,162.0,55.0,USA,1956,Uneven Bars,none
Huang Mandan,F,17.0,150.0,37.0,CHN,2000,Uneven Bars,none
Huang Qiushuang,F,20.0,154.0,43.0,CHN,2012,Uneven Bars,none
Huang Qun,F,15.0,150.0,38.0,CHN,1984,Uneven Bars,none
Colette Hu (-Changeat),F,20.0,,,FRA,1952,Uneven Bars,none
Joanna Lovell Hughes,F,18.0,157.0,47.0,AUS,1996,Uneven Bars,none
Rene Hugon (-Roger),F,29.0,163.0,59.0,FRA,1960,Uneven Bars,none
Terin Marie Humphrey,F,17.0,152.0,43.0,USA,2004,Uneven Bars,Silver
Gheorgheta Hurmuzachi (-Dumitrescu),F,20.0,,,ROU,1956,Uneven Bars,none
Pamela Ruth Hutchinson,F,18.0,159.0,52.0,GBR,1972,Uneven Bars,none
Tetiana Kostiantynivna Hutsu,F,15.0,,,EUN,1992,Uneven Bars,Silver
Ann-Mari Hvaal (-Steinsland),F,24.0,163.0,59.0,NOR,1968,Uneven Bars,none
Hwang Bo-Sil,F,19.0,,,PRK,1992,Uneven Bars,none
Daniele Matias Hyplito,F,16.0,147.0,51.0,BRA,2000,Uneven Bars,none
Daniele Matias Hyplito,F,19.0,147.0,51.0,BRA,2004,Uneven Bars,none
Daniele Matias Hyplito,F,23.0,147.0,51.0,BRA,2008,Uneven Bars,none
Daniele Matias Hyplito,F,27.0,147.0,51.0,BRA,2012,Uneven Bars,none
Mitsuka Ikeda,F,24.0,,,JPN,1956,Uneven Bars,none
Marieta Ilieva,F,16.0,158.0,52.0,BUL,1972,Uneven Bars,none
Im Hye-Jin,F,15.0,152.0,40.0,KOR,1988,Uneven Bars,none
Paula Ioan,F,17.0,162.0,55.0,ROU,1972,Uneven Bars,none
Atanasia Ionescu (-Albu),F,25.0,152.0,47.0,ROU,1960,Uneven Bars,none
Atanasia Ionescu (-Albu),F,29.0,152.0,47.0,ROU,1964,Uneven Bars,none
Larisa Andreea Iordache,F,16.0,150.0,,ROU,2012,Uneven Bars,none
Sonia Iovan-Inovan,F,21.0,150.0,48.0,ROU,1956,Uneven Bars,none
Sonia Iovan-Inovan,F,24.0,150.0,48.0,ROU,1960,Uneven Bars,none
Sonia Iovan-Inovan,F,29.0,150.0,48.0,ROU,1964,Uneven Bars,none
Florena Andreea Isrescu,F,16.0,150.0,37.0,ROU,2000,Uneven Bars,none
Torunn Isberg,F,19.0,159.0,56.0,NOR,1968,Uneven Bars,none
Manami Ishizaka,F,18.0,150.0,39.0,JPN,2004,Uneven Bars,none
Marija Ivandeki,F,26.0,,,YUG,1952,Uneven Bars,none
Sandra Raluca Izbaa,F,18.0,164.0,52.0,ROU,2008,Uneven Bars,none
Sandra Raluca Izbaa,F,22.0,164.0,52.0,ROU,2012,Uneven Bars,none
Ana Mara Izurieta Garca,F,19.0,157.0,52.0,ESP,2012,Uneven Bars,none
Karin Janz (-Bttner),F,16.0,156.0,46.0,GDR,1968,Uneven Bars,Silver
Karin Janz (-Bttner),F,20.0,156.0,46.0,GDR,1972,Uneven Bars,Gold
Nadine Jarosch,F,17.0,158.0,46.0,GER,2012,Uneven Bars,none
Agata Jadwiga Jaroszek-Karczmarek,F,16.0,178.0,61.0,POL,1980,Uneven Bars,none
Petra Jebram (-Berchtold),F,14.0,164.0,55.0,FRG,1968,Uneven Bars,none
Martina Jentsch,F,20.0,161.0,52.0,GDR,1988,Uneven Bars,none
Jeong Bong-Sun,F,19.0,160.0,50.0,KOR,1964,Uneven Bars,none
Marisa Jervella,F,15.0,155.0,49.0,SUI,1984,Uneven Bars,none
Ji Liya,F,14.0,148.0,38.0,CHN,1996,Uneven Bars,none
Jiang Yuyuan,F,16.0,140.0,32.0,CHN,2008,Uneven Bars,none
Jo Hyun-Joo,F,15.0,139.0,33.0,KOR,2008,Uneven Bars,none
Brandy K. Johnson (-Scharpf),F,15.0,150.0,42.0,USA,1988,Uneven Bars,none
"Kathleen Ann ""Kathy"" Johnson (-Clarke)",F,24.0,153.0,45.0,USA,1984,Uneven Bars,none
Shawn Machel Johnson (-East),F,16.0,145.0,41.0,USA,2008,Uneven Bars,none
Anita Jokiel,F,13.0,142.0,28.0,POL,1980,Uneven Bars,none
Denise Jones,F,17.0,147.0,41.0,GBR,1980,Uneven Bars,none
Madeleine Jouffroy (-Perrier),F,24.0,,,FRA,1952,Uneven Bars,none
"Daria ""Dasha"" Joura",F,18.0,154.0,50.0,AUS,2008,Uneven Bars,none
Joana Jurez Roura,F,15.0,149.0,40.0,ESP,1996,Uneven Bars,none
Medeya Jugeli,F,26.0,,,URS,1952,Uneven Bars,none
Katarzyna Iwona Jurkowska-Kowalska,F,24.0,161.0,50.0,POL,2016,Uneven Bars,none
Ida Kadlec,F,22.0,,,AUT,1952,Uneven Bars,none
Ariella Kaeslin,F,20.0,165.0,55.0,SUI,2008,Uneven Bars,none
Yekaterina Illarionovna Kalinchuk (Dyomina-),F,29.0,,,URS,1952,Uneven Bars,none
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164.0,57.0,URS,1956,Uneven Bars,none
Lidiya Gavrilovna Kalinina-Ivanova,F,23.0,164.0,57.0,URS,1960,Uneven Bars,none
Mitsuko Kandori,F,25.0,148.0,45.0,JPN,1968,Uneven Bars,none
Kang Myong-Suk,F,14.0,151.0,39.0,PRK,1980,Uneven Bars,none
Nicole Kantek,F,15.0,,,AUS,1996,Uneven Bars,none
Miriam Kara,F,21.0,161.0,50.0,ISR,1960,Uneven Bars,none
Mariya Karashka,F,26.0,164.0,61.0,BUL,1968,Uneven Bars,none
Olga Dmitryievna Karasyova (Kharlova-),F,19.0,164.0,55.0,URS,1968,Uneven Bars,none
"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)",F,25.0,,,HUN,1952,Uneven Bars,none
Virginia Karentzou,F,18.0,160.0,47.0,GRE,1996,Uneven Bars,none
Maude Astrid Karln,F,23.0,,,SWE,1956,Uneven Bars,none
Norveig Karlsen (-Christiansen),F,30.0,,,NOR,1952,Uneven Bars,none
Dipa Karmakar,F,22.0,151.0,47.0,IND,2016,Uneven Bars,none
Viktoriya Pavlivna Karpenko,F,19.0,148.0,40.0,UKR,2000,Uneven Bars,none
Mariya Kartalova,F,19.0,157.0,42.0,BUL,1988,Uneven Bars,none
"Svetlana ""Svetla"" Kashtelyan",F,17.0,154.0,45.0,BUL,1976,Uneven Bars,none
Tokie Kawase,F,15.0,157.0,48.0,JPN,1984,Uneven Bars,none
Mrta Kelemen,F,17.0,164.0,52.0,HUN,1972,Uneven Bars,none
Mrta Kelemen,F,21.0,164.0,52.0,HUN,1976,Uneven Bars,none
gnes Keleti-Srkny (Klein),F,31.0,,,HUN,1952,Uneven Bars,Bronze
gnes Keleti-Srkny (Klein),F,35.0,,,HUN,1956,Uneven Bars,Gold
Karen Barbara Kelsall,F,13.0,150.0,37.0,CAN,1976,Uneven Bars,none
Karen Kennedy,F,21.0,162.0,50.0,GBR,1988,Uneven Bars,none
Angelika Kern,F,16.0,158.0,46.0,FRG,1968,Uneven Bars,none
Angelika Kern,F,19.0,158.0,46.0,FRG,1972,Uneven Bars,none
Dagmar Kersten,F,17.0,157.0,45.0,GDR,1988,Uneven Bars,Silver
Aliz Kertsz,F,21.0,,,HUN,1956,Uneven Bars,none
Anik Kry,F,16.0,157.0,51.0,HUN,1972,Uneven Bars,none
"Rose-Marie ""Romi"" Kessler",F,21.0,159.0,48.0,SUI,1984,Uneven Bars,none
Irina Khitrova,F,18.0,160.0,51.0,BUL,1972,Uneven Bars,none
Svetlana Vasilyevna Khorkina,F,17.0,165.0,47.0,RUS,1996,Uneven Bars,Gold
Svetlana Vasilyevna Khorkina,F,21.0,165.0,47.0,RUS,2000,Uneven Bars,Gold
Svetlana Vasilyevna Khorkina,F,25.0,165.0,47.0,RUS,2004,Uneven Bars,none
Khrabrina Bozhidarova Khrabrova,F,15.0,155.0,41.0,BUL,1988,Uneven Bars,none
Snezhana Ivanova Khristakieva,F,15.0,147.0,36.0,BUL,1992,Uneven Bars,none
"Aikaterini ""Katerina"" Khristoforidou",F,16.0,158.0,51.0,GRE,2000,Uneven Bars,none
Brigitte Helene Kiesler (Krst-),F,27.0,157.0,52.0,GER,1952,Uneven Bars,none
Chieko Kikkawa,F,21.0,158.0,47.0,JPN,1976,Uneven Bars,none
Kim Chun-Son,F,19.0,149.0,42.0,PRK,1980,Uneven Bars,none
Kim Eun-Mi,F,16.0,160.0,47.0,KOR,1988,Uneven Bars,none
Kim Gwang-Suk,F,16.0,,,PRK,1992,Uneven Bars,none
Kim Nam-Ok,F,15.0,155.0,45.0,KOR,1988,Uneven Bars,none
