Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Total_Score
w,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,102.0,3.4,8.466,0.0,11.866,Evangelina DIMITRIOU,11.866
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,12.0,4.5,7.25,0.0,11.75,Tara DONNELLY,11.75
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,42.0,4.5,6.8,0.0,11.3,Tara DONNELLY,11.3
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,35.0,3.4,7.25,0.0,10.65,Tara DONNELLY,10.65
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,7.0,4.2,8.6,0.0,12.8,Tara DONNELLY,12.8
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,18.0,4.2,8.7,0.0,12.9,Tara DONNELLY,12.899999999999999
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,7.0,3.6,8.75,0.0,12.35,Tara DONNELLY,12.35
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,18.0,3.6,8.65,0.0,12.25,Tara DONNELLY,12.25
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,8.0,4.5,7.35,0.0,11.85,Tara DONNELLY,11.85
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,31.0,5.6,4.5,0.0,10.1,Tara DONNELLY,10.1
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,15.0,4.7,7.0,0.4,11.3,Tara DONNELLY,11.299999999999999
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,23.0,7.2,4.7,0.3,11.6,Tara DONNELLY,11.6
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,13.0,4.1,7.0,0.0,11.1,Tara DONNELLY,11.1
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,25.0,6.95,4.1,0.0,11.05,Tara DONNELLY,11.05
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,12.0,4.2,8.6,0.0,12.8,Tara DONNELLY,12.8
w,IOM,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,13.0,8.3,3.6,0.0,11.9,Tara DONNELLY,11.9
w,ISR,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",BB,92.0,4.4,6.033,0.0,10.433,Geffen DOR,10.433
w,ISR,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,78.0,4.2,7.333,0.1,11.433,Geffen DOR,11.433000000000002
w,ISR,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",UB,110.0,4.2,4.766,0.0,8.966,Geffen DOR,8.966000000000001
w,ISR,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,21.0,6.266,4.6,0.0,10.866,Geffen DOR,10.866
w,ISR,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,11.0,7.2,4.4,0.0,11.6,Geffen DOR,11.600000000000001
w,ISR,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,18.0,6.466,3.5,0.0,9.966,Geffen DOR,9.966000000000001
w,CAN,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,14.0,7.566,4.5,0.0,12.066,Jessica DOWLING,12.065999999999999
w,CAN,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,7.0,7.233,4.9,0.1,12.033,Jessica DOWLING,12.033
w,CAN,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,7.0,7.4,4.9,0.2,12.1,Jessica DOWLING,12.100000000000001
w,CAN,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",UB,8.0,5.566,5.5,0.0,11.066,Jessica DOWLING,11.065999999999999
w,CAN,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,6.0,7.233,5.4,0.0,12.633,Jessica DOWLING,12.633
w,CAN,,World Cup,qual,"Cairo, Egypt",BB,22.0,4.5,6.433,0.1,10.833,Jessica DOWLING,10.833
w,CAN,,World Cup,qual,"Cairo, Egypt",FX,9.0,4.9,7.533,0.3,12.133,Jessica DOWLING,12.133
w,CAN,,World Cup,final,"Cairo, Egypt",UB,6.0,5.4,7.333,0.0,12.733,Jessica DOWLING,12.733
w,CAN,,World Cup,qual,"Cairo, Egypt",UB,6.0,5.4,7.366,0.0,12.766,Jessica DOWLING,12.766
w,CAN,,World Cup,qual,"Cairo, Egypt",VT_1,21.0,4.2,8.5,0.1,12.6,Jessica DOWLING,12.6
w,CAN,,World Cup,qual,"Cairo, Egypt",VT_2,21.0,3.4,7.7,0.1,11.0,Jessica DOWLING,11.0
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,9.0,5.0,6.95,0.0,11.95,Rebecca DOWNIE,11.95
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,10.0,4.4,8.1,0.0,12.5,Rebecca DOWNIE,12.5
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,2.0,5.7,7.9,0.0,13.6,Rebecca DOWNIE,13.600000000000001
w,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,23.0,4.2,8.6,0.0,12.8,Rebecca DOWNIE,12.8
w,GBR,2011-04-16 20:23:00,2023 10th Senior European Championships,final,"Antalya, Turkey",UB,2.0,6.3,7.933,0.0,14.233,Rebecca DOWNIE,14.233
w,GBR,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",UB,4.0,6.3,8.066,0.0,14.366,Rebecca DOWNIE,14.366
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,3.0,5.1,7.85,0.0,12.95,Rebecca DOWNIE,12.95
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,final,"Liverpool, England",UB,1.0,5.9,8.45,0.0,14.35,Rebecca DOWNIE,14.35
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,1.0,5.9,8.35,0.0,14.25,Rebecca DOWNIE,14.25
w,CZE,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",BB,83.0,4.9,5.4,0.1,10.2,Eliska DRNCOVA,10.200000000000001
w,CZE,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,53.0,4.5,7.466,0.0,11.966,Eliska DRNCOVA,11.966000000000001
w,CZE,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",UB,47.0,4.9,7.533,0.0,12.433,Eliska DRNCOVA,12.433
w,CZE,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,88.0,3.6,8.566,0.0,12.166,Eliska DRNCOVA,12.166
w,CZE,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,22.0,5.0,7.066,0.0,12.066,Eliska DRNCOVA,12.065999999999999
w,CZE,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,19.0,4.9,6.366,0.0,11.266,Eliska DRNCOVA,11.266
w,CHN,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",FX,16.0,7.933,4.1,0.0,12.033,Siyu DU,12.033
w,CHN,2001-08-05 20:23:00,2023 FISH World University Games,final,"Chengdu, China",UB,1.0,8.033,5.8,0.0,13.833,Siyu DU,13.832999999999998
w,CHN,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",UB,1.0,8.166,6.2,0.0,14.366,Siyu DU,14.366
w,CHN,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",VT1,8.0,8.9,4.2,0.0,13.1,Siyu DU,13.100000000000001
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,19.0,4.5,5.75,0.0,10.25,Lauren DUCAS,10.25
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,20.0,4.5,6.4,0.0,10.9,Lauren DUCAS,10.9
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,15.0,4.1,6.8,0.0,10.9,Lauren DUCAS,10.899999999999999
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,26.0,4.2,6.9,0.0,11.1,Lauren DUCAS,11.100000000000001
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,18.0,2.3,5.25,0.0,7.55,Lauren DUCAS,7.55
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,31.0,3.6,5.2,0.0,8.8,Lauren DUCAS,8.8
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,19.0,3.4,7.7,0.0,11.1,Lauren DUCAS,11.1
w,CUB,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,29.0,3.4,8.4,0.0,11.8,Lauren DUCAS,11.8
w,JAM,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,34.0,3.9,3.55,0.0,7.45,Jamilia DUFFUS,7.449999999999999
w,JAM,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,36.0,3.5,4.55,0.0,8.05,Jamilia DUFFUS,8.05
w,JAM,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,34.0,3.3,3.75,0.0,7.05,Jamilia DUFFUS,7.05
w,JAM,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,25.0,4.2,8.3,0.3,12.2,Jamilia DUFFUS,12.2
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,33.0,3.9,6.4,0.0,10.3,Courtney DUNBAR,10.3
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,28.0,3.9,7.3,0.0,11.2,Courtney DUNBAR,11.2
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,41.0,1.7,7.6,0.0,9.3,Courtney DUNBAR,9.299999999999999
w,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,35.0,3.2,0.0,0.0,11.85,Courtney DUNBAR,3.2
w,ROU,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",BB,80.0,4.5,6.666,0.1,11.066,Antonia DUTA,11.066
w,ROU,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,83.0,5.0,6.633,0.3,11.333,Antonia DUTA,11.332999999999998
w,ROU,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",UB,41.0,4.9,7.5,0.0,12.4,Antonia DUTA,12.4
w,ROU,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,65.0,4.2,8.3,0.0,12.5,Antonia DUTA,12.5
w,BEL,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,9.0,5.4,6.567,0.0,11.967,Margaux Dandois,11.967
w,BEL,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,8.0,4.9,7.367,0.0,12.267,Margaux Dandois,12.267
w,BEL,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,3.0,4.9,8.167,0.0,13.067,Margaux Dandois,13.067
w,BEL,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",UB,3.0,5.1,7.733,0.0,12.833,Margaux Dandois,12.832999999999998
w,BEL,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",UB,3.0,5.1,7.1,0.0,12.2,Margaux Dandois,12.2
w,ISR,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,10.0,4.4,7.433,0.0,11.833,Geffen Dor,11.833
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",BB,24.0,7.133,4.4,0.0,11.533,Amanda EDWARDS,11.533000000000001
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,7.0,4.5,7.8,0.0,12.3,Amanda EDWARDS,12.3
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",FX,18.0,7.666,4.5,0.3,11.866,Amanda EDWARDS,11.866
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,7.0,4.5,7.633,0.0,12.133,Amanda EDWARDS,12.133
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",UB,31.0,7.266,3.4,0.0,10.666,Amanda EDWARDS,10.666
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,16.0,3.4,7.6,0.0,11.0,Amanda EDWARDS,11.0
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,16.0,3.6,8.733,0.0,12.333,Amanda EDWARDS,12.333
w,AUS,2001-08-05 20:23:00,2023 FISH World University Games,qual,"Chengdu, China",VT1,38.0,8.566,3.2,0.0,11.76,Amanda EDWARDS,11.766000000000002
w,SUI,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",BB,97.0,4.6,5.2,0.1,9.7,Martina EISENEGGER,9.700000000000001
w,SUI,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",UB,65.0,5.0,6.666,0.0,11.666,Martina EISENEGGER,11.666
w,LAT,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",BB,113.0,3.7,5.3,0.0,9.0,Darja ELBE,9.0
w,LAT,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",UB,113.0,1.8,6.4,0.0,8.2,Darja ELBE,8.200000000000001
w,SRI,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,143.0,3.1,7.9,4.3,6.7,,6.7
w,SRI,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,17.0,4.7,5.85,0.0,10.55,,10.55
w,SRI,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,17.0,4.6,5.9,0.0,10.5,,10.5
w,SRI,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,0.0,0.0,0.0,0.0,0.0,Milka Gehani ELPITIYA BADALGE DONA,0.0
w,SRI,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,143.0,7.9,3.1,4.3,6.7,Milka Gehani ELPITIYA BADALGE DONA,6.7
w,SRI,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,0.0,0.0,0.0,0.0,0.0,Milka Gehani ELPITIYA BADALGE DONA,0.0
w,SRI,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,33.0,4.75,5.0,0.0,9.75,Milka Gehani ELPITIYA BADALGE DONA,9.75
w,SRI,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,30.0,6.35,4.6,0.3,10.65,Milka Gehani ELPITIYA BADALGE DONA,10.649999999999999
w,SRI,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,14.0,7.2,4.8,0.0,12.0,Milka Gehani ELPITIYA BADALGE DONA,12.0
w,GRE,,World Cup,qual,"Baku, Azerbaijan",FX,28.0,4.1,7.266,0.0,11.366,Alexandra EMEINIDOU,11.366
w,GRE,,World Cup,qual,"Baku, Azerbaijan",VT_1,19.0,3.6,7.666,0.1,11.166,Alexandra EMEINIDOU,11.166
w,GRE,,World Cup,qual,"Baku, Azerbaijan",VT_2,19.0,3.4,8.4,0.0,11.8,Alexandra EMEINIDOU,11.8
w,BEL,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",BB,19.0,4.7,8.0,0.0,12.7,Fien ENGHELS,12.7
w,BEL,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",UB,36.0,5.4,7.2,0.0,12.6,Fien ENGHELS,12.600000000000001
w,BEL,2011-08-14 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,22.0,5.5,7.133,0.0,12.633,Fien ENGHELS,12.633
w,BEL,2011-04-16 20:23:00,2023 10th Senior European Championships,final,"Antalya, Turkey",BB,8.0,5.0,6.733,0.3,11.433,Fien ENGHELS,11.433
w,BEL,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",BB,7.0,5.2,7.633,0.0,12.833,Fien ENGHELS,12.833
w,BEL,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",UB,10.0,5.8,8.133,0.0,13.933,Fien ENGHELS,13.933
w,BEL,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,27.0,5.1,7.0,0.1,12.0,Fien ENGHELS,12.0
w,BEL,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,3.0,5.5,8.166,0.0,13.666,Fien ENGHELS,13.666
w,BEL,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,4.0,5.4,8.45,0.0,13.85,Fien ENGHELS,13.85
w,KOR,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",BB,119.0,5.4,5.1,0.0,10.5,Dohyun EOM,10.5
w,KOR,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,119.0,5.1,5.4,0.0,10.5,Dohyun EOM,10.5
w,KOR,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,53.0,5.0,7.633,0.0,12.633,Dohyun EOM,12.633
w,KOR,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,53.0,7.633,5.0,0.0,12.633,Dohyun EOM,12.633
w,KOR,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",UB,42.0,5.5,7.566,0.0,13.066,Dohyun EOM,13.065999999999999
w,KOR,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,42.0,7.566,5.5,0.0,13.066,Dohyun EOM,13.065999999999999
w,KOR,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,95.0,4.2,8.4,0.0,12.6,Dohyun EOM,12.600000000000001
w,CRO,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,115.0,3.2,7.366,0.6,9.966,Antea ERCEGOVIC,9.966
w,CRO,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,0.0,0.0,0.0,0.0,0.0,Antea ERCEGOVIC,0.0
w,NOR,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",UB,40.0,5.0,7.566,0.0,12.566,Julie ERICHSEN,12.565999999999999
w,NOR,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,104.0,3.6,8.266,0.0,11.866,Julie ERICHSEN,11.866
w,NOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",UB,6.0,5.0,7.566,0.0,12.566,Julie ERICHSEN,12.565999999999999
w,NOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,8.0,5.0,7.7,0.0,12.7,Julie ERICHSEN,12.7
w,NOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,11.0,4.2,8.633,0.0,12.833,Julie ERICHSEN,12.832999999999998
w,NOR,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,11.0,3.4,8.666,0.0,12.066,Julie ERICHSEN,12.066
w,NOR,,World Cup,qual,"Cairo, Egypt",UB,16.0,5.0,6.766,0.0,11.766,Julie ERICHSEN,11.766
w,NOR,,World Cup,qual,"Cairo, Egypt",VT_1,13.0,4.2,8.766,0.0,12.966,Julie ERICHSEN,12.966000000000001
w,NOR,,World Cup,qual,"Cairo, Egypt",VT_2,13.0,3.4,8.7,0.0,12.1,Julie ERICHSEN,12.1
w,SWE,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",BB,72.0,4.1,7.166,0.0,11.266,Alva ERIKSSON,11.266
w,SWE,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,51.0,4.4,7.7,0.1,12.0,Alva ERIKSSON,12.000000000000002
w,SWE,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",UB,52.0,4.4,7.533,0.0,11.933,Alva ERIKSSON,11.933
w,SWE,2011-08-14 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,104.0,3.2,8.366,0.0,11.566,Alva ERIKSSON,11.565999999999999
w,SWE,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",BB,124.0,4.6,5.7,0.0,10.3,Alva ERIKSSON,10.3
w,SWE,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,124.0,5.7,4.6,0.0,10.3,Alva ERIKSSON,10.3
w,SWE,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,81.0,4.6,7.7,0.1,12.2,Alva ERIKSSON,12.200000000000001
w,SWE,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,81.0,7.7,4.6,0.1,12.2,Alva ERIKSSON,12.200000000000001
w,SWE,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",UB,84.0,4.7,7.333,0.0,12.033,Alva ERIKSSON,12.033000000000001
w,SWE,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,84.0,7.333,4.7,0.0,12.033,Alva ERIKSSON,12.033000000000001
w,SWE,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,133.0,3.2,8.566,0.0,11.766,Alva ERIKSSON,11.766000000000002
w,MEX,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",BB,71.0,5.2,6.4,0.0,11.6,Natalia ESCALERA,11.600000000000001
w,MEX,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,71.0,6.4,5.2,0.0,11.6,Natalia ESCALERA,11.600000000000001
w,MEX,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,42.0,5.1,7.733,0.0,12.833,Natalia ESCALERA,12.832999999999998
w,MEX,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,42.0,7.733,5.1,0.0,12.833,Natalia ESCALERA,12.832999999999998
w,MEX,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",UB,45.0,5.7,7.266,0.0,12.966,Natalia ESCALERA,12.966000000000001
w,MEX,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,45.0,7.266,5.7,0.0,12.966,Natalia ESCALERA,12.966000000000001
w,MEX,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,66.0,4.6,8.466,0.1,12.966,Natalia ESCALERA,12.966
w,MEX,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,21.0,8.666,4.4,0.0,13.066,Natalia ESCALERA,13.066
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,1.0,5.3,7.7,0.0,13.0,Natalia ESCALERA,13.0
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,8.0,5.3,6.45,0.1,11.65,Natalia ESCALERA,11.65
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,2.0,5.2,7.75,0.1,12.85,Natalia ESCALERA,12.85
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,2.0,5.2,8.2,0.0,13.4,Natalia ESCALERA,13.399999999999999
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,2.0,5.2,8.15,0.1,13.25,Natalia ESCALERA,13.250000000000002
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,15.0,5.0,6.0,0.0,11.0,Natalia ESCALERA,11.0
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,5.0,5.8,6.3,0.0,12.1,Natalia ESCALERA,12.1
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,1.0,5.8,7.75,0.0,13.55,Natalia ESCALERA,13.55
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,11.0,4.6,8.25,0.3,12.55,Natalia ESCALERA,12.549999999999999
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,4.0,4.6,9.05,0.0,13.65,Natalia ESCALERA,13.65
w,MEX,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT2,4.0,4.4,8.8,0.0,13.2,Natalia ESCALERA,13.200000000000001
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,17.0,4.2,6.45,0.0,10.65,Ginna ESCOBAR,10.65
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,6.0,4.1,7.1,0.0,11.2,Ginna ESCOBAR,11.2
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,10.0,4.5,7.05,0.0,11.55,Ginna ESCOBAR,11.55
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,8.0,4.6,7.35,0.0,11.95,Ginna ESCOBAR,11.95
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,7.0,4.9,7.1,0.0,12.0,Ginna ESCOBAR,12.0
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,6.0,4.9,7.55,0.0,12.45,Ginna ESCOBAR,12.45
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,9.0,4.4,7.4,0.0,11.8,Ginna ESCOBAR,11.8
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,8.0,4.4,5.35,0.0,9.75,Ginna ESCOBAR,9.75
w,COL,2024-06-28 20:23:00,Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,8.0,4.3,8.05,0.0,12.35,Ginna ESCOBAR,12.350000000000001
