Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Name,Total_Score
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,87.0,4.9,7.633,0.0,12.533,Daniel CARRION CARO,12.533000000000001
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,69.0,4.6,7.866,0.0,12.466,Daniel CARRION CARO,12.466
m,ESP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,115.0,5.2,8.033,0.3,12.933,Daniel CARRION CARO,12.933
m,ESP,,World Cup,qual,"Baku, Azerbaijan",FX,39.0,4.3,6.266,0.0,10.566,Daniel CARRION CARO,10.565999999999999
m,ESP,,World Cup,qual,"Baku, Azerbaijan",HB,39.0,3.9,7.133,0.0,11.033,Daniel CARRION CARO,11.033
m,ESP,,World Cup,qual,"Baku, Azerbaijan",PB,19.0,4.9,8.366,0.0,13.266,Daniel CARRION CARO,13.266
m,ESP,,World Cup,qual,"Baku, Azerbaijan",PH,32.0,5.0,7.466,0.0,12.466,Daniel CARRION CARO,12.466000000000001
m,ESP,,World Cup,qual,"Baku, Azerbaijan",RG,34.0,4.5,7.333,0.0,11.833,Daniel CARRION CARO,11.833
m,ESP,,World Cup,qual,"Baku, Azerbaijan",VT_1,23.0,5.2,8.866,0.1,13.966,Daniel CARRION CARO,13.966
m,ESP,,World Cup,qual,"Baku, Azerbaijan",VT_2,23.0,4.0,9.033,0.0,13.033,Daniel CARRION CARO,13.033
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,31.0,4.7,6.65,0.0,11.35,Lorenzo CARROZZO,11.350000000000001
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,13.0,4.2,8.35,0.0,12.55,Lorenzo CARROZZO,12.55
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,21.0,4.4,7.7,0.0,12.1,Lorenzo CARROZZO,12.100000000000001
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,28.0,2.3,6.9,3.0,6.2,Lorenzo CARROZZO,6.199999999999999
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,24.0,4.3,8.1,0.0,12.4,Lorenzo CARROZZO,12.399999999999999
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,30.0,4.0,8.65,0.1,12.75,Lorenzo CARROZZO,12.55
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,12.0,5.4,7.35,0.0,12.75,Hamish CARTER,12.75
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,21.0,4.6,7.2,0.0,11.8,Hamish CARTER,11.8
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,16.0,4.9,7.65,0.0,12.55,Hamish CARTER,12.55
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,22.0,5.0,5.5,0.0,10.5,Hamish CARTER,10.5
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,28.0,6.5,5.6,0.3,11.8,Hamish CARTER,11.799999999999999
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",HB,6.0,7.833,4.6,0.0,12.433,Hamish CARTER,12.433
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,15.0,8.6,5.0,0.0,13.6,Hamish CARTER,13.6
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,14.0,7.55,5.3,0.0,12.85,Hamish CARTER,12.85
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,21.0,8.6,4.3,0.0,12.9,Hamish CARTER,12.899999999999999
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.8,9.1,0.1,13.8,Hamish CARTER,13.799999999999999
m,SCO,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,7.0,8.9,4.6,0.0,13.5,Hamish CARTER,13.5
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,10.0,6.0,8.2,0.0,14.2,Lorenzo Minh CASALI,14.2
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,7.0,5.6,8.9,0.0,14.5,Lorenzo Minh CASALI,14.5
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,31.0,5.1,8.266,0.0,13.366,Lorenzo Minh CASALI,13.366
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,14.0,5.6,8.566,0.0,14.166,Lorenzo Minh CASALI,14.166
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,14.0,5.6,8.233,0.0,13.833,Lorenzo Minh CASALI,13.833
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,51.0,4.8,8.033,0.0,12.833,Lorenzo Minh CASALI,12.832999999999998
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,31.0,5.1,8.4,0.0,13.5,Lorenzo Minh CASALI,13.5
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,7.0,5.1,8.466,0.0,13.566,Lorenzo Minh CASALI,13.565999999999999
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,19.0,5.6,8.966,0.1,14.466,Lorenzo Minh CASALI,14.466
m,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,7.0,5.6,8.9,0.0,14.5,Lorenzo Minh CASALI,14.5
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",FX,8.0,5.6,8.2,0.0,13.8,Lorenzo Minh CASALI,13.799999999999999
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,22.0,5.5,8.433,0.3,13.633,Lorenzo Minh CASALI,13.633
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",HB,20.0,5.3,7.566,0.0,12.866,Lorenzo Minh CASALI,12.866
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",HB,11.0,5.3,8.1,0.0,13.4,Lorenzo Minh CASALI,13.399999999999999
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PB,6.0,5.6,8.466,0.0,14.066,Lorenzo Minh CASALI,14.065999999999999
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,14.0,5.6,8.533,0.0,14.133,Lorenzo Minh CASALI,14.133
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",PH,14.0,4.8,8.0,0.0,12.8,Lorenzo Minh CASALI,12.8
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,87.0,5.2,6.7,0.0,11.9,Lorenzo Minh CASALI,11.9
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,29.0,5.1,8.366,0.0,13.466,Lorenzo Minh CASALI,13.466
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",SR,5.0,5.1,8.4,0.0,13.5,Lorenzo Minh CASALI,13.5
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,AAfinal,"Antalya, Turkey",VT1,11.0,5.2,8.9,0.0,14.1,Lorenzo Minh CASALI,14.100000000000001
m,ITA,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,10.0,5.2,9.266,0.0,14.466,Lorenzo Minh CASALI,14.466000000000001
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,21.0,5.3,7.666,0.0,12.966,Lorenzo Minh CASALI,12.966000000000001
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,27.0,5.5,8.333,0.0,13.833,Lorenzo Minh CASALI,13.833
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,27.0,8.333,5.5,0.0,13.833,Lorenzo Minh CASALI,13.833
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,17.0,5.1,7.766,0.0,12.866,Lorenzo Minh CASALI,12.866
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,107.0,4.8,7.2,0.0,12.0,Lorenzo Minh CASALI,12.0
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,107.0,7.2,4.8,0.0,12.0,Lorenzo Minh CASALI,12.0
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,11.0,5.8,8.533,0.0,14.333,Lorenzo Minh CASALI,14.332999999999998
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,84.0,5.8,7.4,0.0,13.2,Lorenzo Minh CASALI,13.2
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,84.0,7.4,5.8,0.0,13.2,Lorenzo Minh CASALI,13.2
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,13.0,4.8,8.033,0.0,12.833,Lorenzo Minh CASALI,12.832999999999998
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,36.0,4.8,8.366,0.0,13.166,Lorenzo Minh CASALI,13.166
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,36.0,8.366,4.8,0.0,13.166,Lorenzo Minh CASALI,13.166
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,15.0,4.8,8.3,0.0,13.1,Lorenzo Minh CASALI,13.100000000000001
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",SR,44.0,5.1,8.166,0.0,13.266,Lorenzo Minh CASALI,13.266
m,ITA,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,44.0,8.166,5.1,0.0,13.266,Lorenzo Minh CASALI,13.266
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,13.0,5.6,8.733,0.1,14.233,Lorenzo Minh CASALI,14.233
m,ITA,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,33.0,5.6,8.7,0.0,14.3,Lorenzo Minh CASALI,14.299999999999999
m,POR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,58.0,4.3,8.366,0.0,12.666,Joel CATARINO,12.666
m,POR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,101.0,3.9,7.3,0.0,11.2,Joel CATARINO,11.2
m,POR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,100.0,4.4,7.6,0.0,12.0,Joel CATARINO,12.0
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,11.0,5.5,7.95,0.0,13.45,Joe CEMLYN JONES,13.45
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",HB,5.0,4.7,7.97,0.0,12.666,Joe CEMLYN JONES,12.67
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,4.0,4.7,8.85,0.0,13.55,Joe CEMLYN JONES,13.55
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,18.0,5.3,7.3,0.0,12.6,Joe CEMLYN JONES,12.6
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,12.0,4.8,7.3,0.0,12.1,Joe CEMLYN JONES,12.1
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",SR,7.0,3.9,7.6,0.0,11.5,Joe CEMLYN JONES,11.5
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,9.0,5.5,7.65,0.0,13.15,Joe CEMLYN JONES,13.15
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,26.0,5.2,7.75,0.1,13.05,Joe CEMLYN JONES,12.85
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,final,"Liverpool, England",FX,6.0,5.1,7.7,0.0,12.8,Joe CEMLYN JONES,12.8
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,9.0,5.4,7.5,0.0,12.9,Joe CEMLYN JONES,12.9
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,final,"Liverpool, England",HB,3.0,4.9,8.4,0.0,13.3,Joe CEMLYN JONES,13.3
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,8.0,4.7,8.35,0.0,13.05,Joe CEMLYN JONES,13.05
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,final,"Liverpool, England",PB,5.0,5.4,8.1,0.0,13.5,Joe CEMLYN JONES,13.5
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,10.0,5.4,7.85,0.0,13.25,Joe CEMLYN JONES,13.25
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,9.0,4.8,7.75,0.0,12.55,Joe CEMLYN JONES,12.55
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,final,"Liverpool, England",SR,7.0,5.0,8.2,0.0,13.2,Joe CEMLYN JONES,13.2
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,7.0,4.6,8.85,0.0,13.45,Joe CEMLYN JONES,13.45
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,19.0,4.8,0.0,0.0,13.9,Joe CEMLYN JONES,4.8
m,BRN,2023-03-26 20:23:00,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,19.0,0.0,0.0,0.0,0.0,Joe CEMLYN JONES,0.0
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,8.0,6.566,5.1,0.3,11.366,Joseph CEMLYN JONES,11.366
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,6.0,8.0,5.4,0.0,13.4,Joseph CEMLYN JONES,13.4
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,22.0,8.4,4.9,0.0,13.3,Joseph CEMLYN JONES,13.3
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,16.0,8.25,4.5,0.0,12.75,Joseph CEMLYN JONES,12.75
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,17.0,8.1,5.0,0.0,13.1,Joseph CEMLYN JONES,13.1
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,5.2,7.95,0.0,13.15,Joseph CEMLYN JONES,13.15
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,11.0,8.45,5.2,0.0,13.65,Joseph CEMLYN JONES,13.649999999999999
m,WAL,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,30.0,6.55,4.8,0.0,11.35,Joseph CEMLYN JONES,11.35
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,15.0,5.2,7.9,0.0,13.1,Kelvin CHAM,13.100000000000001
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,14.0,3.6,8.75,0.0,12.35,Kelvin CHAM,12.35
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,23.0,4.6,7.3,0.0,11.9,Kelvin CHAM,11.899999999999999
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,22.0,4.3,6.3,0.0,10.6,Kelvin CHAM,10.6
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,11.0,4.9,8.1,0.0,13.0,Kelvin CHAM,13.0
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,28.0,5.2,7.4,0.3,12.9,Kelvin CHAM,12.3
m,BRN,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,28.0,4.0,9.3,0.0,13.3,Kelvin CHAM,13.3
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,54.0,5.5,7.733,0.1,13.133,Michalis CHARI,13.133000000000001
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,89.0,3.8,8.333,0.0,12.133,Michalis CHARI,12.133
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,73.0,4.2,8.5,0.0,12.7,Michalis CHARI,12.7
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,96.0,3.6,7.466,0.0,11.066,Michalis CHARI,11.066
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,96.0,4.3,7.833,0.0,12.133,Michalis CHARI,12.133
m,CYP,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,53.0,4.8,9.1,0.0,13.9,Michalis CHARI,13.899999999999999
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,24.0,5.7,7.933,0.0,13.633,Michalis CHARI,13.633
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",HB,92.0,4.0,8.1,0.0,12.1,Michalis CHARI,12.1
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,66.0,4.2,8.733,0.0,12.933,Michalis CHARI,12.933
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,79.0,3.6,8.5,0.0,12.1,Michalis CHARI,12.1
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,104.0,4.6,7.633,0.0,12.233,Michalis CHARI,12.233
m,CYP,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,53.0,4.8,9.066,0.0,13.866,Michalis CHARI,13.866
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,83.0,5.6,7.2,0.0,12.8,Michalis CHARI,12.8
m,CYP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,83.0,7.2,5.6,0.0,12.8,Michalis CHARI,12.8
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,115.0,3.7,8.066,0.0,11.766,Michalis CHARI,11.766000000000002
m,CYP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,115.0,8.066,3.7,0.0,11.766,Michalis CHARI,11.766000000000002
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,118.0,4.2,8.266,0.0,12.466,Michalis CHARI,12.466000000000001
m,CYP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,118.0,8.266,4.2,0.0,12.466,Michalis CHARI,12.466000000000001
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,133.0,4.0,5.433,0.0,9.433,Michalis CHARI,9.433
m,CYP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,133.0,5.433,4.0,0.0,9.433,Michalis CHARI,9.433
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",SR,117.0,4.6,7.2,0.0,11.8,Michalis CHARI,11.8
m,CYP,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,117.0,7.2,4.6,0.0,11.8,Michalis CHARI,11.8
m,CYP,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,131.0,4.8,7.733,0.3,12.233,Michalis CHARI,12.232999999999999
m,CYP,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,32.0,5.95,5.4,0.3,11.05,Michalis CHARI,11.05
m,CYP,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,25.0,8.85,3.9,0.0,12.75,Michalis CHARI,12.75
m,CYP,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,28.0,7.3,3.9,0.0,11.2,Michalis CHARI,11.2
m,CYP,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,29.0,7.7,3.8,0.0,11.5,Michalis CHARI,11.5
m,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,31.0,5.5,7.233,0.0,12.733,Michalis CHARI,12.733
m,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,20.0,4.2,8.7,0.0,12.9,Michalis CHARI,12.899999999999999
m,CYP,,World Cup,final,"Cairo, Egypt",FX,7.0,5.7,6.5,0.0,12.2,Michalis CHARI,12.2
m,CYP,,World Cup,qual,"Cairo, Egypt",FX,5.0,5.7,7.8,0.0,13.5,Michalis CHARI,13.5
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,57.0,5.8,7.9,0.6,13.1,Gytis CHASAZYROVAS,13.1
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,78.0,3.9,8.4,0.0,12.3,Gytis CHASAZYROVAS,12.3
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,51.0,5.0,8.3,0.0,13.3,Gytis CHASAZYROVAS,13.3
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,18.0,6.0,7.633,0.0,13.633,Gytis CHASAZYROVAS,13.633
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,108.0,4.7,6.3,0.0,11.0,Gytis CHASAZYROVAS,11.0
m,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT1,87.0,5.2,7.966,0.1,13.066,Gytis CHASAZYROVAS,13.066
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",FX,45.0,5.9,7.6,0.1,13.4,Gytis CHASAZYROVAS,13.4
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",HB,108.0,4.1,7.3,0.0,11.4,Gytis CHASAZYROVAS,11.399999999999999
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PB,77.0,4.0,8.733,0.0,12.733,Gytis CHASAZYROVAS,12.733
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",PH,34.0,5.8,7.4,0.0,13.2,Gytis CHASAZYROVAS,13.2
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",RG,69.0,4.7,8.233,0.0,12.933,Gytis CHASAZYROVAS,12.933
m,LTU,2011-04-16 20:23:00,2023 10th Senior European Championships,qual,"Antalya, Turkey",VT1,75.0,5.2,8.5,0.0,13.7,Gytis CHASAZYROVAS,13.7
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",FX,119.0,5.6,6.533,0.4,11.733,Gytis CHASAZYROVAS,11.732999999999999
m,LTU,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,119.0,6.533,5.6,0.4,11.733,Gytis CHASAZYROVAS,11.732999999999999
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",HB,96.0,3.9,8.3,0.0,12.2,Gytis CHASAZYROVAS,12.200000000000001
m,LTU,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,96.0,8.3,3.9,0.0,12.2,Gytis CHASAZYROVAS,12.200000000000001
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PB,120.0,4.9,7.533,0.0,12.433,Gytis CHASAZYROVAS,12.433
m,LTU,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,120.0,7.533,4.9,0.0,12.433,Gytis CHASAZYROVAS,12.433
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",PH,135.0,4.1,4.933,0.0,9.033,Gytis CHASAZYROVAS,9.033
m,LTU,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,135.0,4.933,4.1,0.0,9.033,Gytis CHASAZYROVAS,9.033
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",SR,101.0,4.4,7.833,0.0,12.233,Gytis CHASAZYROVAS,12.233
m,LTU,,51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,101.0,7.833,4.4,0.0,12.233,Gytis CHASAZYROVAS,12.233
m,LTU,,51st FIG Artistic Gymnastics World Championships,AAqual,"Liverpool, England",VT,83.0,5.2,8.533,0.1,13.633,Gytis CHASAZYROVAS,13.633000000000001
m,LTU,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,12.0,5.9,7.733,0.0,13.633,Gytis CHASAZYROVAS,13.633
m,LTU,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,48.0,5.5,6.533,0.0,12.033,Gytis CHASAZYROVAS,12.033000000000001
m,LTU,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,40.0,4.3,7.266,0.0,11.566,Gytis CHASAZYROVAS,11.565999999999999
m,LTU,,World Cup,qual,"Cairo, Egypt",FX,40.0,5.5,5.533,0.0,0.6,Gytis CHASAZYROVAS,11.033000000000001
m,LTU,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",FX,26.0,5.9,7.133,0.5,12.533,Gytis CHASAZYROVAS,12.533000000000001
m,LTU,,World Cup,qual,"Cairo, Egypt",PH,30.0,5.0,7.066,0.0,12.066,Gytis CHASAZYROVAS,12.065999999999999
m,LTU,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,14.0,5.8,8.033,0.0,13.833,Gytis CHASAZYROVAS,13.832999999999998
m,CHN,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",FX,8.0,6.1,6.766,0.3,12.566,Zhilong CHEN,12.565999999999999
m,CHN,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",FX,9.0,6.1,7.366,0.0,13.466,Zhilong CHEN,13.466
m,CHN,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT1,19.0,6.0,7.733,0.3,13.433,Zhilong CHEN,13.433
m,CHN,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",VT2,19.0,5.2,8.733,0.0,13.933,Zhilong CHEN,13.933
