Name,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Nils DUNKEL,GER,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PB,24.0,5.7,6.9,0.0,12.6
Nils DUNKEL,GER,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,24.0,5.9,7.033,0.0,12.933
Nils DUNKEL,GER,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",SR,25.0,5.3,7.533,0.0,12.833
Miroslav DURAK,CZE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",HB,30.0,4.0,8.233,0.0,12.233
Miroslav DURAK,CZE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PB,40.0,4.0,6.166,0.0,10.166
Miroslav DURAK,CZE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,50.0,3.9,6.566,0.0,10.466
Miroslav DURAK,CZE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",SR,36.0,4.0,7.633,0.0,11.633
Xheni DYRMISHI,AUT,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,37.0,4.7,8.166,0.0,12.866
Xheni DYRMISHI,AUT,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,37.0,5.6,6.4,0.0,12.0
Xheni DYRMISHI,AUT,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,19.0,5.4,8.233,0.0,13.633
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,9.0,5.7,7.4,0.1,13.0
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",HB,5.0,5.2,7.25,0.0,12.45
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",HB,5.0,5.2,7.95,0.0,13.15
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PB,7.0,5.9,7.7,0.0,13.6
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",PB,3.0,6.4,7.75,0.0,14.15
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PH,3.0,5.9,7.9,0.0,13.8
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",PH,5.0,5.9,7.0,0.0,12.9
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,6.0,4.7,8.4,0.0,13.1
Thierno Diallo,ESP,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,7.0,4.7,8.15,0.0,12.85
Xheni Dyrmishi,AUT,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,24.0,5.2,7.05,0.0,12.25
Xheni Dyrmishi,AUT,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",PH,8.0,5.4,6.8,0.0,12.2
Xheni Dyrmishi,AUT,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PH,6.0,5.1,8.25,0.0,13.35
Ahmed ELMARAGHY,EGY,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,43.0,5.0,5.9,0.0,10.9
Ahmed ELMARAGHY,EGY,2009-03-12 20:23:00,World Cup,final,"Baku, Azerbaijan",HB,7.0,5.3,7.166,0.0,12.466
Ahmed ELMARAGHY,EGY,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",HB,8.0,5.5,8.1,0.0,13.6
Ahmed ELMARAGHY,EGY,2027-04-30 20:23:00,World Cup,final,"Cairo, Egypt",HB,5.0,5.7,7.466,0.0,13.166
Ahmed ELMARAGHY,EGY,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,2.0,5.7,8.366,0.0,14.066
Ahmed ELMARAGHY,EGY,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",HB,3.0,5.5,8.466,0.0,13.966
Ahmed ELMARAGHY,EGY,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",HB,8.0,5.5,8.033,0.0,13.533
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,5.0,5.7,7.666,0.0,13.366
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,3.0,5.7,8.75,0.0,14.45
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,41.0,4.8,7.65,0.0,12.45
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,35.0,5.2,7.95,0.0,13.15
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,26.0,4.7,7.8,0.0,12.5
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,31.0,5.0,8.15,0.0,13.15
William EMARD,CAN,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,15.0,5.2,9.35,0.0,14.55
Khabibullo ERGASHEV,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,13.0,4.6,8.1,0.0,12.7
Khabibullo ERGASHEV,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,10.0,5.1,8.4,0.0,13.5
Khabibullo ERGASHEV,UZB,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",SR,10.0,4.6,8.25,0.0,12.85
Khabibullo ERGASHEV,UZB,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,28.0,4.6,7.533,0.0,12.133
Khabibullo ERGASHEV,UZB,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PB,15.0,5.1,8.033,0.0,13.133
Khabibullo ERGASHEV,UZB,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PH,14.0,5.5,8.333,0.0,13.833
Khabibullo ERGASHEV,UZB,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",SR,22.0,4.6,8.266,0.0,12.866
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,26.0,5.4,7.833,0.1,13.133
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,29.0,4.2,7.633,0.0,11.833
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,30.0,4.5,7.866,0.0,12.366
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,31.0,5.3,7.8,0.0,13.1
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,35.0,4.1,7.933,0.0,12.033
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,30.0,4.8,8.933,0.0,13.733
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,30.0,4.0,9.0,0.0,13.0
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",FX,29.0,5.5,7.3,0.2,12.6
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",HB,40.0,4.0,6.966,0.0,10.966
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PB,36.0,4.3,6.833,0.0,11.133
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,39.0,4.9,7.033,0.0,11.933
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",SR,39.0,3.9,7.4,0.3,11.0
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",VT,19.0,4.8,9.2,0.0,14.0
Usukhbayar ERKHEMBAYAR,MGL,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",VT,19.0,4.0,9.433,0.0,13.433
Jose ESCANDON,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,19.0,4.5,7.0,0.0,11.5
Jose ESCANDON,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,21.0,5.7,6.6,0.0,12.3
Jose ESCANDON,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,15.0,5.0,7.15,0.0,12.15
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,6.0,5.4,7.7,0.0,13.1
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,4.0,5.7,8.0,0.3,13.4
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,2.0,5.8,8.05,0.0,13.85
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,1.0,5.6,8.15,0.0,13.75
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,1.0,5.6,8.2,0.0,13.8
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,1.0,5.6,7.6,0.0,13.2
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,1.0,5.8,8.35,0.0,14.15
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,17.0,5.6,6.95,0.0,12.55
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,5.0,4.5,7.8,0.0,12.3
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,6.0,4.5,6.85,0.0,11.35
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,6.0,4.8,7.85,0.0,12.65
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,11.0,4.2,7.55,0.0,11.75
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,6.0,4.3,8.05,0.0,12.35
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,2.0,4.8,9.25,0.0,14.05
Diorges ESCOBAR,CUB,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,7.0,4.8,9.0,0.0,13.8
Kevin ESPINOSA,PAN,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,31.0,3.8,6.55,0.0,10.35
Kevin ESPINOSA,PAN,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,31.0,3.6,6.75,0.0,10.35
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,16.0,5.3,7.8,0.0,13.1
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,29.0,4.4,6.9,0.0,11.3
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,24.0,4.8,6.9,0.0,11.7
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,14.0,4.0,7.55,0.0,11.55
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,22.0,4.1,8.35,0.0,12.45
Benjamin EYRE,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,17.0,4.8,8.95,0.0,13.75
Ares FEDERICI,ITA,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",FX,10.0,6.2,7.433,0.3,13.333
Ares FEDERICI,ITA,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,13.0,4.8,8.233,0.0,13.033
Ares FEDERICI,ITA,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",SR,23.0,5.1,7.7,0.0,12.8
Ares FEDERICI,ITA,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,14.0,5.2,8.8,0.1,13.9
Ares FEDERICI,ITA,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,14.0,4.0,8.966,0.1,12.866
Korben FELLOWS,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,12.0,5.2,7.5,0.0,12.7
Korben FELLOWS,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",PH,6.0,4.9,7.1,0.0,12.0
Korben FELLOWS,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,3.0,5.3,7.85,0.0,13.15
Korben FELLOWS,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,16.0,4.4,8.35,0.0,12.75
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,32.0,5.5,7.8,0.1,13.2
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,16.0,5.0,8.45,0.0,13.45
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,44.0,5.4,7.4,0.0,12.8
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,38.0,5.0,6.9,0.0,11.9
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,26.0,4.7,8.55,0.0,13.25
Tomas FLORENCIO,BRA,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,24.0,5.2,8.85,0.1,13.95
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,100.0,3.8,7.866,0.0,11.666
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,92.0,3.5,8.466,0.0,11.966
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,66.0,5.0,7.866,0.0,12.866
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,53.0,4.6,8.2,0.0,12.8
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,21.0,5.7,8.033,0.0,13.733
Daniel FOX,IRL,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,79.0,4.0,9.2,0.0,13.2
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,17.0,5.7,7.6,0.2,13.1
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",HB,1.0,5.7,8.7,0.0,14.4
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,1.0,5.7,8.65,0.0,14.35
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",PB,2.0,5.9,8.57,0.0,14.466
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,1.0,6.4,8.95,0.0,15.35
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,final,"Liverpool, England",PH,1.0,6.2,7.8,0.0,14.0
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,1.0,6.1,8.0,0.0,14.1
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,3.0,5.1,8.8,0.0,13.9
Joe FRASER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,12.0,5.2,8.8,0.1,14.1
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,29.0,5.6,8.033,0.0,13.633
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,15.0,5.5,8.2,0.0,13.7
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,4.0,6.0,7.9,0.0,13.9
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",PB,1.0,6.5,8.833,0.0,15.333
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,1.0,6.5,8.566,0.0,15.066
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,3.0,6.5,8.666,0.0,15.166
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",PH,8.0,5.8,8.1,0.0,13.9
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,1.0,6.1,8.5,0.0,14.6
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,2.0,6.1,8.333,0.0,14.433
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,9.0,5.6,8.666,0.0,14.266
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,3.0,5.6,8.5,0.0,14.1
Joe FRASER,GBR,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,5.2,9.2,0.1,14.3
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,12.0,6.0,8.033,0.0,14.033
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,23.0,5.6,7.8,0.0,13.4
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,40.0,4.9,8.333,0.0,13.233
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,65.0,5.3,7.6,0.0,12.9
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,75.0,4.9,7.1,0.0,12.0
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,15.0,5.0,8.2,0.0,13.2
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,58.0,4.9,8.1,0.0,13.0
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,30.0,5.0,9.233,0.0,14.233
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,23.0,5.6,7.8,0.0,13.4
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",VT,4.0,5.0,9.3,0.0,14.3
Andrin FREY,SUI,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,8.0,5.6,8.933,0.0,14.533
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,57.0,4.7,7.8,0.0,12.5
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,54.0,4.3,7.9,0.0,12.2
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,28.0,4.8,8.566,0.0,13.366
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,53.0,5.4,6.5,0.0,11.9
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,70.0,3.8,8.1,0.0,11.9
Aiden Michael FRICK,AUS,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,65.0,4.0,9.066,0.0,13.066
Aiden Frick,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,23.0,4.7,8.0,0.2,12.5
Aiden Frick,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PB,14.0,4.8,8.6,0.0,13.4
Aiden Frick,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,19.0,5.4,7.55,0.0,12.95
Aiden Frick,AUS,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",SR,19.0,3.8,8.4,0.0,12.2
Aiden Frick,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,11.0,4.7,8.0,0.1,12.6
Aiden Frick,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PB,11.0,4.8,8.0,0.0,12.8
Aiden Frick,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PH,9.0,5.2,7.0,0.0,12.2
Aiden Frick,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,8.0,3.8,8.15,0.0,11.95
Aiden Frick,AUS,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,8.0,3.8,8.75,0.0,12.55
Jack GAGAMOV,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,73.0,4.4,7.966,0.0,12.366
Jack GAGAMOV,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,97.0,3.9,8.233,0.0,12.133
Jack GAGAMOV,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,110.0,4.7,6.533,0.0,11.233
Jack GAGAMOV,CZE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,116.0,4.2,7.7,0.0,11.9
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,87.0,5.5,6.933,0.0,12.433
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,96.0,4.5,7.066,0.0,11.566
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,78.0,4.6,8.0,0.0,12.6
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,110.0,3.6,5.7,0.0,9.3
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,97.0,4.0,8.066,0.0,12.066
Aghamurad GAHRAMANOV,AZE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,72.0,4.8,8.833,0.1,13.533
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,5.0,5.1,8.0,0.0,13.1
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,16.0,5.1,7.55,0.1,12.55
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,9.0,4.7,7.55,0.0,12.25
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,13.0,4.7,7.35,0.0,12.05
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,6.0,5.2,8.15,0.0,13.35
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PB,5.0,4.8,7.75,0.0,12.55
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,5.0,5.2,8.25,0.0,13.45
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,10.0,3.7,7.8,0.0,11.5
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,7.0,4.5,6.45,0.0,10.95
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,5.0,4.5,8.15,0.0,12.65
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,6.0,4.5,7.75,0.0,12.25
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,5.0,4.4,8.45,0.0,12.85
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,9.0,4.5,7.8,0.0,12.3
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,4.0,4.8,9.15,0.0,13.95
Maximiliano GALICIA,MEX,2024-06-28 20:23:00,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,16.0,4.8,8.7,0.1,13.4
Nicolas GARFIAS,PER,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,63.0,2.7,5.3,4.0,4.0
Nicolas GARFIAS,PER,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",HB,43.0,3.7,6.433,0.0,10.133
