AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
4.68,1022.7,86.145,3.8907,23.025,1082.5,550,132.66,11.789,1.0395,82.991
4.2975,1022.8,86.582,3.8647,22.991,1082.5,550.04,132.66,11.828,0.97493,84.585
4.2351,1022.9,85.438,3.8403,22.982,1082.9,550.31,132.67,11.866,0.96178,83.24
4.551,1023.2,85.612,3.8838,23.084,1083.1,550.09,132.66,11.905,1.0372,81.584
5.7782,1023,84.913,3.9643,23.441,1084,549.81,132.77,11.943,1.0353,81.983
7.8002,1023.2,82.731,4.8209,29.796,1094.5,535.3,151.37,13.316,1.1557,72.949
9.5111,1022.8,73.823,5.1551,32.332,1099.8,529.92,160.65,13.941,1.7368,70.873
10.268,1022.2,70.773,5.2093,32.557,1100,528.68,161.29,14.015,2.5014,71.606
10.593,1021.6,68.231,5.1744,32.592,1100,528.52,161.37,14.078,1.6719,68.249
10.87,1020.9,69.778,5.3064,33.014,1099.9,527.45,162.25,14.168,0.25968,63.418
10.677,1020.8,72.328,5.2342,32.668,1100.2,528.44,161.8,14.072,0.194,62.595
10.354,1020.8,74.555,5.2493,32.962,1100.3,527.26,162.53,14.179,0.026376,61.252
9.5336,1020.5,80.082,5.2135,32.767,1099.9,528.05,162.87,13.974,0.31585,62.577
8.5805,1021,84.365,5.2915,33.581,1100.1,525.49,164.8,14.175,0.30894,61.504
8.0537,1021.1,86.389,5.1975,33.208,1100,526.37,164.82,14.136,0.25212,61.625
7.5792,1021.4,86.49,4.1295,25.184,1086.8,546.08,139.6,12.233,0.80115,75.309
7.0783,1021.1,88.029,3.9468,23.561,1084.1,550.09,134.47,11.781,1.0303,77.166
6.2913,1020.8,89.392,3.9715,23.629,1084.5,550.07,134.17,11.902,1.111,79.138
5.8975,1020.6,89.393,4.0477,24.011,1086.5,549.95,134.27,11.991,0.72294,80.104
5.6982,1020.7,88.389,4.0429,23.97,1086.4,550.06,134.37,12,0.58075,78.351
5.541,1020.4,88.739,4.0028,23.811,1085.1,550.07,133.66,12.014,0.46859,79.168
5.7519,1019.9,92.271,4.1201,23.871,1086.4,550.22,134.07,12.002,0.59922,79.094
7.3717,1019.6,93.666,4.0536,23.782,1085.4,549.95,133.94,12.005,0.49225,75.997
7.5535,1019.8,89.555,3.9619,23.565,1083.9,549.95,133.66,11.856,0.54134,76.939
6.6335,1019.7,91.02,4.0114,23.775,1085.2,550.04,133.66,11.852,0.72377,78.827
5.5764,1019.9,88.656,4.0565,23.921,1085.9,550.1,133.66,11.891,0.89053,80.981
4.6285,1020.2,91.679,4.04,23.84,1085.6,549.84,133.65,11.862,0.66779,80.044
4.5385,1020.2,93.685,4.0707,23.786,1085.8,550.14,133.57,11.779,0.55099,80.548
6.2147,1020.1,98.196,4.1919,24.097,1086.7,550,133.09,11.828,0.64294,77.292
10.838,1020,86.697,4.1068,24.057,1086.3,549.93,133.38,11.838,1.381,75.592
12.845,1019.7,72.761,4.1522,24.081,1086.7,550.19,133.65,11.844,2.4943,78.81
13.582,1019,72.417,4.1452,24.11,1086.6,549.87,133.67,11.8,3.4379,81.781
14.331,1018.3,73.685,4.0803,23.74,1084,550.09,131.61,11.758,3.0485,79.64
14.851,1017.8,76.259,4.1357,24.254,1087,550.22,133.57,11.794,0.94724,71.141
15.099,1017.6,76.79,4.1451,24.329,1087.2,550.33,133.69,11.891,1.0238,71.617
14.847,1017.3,79.355,4.1048,24.244,1087,549.87,133.68,11.845,1.2436,72.196
13.621,1017.4,84.17,4.0292,24.034,1086.2,550.09,133.59,11.751,1.1758,72.781
12.725,1018,86.663,4.0208,24.082,1085.9,550.02,133.87,11.825,0.92462,71.966
12.233,1018.2,84.615,3.98,24.066,1085.6,550.33,133.69,11.919,0.85895,71.944
10.965,1018.3,84.883,3.9476,23.821,1084.6,550.34,133.77,11.954,0.67256,73.925
10.256,1018.5,87.936,3.9488,23.825,1085,550.06,134.19,11.874,0.63538,73.308
10.315,1018.5,89.88,4.0185,24.02,1086.1,550.07,134.58,11.951,0.8238,74.197
10.092,1018.4,89.794,3.9899,23.887,1085.7,550.03,134.33,11.971,0.6163,72.017
10.38,1018.6,91.149,3.9952,23.96,1085.6,550.14,133.98,11.842,0.54588,72.31
9.5309,1018.6,88.546,3.9408,23.639,1084.5,550.09,133.66,11.762,0.6624,74.317
8.3966,1018.6,90.121,3.9546,23.595,1084,550.2,133.65,11.799,1.0375,76.665
8.0138,1018.7,90.463,3.9717,23.74,1084.7,550.12,133.67,11.8,0.97315,77.681
7.88,1019.1,88.005,4.0402,24.057,1086.6,550.02,133.66,11.801,0.66823,78.484
8.0725,1019.6,83.188,4.0104,24.043,1086.1,550.13,133.67,11.802,0.60655,79.253
7.7127,1019.9,81.72,3.8837,23.72,1084.5,549.94,133.66,11.805,1.0407,79.521
7.0338,1020.3,82.949,3.8759,23.678,1084.2,550.02,133.77,11.881,0.96159,79.058
7.3118,1020.7,84.69,3.9186,23.665,1084.2,550.1,133.68,11.814,0.78305,78.855
8.565,1020.7,87.299,4.7954,29.961,1094.9,534.88,152.52,13.351,0.58985,68.779
10.947,1020.9,85.29,5.0873,31.863,1100,531.55,158.17,13.818,0.99962,66.81
12.87,1020.6,74.382,5.1525,32.011,1099.9,531.14,157.58,13.838,1.8222,69.518
14.185,1020.1,67.482,5.1218,31.682,1099.7,532.49,156.4,13.778,2.4388,72.923
15.061,1019.6,63.317,5.1283,31.882,1099.8,531.95,156.42,13.85,3.0993,72.956
15.712,1019.2,62.277,5.1168,31.768,1100,532.27,156.2,13.825,0.43769,66.34
15.688,1019,60.573,5.1704,32.021,1100.3,531.31,156.79,13.895,0.56642,66.275
15.071,1019,63.619,5.146,31.805,1100.1,531.96,157.03,13.782,0.45696,66.122
13.522,1019,69.224,5.1686,32.358,1100.1,529.98,159.14,13.943,0.54243,64.432
12.874,1019.3,71.548,5.1397,32.524,1100.2,529.52,160.04,13.946,0.45527,63.226
12.566,1019.6,72.437,5.1496,32.727,1100.1,528.74,161.06,14.066,0.29338,61.63
9.063,1019.7,84.23,5.2306,33.108,1100.2,526.78,164.06,14.194,0.2435,60.948
8.1642,1019.4,85.384,5.2642,33.506,1100.2,525.75,165.32,14.231,0.14289,60.826
7.4266,1019.3,87.939,4.0039,23.971,1085.7,550.14,134.62,11.878,0.52234,77.721
7.1727,1019.2,87.555,3.9954,23.984,1085.9,550.17,133.67,11.735,0.41501,77.345
7.0461,1019.2,87.87,4.0055,23.886,1085.8,549.83,133.68,11.763,0.84974,79.337
6.8157,1019.1,87.926,4.0007,23.854,1085.2,549.86,133.66,11.792,0.60784,79.501
6.545,1019.1,88.999,4.0179,23.84,1085.2,550,133.66,11.82,0.58546,79.092
6.6655,1018.9,88.783,4.0008,23.841,1085.3,549.63,133.66,11.829,0.49773,79.694
6.5393,1018.8,88.298,4.029,23.806,1085.2,550.17,133.63,11.736,1.0553,82.232
6.483,1019,89.018,4.0293,24.174,1086.8,549.94,135.11,11.893,0.9278,79.855
7.0419,1019,90.141,3.9807,23.973,1085.7,549.65,134.9,11.842,0.90333,77.817
8.478,1019,91.083,4.6355,28.328,1092.4,539.46,147.14,12.941,0.98863,70.628
11.117,1019.1,89.643,5.1668,31.731,1099.7,532.14,157.33,13.863,0.93709,66.419
12.821,1018.7,83.805,5.1542,31.844,1100.1,531.78,157.3,13.864,1.9633,70.954
14.198,1017.8,77.566,5.1631,31.599,1100.1,533.24,156.3,13.786,2.5916,71.731
15.303,1017.2,70.631,5.1637,31.679,1100.2,532.95,155.68,13.815,2.6659,71.742
15.861,1016.7,67.513,5.0925,31.355,1100.3,533.75,155.06,13.684,0.68441,67.338
15.91,1016.2,63.628,5.1106,31.607,1100.3,533.19,155.49,13.794,0.3903,65.859
15.671,1015.8,66.29,5.0671,31.464,1099.9,533.57,155.6,13.592,0.44664,66.657
14.746,1015.3,74.638,4.047,24.163,1085,550.23,133.07,11.792,0.92435,73.357
12.902,1015.1,84.823,4.0838,24.284,1086,549.69,134.46,11.863,0.75685,72.021
11.716,1015,90.058,4.0696,24.031,1084.9,550.04,133.78,11.908,0.71822,72.033
10.576,1014.6,88.659,4.0266,23.907,1084.2,549.92,133.79,11.83,0.42949,72.853
8.3257,1013.9,89.656,4.6836,28.464,1091.6,539.08,148.59,12.903,0.34701,70.692
6.9457,1013.7,90.344,3.9896,23.708,1083.4,550.18,134.45,11.758,0.79798,77.402
6.258,1013.2,96.367,4.1238,23.916,1084.6,549.91,133.77,11.812,0.34344,77.219
6.4636,1012.7,92.279,4.0861,24.005,1085.2,549.82,133.66,11.724,0.21485,78.53
6.0124,1012.4,90.25,3.7773,21.835,1072.5,550.04,124.55,11.345,1.253,82.775
5.7899,1012.2,90.054,4.0209,23.837,1084.4,549.79,133.38,11.852,0.96239,79.697
5.9533,1012.2,92.057,4.153,24.233,1086.5,550.06,133.65,11.804,0.58564,79.258
6.0913,1012.6,90.432,3.9517,23.626,1083.6,550.02,133.67,11.804,0.7158,79.313
5.9415,1013.1,90.455,3.9749,23.699,1083.8,550.19,133.59,11.732,0.88675,81.593
5.5376,1014.2,89.786,3.9894,23.603,1084.1,550.09,133.82,11.8,1.003,81.762
6.2598,1014.9,92.251,4.0068,23.649,1084.6,549.85,133.78,11.818,0.96549,78.855
8.293,1015.1,92.437,4.2331,25.242,1087.1,546.58,137.68,12.253,1.0351,75.425
11.666,1015.4,69.939,5.2005,32.007,1099.9,531.14,157.83,13.825,0.8091,69.273
13.331,1015.4,58.27,5.1103,31.462,1100.2,532.63,156.76,13.815,1.2663,70.606
13.779,1015.2,57.797,5.1676,31.804,1100.1,531.84,157.23,13.803,1.45,71.707
13.971,1015.2,55.285,5.1182,31.478,1100.4,532.58,156.59,13.82,1.4302,71.964
13.939,1015,53.899,5.157,31.829,1100,531.75,157.35,13.755,0.8267,69.257
13.614,1015.1,54.984,5.1273,31.723,1100,532.5,157.3,13.864,0.38671,66.904
13.075,1015.2,57.259,5.1612,32.061,1099.8,531.22,158.32,13.813,0.3336,66.409
12.447,1015.3,61.76,4.0007,24.099,1085.7,549.98,134.01,11.758,0.823,75.19
11.43,1015.8,69.753,3.9748,24.113,1085.9,549.97,134.81,11.886,0.93227,76.819
10.373,1016,75.133,3.9809,23.839,1084.8,550.12,134.07,11.968,1.0199,77.13
8.9732,1016,80.185,3.9536,23.759,1084.2,550.01,134.03,11.861,0.88813,77.125
8.2502,1016,82.249,3.9265,23.714,1083.8,550.13,133.97,11.796,0.77978,77.483
7.2318,1016.3,83.997,3.9098,23.769,1084.6,549.98,134.92,11.898,0.84736,78.374
6.8058,1016.2,86.976,3.9773,23.863,1084.6,550.26,134.37,11.916,0.82952,79.388
6.9194,1016.3,86.201,3.9873,23.733,1084.2,549.99,133.25,11.788,0.65984,80.962
6.4506,1016.3,85.083,3.945,23.651,1084.4,550,133.69,11.746,0.55495,79.941
5.8949,1016.3,86.304,3.9605,23.579,1084.2,549.9,133.69,11.775,0.82497,81.307
5.6442,1016.3,87.399,3.9483,23.634,1084.2,550.02,133.69,11.781,1.0841,80.785
5.3749,1016.5,87.483,3.9396,23.551,1084.1,549.8,133.67,11.792,0.94562,80.97
5.2595,1016.5,87.069,3.9484,23.462,1084,549.96,133.67,11.781,1.0689,80.675
5.6379,1016.6,86.25,3.9575,23.301,1083.5,549.88,132.78,11.663,1.0742,81.46
5.9483,1017,83.292,3.9325,23.227,1083,550.05,132.39,11.677,1.1217,82.106
6.5105,1017.5,83.008,4.1399,25.126,1085.6,545.35,138.76,12.221,1.0183,77.911
7.9872,1017.8,84.464,5.209,32.707,1100,527.15,163.05,14.063,0.50059,66.063
10.01,1018.3,78.589,5.1713,32.243,1100.3,529.58,160.74,13.965,0.71932,66.584
11.621,1018.4,68.062,5.1783,32.271,1100.3,529.88,159.82,13.944,1.2079,68.822
12.583,1018.1,64.249,5.1795,32.026,1100.3,531.23,158.63,13.89,1.6261,71.314
12.697,1017.9,62.967,5.1245,31.718,1099.9,532.07,157.81,13.828,1.8199,70.328
12.592,1017.8,61.144,5.177,32.017,1100.1,530.95,158.78,13.883,1.028,67.957
12.579,1017.9,57.743,5.2123,32.358,1099.9,530.03,159.39,13.956,0.27646,66.507
7.301,1020.8,77.829,5.2376,33.412,1100.1,525.72,165.8,14.223,0.50027,63.59
5.4382,1021,80.109,3.8984,23.364,1082.9,550.31,133.71,11.654,1.1036,83.067
4.2183,1020.9,83.969,3.9523,23.598,1084.6,550.24,133.49,11.66,0.85946,82.125
3.7964,1021,84.807,3.6848,21.511,1072.3,550.08,124.63,11.266,1.3472,86.857
3.6416,1021.1,85.099,4.0371,23.686,1085.3,550.19,133.89,11.92,0.8783,83.326
3.4034,1021,85.105,3.9597,23.286,1083.4,550.16,132.68,11.795,0.6646,82.022
3.5126,1020.8,85.988,3.997,23.426,1083.5,549.98,132.67,11.738,0.59144,82.511
3.3044,1020.5,85.111,4.0118,23.488,1083.9,550.25,133.2,11.681,0.65845,83.713
2.9335,1020.6,85.54,3.9544,23.406,1083.4,549.86,132.88,11.744,1.0153,85.259
3.6177,1020.6,86.824,4.2666,25.222,1086.3,546.14,137.84,12.23,0.85022,79.83
5.5503,1020.6,89.359,5.1338,31.786,1100.1,531.48,160.67,13.796,0.5208,66.056
8.1045,1020.4,85.861,5.0821,31.307,1100.3,533.48,158.54,13.794,1.0248,68.437
10.145,1020.1,68.754,5.316,32.595,1100.1,528.5,160.93,14.024,1.2997,68.883
10.928,1019.4,64.937,5.2858,32.32,1100.4,529.52,160.32,14.056,1.8482,71.075
11.383,1018.6,57.145,5.3175,32.543,1099.9,529.16,160.48,13.967,1.8538,71.829
11.682,1017.9,57.945,5.2461,32.186,1099.8,530.67,159.6,13.898,1.549,70.917
11.69,1017.1,55.507,5.2786,32.437,1100.2,529.82,160.01,13.94,0.43122,67.961
11.493,1016.3,53.111,5.2083,32.157,1099.6,530.63,159.57,13.864,0.38833,69.38
10.953,1015.7,62.303,5.2429,32.58,1099.7,529.35,160.98,13.896,0.53381,67.268
9.5084,1015.3,72.407,5.1393,32.222,1100.3,530.74,161.34,13.842,0.52685,67.441
8.3753,1015,75.144,5.1862,32.82,1100,528.78,163.26,13.991,0.53189,66.012
7.5518,1014.5,77.762,5.2645,33.221,1100.3,527.16,164.89,14.216,0.35339,64.455
6.762,1013.9,76.995,5.3444,33.893,1100,524.84,166.82,14.301,0.020683,63.666
5.3448,1012.7,81.422,5.051,31.567,1096.6,530.58,160.33,13.757,0.36989,68.958
7.8236,1012.1,87.487,4.1364,23.75,1084.9,550.12,133.65,11.79,0.70488,77.021
10.242,1011.8,80.714,4.1598,23.818,1084.5,549.78,133.64,11.719,0.70169,74.597
10.703,1011.5,81.018,4.1574,23.835,1084.6,550.31,133.67,11.688,1.0166,74.545
10.74,1011,81.177,4.1284,23.8,1084.2,550.12,133.48,11.651,1.1979,76.544
10.63,1010.3,82.685,3.3995,18.778,1053.9,550.03,110.86,10.268,3.8593,86.072
10.42,1009.4,82.083,4.1995,23.888,1084,549.62,132.2,11.739,1.4868,81.973
11.548,1009.1,78.389,4.9142,28.616,1093.9,539.43,147.19,12.979,0.78407,72.47
12.525,1009,73.329,5.2521,31.164,1100.2,534.31,156.47,13.634,1.0012,70.741
13.256,1008.6,72.267,5.3179,31.443,1100.2,533.05,156.93,13.754,1.6779,72.496
14.096,1008.2,74.05,5.2931,31.157,1099.9,534.44,156,13.61,1.1652,70.739
14.925,1007.2,72.351,5.3704,31.261,1099.9,534.16,155.64,13.638,1.7795,71.423
15.919,1006.6,71.317,5.3182,30.912,1100,535.78,154.38,13.541,1.6714,71.938
16.626,1005.8,72.021,5.3519,31.221,1100.1,534.86,154.25,13.622,1.6707,69.413
16.966,1005.7,69.128,5.3282,31.083,1100.1,535.71,153.6,13.557,0.68308,68.428
16.739,1005.7,71.166,5.3545,31.366,1100.3,534.45,154.46,13.685,0.75326,68.398
15.683,1006.1,75.617,5.1746,31.012,1100,535.47,155.14,13.506,0.74355,67.219
15.123,1006.6,76.989,5.2569,31.799,1100.2,533.51,155.96,13.644,0.6454,67.81
14.9,1007.6,78.277,4.2008,24.523,1086.1,549.97,133.96,11.861,0.7946,70.835
14.63,1008.6,81.188,4.1841,24.411,1086.2,550.26,133.81,11.978,0.75999,69.886
14.154,1009.7,81.38,4.1786,24.304,1086.4,549.79,134.23,12.051,0.74105,71.648
13.881,1010.8,75.687,5.1542,31.593,1099.4,532.33,156.68,13.749,0.3766,66.621
13.526,1012.3,71.27,4.0956,24.287,1086.8,549.87,134.35,11.954,0.98473,73.973
12.451,1013.2,74.506,4.0322,24.089,1085.3,550.15,133.65,11.772,0.9931,74.171
11.448,1013.7,76.38,3.9861,23.666,1083.2,550.2,132.44,11.694,0.77935,74.246
10.759,1014.4,74.628,4.0132,23.809,1084.7,550.02,133.66,11.872,0.41893,74.072
9.9604,1014.9,76.949,4.005,23.801,1084.9,549.59,133.9,11.828,0.82534,76.823
8.8774,1015.3,78.083,3.317,19.103,1047.5,544.16,111.58,10.337,4.2338,98.894
7.3684,1016.5,80.09,3.4476,19.166,1057.7,550.13,111.73,10.53,3.0735,99.47
8.0533,1016.9,81.311,3.5359,19.577,1059.6,550.22,112.62,10.743,2.1595,85.407
9.8091,1016.9,74.195,4.3454,24.584,1089,550.12,133,11.962,0.59965,79.758
10.629,1016.9,69.403,3.9654,21.979,1074,550,121.76,11.328,1.3818,80.789
10.837,1016.8,66.354,4.0634,22.608,1077.5,549.96,123.95,11.568,1.4234,79.787
11.702,1016.3,62.237,4.4126,25.035,1090.9,550.07,133.68,12.141,1.3225,81.835
12.51,1015.7,56.475,4.3903,25.103,1091.5,550.03,133.67,12.147,1.3122,82.164
13.024,1015.3,51.462,4.4059,25.121,1091.5,549.89,133.68,12.096,1.3821,82.336
13.261,1015.1,54.803,4.4083,25.094,1091,549.59,133.67,12.031,0.93105,80.847
12.469,1015,57.083,4.3137,24.764,1089.5,550.06,133.67,11.959,0.8522,79.25
10.649,1014.9,62.3,4.0344,23.804,1084.4,550.06,133.68,11.764,0.86152,80.053
9.2974,1015.2,66.6,4.9507,30.618,1096.6,534.02,155.48,13.484,0.24352,71.664
8.2747,1015.1,73.642,5.2516,32.731,1100.3,528.49,163.05,14.078,0.26455,66.072
7.7626,1014.8,76.471,5.2776,32.959,1099.8,527.53,163.72,14.157,0.13904,65.409
7.5794,1014.8,77.68,4.0124,23.785,1084.8,549.99,134.54,11.903,0.39732,80.373
7.5866,1014.4,77.59,4.3274,26.132,1088.1,544.04,141.43,12.447,0.67287,77.476
7.8365,1014,76.527,4.0116,23.771,1084.3,549.94,134,11.795,1.0121,80.442
7.9721,1013.5,75.086,3.9857,23.71,1083.8,549.97,133.66,11.763,1.0995,81.737
8.055,1013.4,73.597,3.9396,23.563,1082.7,550.07,133.08,11.668,1.1681,82.14
7.9662,1012.9,73.688,3.9343,23.698,1083.4,550.08,133.66,11.76,1.0979,81.59
7.6381,1012.4,75.338,3.9282,23.673,1083.1,550,133.67,11.763,1.141,81.868
7.3889,1012,75.855,3.9484,23.695,1083.2,549.92,133.67,11.748,1.1558,82.022
7.4341,1011.7,77.058,3.9416,23.681,1083.4,550.02,133.59,11.669,1.1189,81.963
7.5727,1011.6,76.98,3.9696,23.851,1084.4,550.2,134.47,11.792,1.0784,82.133
8.0161,1011.5,75.488,4.028,24.061,1084,549.26,134.56,11.907,1.0983,81.984
8.8955,1010.9,66.903,5.303,32.963,1099.9,528.32,162.35,13.979,1.0292,70.312
9.4791,1010.8,66.668,5.2592,32.398,1100.2,530.7,160.86,13.915,0.64751,71.616
10.08,1010.5,66.368,5.2978,32.605,1100.2,529.84,160.93,13.974,0.65978,70.756
10.682,1009.6,65.047,5.3031,32.573,1099.9,530.12,160.66,14.017,0.95237,71.845
11.058,1008.8,67.319,5.2804,32.457,1100.1,530.12,160.22,13.93,1.2578,72.114
11.731,1008.2,65.13,5.2804,32.345,1099.9,530.86,159.66,13.903,1.1083,72.299
12.452,1008,61.87,5.2795,32.255,1100.2,530.96,159.17,13.875,0.36771,72.125
12.405,1008.1,65.229,5.2412,32.095,1100,532.26,159.36,13.871,0.37337,70.884
11.729,1008,72.683,5.2495,32.341,1099.9,530.96,159.89,13.84,0.11959,70.211
11.48,1008.5,70.55,5.2411,32.312,1100,531.08,160.03,13.84,0.040095,69.119
10.905,1008.7,66.527,5.2179,32.248,1099.9,530.99,160.48,13.789,0.022105,69.613
8.9315,1008.9,82.924,4.1179,24.036,1085.5,550.2,134.39,11.887,0.60769,79.044
9.0098,1008.6,83.298,4.1158,23.94,1085.6,550.03,134.35,11.932,0.59996,76.941
9.069,1008.4,83,4.1222,23.855,1085,550.19,134,11.947,2.0182,83.904
9.3502,1007.8,83.718,4.1131,23.852,1084.9,549.84,133.65,11.881,4.1362,86.591
9.3257,1007.7,85.764,4.1061,23.845,1085,550.09,133.66,11.814,2.0284,80.472
8.9451,1007.8,86.387,4.1055,23.818,1084.4,550.06,133.61,11.747,1.8349,81.13
8.7121,1008.1,86.492,4.0875,23.758,1084.4,550.09,133.36,11.683,1.8374,81.466
8.4984,1008.6,86.525,4.0903,23.744,1084.4,550.09,133.62,11.8,1.4506,80.708
8.1354,1009,85.364,4.6247,27.673,1091.2,540.53,146.51,12.77,1.0396,75.706
7.9054,1009,85.933,5.2202,31.923,1100.1,530.88,161.17,13.805,1.9809,69.373
8.2669,1009,85.274,5.2965,32.303,1100.3,529.64,161.74,13.966,1.0482,71.399
8.6147,1009.4,82.623,5.2384,31.968,1100,531,161.63,13.857,1.153,72.016
8.4192,1009.2,82.154,5.2694,32.382,1100.2,529.51,162.57,14.005,1.2509,71.144
8.2509,1009,81.089,5.3199,32.724,1099.8,528.82,163.52,14.029,1.3182,69.757
8.1367,1009,80.327,5.3075,32.741,1100.3,528.54,163.61,14.127,1.3737,71.476
7.9499,1009.3,80.8,5.2805,32.453,1100,528.96,163.25,13.984,1.1918,70.603
7.5737,1009.7,83.074,5.3185,32.887,1100,527.69,164.25,14.076,1.0259,69.001
7.0739,1010.4,87.195,5.321,32.717,1100.1,528.35,164.29,14.036,1.0977,69.616
6.8095,1010.7,88.252,5.3545,32.762,1100.2,528.05,164.5,14.162,1.1603,69.288
6.85,1011,84.533,5.3579,33.058,1099.9,526.99,164.98,14.101,1.1366,69.262
6.9148,1011,82.072,5.3171,32.782,1100,528.08,164.41,14.067,0.44106,68.752
6.7617,1011.7,80.909,5.3382,33.183,1099.6,526.53,165.7,14.104,0.45892,68.118
6.3235,1012.1,81.409,4.1038,23.718,1084.9,550,134.11,11.928,0.87369,82.781
7.1817,1012,76.239,4.2011,24.212,1087.3,550,134.97,11.959,0.98244,82.37
7.5311,1012.2,74.609,4.1227,23.651,1083.9,550.29,132.15,11.751,1.3074,82.675
7.7563,1012.4,72.761,4.1706,23.996,1085.7,550.34,133.61,11.813,1.0635,82.319
7.7772,1012.4,70.817,4.1804,24.036,1086,550.1,133.67,11.878,1.0707,82.343
7.7579,1012.7,71.019,4.1841,23.988,1086.3,550.15,133.66,11.886,1.1188,82.425
7.8715,1013,70.602,4.1985,23.988,1086.5,550.22,133.66,11.89,1.271,82.417
8.0019,1013.3,70.238,4.1872,23.965,1086.1,550.15,133.67,11.887,1.2368,82.028
8.0984,1013.9,70.109,4.1449,23.92,1086,549.85,133.52,11.796,1.2768,82.029
8.121,1014.6,70.279,4.1775,24.077,1087.2,549.91,134.39,11.918,1.2326,83.028
8.1416,1015,68.167,4.1455,24.105,1085.4,548.91,134.92,11.995,1.4823,81.613
7.9176,1015.2,66.649,5.3051,32.79,1099.9,527.96,163.14,14.019,1.0244,68.941
8.0593,1015.1,64.597,5.2525,32.326,1100.2,529.98,162.31,13.979,0.84708,66.208
8.3941,1015.4,62.229,5.3348,32.898,1099.7,527.91,163.29,14.003,0.94112,70.437
8.7373,1015.2,61.968,4.5669,27.346,1090.7,541.29,145.58,12.749,1.3399,78.668
9.0553,1015.1,58.705,5.2942,32.575,1100.3,529.08,162.25,14.079,1.0172,70.105
9.0694,1015.3,56.814,5.3591,33.094,1100.2,527.11,163.33,14.159,1.0003,69.05
8.883,1015.3,56.963,5.2968,32.632,1099.7,528.63,162.63,14.008,0.8674,69.35
8.7511,1015.6,57.531,5.3395,32.979,1100,527.56,163.46,14.095,0.82405,68.981
8.2998,1016,60.624,5.2806,32.818,1099.8,528.13,163.57,13.985,0.93068,69.26
7.65,1016.5,65.51,5.2985,33.002,1100.1,527.06,164.46,14.11,1.021,68.512
6.4926,1016.5,69.096,5.2079,32.701,1099.8,528.37,164.77,14.001,0.98541,68.179
5.698,1016.4,73.833,3.891,23.279,1082.4,550.2,133.9,11.609,1.5645,83.258
5.7387,1016.2,73.191,3.9488,23.395,1082.7,549.9,133.92,11.738,1.4906,84.697
5.8658,1016,71.472,3.9016,23.179,1081.4,550.15,132.81,11.613,1.639,85.094
5.7326,1016,72.362,3.949,23.423,1082.8,549.9,133.81,11.844,1.5449,84.958
5.4797,1015.8,75.883,3.9756,23.584,1083.5,549.88,134.46,11.791,1.4487,84.352
5.4225,1015.9,78.137,3.9111,23.188,1081.5,549.9,132.92,11.658,1.517,84.783
5.2746,1015.8,80.299,4.016,23.637,1083.9,549.88,134.65,11.771,1.5187,83.877
4.7963,1015.5,81.062,4.017,23.567,1083.4,549.74,134.66,11.739,1.5436,84.27
4.7049,1015.4,82.187,4.018,23.587,1083.8,549.88,134.65,11.706,1.6251,84.203
4.8819,1015.1,81.658,4.019,23.588,1084,549.97,134.67,11.674,1.6118,84.224
5.4795,1014.7,82.141,4.0115,23.684,1083.7,550.05,134.57,11.641,1.4936,82.157
5.9368,1014.9,82.285,4.0129,23.648,1083.5,549.92,134.3,11.751,1.4915,83.654
6.6213,1015,84.004,4.076,23.809,1084.6,550.31,134.65,11.816,1.7245,82.976
7.8015,1014.8,87.399,5.6247,34.394,1099.9,522.82,165.72,14.328,1.2644,65.775
9.8941,1015,80.722,5.2995,32.038,1099.7,530.3,160.42,13.919,0.974,69.348
11.014,1015.1,73.364,5.2973,32.284,1100,529.68,160.87,13.924,0.89131,68.534
11.451,1014.9,70.145,4.0933,23.936,1085.4,550.1,134.21,11.932,1.3402,78.601
11.479,1014.4,69.751,5.3112,32.458,1100,529.57,160.7,13.916,0.94955,69.14
11.197,1013.8,72.808,5.2867,32.129,1100.1,530.78,160.1,13.86,0.8911,70.05
10.856,1013.4,75.56,5.3182,32.36,1100,529.79,160.59,13.949,0.99517,68.982
10.457,1013.1,76.745,5.2733,32.087,1100.3,530.9,160.13,13.976,0.57544,69.296
10.371,1013.2,79.248,5.3459,32.504,1100,529.88,160.7,13.927,0.53957,69.077
10.589,1013.1,81.555,5.2864,32.183,1099.9,530.91,160.01,13.741,0.52139,72.66
10.96,1013.5,79.542,5.282,32.285,1099.9,530.65,159.94,13.87,0.53491,68.678
11.18,1013.3,74.318,5.2758,32.322,1100.2,530.32,160.38,13.98,0.96724,69.247
11.108,1013.7,73.67,5.3028,32.452,1100.2,529.41,160.77,14.02,0.72909,68.859
11.188,1013.7,73.949,4.4448,26.547,1088.9,544.13,141.63,12.357,1.0944,76.567
11.205,1013.6,74.333,4.1444,24.319,1086.6,549.84,135.02,12.048,1.1289,77.397
11.183,1013.5,74.11,4.1734,24.479,1087.2,549.96,135.54,11.934,1.0867,77.037
11.303,1013.3,74.849,4.1629,24.297,1086.3,550.21,134.66,11.89,1.2938,77.129
10.715,1013.1,85.061,4.1651,24.239,1085.8,549.99,134.66,11.892,1.1943,76.973
10.358,1012.7,90.692,4.1945,24.246,1086.2,549.98,134.66,11.894,1.4149,76.47
10.641,1012.7,92.036,4.2177,24.294,1086.1,550.13,134.66,11.896,1.0291,74.547
