"ID","Price","Sqft","Bedroom","Bathroom","Airconditioning","Garage","Pool","YearBuild","Quality","Lot","AdjHighway"
"448",448,167900,2180,4,2,0,2,0,1948,3,15001,0
"449",449,184900,1704,2,2,1,2,0,1954,3,16759,0
"450",450,178000,1600,3,2,1,2,0,1957,3,15090,0
"451",451,111000,1276,3,2,0,1,0,1951,3,11554,0
"452",452,207000,1666,4,2,0,1,0,1954,3,39523,0
"453",453,190000,1760,3,2,1,2,0,1974,3,20193,0
"454",454,230000,1836,3,2,0,2,0,1946,3,46339,0
"455",455,165000,1636,3,1,0,2,0,1953,3,20125,0
"456",456,210000,1748,3,2,1,2,0,1957,3,14512,0
"457",457,226000,2556,4,2,0,2,0,1923,3,36276,0
"458",458,149900,1511,4,1,1,1,0,1954,3,14821,0
"459",459,155000,1524,3,2,1,2,0,1958,3,21875,0
"460",460,219900,1821,4,2,1,2,0,1956,3,16696,0
"461",461,132000,1596,1,1,0,0,0,1940,3,28357,0
"462",462,195000,2392,4,2,0,2,0,1960,3,30265,0
"463",463,155900,1748,2,1,1,2,0,1956,3,16231,0
"464",464,119900,1384,2,1,0,0,0,1949,3,30002,0
"465",465,175000,1628,3,1,1,2,1,1957,3,17069,0
"466",466,304000,1911,4,2,1,2,0,1953,3,86248,0
"467",467,190000,1624,4,3,0,1,0,1959,3,15002,0
"468",468,229100,1956,3,2,1,2,1,1984,3,14710,0
"469",469,187500,2012,4,2,0,2,0,1953,3,14925,0
"470",470,173000,1590,2,2,1,2,0,1956,3,22336,0
"471",471,170000,1687,2,1,1,1,0,1941,3,20925,0
"472",472,179000,1816,4,1,1,2,0,1956,3,16508,0
"473",473,162500,1622,3,1,1,1,0,1956,3,16120,0
"474",474,172000,1604,4,2,1,2,0,1954,3,14964,0
"475",475,153200,1592,4,2,0,1,0,1956,3,16396,0
"476",476,220000,1922,3,2,1,2,0,1952,3,33579,0
"477",477,174000,1892,3,1,1,1,0,1955,3,14712,0
"478",478,200000,1628,3,1,1,2,0,1959,3,15412,0
"479",479,161000,1644,2,2,1,2,0,1956,3,17030,0
"480",480,135000,1450,3,1,1,2,0,1955,3,15868,0
"481",481,190000,1592,3,2,1,2,0,1959,3,22748,0
"482",482,153800,1654,2,1,0,2,0,1962,3,25874,0
"483",483,144900,1388,2,1,1,2,0,1950,3,10568,0
"484",484,165000,1670,3,2,0,2,0,1953,3,18525,0
"485",485,186000,1953,3,2,1,1,0,1956,3,17129,0
"486",486,167000,2008,3,1,1,2,0,1963,3,21860,0
"487",487,189600,1650,3,2,1,2,0,1960,3,34724,0
"488",488,170000,1578,3,1,1,2,0,1975,3,22485,0
"489",489,189500,1618,3,2,1,2,0,1962,3,27539,0
"490",490,153500,1642,3,1,0,2,0,1959,3,14901,0
"491",491,159900,2008,1,2,1,2,0,1941,3,31657,0
"492",492,158000,1604,3,2,1,1,0,1960,3,23534,0
"493",493,175000,2035,4,2,1,3,0,1962,3,20131,0
"494",494,147000,1534,3,2,0,1,0,1955,3,15361,0
"495",495,155000,1624,2,2,1,2,0,1955,3,16721,0
"496",496,150000,1700,4,2,1,1,0,1954,3,15391,0
"497",497,165000,1630,3,2,1,2,0,1978,3,24963,0
"498",498,147000,1526,3,2,1,1,0,1957,3,15007,0
"499",499,146250,1672,3,1,1,2,0,1949,3,22617,0
"500",500,177500,1588,4,2,1,2,0,1980,3,21925,0
"501",501,153650,1752,4,2,1,2,0,1950,3,9126,0
"502",502,199500,1674,4,2,0,2,0,1947,3,33237,0
"503",503,186000,1980,3,1,0,1,0,1927,3,47679,0
"504",504,139900,1396,1,1,0,2,0,1950,3,25879,0
"505",505,160000,1178,1,1,0,2,0,1959,3,9941,0
"506",506,125000,1263,2,2,0,0,0,1955,3,12357,0
"507",507,359900,2377,5,2,1,2,0,1937,3,51005,0
"508",508,184500,1304,3,1,1,2,0,1951,3,21305,0
"509",509,155000,1340,3,1,0,0,0,1952,3,5666,0
"510",510,150000,1559,2,1,0,2,0,1952,3,23999,0
"511",511,146000,1412,1,2,1,0,0,1920,3,4560,0
"512",512,129000,1198,2,2,1,2,0,1925,3,20918,0
"513",513,145000,1424,2,1,1,2,0,1947,3,16414,0
"514",514,200000,1370,4,1,0,1,0,1925,3,8000,0
"515",515,149900,1584,3,2,1,2,0,1957,3,13514,0
"516",516,132000,1567,2,1,1,1,0,1934,3,12249,0
"517",517,136900,1409,2,1,0,1,0,1951,3,28421,0
"518",518,137000,1655,2,1,0,1,0,1935,3,54651,0
"519",519,185000,1944,3,2,1,2,0,1939,3,17999,0
"520",520,133500,1922,3,1,0,2,0,1950,3,14805,0
"521",521,124000,1480,3,2,1,2,0,1953,3,28351,0
"522",522,95500,1184,2,1,0,1,0,1951,3,14786,0
