Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_aafinal,round_final,round_qual,round_teamfinal
45.0,2.0,6.6,0.0,8.6,2023,101,28,False,False,True,False
17.0,5.3,6.8,0.0,12.1,2023,102,43,False,False,True,False
67.0,4.9,7.6,0.0,12.5,2022,2,26,False,False,True,False
34.0,4.9,7.733,0.0,12.633,2022,2,26,False,False,True,False
37.0,4.9,7.733,0.0,12.633,2023,2,26,False,False,True,False
24.0,4.8,5.533,0.0,10.333,2023,2,26,False,False,True,False
11.0,5.8,7.466,0.0,13.266,2022,92,27,True,False,False,False
26.0,5.8,7.666,0.0,13.466,2022,92,27,False,False,True,False
10.0,5.9,7.833,0.0,13.733,2022,92,27,False,False,True,False
8.0,6.0,7.8,0.0,13.8,2022,92,27,False,False,False,True
79.0,4.2,6.966,0.0,11.166,2023,219,38,False,False,True,False
10.0,4.3,8.15,0.0,12.45,2022,492,28,False,False,True,False
40.0,4.3,5.1,0.0,9.4,2023,492,28,False,False,True,False
12.0,4.8,7.366,0.0,12.166,2023,198,56,False,False,True,False
10.0,4.7,7.0,0.0,11.7,2023,199,56,True,False,False,False
12.0,4.8,7.35,0.0,12.15,2023,199,56,False,False,True,False
15.0,4.9,7.0,0.0,11.9,2023,280,56,False,False,True,False
10.0,4.5,7.7,0.0,12.2,2023,281,56,False,False,True,False
129.0,4.3,6.066,0.0,10.366,2022,192,38,False,False,True,False
29.0,4.8,6.2,0.0,11.0,2022,192,28,False,False,True,False
73.0,4.4,6.766,0.0,11.166,2022,192,38,False,False,True,False
93.0,4.4,6.1,0.0,10.5,2023,192,38,False,False,True,False
18.0,4.3,7.233,0.0,11.533,2023,192,38,False,False,True,False
18.0,4.3,6.0,0.0,10.3,2023,192,38,False,False,True,False
60.0,4.9,7.766,0.0,12.666,2022,42,18,False,False,True,False
63.0,4.7,6.8,0.0,11.5,2022,42,18,False,False,True,False
43.0,5.0,8.033,0.0,13.033,2022,313,65,False,False,True,False
64.0,4.7,6.766,0.0,11.466,2022,313,65,False,False,True,False
27.0,4.8,8.033,0.0,12.833,2023,313,65,False,False,True,False
14.0,4.7,7.066,0.0,11.766,2023,313,65,False,False,True,False
14.0,4.9,7.133,0.0,12.033,2023,313,65,False,False,True,False
4.0,5.0,7.833,0.0,12.833,2023,313,65,False,True,False,False
5.0,5.0,8.033,0.0,13.033,2023,313,65,False,False,True,False
57.0,5.2,7.566,0.0,12.766,2022,508,75,False,False,True,False
33.0,5.3,7.366,0.0,12.666,2022,508,75,False,False,True,False
20.0,5.4,7.766,0.0,13.166,2023,508,75,False,False,True,False
17.0,5.2,6.4,0.0,11.6,2023,508,75,False,False,True,False
4.0,5.4,7.733,0.0,13.133,2023,508,75,False,True,False,False
3.0,5.4,7.833,0.0,13.233,2023,508,75,False,False,True,False
5.0,5.3,7.366,0.0,12.666,2023,508,75,False,True,False,False
6.0,5.3,7.466,0.0,12.766,2023,508,75,False,False,True,False
4.0,5.3,7.7,0.0,13.0,2023,508,75,False,True,False,False
5.0,5.3,7.6,0.0,12.9,2023,508,75,False,False,True,False
14.0,4.1,7.6,0.0,11.7,2023,455,80,False,False,True,False
3.0,6.2,7.566,0.0,13.766,2023,131,41,False,False,True,False
83.0,4.0,8.033,0.0,12.033,2022,427,35,False,False,True,False
15.0,4.0,7.666,0.0,11.666,2023,427,35,False,False,True,False
11.0,4.3,7.9,0.0,12.2,2023,427,35,False,False,True,False
109.0,1.4,8.2,0.0,9.6,2023,446,19,False,False,True,False
4.0,5.9,7.6,0.0,13.5,2023,358,32,False,True,False,False
5.0,5.9,7.95,0.0,13.85,2023,358,29,False,False,True,False
2.0,5.6,7.933,0.0,13.533,2023,358,32,False,True,False,False
4.0,5.7,8.0,0.0,13.7,2023,358,32,False,False,True,False
106.0,3.8,5.933,0.0,9.733,2023,383,19,False,False,True,False
9.0,6.3,8.1,0.0,14.4,2022,356,27,False,False,True,False
1.0,6.3,8.066,0.0,14.366,2022,462,76,True,False,False,False
2.0,6.4,8.366,0.0,14.766,2022,462,76,False,True,False,False
5.0,6.3,8.266,0.0,14.566,2022,462,76,False,False,True,False
38.0,3.4,6.633,0.0,10.033,2023,191,77,False,False,True,False
24.0,4.1,3.833,0.0,7.933,2023,191,77,False,False,True,False
107.0,1.9,7.8,0.0,9.7,2023,261,46,False,False,True,False
0.0,5.0,7.9,0.0,12.9,2023,320,76,False,False,True,False
0.0,5.0,7.95,0.0,12.95,2023,320,76,False,True,False,False
0.0,6.3,8.55,0.0,14.85,2022,462,76,False,False,True,False
0.0,6.1,7.5,0.0,13.6,2022,462,76,False,True,False,False
0.0,6.3,8.6,0.0,14.9,2023,462,76,False,False,True,False
0.0,6.3,8.7,0.0,15.0,2023,462,76,False,True,False,False
0.0,5.8,6.4,0.0,12.2,2022,258,76,False,False,True,False
0.0,5.7,7.0,0.0,12.7,2022,258,76,False,True,False,False
14.0,5.4,7.35,0.0,12.75,2022,258,76,True,False,False,False
0.0,6.0,8.05,0.0,14.05,2023,258,76,False,False,True,False
0.0,5.9,7.6,0.0,13.5,2023,258,76,False,True,False,False
17.0,5.6,6.6,0.0,12.2,2023,258,76,True,False,False,False
0.0,5.1,6.95,0.0,12.05,2022,295,76,False,False,True,False
0.0,5.4,7.75,0.0,13.15,2022,295,76,False,True,False,False
5.0,5.5,7.75,0.0,13.25,2022,295,76,True,False,False,False
0.0,5.3,6.7,0.0,12.0,2023,295,76,False,False,True,False
0.0,5.5,7.85,0.0,13.35,2023,295,76,False,True,False,False
21.0,4.7,6.95,0.0,11.65,2023,295,76,True,False,False,False
42.0,3.5,6.75,0.0,10.25,2022,238,28,False,False,True,False
116.0,3.3,4.833,0.0,8.133,2022,423,69,False,False,True,False
37.0,1.6,5.55,0.0,7.15,2022,27,67,False,False,True,False
45.0,1.7,5.966,0.0,7.666,2023,28,67,False,False,True,False
34.0,3.3,6.6,0.0,9.9,2023,53,28,False,False,True,False
94.0,4.0,7.666,0.0,11.666,2022,342,54,False,False,True,False
66.0,4.1,7.533,0.0,11.633,2023,342,54,False,False,True,False
25.0,4.1,6.933,0.0,11.033,2023,342,54,False,False,True,False
109.0,5.0,6.0,0.0,11.0,2022,512,75,False,False,True,False
56.0,4.9,6.866,0.0,11.766,2022,512,75,False,False,True,False
139.0,3.6,5.966,0.0,9.566,2022,144,33,False,False,True,False
67.0,3.6,7.8,0.0,11.4,2022,144,33,False,False,True,False
29.0,4.3,4.866,0.0,9.166,2023,144,33,False,False,True,False
96.0,4.8,6.833,0.0,11.633,2022,456,74,False,False,True,False
64.0,4.7,6.766,0.0,11.466,2022,456,74,False,False,True,False
70.0,5.1,6.4,0.0,11.5,2023,456,74,False,False,True,False
12.0,5.1,6.6,0.0,11.7,2023,456,74,False,False,True,False
7.0,5.3,7.666,0.0,12.966,2023,456,74,False,True,False,False
7.0,5.4,7.633,0.0,13.033,2023,456,74,False,False,True,False
134.0,4.2,5.833,0.0,10.033,2022,403,6,False,False,True,False
27.0,3.4,7.6,0.0,11.0,2022,88,28,False,False,True,False
11.0,3.5,7.95,0.0,11.45,2023,88,63,True,False,False,False
28.0,3.4,7.3,0.0,10.7,2022,88,63,False,False,True,False
10.0,4.9,7.433,0.0,12.333,2023,517,49,False,False,True,False
140.0,3.9,5.5,0.0,9.4,2022,405,77,False,False,True,False
27.0,3.5,6.5,0.0,10.0,2023,34,44,False,False,True,False
67.0,4.9,7.6,0.0,12.5,2022,454,4,False,False,True,False
35.0,4.9,7.7,0.0,12.6,2022,454,4,False,False,True,False
18.0,4.9,7.466,0.0,12.366,2023,454,4,True,False,False,False
33.0,4.9,7.8,0.0,12.7,2023,454,4,False,False,True,False
32.0,4.5,6.0,0.0,10.5,2023,480,45,False,False,True,False
82.0,3.3,7.5,0.0,10.8,2022,447,65,False,False,True,False
33.0,3.1,7.233,0.0,10.333,2023,447,65,False,False,True,False
2.0,6.0,8.166,0.0,14.166,2022,18,28,True,False,False,False
15.0,6.0,8.166,0.0,14.166,2022,18,28,False,False,True,False
1.0,5.3,8.25,0.0,13.55,2022,18,28,False,True,False,False
6.0,5.3,7.9,0.0,13.2,2022,18,28,False,False,True,False
8.0,5.4,6.266,0.0,11.666,2022,18,28,False,True,False,False
6.0,5.8,8.166,0.0,13.966,2022,18,28,False,False,True,False
6.0,5.8,8.2,0.0,14.0,2022,18,28,False,False,False,True
3.0,6.0,8.25,0.0,14.25,2023,18,28,False,True,False,False
3.0,6.0,7.7,0.0,13.7,2023,18,28,False,False,True,False
45.0,5.8,6.666,0.0,12.466,2023,18,28,False,False,True,False
1.0,5.8,8.2,0.3,13.7,2023,18,23,True,False,False,False
4.0,5.7,7.95,0.0,13.65,2022,18,23,False,False,True,False
80.0,4.3,7.766,0.0,12.066,2022,49,32,False,False,True,False
7.0,5.2,7.2,0.0,12.4,2023,72,43,False,True,False,False
7.0,5.3,7.433,0.0,12.733,2023,72,43,False,False,True,False
14.0,6.2,7.166,0.0,13.366,2022,522,34,False,False,True,False
10.0,6.3,7.333,0.0,13.633,2022,522,34,False,False,False,True
5.0,6.2,7.5,0.0,13.7,2023,522,34,True,False,False,False
5.0,6.2,7.733,0.0,13.933,2023,522,34,False,True,False,False
5.0,6.2,8.066,0.0,14.266,2023,522,34,False,False,True,False
1.0,5.8,8.366,0.0,14.166,2023,522,34,False,True,False,False
1.0,5.8,8.5,0.0,14.3,2023,522,34,False,False,True,False
115.0,4.6,6.266,0.0,10.866,2022,341,75,False,False,True,False
66.0,4.6,6.833,0.0,11.433,2022,341,75,False,False,True,False
73.0,4.1,7.266,0.0,11.366,2023,340,39,False,False,True,False
21.0,3.4,8.0,0.0,11.4,2022,503,28,False,False,True,False
21.0,3.8,7.9,0.0,11.7,2023,503,28,False,False,True,False
55.0,4.5,7.3,0.0,11.8,2022,89,4,False,False,True,False
44.0,5.0,7.5,0.0,12.5,2023,206,75,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2022,390,15,False,False,True,False
96.0,3.7,6.466,0.0,10.166,2022,390,15,False,False,True,False
88.0,3.5,7.2,0.0,10.7,2023,390,15,False,False,True,False
53.0,4.2,7.633,0.0,11.833,2022,146,58,False,False,True,False
20.0,4.5,6.533,0.0,11.033,2023,146,58,False,False,True,False
39.0,3.9,5.9,0.0,9.8,2023,360,65,False,False,True,False
108.0,3.9,5.766,0.0,9.666,2023,360,65,False,False,True,False
18.0,5.3,7.3,0.0,12.6,2023,200,43,False,False,True,False
10.0,6.0,7.3,0.0,13.3,2022,328,26,True,False,False,False
49.0,5.6,7.266,0.0,12.866,2022,328,26,False,False,True,False
13.0,5.9,7.566,0.0,13.466,2022,328,26,False,False,True,False
9.0,6.0,7.266,0.0,13.266,2023,328,26,True,False,False,False
51.0,5.4,6.9,0.0,12.3,2023,328,26,False,False,True,False
16.0,4.6,7.033,0.0,11.633,2023,342,80,False,False,True,False
20.0,3.3,7.7,0.0,11.0,2023,447,65,False,False,True,False
25.0,4.1,5.866,0.0,9.966,2023,438,26,False,False,True,False
38.0,4.9,5.5,0.0,10.4,2023,51,29,False,False,True,False
13.0,4.1,7.5,0.0,11.6,2023,416,72,True,False,False,False
21.0,4.1,7.7,0.0,11.8,2023,416,72,False,False,True,False
110.0,4.1,6.866,0.0,10.966,2022,415,72,False,False,True,False
16.0,4.1,7.533,0.0,11.633,2023,415,72,False,False,True,False
23.0,4.1,7.2,0.0,11.3,2023,415,72,False,False,True,False
11.0,4.1,7.533,0.0,11.633,2023,415,72,False,False,True,False
5.0,5.0,8.333,0.0,13.333,2022,224,10,False,True,False,False
8.0,5.0,7.95,0.0,12.95,2022,224,10,False,False,True,False
40.0,2.8,7.5,0.0,10.3,2022,209,28,False,False,True,False
33.0,2.7,7.75,0.0,10.45,2023,209,28,False,False,True,False
18.0,5.5,7.7,0.0,13.2,2023,125,27,False,False,True,False
2.0,5.3,7.6,0.0,12.9,2023,125,27,False,True,False,False
3.0,5.4,7.733,0.0,13.133,2023,125,27,False,False,True,False
5.0,5.3,6.166,0.3,11.166,2023,125,27,False,True,False,False
6.0,5.5,8.2,0.0,13.7,2023,125,27,False,False,True,False
32.0,5.6,7.133,0.0,12.733,2023,48,75,False,False,True,False
11.0,5.4,6.833,0.0,12.233,2023,48,75,False,False,True,False
18.0,5.3,6.4,0.0,11.7,2023,48,75,False,False,True,False
10.0,5.7,6.866,0.0,12.566,2023,48,75,False,False,True,False
1.0,5.6,7.9,0.0,13.5,2023,48,75,False,True,False,False
3.0,5.6,7.7,0.0,13.3,2023,48,75,False,False,True,False
59.0,4.1,7.533,0.0,11.633,2022,363,19,False,False,True,False
39.0,4.6,5.85,0.0,10.45,2022,15,28,False,False,True,False
75.0,4.9,7.333,0.0,12.233,2022,119,45,False,False,True,False
7.0,5.0,7.533,0.0,12.533,2023,119,45,True,False,False,False
25.0,4.9,6.5,0.0,11.4,2023,119,45,False,False,True,False
17.0,6.3,6.766,0.0,13.066,2022,513,45,True,False,False,False
38.0,6.1,7.1,0.0,13.2,2022,513,45,False,False,True,False
90.0,4.9,6.866,0.0,11.766,2022,367,78,False,False,True,False
8.0,4.6,7.3,0.0,11.9,2023,367,78,True,False,False,False
7.0,4.6,7.4,0.0,12.0,2023,367,78,False,True,False,False
6.0,4.6,7.9,0.0,12.5,2023,367,78,False,False,True,False
8.0,5.0,5.65,0.0,10.65,2022,314,28,False,True,False,False
8.0,5.1,7.5,0.0,12.6,2022,314,28,False,False,True,False
23.0,5.0,6.45,0.0,11.45,2023,314,28,False,False,True,False
24.0,4.1,7.433,0.0,11.533,2023,509,72,False,False,True,False
33.0,3.1,7.65,0.0,10.75,2022,124,28,False,False,True,False
5.0,5.4,7.2,0.0,12.6,2023,326,25,False,True,False,False
105.0,4.9,6.166,0.0,11.066,2022,327,25,False,False,True,False
5.0,5.4,7.5,0.0,12.9,2023,327,25,True,False,False,False
5.0,5.4,7.466,0.0,12.866,2023,327,25,False,True,False,False
10.0,5.4,7.4,0.0,12.8,2023,327,25,False,False,True,False
26.0,5.4,7.533,0.0,12.933,2023,327,25,False,False,True,False
7.0,5.4,7.0,0.0,12.4,2023,327,25,False,False,True,False
26.0,2.7,8.35,0.0,11.05,2022,329,28,False,False,True,False
58.0,3.0,5.85,0.0,8.85,2022,83,28,False,False,True,False
118.0,1.8,4.2,0.0,6.0,2022,50,46,False,False,True,False
19.0,5.0,4.966,0.0,9.966,2023,448,26,False,False,True,False
36.0,4.6,5.633,0.0,10.233,2023,449,26,False,False,True,False
24.0,4.9,8.033,0.0,12.933,2022,395,7,False,False,True,False
1.0,6.1,7.833,0.0,13.933,2023,204,12,True,False,False,False
3.0,6.0,7.0,0.0,13.0,2023,204,12,False,True,False,False
2.0,6.1,8.1,0.0,14.2,2023,204,12,False,False,True,False
6.0,6.1,7.7,0.0,13.8,2022,436,12,False,True,False,False
1.0,6.4,8.5,0.0,14.9,2022,436,12,False,False,True,False
0.0,5.4,8.5,0.0,13.9,2023,375,76,False,False,True,False
0.0,5.7,7.0,0.3,12.4,2023,375,76,False,True,False,False
3.0,5.9,7.75,0.0,13.65,2023,375,76,True,False,False,False
0.0,5.3,7.5,0.5,12.3,2023,247,76,False,False,True,False
0.0,5.0,5.9,1.0,9.9,2023,247,76,False,True,False,False
10.0,5.3,7.65,0.0,12.95,2023,247,76,True,False,False,False
3.0,5.5,7.95,0.0,13.45,2022,288,76,True,False,False,False
0.0,5.0,7.9,0.0,12.9,2023,164,76,False,False,True,False
0.0,5.0,8.15,0.0,13.15,2023,164,76,False,True,False,False
25.0,4.8,6.6,0.0,11.4,2023,164,76,True,False,False,False
58.0,5.0,7.733,0.0,12.733,2022,468,1,False,False,True,False
72.0,4.6,7.733,0.0,12.333,2022,221,4,False,False,True,False
48.0,4.5,7.566,0.0,12.066,2022,221,4,False,False,True,False
13.0,4.5,7.6,0.0,12.1,2023,221,4,False,False,True,False
83.0,4.3,6.5,0.0,10.8,2022,242,54,False,False,True,False
104.0,4.6,6.5,0.0,11.1,2022,444,26,False,False,True,False
26.0,5.2,7.666,0.0,12.866,2022,444,26,False,False,True,False
19.0,4.6,5.333,0.0,9.933,2023,444,26,False,False,True,False
20.0,5.7,7.1,0.0,12.8,2022,351,41,True,False,False,False
12.0,5.9,8.3,0.0,14.2,2022,351,41,False,False,True,False
21.0,5.8,7.266,0.0,13.066,2022,351,41,False,False,True,False
13.0,5.1,6.866,0.0,11.966,2023,218,22,False,False,True,False
8.0,3.6,4.966,0.0,8.566,2023,218,22,False,True,False,False
7.0,5.1,7.366,0.0,12.466,2023,218,22,False,False,True,False
92.0,4.3,7.433,0.0,11.733,2022,201,72,False,False,True,False
9.0,5.2,6.933,0.0,12.133,2023,302,34,False,False,True,False
20.0,5.0,8.066,0.0,13.066,2022,371,34,False,False,True,False
19.0,5.0,7.966,0.0,12.966,2022,371,34,False,False,False,True
22.0,5.5,6.9,0.0,12.4,2023,155,29,False,False,True,False
31.0,5.0,8.333,0.0,13.333,2022,154,32,False,False,True,False
18.0,4.9,8.2,0.0,13.1,2022,154,32,False,False,True,False
18.0,5.0,8.1,0.0,13.1,2022,154,32,False,False,False,True
29.0,5.0,7.766,0.0,12.766,2023,154,32,False,False,True,False
9.0,4.8,7.466,0.0,12.266,2023,154,32,False,False,True,False
90.0,4.7,5.933,0.0,10.633,2023,441,61,False,False,True,False
14.0,5.3,5.633,0.0,10.933,2023,441,61,False,False,True,False
8.0,4.6,7.8,0.0,12.4,2023,223,79,True,False,False,False
18.0,4.6,7.15,0.0,11.75,2022,223,79,False,False,True,False
12.0,4.5,7.55,0.0,12.05,2022,222,28,False,False,True,False
25.0,4.2,6.85,0.0,11.05,2023,222,28,False,False,True,False
138.0,3.5,6.2,0.0,9.7,2022,274,33,False,False,True,False
89.0,4.5,5.933,0.0,10.433,2022,274,33,False,False,True,False
118.0,4.6,6.233,0.0,10.833,2022,59,11,False,False,True,False
74.0,4.2,6.933,0.0,11.133,2022,312,18,False,False,True,False
36.0,3.0,7.6,0.0,10.6,2022,319,28,False,False,True,False
23.0,2.4,8.2,0.0,10.6,2023,184,78,False,False,True,False
60.0,5.3,6.633,0.3,11.633,2022,170,59,False,False,True,False
61.0,5.5,6.533,0.0,12.033,2023,170,59,False,False,True,False
8.0,5.2,7.7,0.0,12.9,2023,170,59,False,True,False,False
8.0,5.3,7.633,0.0,12.933,2023,170,59,False,False,True,False
17.0,4.8,6.766,0.0,11.566,2023,170,59,False,False,True,False
18.0,4.6,6.7,0.0,11.3,2023,279,25,False,False,True,False
7.0,5.6,8.05,0.0,13.65,2023,396,76,False,False,True,False
0.0,0.0,0.0,0.0,0.0,2023,105,42,True,False,False,False
33.0,2.1,4.95,0.0,7.05,2023,105,42,False,False,True,False
1.0,5.1,7.75,0.0,12.85,2023,494,42,True,False,False,False
3.0,5.1,7.65,0.0,12.75,2023,494,42,False,True,False,False
5.0,5.1,7.65,0.0,12.75,2023,494,42,False,False,True,False
119.0,4.2,6.6,0.0,10.8,2022,189,34,False,False,True,False
61.0,3.9,7.7,0.0,11.6,2022,189,34,False,False,True,False
101.0,4.0,6.166,0.0,10.166,2023,189,34,False,False,True,False
6.0,4.6,6.5,0.0,11.1,2023,254,3,False,True,False,False
3.0,5.6,8.4,0.0,14.0,2023,254,3,False,False,True,False
63.0,2.2,6.75,4.0,4.95,2022,0,28,False,False,True,False
6.0,5.2,7.366,0.0,12.566,2023,307,25,True,False,False,False
15.0,5.2,7.1,0.0,12.3,2023,307,25,False,False,True,False
74.0,4.7,7.566,0.0,12.266,2022,36,57,False,False,True,False
111.0,4.5,4.966,0.0,9.466,2023,343,59,False,False,True,False
20.0,4.4,6.85,0.0,11.25,2023,43,13,False,False,True,False
92.0,4.1,6.4,0.0,10.5,2023,66,33,False,False,True,False
91.0,5.0,6.766,0.0,11.766,2022,357,1,False,False,True,False
7.0,4.6,7.3,0.0,11.9,2023,472,28,False,True,False,False
8.0,4.6,7.8,0.0,12.4,2023,472,28,False,False,True,False
19.0,4.3,7.4,0.0,11.7,2022,472,79,False,False,True,False
31.0,5.2,7.566,0.0,12.766,2023,464,27,False,False,True,False
33.0,5.2,6.6,0.0,11.8,2023,464,27,False,False,True,False
1.0,6.4,8.233,0.0,14.633,2023,520,76,False,True,False,False
1.0,6.4,8.45,0.0,14.85,2023,520,76,False,False,True,False
84.0,4.6,6.433,0.0,11.033,2023,501,33,False,False,True,False
19.0,4.0,7.466,0.0,11.466,2023,501,33,False,False,True,False
121.0,4.0,6.766,0.0,10.766,2022,366,5,False,False,True,False
101.0,4.2,5.766,0.0,9.966,2022,366,5,False,False,True,False
39.0,4.9,7.666,0.0,12.566,2023,409,9,False,False,True,False
19.0,5.5,7.366,0.0,12.866,2022,463,43,True,False,False,False
65.0,5.6,6.966,0.0,12.566,2022,463,43,False,False,True,False
9.0,5.1,6.933,0.0,12.033,2023,463,43,True,False,False,False
6.0,5.3,8.0,0.0,13.3,2023,463,43,False,False,True,False
100.0,4.7,6.766,0.0,11.466,2022,22,4,False,False,True,False
46.0,4.6,7.5,0.0,12.1,2022,22,4,False,False,True,False
50.0,4.5,7.833,0.0,12.333,2023,22,4,False,False,True,False
114.0,4.1,6.766,0.0,10.866,2022,98,4,False,False,True,False
58.0,4.1,8.066,0.0,12.166,2023,98,4,False,False,True,False
25.0,4.1,7.033,0.0,11.133,2023,98,4,False,False,True,False
39.0,3.4,6.4,0.0,9.8,2023,103,30,False,False,True,False
15.0,5.3,7.933,0.0,13.233,2022,73,69,False,False,True,False
8.0,4.7,5.4,0.3,9.8,2023,73,69,False,True,False,False
5.0,5.2,8.133,0.0,13.333,2023,73,69,False,False,True,False
40.0,5.0,7.566,0.0,12.566,2023,73,69,False,False,True,False
3.0,5.1,7.766,0.0,12.866,2023,73,69,False,True,False,False
4.0,5.1,7.866,0.0,12.966,2023,73,69,False,False,True,False
97.0,2.9,7.233,0.0,10.133,2022,255,38,False,False,True,False
97.0,4.4,5.866,0.0,10.266,2023,255,38,False,False,True,False
29.0,4.3,6.433,0.0,10.733,2023,333,26,False,False,True,False
16.0,4.5,7.3,0.0,11.8,2022,359,28,False,False,True,False
112.0,2.1,6.166,0.0,8.266,2022,148,38,False,False,True,False
136.0,4.3,5.6,0.0,9.9,2022,174,14,False,False,True,False
17.0,4.0,5.55,0.0,9.55,2023,174,14,True,False,False,False
17.0,4.1,7.35,0.0,11.45,2023,174,14,False,False,True,False
85.0,4.2,7.8,0.0,12.0,2022,96,48,False,False,True,False
84.0,4.2,6.5,0.0,10.7,2022,96,48,False,False,True,False
89.0,4.5,6.166,0.0,10.666,2023,96,48,False,False,True,False
2.0,5.5,7.15,0.0,12.65,2023,14,50,True,False,False,False
11.0,5.5,7.0,0.3,12.2,2023,14,50,False,False,True,False
17.0,3.6,8.1,0.0,11.7,2022,331,28,False,False,True,False
15.0,4.4,7.5,0.0,11.9,2023,331,28,False,False,True,False
9.0,5.6,7.3,0.0,12.9,2023,60,43,False,False,True,False
37.0,4.2,6.4,0.0,10.6,2022,407,28,False,False,True,False
132.0,3.9,6.3,0.0,10.2,2022,453,71,False,False,True,False
4.0,5.3,7.533,0.0,12.833,2023,302,34,False,False,True,False
8.0,2.9,5.133,0.0,8.033,2023,302,34,False,True,False,False
6.0,4.6,6.9,0.0,11.5,2023,279,25,False,True,False,False
6.0,4.6,7.067,0.0,11.667,2023,279,25,False,False,True,False
0.0,5.9,7.85,0.0,13.75,2022,396,76,False,False,True,False
0.0,5.9,8.15,0.0,14.05,2022,396,76,False,True,False,False
1.0,5.8,8.15,0.0,13.95,2022,396,76,True,False,False,False
0.0,5.3,7.1,0.0,12.4,2023,396,76,False,False,True,False
0.0,5.6,8.45,0.0,14.05,2023,396,76,False,True,False,False
5.0,5.7,7.75,0.0,13.45,2023,396,76,True,False,False,False
0.0,5.6,7.7,0.0,13.3,2022,273,76,False,False,True,False
0.0,5.8,8.25,0.0,14.05,2022,273,76,False,True,False,False
17.0,5.4,7.05,0.0,12.45,2022,273,76,True,False,False,False
8.0,6.1,7.0,0.0,13.1,2022,520,76,True,False,False,False
0.0,5.3,6.0,0.3,11.0,2023,520,76,False,False,True,False
0.0,6.4,8.0,0.0,14.4,2023,520,76,False,True,False,False
1.0,6.4,7.5,0.0,13.9,2023,520,76,True,False,False,False
31.0,5.0,4.4,0.0,9.4,2023,54,76,True,False,False,False
25.0,5.0,6.4,0.0,11.4,2023,330,76,True,False,False,False
3.0,5.2,8.1,0.0,13.3,2023,73,69,False,True,False,False
3.0,5.1,8.266,0.0,13.366,2023,73,69,False,False,True,False
2.0,4.8,8.167,0.0,12.967,2023,73,69,False,False,True,False
1.0,5.2,8.1,0.0,13.3,2023,73,69,False,True,False,False
0.0,4.6,7.067,0.0,11.667,2023,334,26,False,False,True,False
4.0,4.6,7.3,0.0,11.9,2023,334,26,False,True,False,False
7.0,4.5,7.9,0.0,12.4,2023,96,80,False,True,False,False
7.0,4.5,8.0,0.0,12.5,2023,96,80,False,False,True,False
0.0,5.8,6.95,0.0,12.75,2022,139,76,False,False,True,False
0.0,5.8,8.1,0.0,13.9,2022,139,76,False,True,False,False
3.0,5.4,8.05,0.0,13.45,2022,139,76,True,False,False,False
6.0,5.8,7.6,0.0,13.4,2023,139,76,True,False,False,False
37.0,4.4,6.75,0.0,11.15,2023,220,30,False,False,True,False
23.0,4.4,7.1,0.0,11.5,2022,178,62,False,False,True,False
18.0,4.0,6.0,0.0,10.0,2023,437,36,True,False,False,False
15.0,4.5,7.45,0.0,11.95,2022,437,36,False,False,True,False
103.0,4.3,7.0,0.0,11.3,2022,377,64,False,False,True,False
10.0,4.4,7.65,0.0,12.05,2023,377,64,True,False,False,False
29.0,4.3,6.4,0.0,10.7,2022,377,64,False,False,True,False
105.0,4.9,6.166,0.0,11.066,2022,253,56,False,False,True,False
3.0,5.3,7.25,0.0,12.55,2023,252,56,True,False,False,False
2.0,5.5,7.55,0.0,13.05,2023,252,56,False,True,False,False
3.0,5.3,7.8,0.0,13.1,2023,252,56,False,False,True,False
35.0,4.1,5.15,0.0,9.25,2022,420,36,False,False,True,False
41.0,3.4,6.9,0.0,10.3,2022,286,28,False,False,True,False
36.0,3.5,6.4,0.0,9.9,2023,286,28,False,False,True,False
77.0,4.8,7.366,0.0,12.166,2022,399,40,False,False,True,False
40.0,4.8,7.633,0.0,12.433,2022,399,40,False,False,True,False
72.0,4.2,7.0,0.0,11.2,2022,332,54,False,False,True,False
83.0,4.2,6.833,0.0,11.033,2023,332,54,False,False,True,False
21.0,4.0,4.966,0.0,8.966,2023,332,54,False,False,True,False
4.0,4.8,7.55,0.0,12.35,2023,56,73,True,False,False,False
4.0,4.7,7.5,0.0,12.2,2023,56,73,False,True,False,False
4.0,4.7,8.15,0.0,12.85,2023,56,73,False,False,True,False
40.0,3.0,6.8,4.5,5.3,2022,56,73,False,False,True,False
142.0,3.3,5.566,0.3,8.566,2022,55,73,False,False,True,False
30.0,2.8,7.6,0.0,10.4,2023,504,26,False,False,True,False
94.0,2.2,8.066,0.0,10.266,2022,86,19,False,False,True,False
22.0,4.4,6.533,0.0,10.933,2023,178,62,False,False,True,False
0.0,5.3,7.05,0.0,12.35,2022,349,76,False,False,True,False
0.0,5.5,5.25,0.0,10.75,2022,349,76,False,True,False,False
21.0,4.1,6.7,0.0,10.8,2022,349,76,True,False,False,False
0.0,5.4,6.95,0.0,12.35,2023,349,76,False,False,True,False
0.0,5.3,7.0,0.0,12.3,2023,349,76,False,True,False,False
29.0,5.5,5.35,0.0,10.85,2023,349,76,True,False,False,False
13.0,4.7,5.9,0.0,10.6,2023,399,40,False,False,True,False
20.0,4.7,7.1,0.0,11.8,2023,477,28,False,False,True,False
24.0,3.6,7.65,0.0,11.25,2023,369,28,False,False,True,False
