Rank,D_Score,E_Score,Penalty,Score,year,Name,nation,Round_AAfinal,Round_TeamFinal,Round_final,Round_qual
10.0,5.0,8.933,0.1,13.833,2022,227,28,True,False,False,False
6.0,5.0,9.4,0.0,14.4,2022,227,28,False,False,False,True
5.0,4.8,9.2,0.0,14.0,2022,227,28,False,False,False,True
1.0,5.0,9.1,0.0,14.1,2022,227,28,False,False,True,False
2.0,5.0,9.05,0.0,14.05,2022,227,28,False,False,False,True
1.0,4.8,8.9,0.0,13.7,2022,227,28,False,False,True,False
2.0,4.8,8.7,0.1,13.6,2022,227,28,False,False,False,True
5.0,5.0,8.866,0.0,13.866,2022,227,28,False,False,False,True
6.0,5.0,9.0,0.0,14.0,2022,227,28,False,True,False,False
5.0,4.2,8.6,0.0,12.8,2022,227,28,False,False,True,False
2.0,4.8,8.733,0.0,13.533,2022,227,28,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2023,227,28,True,False,False,False
2.0,5.0,9.2,0.0,14.2,2023,227,28,False,False,False,True
142.0,3.6,7.933,0.0,11.533,2022,429,5,False,False,False,True
30.0,3.4,8.166,0.0,11.566,2022,429,5,False,False,False,True
97.0,3.4,8.333,0.0,11.733,2022,429,5,False,False,False,True
109.0,3.4,8.366,0.0,11.766,2023,429,5,False,False,False,True
49.0,3.2,8.65,0.0,11.85,2022,146,28,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,50,60,False,False,False,True
7.0,5.0,8.866,0.1,13.766,2022,486,9,False,False,False,True
7.0,0.0,0.0,0.0,0.0,2022,486,9,False,False,True,False
6.0,4.4,8.7,0.0,13.1,2022,486,9,False,False,False,True
3.0,5.0,9.0,0.0,14.0,2023,137,55,False,False,False,True
3.0,0.0,0.0,0.0,0.0,2023,137,55,False,False,False,True
19.0,4.2,8.8,0.0,13.0,2023,26,63,True,False,False,False
32.0,4.2,8.933,0.0,13.133,2023,26,63,False,False,False,True
46.0,4.2,8.6,0.0,12.8,2022,106,70,False,False,False,True
20.0,4.0,8.5,0.0,12.5,2022,106,70,False,False,False,True
112.0,3.6,8.066,0.3,11.366,2022,47,31,False,False,False,True
88.0,3.6,8.566,0.0,12.166,2023,47,31,False,False,False,True
11.0,4.8,8.966,0.0,13.766,2022,184,3,True,False,False,False
32.0,4.8,8.8,0.0,13.6,2022,184,3,False,False,False,True
1.0,4.0,8.766,0.0,12.766,2022,184,3,False,False,True,False
4.0,4.0,8.8,0.1,12.7,2022,184,3,False,False,False,True
60.0,3.2,7.85,0.0,11.05,2022,134,28,False,False,False,True
32.0,3.2,0.0,0.0,11.95,2023,134,28,False,False,False,True
9.0,4.2,8.5,0.0,12.7,2023,16,24,True,False,False,False
12.0,4.2,8.6,0.0,12.8,2023,16,24,False,False,False,True
7.0,3.4,8.65,0.0,12.05,2023,16,24,False,False,True,False
8.0,3.4,8.6,0.0,12.0,2023,16,24,False,False,False,True
40.0,3.6,8.35,0.3,12.25,2022,445,28,False,False,False,True
23.0,3.6,0.0,0.0,12.75,2023,445,28,False,False,False,True
80.0,3.6,8.7,0.0,12.3,2023,319,60,False,False,False,True
46.0,4.2,8.8,0.0,13.0,2023,198,40,False,False,False,True
124.0,3.6,8.466,0.0,12.066,2022,199,40,False,False,False,True
94.0,3.2,8.566,0.0,11.766,2022,199,40,False,False,False,True
0.0,4.2,9.15,0.0,13.35,2022,247,78,True,False,False,False
1.0,5.0,9.033,0.0,14.033,2023,184,3,False,False,False,True
1.0,5.0,9.066,0.0,14.066,2023,184,3,False,False,True,False
1.0,4.8,7.8,0.0,12.6,2023,184,3,False,False,True,False
1.0,4.8,8.8,0.0,13.6,2023,184,3,False,False,False,True
1.0,4.8,9.0,0.0,13.8,2023,184,3,False,False,True,False
1.0,4.8,8.9,0.1,13.6,2023,184,3,False,False,False,True
1.0,4.0,8.7,0.1,12.6,2023,184,3,False,False,True,False
1.0,4.0,8.867,0.3,12.567,2023,184,3,False,False,False,True
17.0,4.0,8.566,0.0,12.566,2022,296,70,False,False,False,True
31.0,4.2,8.8,0.0,13.0,2022,297,70,False,False,False,True
141.0,4.2,7.666,0.3,11.566,2022,441,56,False,False,False,True
29.0,3.4,8.233,0.0,11.633,2022,441,56,False,False,False,True
17.0,3.8,8.533,0.0,12.333,2023,452,0,False,False,False,True
17.0,3.4,8.466,0.0,11.866,2023,452,0,False,False,False,True
20.0,3.6,7.866,0.3,11.166,2023,31,36,False,False,False,True
15.0,4.2,8.7,0.0,12.9,2023,31,36,False,False,False,True
20.0,3.2,8.566,0.0,11.766,2023,31,36,False,False,False,True
15.0,3.2,8.466,0.0,11.666,2023,31,36,False,False,False,True
8.0,3.6,8.8,0.0,12.4,2023,121,70,False,False,False,True
8.0,3.4,8.766,0.0,12.166,2023,121,70,False,False,False,True
39.0,3.2,0.0,0.1,11.5,2023,103,28,False,False,False,True
4.0,4.6,8.966,0.0,13.56,2023,105,45,False,False,False,True
83.0,4.2,8.533,0.0,12.733,2022,4,26,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,4,26,False,False,False,True
58.0,4.2,8.633,0.0,12.833,2023,4,26,False,False,False,True
13.0,5.0,8.533,0.1,13.433,2022,92,27,True,False,False,False
13.0,5.0,9.033,0.0,14.033,2022,92,27,False,False,False,True
6.0,5.0,8.8,0.0,13.8,2022,92,27,False,False,False,True
10.0,5.0,8.8,0.0,13.8,2022,92,27,False,True,False,False
113.0,3.4,8.333,0.1,11.633,2023,217,39,False,False,False,True
23.0,4.2,8.6,0.0,12.8,2022,482,28,False,False,False,True
21.0,4.2,0.0,0.0,12.95,2023,482,28,False,False,False,True
21.0,0.0,0.0,0.0,0.0,2023,482,28,False,False,False,True
3.0,5.4,8.366,0.0,13.766,2023,200,58,False,False,True,False
4.0,5.4,8.233,0.3,13.333,2023,200,58,False,False,False,True
3.0,5.0,8.433,0.0,13.433,2023,200,58,False,False,True,False
4.0,4.2,8.733,0.0,12.933,2023,200,58,False,False,False,True
1.0,5.0,8.45,0.0,13.45,2023,201,58,True,False,False,False
2.0,5.0,8.95,0.0,13.95,2023,201,58,False,False,False,True
5.0,4.6,7.45,0.3,11.75,2023,201,58,False,False,True,False
5.0,4.2,8.55,0.1,12.65,2023,201,58,False,False,False,True
12.0,4.2,8.633,0.0,12.833,2023,273,58,False,False,False,True
12.0,3.8,8.466,0.0,12.266,2023,273,58,False,False,False,True
8.0,4.2,8.65,0.0,12.85,2023,274,58,False,False,False,True
77.0,4.2,8.2,0.1,12.3,2022,78,39,False,False,False,True
49.0,4.2,8.9,0.0,13.1,2022,193,39,False,False,False,True
20.0,4.2,8.65,0.0,12.85,2022,193,28,False,False,False,True
49.0,4.2,8.566,0.0,12.766,2022,193,39,False,False,False,True
60.0,4.2,8.6,0.0,12.8,2023,193,39,False,False,False,True
69.0,4.6,8.3,0.0,12.9,2022,43,18,False,False,False,True
46.0,4.2,8.6,0.0,12.8,2022,43,18,False,False,False,True
57.0,4.2,8.8,0.0,13.0,2022,309,67,False,False,False,True
39.0,4.2,8.7,0.0,12.9,2022,309,67,False,False,False,True
27.0,4.2,8.966,0.0,13.166,2023,309,67,False,False,False,True
62.0,4.2,8.366,0.0,12.566,2022,499,77,False,False,False,True
65.0,4.2,8.533,0.0,12.733,2023,499,77,False,False,False,True
12.0,4.2,8.433,0.0,12.633,2023,441,82,False,False,False,True
12.0,3.4,8.6,0.0,12.0,2023,441,82,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,417,36,False,False,False,True
5.0,4.2,8.833,0.0,13.033,2023,417,36,False,False,True,False
3.0,4.2,8.866,0.0,13.066,2023,417,36,False,False,False,True
4.0,4.2,8.866,0.0,13.066,2023,417,36,False,False,True,False
6.0,4.2,8.8,0.0,13.0,2023,417,36,False,False,False,True
5.0,3.8,8.766,0.0,12.566,2023,417,36,False,False,True,False
3.0,3.8,8.866,0.0,12.666,2023,417,36,False,False,False,True
4.0,4.0,8.9,0.0,12.9,2023,417,36,False,False,True,False
6.0,4.0,8.633,0.0,12.633,2023,417,36,False,False,False,True
72.0,4.2,8.466,0.0,12.666,2023,432,19,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,432,19,False,False,False,True
65.0,4.2,8.533,0.0,12.733,2023,376,19,False,False,False,True
11.0,3.8,8.6,0.0,12.4,2023,376,19,False,False,False,True
27.0,5.0,8.766,0.1,13.666,2022,351,27,False,False,False,True
3.0,5.0,9.333,0.1,14.233,2022,449,78,True,False,False,False
12.0,5.0,9.2,0.0,14.2,2022,449,78,False,False,False,True
19.0,4.2,8.6,0.0,12.8,2023,192,79,False,False,False,True
6.0,3.6,8.733,0.0,12.333,2023,192,79,False,False,True,False
10.0,3.6,8.666,0.0,12.266,2023,192,79,False,False,False,True
6.0,4.2,8.7,0.0,12.9,2023,192,79,False,False,True,False
4.0,4.2,8.733,0.0,12.933,2023,192,79,False,False,False,True
6.0,3.6,8.733,0.0,12.333,2023,192,79,False,False,True,False
4.0,3.6,8.666,0.0,12.266,2023,192,79,False,False,False,True
12.0,4.2,8.5,0.0,12.7,2023,192,79,False,False,False,True
12.0,3.6,8.5,0.1,12.0,2023,192,79,False,False,False,True
69.0,4.2,8.5,0.0,12.7,2023,256,48,False,False,False,True
16.0,3.6,7.566,0.0,11.166,2023,256,48,False,False,False,True
15.0,4.2,8.633,0.1,12.733,2023,256,48,False,False,False,True
10.0,4.2,8.5,0.0,12.7,2023,256,48,False,False,False,True
15.0,3.6,7.433,0.0,11.033,2023,256,48,False,False,False,True
10.0,3.6,8.666,0.0,12.266,2023,256,48,False,False,False,True
0.0,4.6,8.95,0.0,13.55,2023,316,78,False,False,False,True
0.0,4.6,8.55,0.1,13.05,2023,316,78,False,False,True,False
0.0,5.0,9.55,0.0,14.55,2022,449,78,False,False,False,True
0.0,5.0,9.5,0.0,14.5,2022,449,78,False,False,True,False
0.0,5.0,9.35,0.0,14.35,2023,449,78,False,False,False,True
0.0,5.0,9.4,0.0,14.4,2023,449,78,False,False,True,False
0.0,5.0,8.95,0.0,13.95,2022,254,78,False,False,False,True
0.0,5.0,8.85,0.0,13.85,2022,254,78,False,False,True,False
0.0,5.0,8.8,0.0,13.8,2022,254,78,True,False,False,False
0.0,5.0,8.85,0.0,13.85,2023,254,78,False,False,False,True
0.0,5.0,8.8,0.0,13.8,2023,254,78,False,False,True,False
0.0,5.0,8.5,0.0,13.5,2023,254,78,True,False,False,False
0.0,4.6,8.5,0.0,13.1,2022,290,78,False,False,False,True
0.0,4.2,8.95,0.0,13.15,2022,290,78,False,False,True,False
0.0,4.6,8.85,0.0,13.45,2022,290,78,True,False,False,False
0.0,4.6,8.8,0.0,13.4,2023,290,78,False,False,False,True
0.0,4.6,8.7,0.0,13.3,2023,290,78,False,False,True,False
0.0,4.6,8.9,0.0,13.5,2023,290,78,True,False,False,False
9.0,4.2,8.4,0.0,12.6,2023,256,82,False,False,False,True
9.0,3.6,8.6,0.0,12.2,2023,256,82,False,False,False,True
55.0,3.2,8.5,0.0,11.7,2022,234,28,False,False,False,True
108.0,3.2,8.333,0.0,11.533,2022,413,71,False,False,False,True
43.0,3.4,7.766,0.0,11.16,2023,30,69,False,False,False,True
8.0,4.2,0.0,0.0,13.25,2023,56,28,False,False,True,False
8.0,4.2,0.0,0.0,13.15,2023,56,28,False,False,False,True
8.0,3.4,0.0,0.3,11.4,2023,56,28,False,False,True,False
8.0,3.4,0.0,0.0,12.25,2023,56,28,False,False,False,True
85.0,3.6,8.6,0.0,12.2,2023,337,56,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,503,77,False,False,False,True
57.0,4.2,8.5,0.0,12.7,2022,503,77,False,False,False,True
131.0,3.2,8.633,0.0,11.833,2022,150,33,False,False,False,True
94.0,3.2,8.566,0.0,11.766,2022,150,33,False,False,False,True
130.0,3.6,8.266,0.0,11.866,2022,444,76,False,False,False,True
85.0,3.6,8.466,0.0,12.066,2022,444,76,False,False,False,True
96.0,3.6,8.433,0.0,12.033,2023,444,76,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,394,6,False,False,False,True
4.0,4.2,8.65,0.0,12.85,2022,88,28,False,False,True,False
8.0,4.2,8.95,0.0,13.15,2022,88,28,False,False,False,True
4.0,3.8,8.75,0.0,12.55,2022,88,28,False,False,True,False
8.0,3.8,8.85,0.0,12.65,2022,88,28,False,False,False,True
6.0,3.8,8.6,0.0,12.4,2022,88,65,False,False,True,False
8.0,3.8,8.6,0.3,12.1,2022,88,65,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,507,51,False,False,False,True
140.0,3.4,8.2,0.0,11.6,2022,396,79,False,False,False,True
13.0,3.6,8.6,0.0,12.2,2023,36,46,False,False,False,True
13.0,3.4,8.633,0.0,12.033,2023,36,46,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,440,4,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,440,4,False,False,False,True
15.0,4.2,8.966,0.0,13.166,2023,440,4,True,False,False,False
21.0,4.2,9.1,0.0,13.3,2023,440,4,False,False,False,True
7.0,4.2,8.966,0.0,13.16,2023,442,47,False,False,False,True
5.0,3.8,8.766,0.0,12.566,2023,442,47,False,False,True,False
5.0,3.8,8.8,0.1,12.5,2023,442,47,False,False,False,True
31.0,3.4,8.633,0.0,12.03,2023,433,67,False,False,False,True
6.0,5.0,9.166,0.0,14.166,2022,21,28,True,False,False,False
9.0,5.0,9.266,0.0,14.266,2022,21,28,False,False,False,True
4.0,5.0,8.05,0.3,13.35,2022,21,28,False,False,False,True
12.0,5.0,8.6,0.0,13.6,2022,21,28,False,False,False,True
13.0,5.0,8.466,0.0,13.466,2022,21,28,False,True,False,False
17.0,5.0,0.0,0.0,13.8,2023,21,28,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,21,28,False,False,False,True
9.0,5.0,8.833,0.0,13.833,2023,21,28,False,False,False,True
74.0,3.8,8.6,0.1,12.3,2022,112,33,False,False,False,True
73.0,3.8,8.8,0.0,12.6,2023,112,33,False,False,False,True
17.0,3.8,7.566,0.3,11.066,2023,112,33,False,False,False,True
17.0,3.8,8.633,0.0,12.433,2023,112,33,False,False,False,True
64.0,4.4,8.6,0.0,13.0,2022,52,32,False,False,False,True
29.0,4.4,8.766,0.0,13.166,2023,52,32,False,False,False,True
52.0,4.2,8.533,0.0,12.733,2022,477,15,False,False,False,True
16.0,4.2,8.7,0.0,12.9,2022,477,15,False,False,False,True
1.0,4.0,8.9,0.1,12.8,2023,477,15,False,False,True,False
1.0,4.0,8.933,0.0,12.933,2023,477,15,False,False,False,True
1.0,4.2,9.1,0.0,13.3,2023,477,15,False,False,True,False
1.0,4.2,9.066,0.0,13.266,2023,477,15,False,False,False,True
40.0,4.2,9.1,0.0,13.3,2022,511,35,False,False,False,True
3.0,5.0,9.066,0.0,14.066,2022,511,35,False,False,False,True
2.0,5.0,9.266,0.0,14.266,2022,511,35,False,True,False,False
1.0,4.6,9.066,0.0,13.666,2022,511,35,False,False,True,False
1.0,4.6,8.966,0.0,13.566,2022,511,35,False,False,False,True
2.0,5.0,9.1,0.0,14.1,2023,511,35,True,False,False,False
3.0,5.0,9.166,0.0,14.166,2023,511,35,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,511,35,False,False,False,True
117.0,3.6,8.6,0.0,12.2,2022,336,77,False,False,False,True
114.0,3.2,8.433,0.3,11.333,2022,336,77,False,False,False,True
103.0,3.6,8.366,0.1,11.866,2023,334,40,False,False,False,True
115.0,3.0,8.333,0.0,11.333,2022,335,40,False,False,False,True
14.0,4.2,8.8,0.0,13.0,2022,492,28,False,False,False,True
14.0,3.4,8.4,0.0,11.8,2022,492,28,False,False,False,True
5.0,4.2,0.0,0.0,13.0,2023,492,28,False,False,True,False
3.0,4.2,0.0,0.0,13.2,2023,492,28,False,False,False,True
5.0,3.8,0.0,0.0,12.7,2023,492,28,False,False,True,False
3.0,3.8,0.0,0.0,12.6,2023,492,28,False,False,False,True
61.0,3.8,8.766,0.0,12.566,2022,89,4,False,False,False,True
94.0,3.8,8.433,0.1,12.133,2023,208,77,False,False,False,True
136.0,3.0,8.666,0.0,11.666,2022,382,15,False,False,False,True
98.0,3.2,8.466,0.0,11.666,2022,382,15,False,False,False,True
105.0,3.2,8.633,0.0,11.833,2023,382,15,False,False,False,True
113.0,3.8,7.566,0.0,11.366,2022,152,60,False,False,False,True
16.0,3.8,8.4,0.1,12.1,2023,152,60,False,False,False,True
16.0,3.4,8.633,0.1,11.933,2023,152,60,False,False,False,True
35.0,3.8,8.3,0.1,12.0,2023,354,67,False,False,False,True
13.0,3.8,8.833,0.0,12.633,2023,354,67,False,False,False,True
107.0,3.8,8.133,0.1,11.833,2023,354,67,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,354,67,False,False,False,True
12.0,3.8,8.5,0.0,12.3,2023,354,67,False,False,False,True
12.0,3.8,8.433,0.0,12.233,2023,354,67,False,False,False,True
18.0,5.0,8.3,0.3,13.0,2023,202,45,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,202,45,False,False,False,True
12.0,4.6,9.0,0.1,13.5,2022,323,26,True,False,False,False
44.0,4.6,8.733,0.1,13.233,2022,323,26,False,False,False,True
23.0,4.0,8.5,0.0,12.5,2022,323,26,False,False,False,True
17.0,4.6,8.733,0.0,13.333,2022,323,26,False,False,False,True
26.0,0.0,0.0,0.0,0.0,2022,323,26,False,False,False,True
17.0,4.2,8.9,0.0,13.1,2023,323,26,True,False,False,False
34.0,4.2,8.9,0.0,13.1,2023,323,26,False,False,False,True
26.0,4.6,8.533,0.0,13.133,2022,481,67,False,False,False,True
14.0,4.2,8.4,0.0,12.6,2022,481,67,False,False,False,True
0.0,3.4,8.566,0.0,11.966,2023,425,26,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,425,26,False,False,False,True
4.0,4.0,8.866,0.0,12.866,2023,477,15,False,False,True,False
2.0,4.0,8.833,0.0,12.833,2023,477,15,False,False,False,True
4.0,4.2,9.033,0.0,13.233,2023,477,15,False,False,True,False
2.0,4.2,8.766,0.0,12.966,2023,477,15,False,False,False,True
12.0,4.4,8.75,0.0,13.15,2023,54,29,False,False,False,True
12.0,0.0,0.0,0.0,0.0,2023,54,29,False,False,False,True
14.0,4.2,8.566,0.0,12.766,2023,406,74,True,False,False,False
17.0,4.2,8.766,0.0,12.96,2023,406,74,False,False,False,True
7.0,3.4,8.633,0.0,12.033,2023,406,74,False,False,True,False
9.0,3.4,8.766,0.0,12.166,2023,406,74,False,False,False,True
144.0,4.2,7.233,0.3,11.133,2022,405,74,False,False,False,True
32.0,3.2,0.0,0.0,11.95,2023,210,28,False,False,False,True
77.0,3.8,8.666,0.0,12.466,2023,130,27,False,False,False,True
12.0,3.8,8.733,0.0,12.533,2023,130,27,False,False,False,True
32.0,3.8,8.7,0.0,12.5,2023,130,27,False,False,False,True
32.0,0.0,0.0,0.0,0.0,2023,130,27,False,False,False,True
65.0,4.2,8.533,0.0,12.733,2023,51,77,False,False,False,True
100.0,3.2,8.433,0.0,11.633,2022,357,19,False,False,False,True
7.0,4.2,9.0,0.0,13.2,2022,19,28,False,False,False,True
100.0,4.2,8.6,0.3,12.5,2022,125,47,False,False,False,True
3.0,4.2,8.8,0.0,13.0,2023,125,47,True,False,False,False
12.0,4.2,8.833,0.0,13.03,2023,125,47,False,False,False,True
24.0,4.2,8.7,0.0,12.9,2022,504,47,True,False,False,False
75.0,4.2,8.6,0.0,12.8,2022,504,47,False,False,False,True
117.0,3.6,8.6,0.0,12.2,2022,361,80,False,False,False,True
14.0,3.6,8.45,0.0,12.05,2023,361,80,True,False,False,False
21.0,3.6,8.8,0.0,12.4,2023,361,80,False,False,False,True
20.0,4.2,8.566,0.0,12.76,2023,500,74,False,False,False,True
12.0,3.4,8.566,0.0,11.966,2023,500,74,False,False,False,True
38.0,3.6,8.75,0.0,12.35,2022,129,28,False,False,False,True
7.0,4.2,8.766,0.0,12.966,2023,322,25,True,False,False,False
9.0,4.2,8.866,0.0,13.06,2023,322,25,False,False,False,True
11.0,3.4,8.566,0.0,11.966,2023,322,25,False,False,False,True
60.0,4.2,8.6,0.0,12.8,2023,322,25,False,False,False,True
31.0,3.6,9.05,0.0,12.65,2022,324,28,False,False,False,True
41.0,3.4,8.7,0.0,12.1,2022,84,28,False,False,False,True
91.0,3.4,8.433,0.0,11.833,2022,53,48,False,False,False,True
14.0,3.4,8.566,0.0,11.966,2023,434,26,False,False,False,True
36.0,3.4,8.533,0.0,11.93,2023,435,26,False,False,False,True
57.0,4.2,8.5,0.0,12.7,2022,387,7,False,False,False,True
102.0,3.8,8.666,0.0,12.466,2022,95,52,False,False,False,True
18.0,4.0,8.65,0.0,12.65,2023,95,52,False,False,False,True
109.0,3.8,8.533,0.0,12.333,2022,331,72,False,False,False,True
8.0,4.2,8.733,0.0,12.933,2023,206,12,True,False,False,False
5.0,4.2,9.0,0.0,13.2,2023,206,12,False,False,False,True
0.0,4.2,9.15,0.0,13.35,2023,466,78,False,False,False,True
0.0,4.2,9.2,0.0,13.4,2023,466,78,False,False,True,False
0.0,4.2,8.95,0.0,13.15,2023,369,78,False,False,False,True
0.0,4.2,9.0,0.0,13.2,2023,369,78,False,False,True,False
0.0,4.2,8.75,0.0,12.95,2023,369,78,True,False,False,False
0.0,5.0,9.1,0.0,14.1,2023,243,78,False,False,False,True
0.0,5.0,8.9,0.0,13.9,2023,243,78,False,False,True,False
0.0,4.2,9.3,0.0,13.5,2023,243,78,True,False,False,False
0.0,4.2,8.65,0.0,12.85,2022,280,78,True,False,False,False
0.0,4.6,9.15,0.0,13.75,2023,168,78,False,False,False,True
0.0,4.6,9.2,0.0,13.8,2023,168,78,False,False,True,False
0.0,4.2,8.9,0.0,13.1,2023,168,78,True,False,False,False
80.0,4.2,8.566,0.0,12.766,2022,457,1,False,False,False,True
75.0,4.2,8.6,0.0,12.8,2022,219,4,False,False,False,True
71.0,4.2,8.233,0.1,12.333,2022,219,4,False,False,False,True
34.0,4.2,8.733,0.0,12.933,2022,238,56,False,False,False,True
120.0,3.8,8.466,0.1,12.166,2022,430,26,False,False,False,True
21.0,4.6,8.666,0.0,13.266,2022,430,26,False,False,False,True
15.0,3.8,8.633,0.0,12.433,2022,430,26,False,False,False,True
11.0,4.6,8.033,0.1,12.533,2023,430,26,False,False,False,True
11.0,3.8,8.8,0.0,12.6,2023,430,26,False,False,False,True
8.0,4.6,9.433,0.0,14.033,2022,347,42,True,False,False,False
11.0,4.6,9.6,0.0,14.2,2022,347,42,False,False,False,True
10.0,4.6,9.066,0.0,13.666,2022,347,42,False,False,False,True
11.0,4.6,9.033,0.0,13.633,2022,347,42,False,True,False,False
115.0,3.8,8.466,0.0,12.266,2022,203,74,False,False,False,True
18.0,4.2,8.9,0.1,13.0,2023,311,8,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,311,8,False,False,False,True
7.0,4.0,8.5,0.0,12.5,2023,402,18,False,False,True,False
7.0,4.0,8.633,0.0,12.633,2023,402,18,False,False,False,True
7.0,4.0,8.733,0.0,11.733,2023,402,18,False,False,True,False
7.0,4.0,8.6,0.0,12.6,2023,402,18,False,False,False,True
4.0,3.8,8.933,0.0,12.733,2023,402,18,False,False,True,False
7.0,3.8,8.966,0.0,12.766,2023,402,18,False,False,False,True
4.0,3.8,8.766,0.1,12.466,2023,402,18,False,False,True,False
7.0,3.8,8.7,0.0,12.5,2023,402,18,False,False,False,True
84.0,3.6,8.5,0.0,12.1,2022,365,35,False,False,False,True
34.0,3.6,8.8,0.0,12.4,2023,160,29,False,False,False,True
34.0,0.0,0.0,0.0,0.0,2023,160,29,False,False,False,True
32.0,4.2,8.766,0.0,12.966,2022,159,32,False,False,False,True
24.0,4.6,9.1,0.0,13.7,2022,491,42,False,False,False,True
13.0,5.0,8.7,0.1,13.6,2023,427,63,False,False,False,True
4.0,3.8,8.666,0.1,12.366,2023,427,63,False,False,True,False
5.0,4.0,8.733,0.3,12.433,2023,427,63,False,False,False,True
5.0,5.0,8.733,0.0,13.733,2023,427,63,False,False,True,False
3.0,5.0,8.766,0.0,13.766,2023,427,63,False,False,False,True
5.0,3.8,7.7,0.3,11.2,2023,427,63,False,False,True,False
3.0,3.8,8.466,0.0,12.266,2023,427,63,False,False,False,True
62.0,3.2,7.3,0.1,10.6,2022,495,28,False,False,False,True
38.0,3.6,8.75,0.0,12.35,2022,220,28,False,False,False,True
22.0,4.2,0.0,0.0,12.85,2023,220,28,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,63,11,False,False,False,True
37.0,3.6,8.8,0.0,12.4,2022,315,28,False,False,False,True
15.0,3.6,8.566,0.0,12.166,2023,315,57,False,False,False,True
15.0,3.4,8.666,0.0,12.066,2023,315,57,False,False,False,True
18.0,3.2,8.433,0.0,11.633,2023,315,57,False,False,False,True
16.0,3.2,8.4,0.0,11.6,2023,315,57,False,False,False,True
18.0,3.2,8.5,0.0,11.7,2023,315,57,False,False,False,True
16.0,3.2,8.433,0.0,11.633,2023,315,57,False,False,False,True
32.0,3.8,7.8,0.0,11.6,2023,187,80,False,False,False,True
90.0,4.2,8.466,0.0,12.666,2022,287,1,False,False,False,True
13.0,3.4,8.45,0.0,11.85,2023,493,80,False,False,False,True
21.0,4.2,9.1,0.0,13.3,2023,173,61,False,False,False,True
70.0,4.2,8.666,0.0,12.866,2022,272,25,False,False,False,True
15.0,4.2,8.9,0.0,13.1,2023,389,78,False,False,False,True
15.0,0.0,0.0,0.0,0.0,2023,389,78,False,False,False,True
18.0,3.6,8.2,0.1,11.7,2023,109,43,True,False,False,False
28.0,3.6,8.3,0.0,11.9,2023,109,43,False,False,False,True
4.0,4.2,8.7,0.0,12.9,2023,484,43,True,False,False,False
8.0,4.2,8.65,0.0,12.85,2023,484,43,False,False,False,True
47.0,4.4,8.8,0.0,13.2,2022,191,35,False,False,False,True
37.0,4.4,8.633,0.1,12.933,2022,191,35,False,False,False,True
19.0,4.4,8.833,0.1,13.133,2022,191,35,False,True,False,False
25.0,4.4,8.8,0.0,13.2,2023,191,35,False,False,False,True
2.0,4.2,9.066,0.0,13.266,2023,191,35,False,False,True,False
2.0,4.2,9.033,0.0,13.233,2023,191,35,False,False,False,True
2.0,3.8,9.033,0.0,12.833,2023,191,35,False,False,True,False
2.0,3.8,9.033,0.0,12.833,2023,191,35,False,False,False,True
52.0,3.2,8.6,0.0,11.8,2022,0,28,False,False,False,True
34.0,4.2,8.733,0.0,12.933,2022,302,25,False,False,False,True
23.0,4.2,8.666,0.0,12.866,2022,302,25,False,True,False,False
19.0,3.8,8.733,0.0,12.533,2022,302,25,False,False,False,True
11.0,4.2,8.666,0.0,12.866,2023,303,25,True,False,False,False
15.0,4.2,8.8,0.0,13.0,2023,303,25,False,False,False,True
8.0,3.6,8.7,0.0,12.3,2023,303,25,False,False,False,True
118.0,3.2,8.1,0.1,11.2,2022,135,48,False,False,False,True
100.0,3.2,8.433,0.0,11.633,2022,338,61,False,False,False,True
113.0,3.8,8.5,0.0,12.3,2022,38,59,False,False,False,True
58.0,4.2,8.633,0.0,12.833,2023,339,61,False,False,False,True
33.0,4.2,7.4,0.0,11.6,2023,45,13,False,False,False,True
12.0,3.4,8.45,0.0,11.85,2023,45,13,False,False,False,True
51.0,4.2,8.733,0.0,12.933,2023,68,33,False,False,False,True
7.0,4.0,8.7,0.0,12.7,2023,68,33,False,False,True,False
6.0,4.0,8.8,0.0,12.8,2023,68,33,False,False,False,True
94.0,4.2,8.433,0.0,12.633,2022,352,1,False,False,False,True
3.0,4.6,8.95,0.0,13.55,2022,461,28,False,False,True,False
5.0,4.6,8.6,0.1,13.3,2022,461,28,False,False,False,True
3.0,3.8,8.5,0.0,12.3,2022,461,28,False,False,True,False
