Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_AAqual,round_TeamFinal,round_final,round_qual
22.0,5.2,9.3,0.1,14.4,2022,411,28,False,False,False,False,True
9.0,5.2,9.133,0.0,14.333,2022,411,28,False,False,True,False,False
0.0,4.6,9.05,0.0,13.65,2023,299,10,False,True,False,False,False
41.0,4.8,9.2,0.0,14.0,2023,311,28,False,False,False,False,True
23.0,4.8,9.2,0.0,14.0,2023,311,28,False,False,False,False,True
23.0,0.0,0.0,0.0,0.0,2023,311,28,False,False,False,False,True
17.0,4.8,8.8,0.0,13.6,2023,489,26,True,False,False,False,False
59.0,4.8,9.0,0.0,13.8,2023,489,26,False,False,False,False,True
12.0,4.8,8.65,0.0,13.45,2023,145,61,True,False,False,False,False
0.0,4.8,9.05,0.0,13.85,2023,145,61,False,True,False,False,False
0.0,4.8,8.033,-0.0,12.833,2023,145,61,True,False,False,False,False
0.0,5.2,7.966,0.3,12.866,2023,453,61,True,False,False,False,False
5.0,5.2,8.466,0.0,13.666,2022,454,61,False,False,False,True,False
8.0,5.2,7.95,0.0,13.15,2022,454,61,False,False,False,False,True
30.0,5.2,7.9,0.1,13.0,2023,454,61,False,False,False,False,True
13.0,5.2,8.7,0.1,13.8,2023,454,61,False,False,False,False,True
30.0,5.2,7.933,0.3,12.833,2023,454,61,False,False,False,False,True
13.0,5.2,8.633,0.0,13.833,2023,454,61,False,False,False,False,True
16.0,5.2,9.266,0.0,14.466,2022,119,9,False,False,False,False,True
18.0,5.2,7.966,0.3,12.866,2022,119,9,False,False,False,False,True
6.0,5.2,8.566,0.1,13.666,2023,119,9,False,False,False,True,False
6.0,5.2,9.0,0.0,14.2,2023,119,9,False,False,False,False,True
6.0,5.2,8.233,0.3,13.133,2023,119,9,False,False,False,True,False
6.0,4.8,9.1,0.1,13.8,2023,119,9,False,False,False,False,True
14.0,5.2,9.366,0.0,14.566,2022,448,47,False,False,False,False,True
18.0,5.2,9.2,0.0,14.4,2023,448,47,False,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,448,47,False,False,False,False,True
15.0,5.2,9.333,0.0,14.533,2022,153,10,False,False,False,False,True
2.0,5.2,9.3,0.0,14.5,2023,153,10,True,False,False,False,False
0.0,5.2,9.15,0.1,14.25,2023,153,10,False,True,False,False,False
4.0,5.2,8.033,0.0,13.233,2022,153,10,False,False,False,True,False
3.0,5.2,9.25,0.0,14.45,2022,153,10,False,False,False,False,True
41.0,5.6,8.833,0.3,14.133,2022,42,43,False,False,False,False,True
12.0,5.2,9.066,0.1,14.166,2022,42,43,False,False,False,False,True
20.0,5.2,9.333,0.1,14.433,2022,42,43,False,False,False,False,True
23.0,0.0,0.0,0.0,0.0,2022,42,43,False,False,False,False,True
62.0,4.8,9.066,0.1,13.766,2023,42,43,False,False,False,False,True
4.0,5.2,9.2,0.0,14.4,2023,42,43,False,False,False,True,False
3.0,5.2,9.3,0.0,14.5,2023,42,43,False,False,False,False,True
4.0,5.2,9.366,0.0,14.566,2023,42,43,False,False,False,True,False
3.0,5.2,9.333,0.0,14.533,2023,42,43,False,False,False,False,True
0.0,3.0,7.95,0.0,10.95,2023,480,39,False,True,False,False,False
3.0,5.2,8.866,0.0,14.066,2023,127,74,False,False,False,True,False
2.0,5.2,9.2,0.0,14.4,2023,127,74,False,False,False,False,True
3.0,5.2,8.966,0.0,14.166,2023,127,74,False,False,False,True,False
2.0,5.2,8.9,0.0,14.1,2023,127,74,False,False,False,False,True
24.0,5.2,7.966,0.3,12.866,2023,127,74,False,False,False,False,True
16.0,5.2,7.866,0.1,12.966,2023,127,74,False,False,False,False,True
24.0,5.2,8.866,0.0,14.066,2023,127,74,False,False,False,False,True
16.0,5.2,8.5,0.1,13.6,2023,127,74,False,False,False,False,True
33.0,4.0,7.55,0.0,11.55,2022,93,29,False,False,False,False,True
89.0,5.2,7.933,0.1,13.033,2022,505,32,False,False,False,False,True
23.0,4.4,8.966,0.1,13.266,2022,505,32,False,False,False,False,True
0.0,4.8,9.5,0.0,14.3,2023,80,84,False,False,False,False,True
0.0,4.8,8.8,0.1,13.5,2023,80,84,False,False,False,True,False
0.0,4.8,9.1,0.0,13.9,2023,80,84,True,False,False,False,False
15.0,4.8,9.3,0.0,14.1,2022,148,84,True,False,False,False,False
23.0,4.8,9.0,0.1,13.7,2022,341,84,True,False,False,False,False
2.0,5.6,8.9,0.1,14.4,2023,44,89,False,False,False,False,True
1.0,5.6,9.366,0.1,14.866,2023,44,89,False,False,False,True,False
1.0,5.6,9.6,0.0,15.2,2023,44,89,False,False,False,True,False
2.0,5.6,9.35,0.0,14.95,2023,44,89,False,False,False,False,True
35.0,5.2,7.8,0.0,13.0,2022,18,84,True,False,False,False,False
0.0,5.6,7.75,0.0,13.35,2023,18,84,True,False,False,False,False
10.0,5.2,7.85,0.0,13.05,2023,126,89,False,False,False,False,True
10.0,5.2,9.1,0.0,14.3,2023,126,89,False,False,False,False,True
0.0,5.2,8.9,0.0,14.1,2022,211,84,False,False,False,False,True
0.0,5.2,8.8,0.1,13.9,2022,211,84,False,False,False,True,False
11.0,5.2,9.05,0.0,14.25,2022,211,84,True,False,False,False,False
0.0,5.2,8.5,0.1,13.6,2023,211,84,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2023,211,84,False,False,False,True,False
0.0,5.2,8.95,0.0,14.15,2023,211,84,True,False,False,False,False
11.0,5.2,8.5,0.1,13.6,2023,217,88,True,False,False,False,False
0.0,5.2,7.85,0.0,13.05,2023,217,88,False,True,False,False,False
0.0,4.0,9.43,0.0,13.433,2022,218,29,False,False,False,False,True
0.0,5.2,8.63,0.0,13.833,2022,218,29,False,False,False,False,True
0.0,4.4,8.5,0.1,12.8,2023,389,75,False,True,False,False,False
23.0,5.2,9.2,0.0,14.4,2022,520,10,False,False,False,False,True
15.0,5.2,9.35,0.0,14.55,2023,520,10,False,False,False,False,True
15.0,0.0,0.0,0.0,0.0,2023,520,10,False,False,False,False,True
73.0,4.8,8.9,0.0,13.7,2022,286,85,False,False,False,False,True
30.0,4.8,8.933,0.0,13.733,2023,502,56,False,False,False,False,True
30.0,4.0,9.0,0.0,13.0,2023,502,56,False,False,False,False,True
19.0,4.8,9.2,0.0,14.0,2023,502,56,False,False,False,False,True
19.0,4.0,9.433,0.0,13.433,2023,502,56,False,False,False,False,True
2.0,4.8,9.25,0.0,14.05,2023,121,18,True,False,False,False,False
7.0,4.8,9.0,0.0,13.8,2023,121,18,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,283,63,False,False,False,False,True
0.0,4.2,8.9,0.0,13.1,2023,351,88,False,True,False,False,False
17.0,4.8,8.95,0.0,13.75,2022,55,29,False,False,False,False,True
14.0,5.2,8.8,0.1,13.9,2023,40,44,False,False,False,False,True
14.0,4.0,8.966,0.1,12.866,2023,40,44,False,False,False,False,True
0.0,4.6,8.85,0.3,13.15,2023,176,24,False,True,False,False,False
17.0,2.8,8.15,0.3,10.65,2023,442,75,True,False,False,False,False
0.0,4.0,9.15,0.0,13.15,2023,442,75,False,True,False,False,False
24.0,5.2,8.85,0.1,13.95,2023,497,8,False,False,False,False,True
24.0,0.0,0.0,0.0,0.0,2023,497,8,False,False,False,False,True
79.0,4.0,9.2,0.0,13.2,2022,104,41,False,False,False,False,True
23.0,5.2,7.933,0.3,12.833,2022,245,29,True,False,False,False,False
34.0,5.2,9.066,0.0,14.266,2022,245,29,False,False,False,False,True
12.0,5.2,8.8,0.1,14.1,2022,245,29,False,False,False,False,True
26.0,5.2,9.2,0.1,14.3,2022,245,29,False,False,False,False,True
128.0,5.0,7.9,0.3,12.6,2022,34,76,False,False,False,False,True
27.0,0.0,0.0,0.0,0.0,2022,34,76,False,False,False,False,True
30.0,5.0,9.233,0.0,14.233,2022,34,76,False,False,False,False,True
23.0,5.6,7.8,0.0,13.4,2022,34,76,False,False,True,False,False
4.0,5.0,9.3,0.0,14.3,2022,34,76,False,False,False,True,False
8.0,5.6,8.933,0.0,14.533,2022,34,76,False,False,False,False,True
65.0,4.0,9.066,0.0,13.066,2023,15,3,False,False,False,False,True
89.0,4.8,8.766,0.0,13.566,2022,521,61,False,False,False,False,True
25.0,4.0,8.1,0.1,12.0,2022,521,61,False,False,False,False,True
0.0,4.8,8.933,0.1,13.633,2023,522,61,True,False,False,False,False
0.0,0.0,0.0,0.0,0.0,2022,518,84,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,518,84,False,False,False,True,False
34.0,5.2,8.05,0.1,13.15,2022,357,84,True,False,False,False,False
0.0,5.2,8.75,0.1,13.85,2023,357,84,False,False,False,False,True
0.0,5.2,8.2,0.0,13.4,2023,357,84,False,False,False,True,False
0.0,5.2,9.35,0.1,14.45,2023,357,84,True,False,False,False,False
0.0,4.8,8.7,0.0,13.5,2022,90,84,False,False,False,False,True
0.0,4.8,8.85,0.0,13.65,2022,90,84,False,False,False,True,False
20.0,4.8,9.15,0.0,13.95,2022,215,84,True,False,False,False,False
32.0,4.8,8.45,0.0,13.25,2022,225,84,True,False,False,False,False
72.0,4.8,8.833,0.1,13.533,2022,12,5,False,False,False,False,True
4.0,4.8,9.15,0.0,13.95,2023,347,55,True,False,False,False,False
16.0,4.8,8.7,0.1,13.4,2023,347,55,False,False,False,False,True
75.0,4.0,8.9,0.3,12.6,2023,378,64,False,False,False,False,True
85.0,4.4,9.066,0.0,13.466,2023,271,66,False,False,False,False,True
77.0,5.6,7.966,0.3,13.266,2022,460,66,False,False,False,False,True
21.0,5.2,8.666,0.0,13.866,2022,460,66,False,False,False,False,True
16.0,5.2,9.2,0.0,14.4,2023,460,66,False,False,False,False,True
49.0,5.6,7.966,0.0,13.56,2023,461,66,False,False,False,False,True
14.0,5.6,7.866,0.0,13.466,2023,461,66,False,False,False,False,True
8.0,5.6,7.866,0.1,13.366,2023,461,66,False,False,False,True,False
6.0,5.6,8.966,0.0,14.566,2023,461,66,False,False,False,False,True
14.0,5.6,8.3,0.0,13.9,2023,461,66,False,False,False,False,True
14.0,5.2,8.833,0.1,13.933,2023,461,66,False,False,False,False,True
122.0,4.0,8.766,0.0,12.766,2022,346,7,False,False,False,False,True
35.0,4.8,9.3,0.0,14.1,2023,206,19,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,332,19,False,False,False,False,True
10.0,4.8,9.15,0.3,13.65,2023,332,19,True,False,False,False,False
0.0,4.8,9.35,0.0,14.15,2023,332,19,False,True,False,False,False
24.0,4.8,0.0,0.1,13.2,2023,455,29,False,False,False,False,True
7.0,5.2,9.033,0.0,14.233,2023,300,44,True,False,False,False,False
56.0,5.2,8.233,0.0,13.433,2023,300,44,False,False,False,False,True
20.0,5.2,8.95,0.0,14.15,2023,300,44,False,False,False,False,True
20.0,0.0,0.0,0.0,0.0,2023,300,44,False,False,False,False,True
9.0,5.6,9.0,0.1,14.5,2023,310,76,False,False,False,False,True
6.0,5.2,8.8,0.1,13.9,2023,310,76,False,False,False,True,False
8.0,5.2,9.033,0.0,14.233,2023,310,76,False,False,False,False,True
98.0,4.0,8.933,0.1,12.833,2022,473,34,False,False,False,False,True
0.0,4.8,8.95,0.0,13.75,2023,175,3,False,True,False,False,False
7.0,4.8,9.0,0.0,13.8,2023,439,55,False,False,False,False,True
73.0,4.8,8.9,0.0,13.7,2022,130,64,False,False,False,False,True
0.0,3.2,8.5,0.0,11.7,2023,132,71,False,True,False,False,False
44.0,4.8,8.833,0.0,13.63,2023,25,34,False,False,False,False,True
0.0,4.8,8.97,0.0,13.766,2022,163,29,False,False,False,False,True
0.0,4.0,9.37,0.0,13.366,2022,163,29,False,False,False,False,True
127.0,4.8,8.133,0.3,12.633,2022,238,58,False,False,False,False,True
60.0,4.8,9.1,0.1,13.8,2022,238,58,False,False,False,False,True
77.0,4.8,8.866,0.0,13.666,2023,238,58,False,False,False,False,True
100.0,4.8,8.3,0.3,12.8,2022,336,42,False,False,False,False,True
71.0,4.8,8.9,0.0,13.7,2023,336,42,False,False,False,False,True
38.0,5.2,9.0,0.0,14.2,2022,534,8,False,False,False,False,True
10.0,5.2,9.033,0.0,14.233,2022,534,8,False,False,False,False,True
2.0,5.2,9.333,0.0,14.533,2023,535,8,False,False,False,True,False
6.0,5.2,9.2,0.0,14.4,2023,535,8,False,False,False,False,True
2.0,5.2,9.1,0.0,14.3,2023,535,8,False,False,False,True,False
6.0,5.2,9.4,0.0,14.6,2023,535,8,False,False,False,False,True
33.0,5.2,9.1,0.1,14.2,2022,413,43,False,False,False,False,True
19.0,5.2,7.833,0.1,12.933,2022,413,43,False,False,False,False,True
26.0,5.2,9.033,0.0,14.233,2023,413,43,False,False,False,False,True
22.0,5.2,8.9,0.0,14.1,2023,413,43,False,False,False,False,True
22.0,0.0,0.0,0.0,0.0,2023,413,43,False,False,False,False,True
7.0,5.2,7.766,0.1,12.866,2023,533,82,False,False,False,True,False
7.0,5.2,9.0,0.0,14.2,2023,533,82,False,False,False,False,True
7.0,4.8,9.0,0.1,13.7,2023,533,82,False,False,False,True,False
7.0,4.8,8.7,0.0,13.5,2023,533,82,False,False,False,False,True
25.0,5.2,8.633,0.0,13.833,2023,533,82,False,False,False,False,True
25.0,4.8,8.566,0.0,13.366,2023,533,82,False,False,False,False,True
70.0,5.2,7.766,0.0,12.966,2023,532,82,False,False,False,False,True
15.0,4.8,9.3,0.0,14.1,2022,426,84,True,False,False,False,False
0.0,0.0,0.0,0.0,0.0,2023,472,84,True,False,False,False,False
13.0,4.8,8.9,0.0,13.7,2023,336,89,False,False,False,False,True
13.0,4.0,8.9,0.0,12.9,2023,336,89,False,False,False,False,True
9.0,4.8,9.65,0.0,14.45,2022,508,84,True,False,False,False,False
4.0,5.2,9.366,0.1,14.466,2023,535,89,False,False,False,True,False
3.0,5.2,9.0,0.0,14.2,2023,535,89,False,False,False,False,True
4.0,5.2,8.9,0.1,14.0,2023,535,89,False,False,False,True,False
3.0,5.2,9.05,0.1,14.15,2023,535,89,False,False,False,False,True
1.0,5.2,8.8,0.0,14.0,2023,413,43,False,False,False,False,True
3.0,5.2,8.2,0.1,13.3,2023,413,43,False,False,False,True,False
3.0,5.2,9.0,0.1,14.1,2023,413,43,False,False,False,True,False
1.0,5.2,9.2,0.0,14.4,2023,413,43,False,False,False,False,True
27.0,4.8,8.75,0.1,13.45,2022,198,84,True,False,False,False,False
0.0,4.8,8.65,0.0,13.45,2023,198,84,False,False,False,False,True
0.0,4.8,8.65,0.0,13.45,2023,198,84,False,False,False,True,False
0.0,4.8,8.7,0.0,13.5,2023,198,84,True,False,False,False,False
59.0,4.8,9.066,0.0,13.866,2022,249,58,False,False,False,False,True
53.0,4.8,9.1,0.0,13.9,2022,249,58,False,False,False,False,True
3.0,5.2,9.45,0.0,14.65,2022,226,29,False,False,False,False,True
7.0,5.2,8.7,0.1,13.8,2023,226,24,True,False,False,False,False
0.0,5.2,9.15,0.0,14.35,2023,226,24,False,True,False,False,False
20.0,4.8,8.133,0.0,12.933,2023,196,0,False,False,False,False,True
20.0,4.0,8.766,0.1,12.666,2023,196,0,False,False,False,False,True
12.0,4.0,9.05,0.0,13.05,2022,23,6,False,False,False,False,True
43.0,4.4,8.75,0.1,13.05,2023,457,3,False,False,False,False,True
43.0,0.0,0.0,0.0,0.0,2023,457,3,False,False,False,False,True
12.0,5.2,7.95,0.3,12.85,2023,227,3,False,False,False,False,True
12.0,5.2,7.5,0.1,12.6,2023,227,3,False,False,False,False,True
0.0,5.2,9.333,0.0,14.533,2023,227,3,True,False,False,False,False
25.0,5.2,8.8,0.1,13.9,2023,500,47,False,False,False,False,True
25.0,0.0,0.0,0.0,0.0,2023,500,47,False,False,False,False,True
2.0,5.6,9.3,0.0,14.9,2022,100,47,True,False,False,False,False
4.0,5.6,9.1,0.0,14.7,2022,100,47,False,False,False,False,True
3.0,5.6,9.166,0.0,14.76,2023,100,47,False,False,False,False,True
26.0,5.2,8.866,0.0,14.066,2023,256,37,False,False,False,False,True
26.0,4.0,8.933,0.0,12.933,2023,256,37,False,False,False,False,True
8.0,5.2,9.266,0.0,14.466,2022,470,60,True,False,False,False,False
20.0,5.2,9.233,0.0,14.433,2022,470,60,False,False,False,False,True
14.0,5.2,9.3,0.0,14.5,2022,470,60,False,False,False,False,True
20.0,5.2,7.9,0.0,13.1,2023,470,60,True,False,False,False,False
8.0,5.2,9.3,0.0,14.5,2023,470,60,False,False,False,False,True
2.0,5.6,9.13,0.0,14.733,2022,190,29,False,False,False,True,False
21.0,5.6,7.8,0.0,13.4,2022,190,29,False,False,False,False,True
2.0,5.2,9.13,0.0,14.333,2022,190,29,False,False,False,True,False
21.0,5.2,8.9,0.1,14.2,2022,190,29,False,False,False,False,True
2.0,5.6,0.0,0.0,14.6,2023,190,29,False,False,False,True,False
2.0,5.6,0.0,0.0,14.7,2023,190,29,False,False,False,False,True
2.0,5.6,0.0,0.0,15.05,2023,190,29,False,False,False,True,False
2.0,5.6,0.0,0.0,14.7,2023,190,29,False,False,False,False,True
1.0,5.6,9.4,0.0,15.0,2023,190,29,False,False,False,False,True
7.0,5.6,7.933,0.3,13.233,2023,190,29,False,False,False,True,False
3.0,5.6,9.1,0.0,14.7,2023,190,29,False,False,False,False,True
1.0,5.6,9.033,0.0,14.633,2023,190,29,False,False,False,True,False
1.0,5.6,9.25,0.0,14.85,2023,190,29,False,False,False,False,True
1.0,5.6,9.5,0.0,15.1,2023,190,29,False,False,False,True,False
1.0,5.6,9.4,0.0,15.0,2023,190,29,False,False,False,False,True
2.0,5.6,9.166,0.0,14.766,2023,190,29,False,False,False,True,False
7.0,5.6,9.133,0.0,14.733,2023,190,29,False,False,False,False,True
2.0,5.6,9.266,0.0,14.866,2023,190,29,False,False,False,True,False
7.0,5.6,8.633,0.3,13.933,2023,190,29,False,False,False,False,True
14.0,6.0,8.266,0.1,14.166,2022,47,84,True,False,False,False,False
22.0,6.0,8.533,0.1,14.433,2022,47,84,False,False,False,False,True
15.0,6.0,7.666,0.1,13.566,2022,47,84,False,False,False,False,True
4.0,6.0,7.766,0.3,13.466,2023,47,84,False,False,False,True,False
2.0,6.0,9.45,0.0,15.45,2023,47,84,False,False,False,False,True
4.0,5.2,9.033,0.1,14.133,2023,47,84,False,False,False,True,False
2.0,5.2,9.1,0.0,14.3,2023,47,84,False,False,False,False,True
15.0,5.2,8.75,0.0,13.95,2022,174,29,False,False,False,False,True
15.0,4.8,7.3,0.3,12.4,2022,174,29,False,False,False,False,True
71.0,4.8,8.9,0.0,13.7,2023,374,41,False,False,False,False,True
43.0,4.8,8.933,0.1,13.63,2023,77,33,False,False,False,False,True
34.0,5.2,8.933,0.0,14.133,2023,360,33,False,False,False,False,True
17.0,5.2,9.25,0.0,14.45,2023,360,31,False,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,360,31,False,False,False,False,True
64.0,4.8,8.933,0.0,13.733,2023,38,73,False,False,False,False,True
40.0,5.2,8.966,0.0,14.166,2022,113,9,False,False,False,False,True
29.0,5.2,9.166,0.1,14.266,2022,113,9,False,False,False,False,True
59.0,4.8,9.0,0.0,13.8,2023,318,58,False,False,False,False,True
0.0,5.2,9.5,0.0,14.7,2022,101,84,False,False,False,False,True
0.0,5.2,9.6,0.0,14.8,2022,101,84,False,False,False,True,False
0.0,5.2,9.5,0.0,14.7,2023,101,84,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2023,101,84,False,False,False,True,False
0.0,4.8,8.8,0.0,13.6,2023,216,84,False,False,False,False,True
0.0,4.8,9.1,0.0,13.9,2023,216,84,False,False,False,True,False
7.0,5.2,9.4,0.0,14.6,2022,276,84,True,False,False,False,False
0.0,6.0,8.85,0.0,14.85,2022,47,84,False,False,False,False,True
0.0,6.0,9.05,0.0,15.05,2022,47,84,False,False,False,True,False
1.0,6.0,8.9,0.0,14.9,2022,47,84,True,False,False,False,False
0.0,6.0,8.85,0.1,14.75,2023,47,84,False,False,False,False,True
0.0,6.0,8.5,0.1,14.4,2023,47,84,False,False,False,True,False
0.0,6.0,8.35,0.3,14.05,2023,47,84,True,False,False,False,False
0.0,4.8,8.95,0.0,13.75,2022,149,84,False,False,False,False,True
0.0,4.8,8.4,0.3,12.9,2022,149,84,False,False,False,True,False
33.0,4.8,8.4,0.0,13.2,2022,149,84,True,False,False,False,False
0.0,3.2,8.5,0.0,11.7,2023,149,84,True,False,False,False,False
66.0,4.8,8.933,0.0,13.733,2022,274,78,False,False,False,False,True
120.0,4.8,7.8,0.3,12.3,2023,274,78,False,False,False,False,True
107.0,4.0,9.033,0.0,13.033,2023,313,78,False,False,False,False,True
43.0,4.8,9.166,0.0,13.966,2023,382,34,False,False,False,False,True
9.0,4.8,8.95,0.1,13.65,2023,135,43,False,False,False,False,True
9.0,4.0,9.45,0.1,13.35,2023,135,43,False,False,False,False,True
40.0,4.4,9.0,0.0,13.4,2023,135,43,False,False,False,False,True
40.0,0.0,0.0,0.0,0.0,2023,135,43,False,False,False,False,True
77.0,4.8,7.833,0.3,12.333,2023,355,19,False,False,False,False,True
5.0,4.4,9.15,0.0,13.55,2023,135,43,False,False,False,False,True
4.0,4.4,9.3,0.0,13.7,2023,135,43,False,False,False,True,False
4.0,4.0,9.45,0.0,13.45,2023,135,43,False,False,False,True,False
5.0,4.0,9.3,0.0,13.3,2023,135,43,False,False,False,False,True
105.0,4.8,7.866,0.3,12.366,2022,41,21,False,False,False,False,True
4.0,5.6,9.2,0.0,14.8,2022,221,29,True,False,False,False,False
10.0,5.6,9.1,0.1,14.6,2022,221,29,False,False,False,False,True
13.0,6.0,7.966,0.3,13.666,2022,221,29,False,False,False,False,True
1.0,5.6,8.93,0.1,14.633,2022,221,29,False,False,False,True,False
1.0,5.6,9.05,0.1,14.75,2022,221,29,False,False,False,False,True
1.0,5.6,9.07,0.0,14.666,2022,221,29,False,False,False,True,False
1.0,5.6,9.15,0.0,14.75,2022,221,29,False,False,False,False,True
4.0,5.6,9.233,0.0,14.833,2022,221,29,False,False,False,False,True
2.0,6.0,9.2,0.0,15.2,2022,221,29,False,False,True,False,False
1.0,6.0,9.2,0.0,15.2,2022,221,29,False,False,False,True,False
7.0,6.0,8.033,0.0,14.033,2022,221,29,False,False,False,False,True
1.0,5.6,0.0,0.0,14.8,2023,221,29,False,False,False,True,False
1.0,5.6,0.0,0.0,14.9,2023,221,29,False,False,False,False,True
1.0,6.0,0.0,0.0,15.55,2023,221,29,False,False,False,True,False
1.0,5.6,0.0,0.0,14.8,2023,221,29,False,False,False,False,True
1.0,6.0,9.266,0.0,15.266,2023,221,29,True,False,False,False,False
4.0,6.0,8.766,0.0,14.766,2023,221,29,False,False,False,False,True
2.0,5.6,9.233,0.0,14.833,2023,221,29,False,False,False,True,False
2.0,5.6,9.4,0.0,15.0,2023,221,29,False,False,False,False,True
1.0,6.0,9.3,0.0,15.3,2023,221,24,True,False,False,False,False
0.0,5.6,9.15,0.0,14.75,2023,221,24,False,True,False,False,False
1.0,6.0,9.3,0.1,15.2,2022,221,24,False,False,False,True,False
1.0,6.0,9.2,0.0,15.2,2022,221,24,False,False,False,False,True
63.0,4.8,8.5,0.1,13.2,2023,265,1,False,False,False,False,True
15.0,4.0,9.15,0.0,13.15,2023,322,35,False,False,False,False,True
15.0,5.2,8.15,0.3,13.05,2023,322,35,False,False,False,False,True
7.0,5.2,8.8,0.3,13.7,2023,118,15,True,False,False,False,False
10.0,5.2,8.9,0.3,13.8,2023,118,15,False,False,False,False,True
91.0,5.6,8.1,0.3,13.4,2023,409,26,False,False,False,False,True
17.0,5.2,9.2,0.0,14.4,2023,409,26,False,False,False,False,True
11.0,5.2,7.95,0.3,12.85,2023,409,26,False,False,False,False,True
11.0,5.2,8.9,0.1,14.0,2023,409,26,False,False,False,False,True
26.0,5.2,8.0,0.0,13.2,2023,409,26,False,False,False,False,True
26.0,4.4,9.266,0.0,13.666,2023,409,26,False,False,False,False,True
13.0,5.2,9.166,0.0,14.36,2023,410,26,False,False,False,False,True
6.0,5.2,8.566,0.0,13.766,2023,410,26,False,False,False,True,False
5.0,5.2,8.933,0.0,14.133,2023,410,26,False,False,False,False,True
6.0,5.2,8.0,0.0,13.2,2023,410,26,False,False,False,True,False
7.0,5.2,9.1,0.0,14.3,2023,410,26,False,False,False,False,True
6.0,5.2,9.033,0.0,14.233,2023,410,26,False,False,False,True,False
7.0,5.2,8.4,0.0,13.6,2023,410,26,False,False,False,False,True
44.0,4.8,9.2,0.0,14.0,2022,209,32,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,209,32,False,False,False,False,True
27.0,4.8,8.466,0.1,13.166,2023,209,32,False,False,False,False,True
16.0,4.8,9.0,0.0,13.8,2023,209,32,False,False,False,False,True
27.0,4.4,8.6,0.0,13.0,2023,209,32,False,False,False,False,True
16.0,4.4,9.2,0.0,13.6,2023,209,32,False,False,False,False,True
27.0,4.0,0.0,0.0,13.0,2023,222,29,False,False,False,False,True
13.0,4.8,9.2,0.0,14.0,2022,490,29,False,False,False,False,True
4.0,5.2,0.0,0.0,14.5,2023,490,29,False,False,False,True,False
6.0,5.2,0.0,0.0,14.35,2023,490,29,False,False,False,False,True
4.0,5.2,0.0,0.0,14.0,2023,490,29,False,False,False,True,False
6.0,5.2,0.0,0.1,13.45,2023,490,29,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,333,17,False,False,False,False,True
30.0,5.2,8.15,0.0,13.35,2022,353,84,True,False,False,False,False
0.0,5.2,8.5,0.1,13.6,2023,353,84,False,False,False,False,True
0.0,5.2,8.8,0.0,14.0,2023,353,84,False,False,False,True,False
0.0,5.2,7.9,0.1,13.0,2023,353,84,True,False,False,False,False
7.0,4.0,8.7,0.0,12.7,2023,322,35,False,False,False,False,True
8.0,0.0,0.0,0.0,0.0,2023,322,35,False,False,False,True,False
7.0,4.8,8.85,0.0,13.65,2023,322,35,False,False,False,False,True
8.0,5.2,8.85,0.0,14.05,2023,322,35,False,False,False,True,False
0.0,5.2,9.4,0.0,14.6,2023,412,84,False,False,False,False,True
0.0,5.2,9.15,0.3,14.05,2023,412,84,False,False,False,True,False
54.0,4.8,9.1,0.0,13.9,2022,84,10,False,False,False,False,True
13.0,5.2,9.233,0.0,14.433,2023,397,20,False,False,False,False,True
9.0,5.2,9.1,0.0,14.3,2023,397,20,False,False,False,False,True
21.0,5.2,7.966,0.0,13.166,2023,397,20,False,False,False,False,True
3.0,5.2,9.166,0.1,14.266,2023,397,20,False,False,False,True,False
3.0,5.2,9.2,0.1,14.3,2023,397,20,False,False,False,False,True
13.0,5.2,8.933,0.1,14.033,2023,397,20,False,False,False,False,True
10.0,5.2,9.0,0.3,13.9,2023,397,20,False,False,False,False,True
21.0,5.2,9.033,0.0,14.233,2023,397,20,False,False,False,False,True
3.0,5.2,9.2,0.0,14.4,2023,397,20,False,False,False,True,False
3.0,5.2,9.4,0.0,14.6,2023,397,20,False,False,False,False,True
13.0,5.2,8.866,0.0,14.066,2023,397,20,False,False,False,False,True
10.0,5.2,9.033,0.1,14.133,2023,397,20,False,False,False,False,True
58.0,4.0,9.333,0.0,13.333,2023,425,85,False,False,False,False,True
73.0,5.2,7.866,0.3,12.766,2023,197,49,False,False,False,False,True
125.0,4.0,8.666,0.0,12.666,2022,39,34,False,False,False,False,True
94.0,4.0,8.933,0.0,12.933,2022,39,34,False,False,False,False,True
111.0,4.0,8.966,0.0,12.966,2023,39,34,False,False,False,False,True
73.0,4.4,9.066,0.0,13.466,2022,481,27,False,False,False,False,True
62.0,4.4,8.866,0.0,13.266,2023,482,27,False,False,False,False,True
21.0,4.0,9.0,0.0,13.0,2023,482,27,False,False,False,False,True
64.0,4.8,9.0,0.0,13.8,2022,60,36,False,False,False,False,True
