Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Laurie DENOMMEE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,10.0,4.9,7.55,0.0,12.45,12.45
Laurie DENOMMEE,w,CAN,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,6.0,4.6,8.6,0.0,13.2,13.2
Laurie DENOMMEE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,2.0,4.0,8.9,0.0,12.9,12.9
Laurie DENOMMEE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,2.0,4.0,8.9,0.0,12.9,12.9
Ana DEREK,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,20.0,5.4,7.266,0.0,12.666,12.666
Ana DEREK,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,20.0,5.1,7.666,0.0,12.766,12.766
Nina DERWAEL,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,29.0,5.4,7.166,0.0,12.566,12.566
Nina DERWAEL,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,3.0,6.3,8.4,0.0,14.7,14.7
Nina DERWAEL,w,BEL,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,2.0,6.3,8.4,0.0,14.7,14.7
Coline DEVILLARD,w,FRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,5.0,5.4,9.033,0.0,14.433,14.433
Coline DEVILLARD,w,FRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",VT2,3.0,5.0,8.933,0.1,13.833,13.833
Coline DEVILLARD,w,FRA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,3.0,5.0,9.166,0.0,14.166,14.166
Coline DEVILLARD,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,18.0,5.1,7.233,0.0,12.333,12.332999999999998
Coline DEVILLARD,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,1.0,5.4,8.966,0.0,14.366,14.366
Coline DEVILLARD,w,FRA,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",VT2,1.0,4.2,9.1,0.0,13.3,13.3
Coline DEVILLARD,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,1.0,4.2,9.166,0.0,13.366,13.366
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,6.0,4.8,7.8,0.0,12.6,12.6
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,8.0,5.0,7.9,0.0,12.9,12.9
Coline DEVILLARD,w,FRA,2023-03-12,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",VT1,1.0,5.4,8.933,0.0,14.333,14.333
Coline DEVILLARD,w,FRA,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT1,7.0,5.4,7.533,0.3,12.633,12.633
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT1,1.0,5.4,9.0,0.0,14.4,14.4
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT1,1.0,5.4,8.533,0.1,13.833,13.833
Coline DEVILLARD,w,FRA,2023-03-12,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",VT2,1.0,4.2,8.833,0.0,13.033,13.033000000000001
Coline DEVILLARD,w,FRA,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT2,7.0,4.2,8.4,0.0,12.6,12.600000000000001
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,final,"Doha, Qatar",VT2,1.0,4.2,9.0,0.0,13.2,13.2
Coline DEVILLARD,w,FRA,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT2,1.0,4.2,8.766,0.0,12.966,12.966000000000001
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,14.0,4.4,6.5,0.0,10.9,10.9
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,21.0,4.5,6.1,0.0,10.6,10.6
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,7.0,4.5,7.6,0.0,12.1,12.1
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,8.0,4.5,7.5,0.3,11.7,11.7
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,10.0,4.6,7.45,0.0,12.05,12.05
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,12.0,4.2,7.25,0.0,11.45,11.45
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,18.0,4.3,7.05,0.0,11.35,11.35
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,15.0,3.6,8.3,0.0,11.9,11.9
Karelys DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,8.0,4.2,8.65,0.0,12.85,12.850000000000001
Nicole DIAZ,w,PUR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,131.0,4.9,5.266,0.1,10.066,10.066
Nicole DIAZ,w,PUR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,106.0,4.4,7.433,0.0,11.833,11.833
Nicole DIAZ,w,PUR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,120.0,3.9,6.866,0.0,10.766,10.766
Nicole DIAZ,w,PUR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,107.0,4.2,8.3,0.1,12.4,12.4
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,18.0,4.4,6.1,0.0,10.5,10.5
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,4.0,4.4,7.0,0.0,11.4,11.4
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,6.0,4.4,7.45,0.0,11.85,11.850000000000001
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,12.0,4.3,6.85,0.0,11.15,11.149999999999999
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,24.0,4.2,7.05,0.0,11.25,11.25
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,11.0,4.4,7.25,0.0,11.65,11.65
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,6.0,4.4,7.65,0.0,12.05,12.05
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,9.0,4.4,7.95,0.0,12.35,12.350000000000001
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,16.0,4.2,7.65,0.0,11.85,11.850000000000001
Stella DIAZ,w,PUR,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,19.0,4.2,8.35,0.0,12.55,12.55
Evangelina DIMITRIOU,w,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,115.0,4.6,4.166,0.0,8.766,8.766
Evangelina DIMITRIOU,w,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,73.0,4.3,7.366,0.0,11.666,11.666
Evangelina DIMITRIOU,w,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,118.0,2.1,5.133,0.0,7.233,7.2330000000000005
Evangelina DIMITRIOU,w,CYP,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,102.0,3.4,8.466,0.0,11.866,11.866
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,12.0,4.5,7.25,0.0,11.75,11.75
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,42.0,4.5,6.8,0.0,11.3,11.3
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,35.0,3.4,7.25,0.0,10.65,10.65
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,7.0,4.2,8.6,0.0,12.8,12.8
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,18.0,4.2,8.7,0.0,12.9,12.899999999999999
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,7.0,3.6,8.75,0.0,12.35,12.35
Tara DONNELLY,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,18.0,3.6,8.65,0.0,12.25,12.25
Tara DONNELLY,w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,8.0,4.5,7.35,0.0,11.85,11.85
Tara DONNELLY,w,IOM,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,31.0,4.5,5.6,0.0,10.1,10.1
Tara DONNELLY,w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,15.0,4.7,7.0,0.4,11.3,11.299999999999999
Tara DONNELLY,w,IOM,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,23.0,4.7,7.2,0.3,11.6,11.6
Tara DONNELLY,w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,13.0,4.1,7.0,0.0,11.1,11.1
Tara DONNELLY,w,IOM,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,25.0,4.1,6.95,0.0,11.05,11.05
Tara DONNELLY,w,IOM,,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,12.0,4.2,8.6,0.0,12.8,12.8
Tara DONNELLY,w,IOM,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,13.0,3.6,8.3,0.0,11.9,11.9
Geffen DOR,w,ISR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,92.0,4.4,6.033,0.0,10.433,10.433
Geffen DOR,w,ISR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,78.0,4.2,7.333,0.1,11.433,11.433000000000002
Geffen DOR,w,ISR,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,110.0,4.2,4.766,0.0,8.966,8.966000000000001
Geffen DOR,w,ISR,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,21.0,4.6,6.266,0.0,10.866,10.866
Geffen DOR,w,ISR,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,11.0,4.4,7.2,0.0,11.6,11.600000000000001
Geffen DOR,w,ISR,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,18.0,3.5,6.466,0.0,9.966,9.966000000000001
Jessica DOWLING,w,CAN,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,14.0,4.5,7.566,0.0,12.066,12.065999999999999
Jessica DOWLING,w,CAN,2023-05-28,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,7.0,4.9,7.233,0.1,12.033,12.033
Jessica DOWLING,w,CAN,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,7.0,4.9,7.4,0.2,12.1,12.100000000000001
Jessica DOWLING,w,CAN,2023-05-28,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",UB,8.0,5.5,5.566,0.0,11.066,11.065999999999999
Jessica DOWLING,w,CAN,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,6.0,5.4,7.233,0.0,12.633,12.633
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,22.0,4.5,6.433,0.1,10.833,10.833
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,9.0,4.9,7.533,0.3,12.133,12.133
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",UB,6.0,5.4,7.333,0.0,12.733,12.733
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,6.0,5.4,7.366,0.0,12.766,12.766
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT1,21.0,4.2,8.5,0.1,12.6,12.6
Jessica DOWLING,w,CAN,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT2,21.0,3.4,7.7,0.1,11.0,11.0
Rebecca DOWNIE,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,9.0,5.0,6.95,0.0,11.95,11.95
Rebecca DOWNIE,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,10.0,4.4,8.1,0.0,12.5,12.5
Rebecca DOWNIE,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,2.0,5.7,7.9,0.0,13.6,13.600000000000001
Rebecca DOWNIE,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,23.0,4.2,8.6,0.0,12.8,12.8
Rebecca DOWNIE,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,3.0,5.1,7.85,0.0,12.95,12.95
Rebecca DOWNIE,w,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",UB,1.0,5.9,8.45,0.0,14.35,14.35
Rebecca DOWNIE,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,1.0,5.9,8.35,0.0,14.25,14.25
Rebecca DOWNIE,w,GBR,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",UB,2.0,6.3,7.933,0.0,14.233,14.233
Rebecca DOWNIE,w,GBR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,4.0,6.3,8.066,0.0,14.366,14.366
Eliska DRNCOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,83.0,4.9,5.4,0.1,10.2,10.200000000000001
Eliska DRNCOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,53.0,4.5,7.466,0.0,11.966,11.966000000000001
Eliska DRNCOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,47.0,4.9,7.533,0.0,12.433,12.433
Eliska DRNCOVA,w,CZE,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,88.0,3.6,8.566,0.0,12.166,12.166
Eliska DRNCOVA,w,CZE,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,22.0,5.0,7.066,0.0,12.066,12.065999999999999
Eliska DRNCOVA,w,CZE,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,19.0,4.9,6.366,0.0,11.266,11.266
Siyu DU,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,16.0,4.1,7.933,0.0,12.033,12.033
Siyu DU,w,CHN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",UB,1.0,5.8,8.033,0.0,13.833,13.832999999999998
Siyu DU,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,1.0,6.2,8.166,0.0,14.366,14.366
Siyu DU,w,CHN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,8.0,4.2,8.9,0.0,13.1,13.100000000000001
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,19.0,4.5,5.75,0.0,10.25,10.25
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,20.0,4.5,6.4,0.0,10.9,10.9
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,15.0,4.1,6.8,0.0,10.9,10.899999999999999
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,26.0,4.2,6.9,0.0,11.1,11.100000000000001
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,18.0,2.3,5.25,0.0,7.55,7.55
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,31.0,3.6,5.2,0.0,8.8,8.8
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,19.0,3.4,7.7,0.0,11.1,11.1
Lauren DUCAS,w,CUB,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,29.0,3.4,8.4,0.0,11.8,11.8
Jamilia DUFFUS,w,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,34.0,3.9,3.55,0.0,7.45,7.449999999999999
Jamilia DUFFUS,w,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,36.0,3.5,4.55,0.0,8.05,8.05
Jamilia DUFFUS,w,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,34.0,3.3,3.75,0.0,7.05,7.05
Jamilia DUFFUS,w,JAM,2023-06-28,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,25.0,4.2,8.3,0.3,12.2,12.2
Courtney DUNBAR,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,33.0,3.9,6.4,0.0,10.3,10.3
Courtney DUNBAR,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,28.0,3.9,7.3,0.0,11.2,11.2
Courtney DUNBAR,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,41.0,1.7,7.6,0.0,9.3,9.299999999999999
Courtney DUNBAR,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,35.0,3.2,0.0,0.0,11.85,3.2
Antonia DUTA,w,ROU,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,80.0,4.5,6.666,0.1,11.066,11.066
Antonia DUTA,w,ROU,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,83.0,5.0,6.633,0.3,11.333,11.332999999999998
Antonia DUTA,w,ROU,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,41.0,4.9,7.5,0.0,12.4,12.4
Antonia DUTA,w,ROU,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,65.0,4.2,8.3,0.0,12.5,12.5
Margaux Dandois,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,9.0,5.4,6.567,0.0,11.967,11.967
Margaux Dandois,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,8.0,4.9,7.367,0.0,12.267,12.267
Margaux Dandois,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,3.0,4.9,8.167,0.0,13.067,13.067
Margaux Dandois,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",UB,3.0,5.1,7.733,0.0,12.833,12.832999999999998
Margaux Dandois,w,BEL,2023-06-04,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",UB,3.0,5.1,7.1,0.0,12.2,12.2
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.5,8.3,0.0,13.8,13.8
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.5,8.05,0.0,13.55,13.55
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.5,8.35,0.0,13.85,13.85
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.4,8.25,0.0,13.65,13.65
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.6,8.5,0.0,14.1,14.1
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.5,8.0,0.0,13.5,13.5
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,9.2,0.0,14.2,14.2
Kayla DiCello,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,9.3,0.0,14.3,14.3
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.5,6.2,0.0,11.7,11.7
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.7,7.05,0.0,12.75,12.75
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.5,8.0,0.0,13.5,13.5
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.5,8.25,0.0,13.75,13.75
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.2,7.1,0.0,12.3,12.3
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.6,8.2,0.0,13.8,13.799999999999999
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,9.0,0.0,14.0,14.0
Kayla DiCello,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,9.1,0.0,14.1,14.1
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.2,7.45,0.0,12.65,12.65
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.3,7.0,0.0,12.3,12.3
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.2,7.95,0.0,13.15,13.15
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.2,7.95,0.0,13.15,13.15
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,4.9,6.65,0.0,11.55,11.55
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.0,7.3,0.0,12.3,12.3
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,9.3,0.0,14.3,14.3
Amelia Disidore,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,9.3,0.0,14.3,14.3
Amelia Disidore,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,22.0,4.7,6.45,0.0,11.15,11.15
Amelia Disidore,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,16.0,4.9,7.45,0.0,12.35,12.350000000000001
Amelia Disidore,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,23.0,4.4,5.65,0.0,10.05,10.05
Amelia Disidore,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,8.95,0.0,13.15,13.149999999999999
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.8,7.5,0.0,13.3,13.3
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.5,6.8,0.0,12.3,12.3
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.6,7.85,0.1,13.35,13.35
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.5,7.95,0.0,13.45,13.45
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.1,7.45,0.0,12.55,12.55
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.0,7.75,0.0,12.75,12.75
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,8.85,0.0,13.85,13.85
Amelia Disidore,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,9.0,0.0,14.0,14.0
Amelia Disidore,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,16.0,5.7,6.2,0.1,11.8,11.8
Amelia Disidore,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,4.0,5.7,7.5,0.0,13.2,13.2
Amelia Disidore,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,27.0,5.4,5.9,0.0,11.3,11.3
Amelia Disidore,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,8.85,0.0,13.85,13.85
Gabby Disidore,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,32.0,4.3,5.05,0.0,9.35,9.35
Geffen Dor,w,ISR,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,10.0,4.4,7.433,0.0,11.833,11.833
Skylar Draser,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,18.0,5.3,6.85,0.0,12.15,12.149999999999999
Skylar Draser,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,21.0,4.5,7.15,0.0,11.65,11.65
Skylar Draser,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,13.0,5.1,7.7,0.0,12.8,12.8
Skylar Draser,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,7.35,0.0,12.35,12.35
Amari Drayton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,29.0,5.2,4.45,0.0,9.65,9.65
Amari Drayton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,23.0,5.1,6.4,0.0,11.5,11.5
