Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
jordis eichman,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,14.0,5.2,7.4,0.1,12.5,12.500000000000002
jordis eichman,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,12.0,5.3,7.6,0.0,12.9,12.9
jordis eichman,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.85,0.0,13.05,13.05
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,4.8,7.65,0.0,12.45,12.45
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.0,7.15,0.0,12.15,12.15
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.3,7.35,0.0,12.65,12.65
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.1,8.05,0.0,13.15,13.15
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.4,8.15,0.0,13.55,13.55
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,7.9,0.0,13.3,13.3
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,8.15,0.1,13.05,13.05
addison fatta,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,8.9,0.0,13.9,13.9
addison fatta,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,13.0,4.9,7.65,0.0,12.55,12.55
addison fatta,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,20.0,4.6,7.2,0.0,11.8,11.8
addison fatta,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,6.0,5.4,7.8,0.0,13.2,13.2
addison fatta,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.7,0.0,13.7,13.7
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.2,7.8,0.0,13.0,13.0
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,4.8,6.55,0.0,11.35,11.35
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.1,7.1,0.0,12.2,12.2
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.6,7.65,0.0,13.25,13.25
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.5,7.85,0.0,13.35,13.35
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.5,7.8,0.0,13.3,13.3
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,8.85,0.0,13.85,13.85
addison fatta,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,8.9,0.0,13.9,13.9
addison fatta,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,24.0,4.9,6.0,0.1,10.8,10.8
addison fatta,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,7.0,5.2,7.9,0.0,13.1,13.1
addison fatta,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,10.0,5.4,7.55,0.0,12.95,12.95
addison fatta,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,8.9,0.0,13.9,13.9
emjae frazier,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,2.0,5.5,8.2,0.0,13.7,13.7
emjae frazier,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,1.0,5.7,7.8,0.0,13.5,13.5
emjae frazier,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,18.0,4.7,7.5,0.0,12.2,12.2
emjae frazier,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.75,0.0,13.75,13.75
karis german,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,12.0,5.2,7.45,0.0,12.65,12.65
karis german,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,3.0,5.8,7.45,0.1,13.15,13.15
karis german,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,11.0,5.8,7.1,0.0,12.9,12.9
karis german,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,9.15,0.0,13.35,13.35
olivia greaves,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.4,8.2,0.0,13.6,13.6
olivia greaves,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,8.05,0.0,13.45,13.45
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,5.0,5.2,7.9,0.0,13.1,13.1
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,10.0,5.2,8.0,0.0,13.2,13.2
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,8.0,5.5,8.2,0.0,13.7,13.7
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,6.0,5.7,8.1,0.0,13.8,13.8
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,1.0,6.3,8.066,0.0,14.366,14.366
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",UB,2.0,6.4,8.366,0.0,14.766,14.766
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,5.0,6.3,8.266,0.0,14.566,14.566
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,3.0,5.0,9.333,0.1,14.233,14.233
shilese jones,w,USA,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,12.0,5.0,9.2,0.0,14.2,14.2
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.7,7.8,0.0,13.5,13.5
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.3,7.5,0.0,12.8,12.8
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.1,7.8,0.0,12.9,12.9
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.1,7.6,0.1,12.6,12.6
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.0,7.9,0.0,12.9,12.9
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.0,7.95,0.0,12.95,12.95
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,8.95,0.0,13.55,13.55
madray johnson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,8.55,0.1,13.05,13.05
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.5,8.2,0.0,13.7,13.7
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.3,7.15,0.0,12.45,12.45
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.7,8.4,0.0,14.1,14.1
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.7,8.55,0.0,14.25,14.25
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,6.3,8.55,0.0,14.85,14.85
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,6.1,7.5,0.0,13.6,13.6
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,9.55,0.0,14.55,14.55
shilese jones,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,9.5,0.0,14.5,14.5
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.8,7.65,0.0,13.45,13.45
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,6.0,8.3,0.0,14.3,14.3
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.9,8.25,0.1,14.05,14.05
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.9,8.2,0.0,14.1,14.1
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,6.3,8.6,0.0,14.9,14.9
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,6.3,8.7,0.0,15.0,15.0
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,9.35,0.0,14.35,14.35
shilese jones,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,9.4,0.0,14.4,14.4
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.5,7.7,0.0,13.2,13.2
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.5,7.85,0.0,13.35,13.35
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.6,7.5,0.0,13.1,13.1
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.6,7.4,0.0,13.0,13.0
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.8,6.4,0.0,12.2,12.2
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.7,7.0,0.0,12.7,12.7
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,8.95,0.0,13.95,13.95
katelyn jong,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,8.85,0.0,13.85,13.85
katelyn jong,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,7.0,5.2,7.85,0.0,13.05,13.05
katelyn jong,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,5.0,5.5,7.55,0.0,13.05,13.05
katelyn jong,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,14.0,5.4,7.35,0.0,12.75,12.75
katelyn jong,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.8,0.0,13.8,13.8
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.5,6.35,0.0,11.85,11.85
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.6,6.85,0.0,12.45,12.45
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.6,7.55,0.0,13.15,13.15
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.6,7.9,0.0,13.5,13.5
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,6.0,8.05,0.0,14.05,14.05
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.9,7.6,0.0,13.5,13.5
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,8.85,0.0,13.85,13.85
katelyn jong,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,8.8,0.0,13.8,13.8
katelyn jong,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,26.0,5.4,5.1,0.0,10.5,10.5
katelyn jong,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,11.0,5.6,7.1,0.0,12.7,12.7
katelyn jong,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,17.0,5.6,6.6,0.0,12.2,12.2
katelyn jong,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,8.5,0.0,13.5,13.5
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.1,8.05,0.0,13.15,13.15
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.1,8.0,0.0,13.1,13.1
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.8,7.95,0.0,12.75,12.75
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.9,7.4,0.1,12.2,12.2
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.1,6.95,0.0,12.05,12.05
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,7.75,0.0,13.15,13.15
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,8.5,0.0,13.1,13.1
levi jung-ruivivar,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.2,8.95,0.0,13.15,13.15
levi jung-ruivivar,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,10.0,5.1,7.6,0.0,12.7,12.7
levi jung-ruivivar,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,14.0,4.8,7.9,0.2,12.5,12.5
levi jung-ruivivar,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,5.0,5.5,7.75,0.0,13.25,13.25
levi jung-ruivivar,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.6,8.85,0.0,13.45,13.45
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,4.9,7.4,0.0,12.3,12.3
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,4.9,7.55,0.0,12.45,12.45
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.0,6.15,0.6,10.55,10.55
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,4.9,6.85,0.5,11.25,11.25
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.3,6.7,0.0,12.0,12.0
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.5,7.85,0.0,13.35,13.35
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,8.8,0.0,13.4,13.4
levi jung-ruivivar,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,8.7,0.0,13.3,13.3
levi jung-ruivivar,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,23.0,4.7,6.25,0.1,10.85,10.85
levi jung-ruivivar,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,19.0,5.0,7.1,0.1,12.0,12.0
levi jung-ruivivar,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,21.0,4.7,6.95,0.0,11.65,11.65
levi jung-ruivivar,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.6,8.9,0.0,13.5,13.5
sunisa lee,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,6.0,7.65,0.0,13.65,13.65
sunisa lee,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.8,8.4,0.0,14.2,14.2
sunisa lee,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.2,9.15,0.0,13.35,13.35
sunisa lee,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.2,9.2,0.0,13.4,13.4
myli lew,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,4.9,8.15,0.0,13.05,13.05
myli lew,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.0,7.25,0.0,12.25,12.25
myli lew,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,4.6,7.5,0.0,12.1,12.1
myli lew,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,4.6,7.35,0.1,11.85,11.85
myli lew,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.4,8.5,0.0,13.9,13.9
myli lew,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.7,7.0,0.3,12.4,12.4
myli lew,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.2,8.95,0.0,13.15,13.15
myli lew,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.2,9.0,0.0,13.2,13.2
myli lew,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,3.0,5.9,7.75,0.0,13.65,13.65
myli lew,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.75,0.0,12.95,12.95
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.5,7.85,0.1,13.25,13.25
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.4,7.65,0.1,12.95,12.95
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,6.1,8.25,0.0,14.35,14.35
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,6.1,8.05,0.1,14.05,14.05
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.3,7.5,0.5,12.3,12.3
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.0,5.9,1.0,9.9,9.9
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.0,9.1,0.0,14.1,14.1
kaliya lincoln,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.0,8.9,0.0,13.9,13.9
kaliya lincoln,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,22.0,5.3,5.8,0.1,11.0,11.0
kaliya lincoln,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,1.0,5.3,8.3,0.0,13.6,13.6
kaliya lincoln,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,10.0,5.3,7.65,0.0,12.95,12.95
kaliya lincoln,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,9.3,0.0,13.5,13.5
lauren little,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,14.0,5.0,7.4,0.0,12.4,12.4
lauren little,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,3.0,5.5,7.95,0.0,13.45,13.45
lauren little,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,8.65,0.0,12.85,12.85
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.4,6.95,0.0,12.35,12.35
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.3,7.5,0.0,12.8,12.8
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.4,7.4,0.1,12.7,12.7
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.4,7.65,0.0,13.05,13.05
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.0,7.9,0.0,12.9,12.9
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.0,8.15,0.0,13.15,13.15
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,9.15,0.0,13.75,13.75
eveylynn lowe,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,9.2,0.0,13.8,13.8
eveylynn lowe,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,13.0,5.3,6.65,0.0,11.95,11.95
eveylynn lowe,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,9.0,5.4,7.6,0.1,12.9,12.9
eveylynn lowe,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,25.0,4.8,6.6,0.0,11.4,11.4
eveylynn lowe,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.9,0.0,13.1,13.1
nola matthews,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,4.0,5.2,8.0,0.0,13.2,13.2
nola matthews,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,5.0,5.2,7.8,0.1,12.9,12.9
nola matthews,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,7.0,5.6,8.05,0.0,13.65,13.65
nola matthews,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,15.0,4.2,8.9,0.0,13.1,13.1
nola matthews,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,15.0,0.0,0.0,0.0,0.0,0.0
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,10.0,5.2,7.7,0.0,12.9,12.9
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,38.0,5.0,6.25,0.4,10.85,10.85
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,1.0,6.4,8.233,0.0,14.633,14.633
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,1.0,6.4,8.45,0.0,14.85,14.85
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,4.0,4.6,9.3,0.0,13.9,13.9
zoe miller,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,4.0,0.0,0.0,0.0,0.0,0.0
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.4,6.55,0.0,11.95,11.95
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.4,7.1,0.0,12.5,12.5
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.7,7.65,0.0,12.35,12.35
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.0,7.3,0.1,12.2,12.2
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.9,7.85,0.0,13.75,13.75
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.9,8.15,0.0,14.05,14.05
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.2,8.9,0.0,13.1,13.1
nola matthews,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.2,8.75,0.0,12.95,12.95
nola matthews,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,7.0,5.3,7.75,0.0,13.05,13.05
nola matthews,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,9.0,5.1,7.7,0.0,12.8,12.8
nola matthews,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,1.0,5.8,8.15,0.0,13.95,13.95
nola matthews,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,8.65,0.0,12.85,12.85
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.2,7.8,0.0,13.0,13.0
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.2,7.25,0.0,12.45,12.45
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.2,8.2,0.0,13.4,13.4
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.1,8.2,0.1,13.2,13.2
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.3,7.1,0.0,12.4,12.4
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.6,8.45,0.0,14.05,14.05
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.2,8.95,0.0,13.15,13.15
nola matthews,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.2,9.0,0.0,13.2,13.2
nola matthews,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,6.0,5.1,7.6,0.0,12.7,12.7
nola matthews,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,4.0,5.2,8.0,0.0,13.2,13.2
nola matthews,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,5.0,5.7,7.75,0.0,13.45,13.45
nola matthews,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,9.05,0.0,13.25,13.25
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,6.4,8.4,0.0,14.8,14.8
