Rank,D_Score,E_Score,Penalty,Score,Apparatus_code,Country_code,Name_code
114.0,4.2,6.433,0.0,10.633,2,68,270
27.0,5.0,8.266,0.0,13.266,3,68,270
76.0,4.3,8.5,0.0,12.8,4,68,270
117.0,4.8,8.233,0.3,12.733,5,68,270
80.0,4.5,7.833,0.0,12.333,1,75,185
43.0,5.0,8.4,0.0,13.4,2,75,185
30.0,5.2,8.0,0.0,13.2,3,75,185
47.0,4.0,6.1,0.0,10.1,1,75,185
59.0,4.9,4.533,0.0,9.433,3,75,185
59.0,5.6,7.5,0.0,13.1,0,65,167
52.0,4.2,8.633,0.0,12.833,1,65,167
44.0,5.3,8.233,0.0,13.533,2,65,167
56.0,4.4,8.3,0.0,12.7,3,65,167
19.0,4.9,8.833,0.0,13.733,4,65,167
4.0,5.6,9.233,0.0,14.833,5,65,167
5.0,5.6,8.766,0.3,14.066,5,65,167
3.0,5.6,9.033,0.0,14.633,5,65,167
19.0,5.6,7.933,0.3,13.233,0,65,167
48.0,5.6,7.766,0.0,13.366,0,65,167
21.0,4.5,7.166,0.0,11.666,1,65,167
93.0,4.1,8.0,0.0,12.1,1,65,167
20.0,5.0,8.266,0.0,13.266,2,65,167
22.0,5.0,8.933,0.0,13.933,2,65,167
15.0,4.4,8.333,0.0,12.733,3,65,167
52.0,4.4,8.433,0.0,12.833,3,65,167
22.0,5.1,8.566,0.0,13.666,4,65,167
5.0,5.1,8.4,0.0,13.5,4,65,167
24.0,4.4,7.566,0.0,11.966,5,65,167
5.0,5.6,9.1,0.1,14.6,5,65,167
4.0,5.6,8.966,0.0,14.566,5,65,167
4.0,5.6,9.2,0.0,14.8,5,65,167
63.0,5.2,7.833,0.1,12.933,0,65,439
69.0,4.2,8.3,0.0,12.5,1,65,439
43.0,4.9,8.633,0.0,13.533,2,65,439
63.0,4.1,8.366,0.0,12.466,3,65,439
49.0,5.2,9.066,0.3,13.966,5,65,439
101.0,5.4,7.0,0.1,12.3,0,65,439
30.0,4.9,8.733,0.0,13.633,2,65,439
60.0,4.7,7.966,0.0,12.666,3,65,439
85.0,4.3,8.4,0.0,12.7,4,65,439
40.0,5.2,8.833,0.0,14.033,5,65,439
31.0,4.6,8.433,0.0,13.033,1,21,210
22.0,5.2,7.5,0.0,12.7,0,35,480
21.0,4.6,7.45,0.0,12.05,4,35,480
6.0,6.2,6.966,0.1,13.066,0,17,57
1.0,6.2,8.2,0.0,14.4,0,17,57
11.0,5.2,9.2,0.1,14.3,5,17,57
11.0,5.2,7.9,0.1,13.0,5,17,57
41.0,5.4,8.0,0.1,13.3,0,62,178
65.0,4.0,8.566,0.0,12.566,1,62,178
95.0,4.1,7.566,0.0,11.666,2,62,178
97.0,3.4,7.533,0.0,10.933,3,62,178
85.0,4.2,8.3,0.0,12.5,4,62,178
40.0,5.2,8.966,0.1,14.066,5,62,178
88.0,5.4,7.5,0.3,12.6,0,62,178
97.0,4.3,7.633,0.0,11.933,1,62,178
71.0,3.8,9.033,0.0,12.833,2,62,178
103.0,3.5,8.033,0.0,11.533,3,62,178
83.0,4.2,8.5,0.0,12.7,4,62,178
54.0,4.8,9.033,0.0,13.833,5,62,178
23.0,5.4,8.1,0.3,13.2,0,62,178
30.0,4.1,7.533,0.0,11.633,1,62,178
38.0,4.7,7.533,0.0,12.233,0,25,222
27.0,4.8,7.166,0.0,11.966,1,25,222
39.0,4.4,8.6,0.3,12.7,5,25,222
39.0,2.8,7.533,0.1,10.233,5,25,222
44.0,4.6,7.85,0.0,12.45,0,25,223
37.0,4.9,7.65,0.0,12.55,1,25,223
41.0,4.4,8.45,0.0,12.85,2,25,223
54.0,4.0,5.15,0.0,9.15,3,25,223
54.0,4.4,7.2,0.0,11.6,4,25,223
54.0,4.4,7.5,0.3,11.6,5,25,223
21.0,5.2,8.466,0.0,13.666,0,25,99
84.0,4.4,7.833,0.0,12.233,1,25,99
87.0,4.9,7.633,0.0,12.533,2,25,99
69.0,4.6,7.866,0.0,12.466,3,25,99
115.0,5.2,8.033,0.3,12.933,5,25,99
31.0,4.7,6.65,0.0,11.35,0,10,299
13.0,4.2,8.35,0.0,12.55,1,10,299
21.0,4.4,7.7,0.0,12.1,2,10,299
28.0,2.3,6.9,3.0,6.2,3,10,299
24.0,4.3,8.1,0.0,12.4,4,10,299
30.0,4.0,8.65,0.1,12.75,5,10,299
12.0,5.4,7.35,0.0,12.75,0,10,181
21.0,4.6,7.2,0.0,11.8,1,10,181
16.0,4.9,7.65,0.0,12.55,2,10,181
22.0,5.0,5.5,0.0,10.5,3,10,181
10.0,6.0,8.2,0.0,14.2,0,41,300
7.0,5.6,8.9,0.0,14.5,0,41,300
31.0,5.1,8.266,0.0,13.366,1,41,300
14.0,5.6,8.566,0.0,14.166,2,41,300
14.0,5.6,8.233,0.0,13.833,2,41,300
51.0,4.8,8.033,0.0,12.833,3,41,300
31.0,5.1,8.4,0.0,13.5,4,41,300
7.0,5.1,8.466,0.0,13.566,4,41,300
19.0,5.6,8.966,0.1,14.466,5,41,300
7.0,5.6,8.9,0.0,14.5,5,41,300
8.0,5.6,8.2,0.0,13.8,0,41,300
22.0,5.5,8.433,0.3,13.633,0,41,300
20.0,5.3,7.566,0.0,12.866,1,41,300
11.0,5.3,8.1,0.0,13.4,1,41,300
6.0,5.6,8.466,0.0,14.066,2,41,300
14.0,5.6,8.533,0.0,14.133,2,41,300
14.0,4.8,8.0,0.0,12.8,3,41,300
87.0,5.2,6.7,0.0,11.9,3,41,300
29.0,5.1,8.366,0.0,13.466,4,41,300
5.0,5.1,8.4,0.0,13.5,4,41,300
11.0,5.2,8.9,0.0,14.1,5,41,300
10.0,5.2,9.266,0.0,14.466,5,41,300
58.0,4.3,8.366,0.0,12.666,1,62,234
101.0,3.9,7.3,0.0,11.2,2,62,234
100.0,4.4,7.6,0.0,12.0,4,62,234
11.0,5.5,7.95,0.0,13.45,0,10,232
5.0,4.7,7.97,0.0,12.666,1,10,232
4.0,4.7,8.85,0.0,13.55,1,10,232
18.0,5.3,7.3,0.0,12.6,2,10,232
12.0,4.8,7.3,0.0,12.1,3,10,232
7.0,3.9,7.6,0.0,11.5,4,10,232
9.0,5.5,7.65,0.0,13.15,4,10,232
26.0,5.2,7.75,0.1,13.05,5,10,232
6.0,5.1,7.7,0.0,12.8,0,10,232
9.0,5.4,7.5,0.0,12.9,0,10,232
3.0,4.9,8.4,0.0,13.3,1,10,232
8.0,4.7,8.35,0.0,13.05,1,10,232
5.0,5.4,8.1,0.0,13.5,2,10,232
10.0,5.4,7.85,0.0,13.25,2,10,232
9.0,4.8,7.75,0.0,12.55,3,10,232
7.0,5.0,8.2,0.0,13.2,4,10,232
7.0,4.6,8.85,0.0,13.45,4,10,232
15.0,5.2,7.9,0.0,13.1,0,10,265
14.0,3.6,8.75,0.0,12.35,1,10,265
23.0,4.6,7.3,0.0,11.9,2,10,265
22.0,4.3,6.3,0.0,10.6,3,10,265
11.0,4.9,8.1,0.0,13.0,4,10,265
28.0,5.2,7.4,0.3,12.9,5,10,265
28.0,4.0,9.3,0.0,13.3,5,10,265
54.0,5.5,7.733,0.1,13.133,0,19,348
89.0,3.8,8.333,0.0,12.133,1,19,348
73.0,4.2,8.5,0.0,12.7,2,19,348
96.0,3.6,7.466,0.0,11.066,3,19,348
96.0,4.3,7.833,0.0,12.133,4,19,348
53.0,4.8,9.1,0.0,13.9,5,19,348
24.0,5.7,7.933,0.0,13.633,0,19,348
92.0,4.0,8.1,0.0,12.1,1,19,348
66.0,4.2,8.733,0.0,12.933,2,19,348
79.0,3.6,8.5,0.0,12.1,3,19,348
104.0,4.6,7.633,0.0,12.233,4,19,348
53.0,4.8,9.066,0.0,13.866,5,19,348
31.0,5.5,7.233,0.0,12.733,0,19,348
20.0,4.2,8.7,0.0,12.9,2,19,348
57.0,5.8,7.9,0.6,13.1,0,48,179
78.0,3.9,8.4,0.0,12.3,1,48,179
51.0,5.0,8.3,0.0,13.3,2,48,179
18.0,6.0,7.633,0.0,13.633,3,48,179
108.0,4.7,6.3,0.0,11.0,4,48,179
87.0,5.2,7.966,0.1,13.066,5,48,179
45.0,5.9,7.6,0.1,13.4,0,48,179
108.0,4.1,7.3,0.0,11.4,1,48,179
77.0,4.0,8.733,0.0,12.733,2,48,179
34.0,5.8,7.4,0.0,13.2,3,48,179
69.0,4.7,8.233,0.0,12.933,4,48,179
75.0,5.2,8.5,0.0,13.7,5,48,179
12.0,5.9,7.733,0.0,13.633,0,48,179
48.0,5.5,6.533,0.0,12.033,3,48,179
40.0,4.3,7.266,0.0,11.566,4,48,179
26.0,5.9,7.133,0.5,12.533,0,48,179
14.0,5.8,8.033,0.0,13.833,3,48,179
8.0,6.1,6.766,0.3,12.566,0,14,552
9.0,6.1,7.366,0.0,13.466,0,14,552
19.0,6.0,7.733,0.3,13.433,5,14,552
19.0,5.2,8.733,0.0,13.933,5,14,552
47.0,7.6,5.3,0.0,12.9,0,76,364
36.0,8.366,4.6,0.0,12.966,1,76,364
22.0,7.966,5.7,0.0,13.666,2,76,364
73.0,6.733,4.1,0.0,10.833,3,76,364
30.0,8.666,4.6,0.0,13.266,4,76,364
8.0,8.933,5.6,0.0,14.53,5,76,364
1.0,9.3,5.6,0.0,14.9,5,76,364
1.0,9.266,5.6,0.0,14.866,5,76,364
52.0,8.066,4.7,0.1,12.666,0,4,447
43.0,8.366,4.4,0.0,12.766,1,4,447
71.0,7.7,4.0,0.0,11.7,2,4,447
67.0,8.2,3.8,0.0,12.0,4,4,447
58.0,9.333,4.0,0.0,13.333,5,4,447
48.0,7.1,5.8,0.0,12.9,0,77,487
8.0,7.166,5.2,0.0,12.36,1,77,487
10.0,8.633,5.2,0.0,13.833,1,77,487
69.0,7.066,4.7,0.0,11.766,2,77,487
29.0,8.466,4.9,0.0,13.366,4,77,487
10.0,9.266,5.2,0.0,14.46,5,77,487
11.0,6.0,8.066,0.0,14.066,4,41,31
10.0,5.7,7.766,0.0,13.466,4,41,31
82.0,5.2,8.0,0.0,13.2,5,41,31
17.0,4.9,7.6,0.0,12.5,0,10,451
28.0,4.2,6.05,0.0,10.25,1,10,451
17.0,4.3,8.1,0.0,12.4,2,10,451
18.0,4.0,7.55,0.0,11.55,3,10,451
16.0,4.4,8.4,0.0,12.8,4,10,451
27.0,5.0,8.25,0.0,13.25,0,75,195
39.0,4.5,8.0,0.0,12.5,1,75,195
21.0,4.9,8.85,0.0,13.75,2,75,195
1.0,6.2,8.4,0.0,14.6,4,75,195
8.0,6.1,7.366,0.0,13.466,4,75,195
4.0,6.1,8.5,0.0,14.6,4,75,195
5.0,6.1,8.6,0.0,14.7,4,75,195
7.0,6.1,8.5,0.0,14.6,4,75,195
32.0,4.1,5.85,0.1,9.85,0,22,528
12.0,4.3,7.75,0.0,12.05,1,22,528
18.0,4.3,8.2,0.0,12.5,2,22,528
27.0,3.6,6.1,0.3,9.4,3,22,528
6.0,5.2,8.65,0.0,13.85,5,22,528
8.0,4.8,7.7,0.1,12.4,5,22,528
49.0,5.8,5.033,0.0,10.833,0,22,528
38.0,4.3,7.0,0.0,11.3,1,22,528
43.0,3.3,7.2,0.0,10.5,2,22,528
62.0,3.0,5.633,0.0,8.633,3,22,528
36.0,4.6,6.666,0.0,11.266,0,22,528
28.0,4.3,7.166,0.0,11.466,1,22,528
28.0,4.4,6.566,0.0,10.966,2,22,528
49.0,3.9,5.6,0.0,9.5,3,22,528
27.0,4.8,7.65,0.0,12.45,0,10,137
17.0,4.2,8.1,0.0,12.3,1,10,137
16.0,4.8,7.9,0.0,12.7,2,10,137
13.0,4.3,7.75,0.0,12.05,3,10,137
28.0,4.5,7.05,0.0,11.55,4,10,137
31.0,4.8,7.45,0.3,12.55,5,10,137
13.0,4.5,8.2,0.0,12.7,0,16,227
24.0,3.5,7.6,0.0,11.1,1,16,227
29.0,3.5,7.3,0.0,10.8,2,16,227
26.0,3.5,7.55,0.0,11.05,4,16,227
14.0,4.8,8.85,0.0,13.65,5,16,227
49.0,5.6,6.65,0.0,12.25,0,9,407
46.0,5.1,6.85,0.0,11.95,1,9,407
29.0,5.0,7.4,0.0,12.4,3,9,407
46.0,4.7,7.9,0.0,12.6,4,9,407
16.0,5.2,9.3,0.0,14.5,5,9,407
23.0,5.7,7.05,0.1,12.65,0,10,143
24.0,4.6,7.25,0.0,11.85,1,10,143
17.0,5.1,7.5,0.0,12.6,2,10,143
31.0,3.1,6.0,4.0,5.1,3,10,143
12.0,4.6,8.35,0.0,12.95,4,10,143
7.0,5.2,9.1,0.0,14.3,5,10,143
32.0,2.0,8.2,6.0,4.2,1,10,143
107.0,4.4,7.666,0.0,12.066,0,54,268
88.0,4.3,7.866,0.0,12.166,1,54,268
115.0,3.5,6.766,0.0,10.266,2,54,268
130.0,2.6,6.8,3.0,6.4,3,54,268
103.0,3.8,8.433,0.0,12.233,4,54,268
103.0,4.4,8.7,0.0,13.1,5,54,268
15.0,5.7,8.266,0.0,13.966,0,38,125
42.0,4.7,8.466,0.0,13.166,1,38,125
53.0,5.1,8.133,0.0,13.233,2,38,125
84.0,4.2,7.533,0.0,11.733,3,38,125
61.0,5.1,7.866,0.0,12.966,4,38,125
16.0,5.2,9.266,0.0,14.466,5,38,125
14.0,4.8,9.066,0.0,13.866,5,38,125
84.0,5.6,7.2,0.1,12.7,0,38,125
101.0,4.9,6.966,0.0,11.866,1,38,125
96.0,5.1,7.066,0.0,12.166,2,38,125
89.0,4.5,7.366,0.0,11.866,3,38,125
102.0,4.8,7.466,0.0,12.266,4,38,125
26.0,5.2,9.033,0.0,14.233,5,38,125
35.0,5.6,6.833,0.0,12.433,0,38,125
20.0,5.2,9.166,0.0,14.366,5,38,125
20.0,4.0,9.033,0.0,13.033,5,38,125
15.0,5.6,7.433,0.0,13.033,0,38,125
15.0,4.8,9.133,0.0,13.933,5,38,125
23.0,4.4,9.066,0.0,13.466,5,38,125
23.0,4.8,8.866,0.0,13.666,5,38,125
95.0,5.4,6.7,0.0,12.1,0,7,173
38.0,5.7,7.633,0.0,13.333,4,7,173
31.0,5.2,9.133,0.1,14.233,5,7,173
32.0,6.0,7.466,0.0,13.466,4,7,173
37.0,5.7,6.6,0.0,12.3,0,7,173
7.0,5.6,7.766,0.0,13.366,2,7,173
8.0,5.6,8.433,0.0,14.033,2,7,173
14.0,6.0,7.833,0.0,13.833,4,7,173
71.0,5.5,7.333,0.1,12.733,0,7,376
82.0,4.7,7.533,0.0,12.233,1,7,376
60.0,5.6,7.433,0.0,13.033,2,7,376
48.0,5.1,7.8,0.0,12.9,3,7,376
73.0,5.3,7.7,0.3,12.7,0,21,427
14.0,5.5,8.066,0.0,13.566,0,53,141
21.0,4.8,7.533,0.0,12.333,1,53,141
36.0,4.2,7.466,0.0,11.666,2,53,141
21.0,5.7,8.0,0.0,13.7,3,53,141
44.0,3.8,7.166,0.3,10.666,4,53,141
40.0,4.8,9.4,0.0,14.2,5,53,141
32.0,5.7,6.733,0.0,12.433,3,80,369
49.0,7.8,5.0,0.0,12.8,0,26,280
54.0,9.033,4.4,0.0,13.433,5,26,280
17.0,9.266,4.0,0.0,13.266,5,26,280
23.0,5.3,8.466,0.0,13.766,0,32,307
18.0,4.8,9.166,0.0,13.966,0,32,307
22.0,5.3,8.2,0.0,13.5,1,32,307
13.0,5.3,8.0,0.0,13.3,1,32,307
8.0,6.2,7.433,0.0,13.633,2,32,307
4.0,6.4,8.366,0.0,14.766,2,32,307
1.0,6.6,8.933,0.0,15.533,2,32,307
37.0,5.1,8.066,0.0,13.166,3,32,307
37.0,5.2,8.133,0.0,13.333,4,32,307
22.0,5.2,7.866,0.0,13.066,4,32,307
68.0,4.8,8.933,0.1,13.633,5,32,307
18.0,4.8,9.166,0.0,13.966,5,32,307
115.0,3.2,7.966,0.0,11.166,1,39,12
70.0,4.4,8.466,0.0,12.866,2,39,12
96.0,4.4,8.133,0.0,12.533,4,39,12
61.0,7.6,4.9,0.3,12.2,0,4,286
48.0,8.433,4.2,0.0,12.633,2,4,286
34.0,7.633,5.0,0.0,12.633,3,4,286
70.0,8.1,3.8,0.0,11.9,4,4,286
35.0,8.966,4.8,0.0,13.76,5,4,286
15.0,9.233,4.0,0.0,13.233,5,4,286
6.0,5.7,8.333,0.0,14.033,3,3,48
8.0,5.7,8.5,0.0,14.2,3,3,48
2.0,5.6,9.533,0.0,15.133,5,3,48
2.0,5.6,9.3,0.0,14.9,5,3,48
1.0,5.6,9.566,0.0,15.166,5,3,48
23.0,4.6,8.4,0.0,13.0,0,3,48
42.0,4.3,9.1,0.0,13.4,0,3,48
16.0,4.4,8.6,0.0,13.0,1,3,48
64.0,4.1,8.366,0.0,12.466,1,3,48
13.0,4.5,9.166,0.0,13.666,2,3,48
32.0,4.5,9.1,0.0,13.6,2,3,48
4.0,5.4,8.533,0.0,13.933,3,3,48
3.0,5.7,8.566,0.0,14.266,3,3,48
6.0,5.7,8.566,0.0,14.266,3,3,48
18.0,4.8,8.933,0.0,13.733,4,3,48
2.0,5.3,8.666,0.0,13.966,4,3,48
2.0,5.6,9.5,0.0,15.1,5,3,48
1.0,5.6,9.4,0.0,15.0,5,3,48
1.0,5.6,9.566,0.0,15.166,5,3,48
1.0,5.6,9.533,0.0,15.133,5,3,48
6.0,8.666,4.7,0.0,13.36,0,3,48
3.0,8.65,4.7,0.0,13.35,0,3,48
12.0,8.5,4.2,0.0,12.7,1,3,48
5.0,9.1,4.5,0.0,13.6,2,3,48
8.0,9.05,4.5,0.0,13.55,2,3,48
3.0,8.533,5.7,0.0,14.23,3,3,48
2.0,8.65,5.7,0.0,14.35,3,3,48
3.0,8.766,5.3,0.0,14.066,4,3,48
5.0,8.6,5.3,0.0,13.9,4,3,48
1.0,9.133,5.6,0.0,14.733,5,3,48
1.0,9.45,5.6,0.0,15.05,5,3,48
1.0,9.266,5.6,0.0,14.866,5,3,48
1.0,8.45,5.6,0.0,14.05,5,3,48
1.0,5.6,9.566,0.0,15.166,5,3,48
1.0,5.6,9.166,0.0,14.766,5,3,48
1.0,5.6,9.5,0.0,15.1,5,3,48
1.0,5.6,9.533,0.0,15.133,5,3,48
1.0,5.6,9.366,0.0,14.966,5,3,48
2.0,5.6,9.133,0.0,14.733,5,3,48
1.0,5.6,9.6,0.0,15.2,5,3,48
2.0,5.6,9.2,0.0,14.8,5,3,48
4.0,6.0,8.766,0.0,14.766,4,3,511
5.0,6.0,8.666,0.0,14.666,4,3,511
2.0,6.0,8.733,0.0,14.733,4,3,511
2.0,6.0,8.8,0.0,14.8,4,3,511
4.0,6.0,8.5,0.0,14.5,4,3,511
6.0,6.0,8.5,0.0,14.5,4,3,511
7.0,5.9,8.566,0.0,14.466,4,3,511
6.0,6.0,8.6,0.0,14.6,4,3,511
29.0,4.9,6.1,0.3,10.7,0,18,22
23.0,3.5,7.65,0.0,11.15,1,18,22
19.0,5.5,6.95,0.0,12.45,2,18,22
17.0,3.7,7.75,0.0,11.45,3,18,22
2.0,5.6,8.2,0.0,13.8,4,18,22
1.0,5.6,7.8,0.0,13.4,4,18,22
17.0,5.2,8.15,0.0,13.35,5,18,22
7.0,5.2,7.9,0.0,13.1,5,18,22
7.0,5.2,7.85,0.1,12.95,5,18,22
6.0,4.9,8.0,0.1,12.8,0,52,148
8.0,4.9,8.0,0.0,12.9,0,52,148
4.0,5.7,7.5,0.0,13.2,4,52,148
2.0,5.7,7.45,0.0,13.15,4,52,148
4.0,5.2,8.85,0.1,13.95,5,52,148
3.0,5.2,8.35,0.0,13.55,5,52,148
6.0,5.2,8.15,0.1,13.25,5,52,148
41.0,5.7,6.133,0.0,11.833,0,52,148
39.0,5.0,6.466,0.0,11.466,2,52,148
18.0,5.8,7.833,0.0,13.633,4,52,148
21.0,5.2,8.733,0.0,13.933,5,52,148
21.0,5.2,8.233,0.0,13.433,5,52,148
38.0,5.4,5.933,0.1,11.233,0,52,148
18.0,5.6,7.866,0.0,13.466,4,52,148
31.0,5.6,8.2,0.0,13.8,2,55,297
2.0,6.3,8.4,0.0,14.7,3,55,297
2.0,6.3,8.266,0.0,14.566,3,55,297
46.0,4.6,8.533,0.0,13.133,4,55,297
20.0,5.6,8.366,0.0,13.966,2,55,297
4.0,6.5,7.766,0.0,14.266,3,55,297
2.0,6.5,8.166,0.0,14.666,3,55,297
57.0,4.6,8.5,0.0,13.1,4,55,297
38.0,5.3,7.5,0.0,12.8,0,41,130
47.0,4.8,7.0,0.0,11.8,1,41,130
28.0,5.5,8.05,0.0,13.55,2,41,130
1.0,6.5,8.2,0.0,14.7,3,41,130
4.0,6.1,8.1,0.0,14.2,3,41,130
29.0,5.1,8.15,0.0,13.25,4,41,130
32.0,4.8,8.9,0.0,13.7,5,41,130
34.0,5.3,7.3,0.1,12.5,0,41,130
11.0,6.1,8.2,0.0,14.3,3,41,130
27.0,5.1,7.766,0.0,12.866,4,41,130
28.0,5.2,8.433,0.0,13.633,0,55,330
37.0,4.9,8.366,0.0,13.266,1,55,330
50.0,4.7,8.6,0.0,13.3,2,55,330
74.0,4.2,8.566,0.0,12.766,4,55,330
35.0,4.8,9.3,0.0,14.1,5,55,330
17.0,5.6,7.966,0.1,13.466,0,55,330
4.0,5.6,8.2,0.0,13.8,1,55,330
6.0,5.6,7.966,0.0,13.566,1,55,330
54.0,4.1,6.933,0.0,11.033,3,55,330
25.0,5.3,8.433,0.0,13.733,0,27,411
9.0,5.2,9.133,0.0,14.333,0,27,411
6.0,4.9,8.266,0.0,13.166,1,27,411
8.0,5.3,8.533,0.0,13.833,1,27,411
12.0,5.3,8.033,0.0,13.333,1,27,411
21.0,5.5,8.566,0.0,14.066,2,27,411
17.0,5.5,8.266,0.0,13.766,2,27,411
43.0,4.7,8.5,0.0,13.2,4,27,411
23.0,4.7,8.166,0.0,12.866,4,27,411
22.0,5.2,9.3,0.1,14.4,5,27,411
9.0,5.2,9.133,0.0,14.333,5,27,411
83.0,5.0,7.233,0.0,12.233,1,69,204
26.0,5.0,8.166,0.0,13.166,1,69,204
5.0,8.3,5.1,0.0,13.4,1,69,204
8.0,7.9,5.1,0.0,13.0,1,69,204
7.0,5.7,7.766,0.1,13.366,0,27,302
6.0,5.7,8.4,0.0,14.1,0,27,302
29.0,5.3,7.833,0.0,13.133,1,27,302
106.0,5.0,6.766,0.0,11.766,2,27,302
74.0,5.1,7.2,0.0,12.3,3,27,302
41.0,4.8,9.2,0.0,14.0,5,27,302
24.0,5.7,7.8,0.0,13.5,0,27,302
17.0,5.3,8.15,0.0,13.45,1,27,302
24.0,5.4,8.3,0.0,13.7,2,27,302
5.0,5.1,8.366,0.0,13.466,3,27,302
10.0,5.3,8.15,0.0,13.45,3,27,302
23.0,4.8,9.2,0.0,14.0,5,27,302
46.0,4.6,8.4,0.0,13.0,1,25,491
19.0,5.9,8.2,0.0,14.1,2,25,491
15.0,5.9,7.933,0.0,13.833,2,25,491
14.0,5.8,7.966,0.0,13.766,3,25,491
10.0,5.7,7.933,0.0,13.633,3,25,491
20.0,5.6,7.6,0.0,13.2,0,25,491
29.0,5.6,7.966,0.0,13.566,0,25,491
15.0,5.2,7.833,0.0,13.033,1,25,491
36.0,5.2,7.8,0.0,13.0,1,25,491
7.0,5.9,8.133,0.0,14.033,2,25,491
3.0,6.4,8.333,0.0,14.733,2,25,491
5.0,6.4,8.3,0.0,14.7,2,25,491
8.0,5.9,7.3,0.0,13.2,3,25,491
32.0,5.6,7.6,0.0,13.2,3,25,491
73.0,4.7,8.2,0.0,12.9,4,25,491
20.0,4.9,7.933,0.0,12.833,4,25,491
17.0,4.8,8.8,0.0,13.6,5,25,491
59.0,4.8,9.0,0.0,13.8,5,25,491
16.0,5.7,7.4,0.0,13.1,2,25,491
15.0,5.9,7.833,0.0,13.733,3,25,491
30.0,5.0,7.2,0.0,12.2,4,25,491
33.0,4.9,6.8,0.0,11.7,4,57,459
13.0,5.2,8.7,0.1,13.8,5,57,459
13.0,5.2,8.633,0.0,13.833,5,57,459
107.0,5.9,5.566,0.2,11.266,0,11,118
93.0,4.7,7.533,0.0,12.233,4,11,118
16.0,5.2,9.266,0.0,14.466,5,11,118
18.0,5.2,7.966,0.3,12.866,5,11,118
6.0,8.566,5.2,0.1,13.666,5,11,118
6.0,9.0,5.2,0.0,14.2,5,11,118
6.0,8.233,5.2,0.3,13.133,5,11,118
6.0,9.1,4.8,0.1,13.8,5,11,118
1.0,6.2,8.4,0.1,14.5,0,44,453
1.0,6.2,8.7,0.0,14.9,0,44,453
2.0,6.4,8.15,0.0,14.55,1,44,453
15.0,5.9,8.25,0.0,14.15,2,44,453
45.0,5.9,5.4,0.0,11.3,3,44,453
47.0,4.8,7.8,0.0,12.6,4,44,453
18.0,5.2,9.2,0.0,14.4,5,44,453
3.0,5.7,8.0,0.0,13.7,1,12,149
4.0,6.0,8.35,0.0,14.35,1,12,149
16.0,5.5,8.6,0.0,14.1,2,12,149
52.0,4.6,5.65,0.0,10.25,3,12,149
3.0,5.4,8.5,0.0,13.9,4,12,149
11.0,5.4,8.45,0.0,13.85,4,12,149
1.0,6.1,8.866,0.0,14.966,0,40,46
6.0,6.1,8.466,0.3,14.266,0,40,46
55.0,4.7,8.133,0.0,12.833,1,40,46
29.0,5.3,8.533,0.0,13.833,2,40,46
78.0,5.6,6.333,0.0,11.933,3,40,46
20.0,5.2,9.333,0.1,14.433,5,40,46
2.0,6.1,8.566,0.0,14.666,0,40,46
2.0,6.1,8.266,0.0,14.366,0,40,46
48.0,4.7,8.133,0.0,12.833,1,40,46
45.0,5.3,8.333,0.3,13.333,2,40,46
40.0,5.8,7.266,0.0,13.066,3,40,46
51.0,4.5,8.666,0.0,13.166,4,40,46
62.0,4.8,9.066,0.1,13.766,5,40,46
1.0,6.4,8.166,0.1,14.466,0,40,46
1.0,6.4,8.433,0.0,14.833,0,40,46
25.0,5.7,7.9,0.0,13.6,3,40,46
4.0,5.2,9.2,0.0,14.4,5,40,46
3.0,5.2,9.3,0.0,14.5,5,40,46
4.0,5.2,9.366,0.0,14.566,5,40,46
3.0,5.2,9.333,0.0,14.533,5,40,46
1.0,6.4,8.2,0.0,14.6,0,40,46
40.0,5.3,6.066,0.0,11.366,3,40,46
5.0,8.133,5.4,0.0,13.53,0,69,126
7.0,7.6,5.4,0.0,13.0,0,69,126
3.0,8.866,5.2,0.0,14.066,5,69,126
2.0,9.2,5.2,0.0,14.4,5,69,126
3.0,8.966,5.2,0.0,14.166,5,69,126
2.0,8.9,5.2,0.0,14.1,5,69,126
21.0,4.7,8.0,0.0,12.7,0,10,91
25.0,3.5,8.25,0.0,11.75,1,10,91
29.0,3.0,7.3,0.0,10.3,2,10,91
25.0,2.8,6.25,0.0,9.05,3,10,91
14.0,3.8,9.0,0.0,12.8,4,10,91
33.0,4.0,7.55,0.0,11.55,5,10,91
96.0,4.7,7.133,0.0,11.833,0,31,513
89.0,5.2,7.933,0.1,13.033,5,31,513
23.0,4.4,8.966,0.1,13.266,5,31,513
42.0,5.6,7.966,0.0,13.566,2,32,387
9.0,5.6,8.466,0.0,14.066,2,32,387
3.0,6.1,8.533,0.0,14.633,3,32,387
6.0,6.1,8.266,0.0,14.366,3,32,387
1.0,6.1,8.366,0.0,14.466,3,32,387
34.0,5.3,8.1,0.0,13.4,4,32,387
24.0,5.0,7.0,0.0,12.0,4,32,387
67.0,5.3,7.7,0.0,13.0,0,32,387
51.0,4.9,7.9,0.0,12.8,1,32,387
18.0,5.7,8.3,0.0,14.0,2,32,387
16.0,6.0,7.6,0.0,13.6,3,32,387
41.0,5.3,8.033,0.0,13.333,4,32,387
6.0,5.7,8.533,0.0,14.233,2,32,387
5.0,5.7,8.766,0.0,14.466,2,32,387
14.0,6.1,7.833,0.0,13.933,3,32,387
