Name,Country,Competition,Location,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Alkinoos Nikolaos GRAIKOS,GRE,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,100.0,4.4,7.466,0.0,11.866
Alkinoos Nikolaos GRAIKOS,GRE,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,80.0,4.7,7.4,0.0,12.1
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,FX,65.0,6.6,5.5,0.0,12.1
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,HB,66.0,7.133,4.5,0.0,11.633
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,PB,50.0,8.233,4.3,0.0,12.533
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,PH,39.0,6.566,6.0,0.0,12.566
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,SR,62.0,7.933,4.2,0.0,12.133
Alkinoos Nikolaos GRAIKOS,GRE,2023 FISH World University Games,"Chengdu, China",qual,VT,44.0,8.833,4.8,0.0,13.63
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,FX,66.0,5.1,8.033,0.3,12.833
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,HB,23.0,4.6,8.866,0.0,13.466
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,PB,13.0,5.5,8.666,0.0,14.166
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,PH,74.0,4.3,7.7,0.0,12.0
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,SR,65.0,4.2,8.666,0.0,12.866
Jermain GRUENBERG,NED,2022 Senior European Championships,"Munich, Germany",qual,VT,60.0,4.8,9.1,0.1,13.8
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,124.0,5.3,5.633,0.5,10.433
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,34.0,5.0,8.0,0.0,13.0
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,94.0,5.1,7.233,0.0,12.333
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,99.0,3.7,7.933,0.0,11.633
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,80.0,4.2,8.566,0.0,12.766
Jermain GRUENBERG,NED,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,77.0,4.8,8.866,0.0,13.666
Jermain GRUENBERG,NED,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,HB,7.0,7.366,5.4,0.0,12.766
Jermain GRUENBERG,NED,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,HB,4.0,8.4,5.0,0.0,13.4
Jermain GRUENBERG,NED,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,PB,3.0,8.166,5.9,0.0,14.06
Jermain GRUENBERG,NED,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,PB,2.0,8.55,5.9,0.0,14.45
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,FX,45.0,4.6,8.633,0.0,13.233
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,HB,63.0,4.3,8.3,0.0,12.6
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,PB,108.0,3.1,7.566,3.0,7.666
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,PH,102.0,3.6,7.166,0.0,10.766
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,SR,98.0,4.0,8.033,0.0,12.033
Martin GUDMUNDSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,VT,100.0,4.8,8.3,0.3,12.8
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,57.0,4.6,8.633,0.1,13.133
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,87.0,4.2,8.0,0.0,12.2
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,95.0,3.9,8.3,0.0,12.2
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,112.0,3.6,7.533,0.0,11.133
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,112.0,4.1,7.966,0.0,12.066
Martin GUDMUNDSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,71.0,4.8,8.9,0.0,13.7
Nelson GUILBE,PUR,Central American and Caribbean Games,"San Salvador, El Salvador",qual,PH,25.0,4.6,5.4,0.0,10.0
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,FX,6.0,5.8,7.566,0.3,13.066
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,11.0,5.9,8.15,0.0,14.05
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,20.0,5.0,8.25,0.0,13.25
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,36.0,5.5,7.65,0.0,13.15
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,39.0,5.0,8.0,0.0,13.0
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,2.0,5.2,9.333,0.0,14.533
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,6.0,5.2,9.2,0.0,14.4
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,2.0,5.2,9.1,0.0,14.3
Yuri GUIMARÃES,BRA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,6.0,5.2,9.4,0.0,14.6
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,FX,85.0,5.2,7.466,0.2,12.466
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,PB,55.0,5.2,7.966,0.0,13.166
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,PH,58.0,4.6,8.033,0.0,12.633
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,SR,27.0,5.4,8.166,0.0,13.566
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,VT,33.0,5.2,9.1,0.1,14.2
Pavel GULIDOV,ISR,2022 Senior European Championships,"Munich, Germany",qual,VT,19.0,5.2,7.833,0.1,12.933
Pavel GULIDOV,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,111.0,4.5,7.366,0.0,11.866
Pavel GULIDOV,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,41.0,5.0,8.466,0.0,13.466
Pavel GULIDOV,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,20.0,5.5,8.233,0.0,13.733
Pavel GULIDOV,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,26.0,5.2,9.033,0.0,14.233
Pavel GULIDOV,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,52.0,4.6,6.55,0.0,11.15
Pavel GULIDOV,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,54.0,4.4,6.65,0.0,11.05
Pavel GULIDOV,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,25.0,5.5,7.8,0.0,13.3
Pavel GULIDOV,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,22.0,5.2,8.9,0.0,14.1
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,PB,8.0,7.533,5.0,0.0,12.53
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,PB,7.0,8.4,5.4,0.0,13.8
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,SR,7.0,7.7,5.4,0.0,13.1
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,SR,6.0,7.85,5.9,0.0,13.75
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,VT,7.0,7.766,5.2,0.1,12.866
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,7.0,9.0,5.2,0.0,14.2
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,VT,7.0,9.0,4.8,0.1,13.7
Yunus GUNDOGDU,TUR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,7.0,8.7,4.8,0.0,13.5
Yunus GUNDOGDU,TUR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,25.0,5.2,8.633,0.0,13.833
Yunus GUNDOGDU,TUR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,25.0,4.8,8.566,0.0,13.366
Yunus Emre GUNDOGDU,TUR,2023 FISH World University Games,"Chengdu, China",qual,FX,45.0,7.666,5.3,0.0,12.966
Yunus Emre GUNDOGDU,TUR,2023 FISH World University Games,"Chengdu, China",qual,SR,34.0,7.633,5.5,0.0,13.133
Yunus Emre GUNDOGDU,TUR,2023 FISH World University Games,"Chengdu, China",qual,VT,70.0,7.766,5.2,0.0,12.966
Jon GUNNARSSON,ISL,2022 Senior European Championships,"Munich, Germany",qual,SR,93.0,4.7,7.533,0.0,12.233
Jon GUNNARSSON,ISL,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,94.0,5.7,6.866,0.0,12.566
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,PB,5.0,5.2,8.4,0.0,13.6
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,PB,6.0,5.2,8.3,0.0,13.5
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,SR,6.0,5.2,7.8,0.0,13.0
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,SR,3.0,5.2,8.3,0.0,13.5
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,1.0,5.2,8.8,0.0,14.0
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,3.0,5.2,8.2,0.1,13.3
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,3.0,5.2,9.0,0.1,14.1
Pavel Gulidov,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,1.0,5.2,9.2,0.0,14.4
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,FX,60.0,5.1,7.933,0.0,13.033
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,HB,19.0,5.2,8.366,0.0,13.566
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,PB,39.0,5.0,8.633,0.0,13.633
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,PH,88.0,4.2,7.366,0.0,11.566
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,SR,71.0,4.4,8.4,0.0,12.8
Jordi HAGENAAR,NED,2022 Senior European Championships,"Munich, Germany",qual,VT,53.0,4.8,9.1,0.0,13.9
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,10.0,5.9,7.75,0.1,13.55
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,HB,2.0,5.7,8.1,0.0,13.8
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PB,5.0,6.2,7.65,0.0,13.85
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,PH,4.0,5.7,6.67,0.0,12.366
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PH,7.0,5.9,6.75,0.0,12.65
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,SR,4.0,5.4,8.35,0.0,13.75
James HALL,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,3.0,5.2,9.45,0.0,14.65
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",final,HB,4.0,5.5,8.433,0.0,13.933
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",qual,HB,7.0,5.5,8.4,0.0,13.9
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",TeamFinal,HB,1.0,5.5,8.566,0.0,14.066
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",qual,PB,16.0,5.8,8.333,0.0,14.133
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",TeamFinal,PB,7.0,5.8,8.5,0.0,14.3
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",qual,PH,10.0,5.9,8.033,0.0,13.933
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",TeamFinal,PH,6.0,5.9,7.866,0.0,13.766
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",qual,SR,29.0,5.2,8.333,0.0,13.533
James HALL,GBR,2022 Senior European Championships,"Munich, Germany",TeamFinal,SR,12.0,5.2,8.233,0.0,13.433
Sandy HARDIMAN,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,53.0,4.7,6.6,0.0,11.3
Sandy HARDIMAN,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,44.0,4.5,6.85,0.0,11.35
Sandy HARDIMAN,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,43.0,4.4,8.75,0.1,13.05
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,28.0,5.5,7.75,0.0,13.25
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,52.0,4.4,7.0,0.0,11.4
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,46.0,5.0,7.55,0.0,12.55
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,32.0,4.0,8.15,0.0,12.15
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,51.0,5.0,7.1,0.0,12.1
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,12.0,5.2,7.95,0.3,12.85
James HARDY,AUS,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,12.0,5.2,7.5,0.1,12.6
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,9.0,5.6,8.45,0.0,14.05
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,8.0,5.8,8.05,0.0,13.85
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,PB,4.0,6.3,7.6,0.0,13.9
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,2.0,6.3,8.5,0.0,14.8
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,8.0,5.9,7.65,0.0,13.55
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,35.0,5.6,7.5,0.0,13.1
Tsuyoshi HASEGAWA,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,25.0,5.2,8.8,0.1,13.9
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,FX,2.0,8.7,6.0,0.0,14.7
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",AAfinal,FX,14.0,5.9,7.333,0.0,13.233
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,HB,1.0,8.566,6.7,0.0,15.266
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,PB,5.0,8.5,6.1,0.0,14.6
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,PH,1.0,8.733,6.3,0.0,15.033
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",AAfinal,PH,13.0,5.5,7.466,0.0,12.966
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,SR,12.0,8.533,5.8,0.0,14.333
Daiki HASHIMOTO,JPN,2023 FISH World University Games,"Chengdu, China",qual,VT,3.0,9.166,5.6,0.0,14.76
Daiki HASHIMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,HB,1.0,6.0,8.5,0.0,14.5
Daiki HASHIMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,1.0,6.2,8.5,0.0,14.7
Daiki HASHIMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,56.0,2.6,7.7,6.0,4.3
Daiki HASHIMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,1.0,6.0,8.6,0.0,14.6
Daiki HASHIMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,8.0,5.8,8.3,0.0,14.1
Joseph HATOGUAN,INA,World Cup,"Doha, Qatar",qual,VT,26.0,5.2,8.866,0.0,14.066
Joseph HATOGUAN,INA,World Cup,"Doha, Qatar",qual,VT,26.0,4.0,8.933,0.0,12.933
Joseph Judah HATOGUAN,INA,World Cup,"Doha, Qatar",qual,FX,40.0,5.5,5.333,0.0,10.833
Joseph Judah HATOGUAN,INA,World Cup,"Doha, Qatar",qual,PH,41.0,4.1,7.233,0.0,11.333
Joseph Judah HATOGUAN,INA,World Cup,"Doha, Qatar",qual,SR,37.0,3.3,5.166,0.3,8.166
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,FX,39.0,5.0,8.333,0.0,13.333
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,HB,16.0,5.2,8.466,0.0,13.666
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,PB,37.0,5.2,8.466,0.0,13.666
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,PH,46.0,5.1,7.866,0.0,12.966
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,SR,39.0,4.6,8.7,0.0,13.3
Sofus HEGGEMSNES,NOR,2022 Senior European Championships,"Munich, Germany",qual,VT,14.0,5.2,9.3,0.0,14.5
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,FX,18.0,5.1,8.166,0.0,13.266
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,54.0,5.1,8.066,0.0,13.166
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,HB,22.0,5.0,6.366,0.0,11.366
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",final,HB,7.0,5.5,7.433,0.0,12.933
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,8.0,5.3,8.2,0.0,13.5
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PB,23.0,4.8,8.1,0.0,12.9
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,33.0,5.2,8.366,0.0,13.566
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PH,20.0,4.6,7.2,0.0,11.8
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,117.0,4.8,6.033,0.0,10.833
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,62.0,4.6,8.433,0.0,13.033
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,SR,15.0,4.6,8.5,0.0,13.1
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,VT,20.0,5.2,7.9,0.0,13.1
Sofus HEGGEMSNES,NOR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,8.0,5.2,9.3,0.0,14.5
Sofus HEGGEMSNES,NOR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,FX,9.0,8.05,4.9,0.0,12.95
Sofus HEGGEMSNES,NOR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,HB,1.0,8.533,5.3,0.0,13.833
Sofus HEGGEMSNES,NOR,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,HB,3.0,8.25,5.3,0.0,13.55
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,25.0,5.9,6.65,0.0,12.55
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PB,27.0,4.5,5.95,0.0,10.45
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,SR,3.0,4.9,8.43,0.0,13.333
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,SR,5.0,4.9,8.6,0.0,13.5
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,VT,2.0,5.6,9.13,0.0,14.733
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,21.0,5.6,7.8,0.0,13.4
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,VT,2.0,5.2,9.13,0.0,14.333
Harry HEPWORTH,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,21.0,5.2,8.9,0.1,14.2
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",final,FX,4.0,6.4,7.8,0.0,14.2
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,1.0,6.3,8.3,0.0,14.6
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,14.0,5.4,8.466,0.0,13.866
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,1.0,5.6,9.4,0.0,15.0
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",final,VT,7.0,5.6,7.933,0.3,13.233
Harry HEPWORTH,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,3.0,5.6,9.1,0.0,14.7
Harry HEPWORTH,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,FX,3.0,6.2,7.75,0.4,13.55
Harry HEPWORTH,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,2.0,6.2,8.0,0.1,14.1
Harry HEPWORTH,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PB,5.0,5.3,8.4,0.0,13.7
Harry HEPWORTH,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,SR,5.0,5.3,8.4,0.0,13.7
Harry HEPWORTH,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,SR,6.0,5.3,8.35,0.0,13.65
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,37.0,6.1,7.05,0.3,12.85
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,15.0,5.3,8.35,0.0,13.65
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,1.0,5.6,9.033,0.0,14.633
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,1.0,5.6,9.25,0.0,14.85
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,1.0,5.6,9.5,0.0,15.1
Harry HEPWORTH,GBR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,1.0,5.6,9.4,0.0,15.0
Vinzenz Johann HOCK,AUT,2023 FISH World University Games,"Chengdu, China",final,SR,6.0,8.433,6.1,0.0,14.53
Vinzenz Johann HOCK,AUT,2023 FISH World University Games,"Chengdu, China",qual,SR,9.0,8.366,6.1,0.0,14.466
Vinzenz HOECK,AUT,2022 Senior European Championships,"Munich, Germany",qual,HB,35.0,4.5,8.8,0.0,13.3
Vinzenz HOECK,AUT,2022 Senior European Championships,"Munich, Germany",final,SR,5.0,6.2,8.533,0.0,14.733
Vinzenz HOECK,AUT,2022 Senior European Championships,"Munich, Germany",qual,SR,3.0,6.2,8.666,0.0,14.866
Vinzenz HOECK,AUT,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,SR,6.0,6.0,8.433,0.0,14.433
Vinzenz HOECK,AUT,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,SR,8.0,6.0,8.3,0.0,14.3
Vinzenz HOECK,AUT,World Cup,"Doha, Qatar",final,SR,9.0,5.2,8.366,0.0,13.566
Vinzenz HOECK,AUT,World Cup,"Doha, Qatar",qual,SR,8.0,6.0,8.4,0.0,14.4
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,6.0,6.0,8.35,0.1,14.25
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,54.0,4.9,5.4,0.0,10.3
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,4.0,6.0,8.7,0.0,14.7
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,PH,3.0,5.6,8.533,0.0,14.133
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,3.0,5.7,8.55,0.0,14.25
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,SR,5.0,5.9,7.466,0.0,13.366
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,3.0,5.9,8.65,0.0,14.55
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,4.0,6.0,7.766,0.3,13.466
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,2.0,6.0,9.45,0.0,15.45
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,VT,4.0,5.2,9.033,0.1,14.133
Asher HONG,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,2.0,5.2,9.1,0.0,14.3
George HONNOR,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,24.0,5.1,7.55,0.1,12.55
