Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
7.0,Jessica GADIROVA,GBR,5.7,7.766,0.0,13.466,2023,AAfinal
12.0,Jessica GADIROVA,GBR,5.6,8.266,0.0,13.866,2023,qual
117.0,Samira GAHRAMANOVA,AZE,2.8,4.566,0.0,7.366,2022,qual
38.0,Kaushini GAMAGE,SRI,1.4,5.6,0.0,7.0,2022,qual
71.0,Anna GEMZA,POL,4.6,6.866,0.0,11.466,2023,qual
95.0,Valentina GEORGIEVA,BUL,3.5,6.766,0.0,10.266,2022,qual
12.0,Elisabeth GEURTS,NED,5.0,8.1,0.0,13.1,2023,qual
24.0,Amalia GHIGOARTA,ROU,3.4,5.866,0.0,9.266,2023,AAfinal
29.0,Amalia GHIGOARTA,ROU,5.0,7.766,0.0,12.766,2023,qual
105.0,Ani GOBADZE,GEO,3.7,5.733,0.0,9.433,2022,qual
110.0,Ani GOBADZE,GEO,3.2,6.266,0.0,9.466,2023,qual
7.0,Georgia GODWIN,AUS,5.6,7.9,0.0,13.5,2022,AAfinal
33.0,Georgia GODWIN,AUS,5.6,7.733,0.0,13.333,2022,qual
2.0,Georgia GODWIN,AUS,5.6,7.95,0.0,13.55,2022,AAfinal
2.0,Georgia GODWIN,AUS,5.6,7.9,0.0,13.5,2022,final
3.0,Georgia GODWIN,AUS,5.6,8.05,0.0,13.65,2022,qual
28.0,Eilidh GORRELL,GBR,4.5,6.5,0.0,11.0,2022,qual
22.0,Eilidh GORRELL,GBR,4.1,7.5,0.0,11.6,2023,qual
27.0,Eilidh GORRELL,SCO,4.5,6.25,0.0,10.75,2022,qual
16.0,Alexa GRANDE,ESA,3.9,6.35,0.0,10.25,2023,AAfinal
24.0,Alexa GRANDE,ESA,3.9,6.4,0.0,10.3,2023,qual
15.0,Shanna Kae GRANT,GBR,4.3,7.5,0.0,11.8,2022,qual
13.0,Shanna Kae GRANT,GBR,4.6,7.4,0.0,12.0,2023,qual
80.0,Elina GRAVIN,SWE,3.7,7.433,0.0,11.133,2023,qual
85.0,Magdalena GRYGIEL,POL,4.1,6.9,0.0,11.0,2023,qual
82.0,Hildur GUDMUNDSDOTTIR,ISL,3.8,7.233,0.0,11.033,2023,qual
137.0,Hildur Maja GUDMUNDSDOTTIR,ISL,2.6,7.233,0.0,9.833,2022,qual
104.0,Hildur Maja GUDMUNDSDOTTIR,ISL,2.5,7.166,0.0,9.666,2022,qual
11.0,Karis German,USA,5.8,7.1,0.0,12.9,2022,AAfinal
2.0,Georgia Godwin,AUS,5.5,8.1,0.0,13.6,2023,qual
2.0,Georgia Godwin,AUS,5.5,8.2,0.0,13.7,2023,final
1.0,Georgia Godwin,AUS,5.5,7.533,0.0,13.033,2023,qual
2.0,Georgia Godwin,AUS,5.5,7.367,0.0,12.867,2023,final
100.0,Lilli Leanne HABISREUTINGER,SUI,4.0,6.066,0.0,10.066,2022,qual
11.0,Maddison HAJJAR,CAN,4.7,7.066,0.0,11.766,2023,qual
27.0,Sabina HALOVA,CZE,4.2,6.733,0.0,10.933,2023,qual
107.0,Selma HALVORSEN,NOR,4.0,7.033,0.0,11.033,2022,qual
99.0,Gudrun HARDARDOTTIR,ISL,3.9,6.2,0.0,10.1,2022,qual
22.0,Ameera HARIADI,INA,3.9,7.4,0.0,11.3,2023,qual
17.0,Ameera HARIADI,INA,4.1,7.6,0.0,11.7,2023,qual
45.0,Charlotte HASLER,GBR,2.0,6.6,0.0,8.6,2023,qual
17.0,Chiaki HATAKEDA,JPN,5.3,6.8,0.0,12.1,2023,qual
67.0,Ada HAUTALA,FIN,4.9,7.6,0.0,12.5,2022,qual
34.0,Ada HAUTALA,FIN,4.9,7.733,0.0,12.633,2022,qual
24.0,Ada HAUTALA,FIN,4.8,5.533,0.0,10.333,2023,qual
37.0,Ada HAUTALA,FIN,4.9,7.733,0.0,12.633,2023,qual
11.0,Carolann HEDUIT,FRA,5.8,7.466,0.0,13.266,2022,AAfinal
26.0,Carolann HEDUIT,FRA,5.8,7.666,0.0,13.466,2022,qual
10.0,Carolann HEDUIT,FRA,5.9,7.833,0.0,13.733,2022,qual
8.0,Carolann HEDUIT,FRA,6.0,7.8,0.0,13.8,2022,TeamFinal
79.0,Jane HEFFERNAN,IRL,4.2,6.966,0.0,11.166,2023,qual
10.0,Tommera HENDRICKS,GBR,4.3,8.15,0.0,12.45,2022,qual
40.0,Tommera HENDRICKS,GBR,4.3,5.1,0.0,9.4,2023,qual
12.0,Hillary HERON,PAN,4.8,7.366,0.0,12.166,2023,qual
10.0,Hillary HERON SOTO,PAN,4.7,7.0,0.0,11.7,2023,AAfinal
12.0,Hillary HERON SOTO,PAN,4.8,7.35,0.0,12.15,2023,qual
15.0,Lana HERRERA,PAN,4.9,7.0,0.0,11.9,2023,qual
10.0,Lana HERRERA RODRIGUEZ,PAN,4.5,7.7,0.0,12.2,2023,qual
129.0,Halle HILTON,IRL,4.3,6.066,0.0,10.366,2022,qual
29.0,Halle HILTON,GBR,4.8,6.2,0.0,11.0,2022,qual
73.0,Halle HILTON,IRL,4.4,6.766,0.0,11.166,2022,qual
18.0,Halle HILTON,IRL,4.3,7.233,0.0,11.533,2023,qual
18.0,Halle HILTON,IRL,4.3,6.0,0.0,10.3,2023,qual
93.0,Halle HILTON,IRL,4.4,6.1,0.0,10.5,2023,qual
60.0,Aneta HOLASOVA,CZE,4.9,7.766,0.0,12.666,2022,qual
63.0,Aneta HOLASOVA,CZE,4.7,6.8,0.0,11.5,2022,qual
43.0,Lucija HRIBAR,SLO,5.0,8.033,0.0,13.033,2022,qual
64.0,Lucija HRIBAR,SLO,4.7,6.766,0.0,11.466,2022,qual
14.0,Lucija HRIBAR,SLO,4.7,7.066,0.0,11.766,2023,qual
14.0,Lucija HRIBAR,SLO,4.9,7.133,0.0,12.033,2023,qual
4.0,Lucija HRIBAR,SLO,5.0,7.833,0.0,12.833,2023,final
5.0,Lucija HRIBAR,SLO,5.0,8.033,0.0,13.033,2023,qual
27.0,Lucija HRIBAR,SLO,4.8,8.033,0.0,12.833,2023,qual
57.0,Yelyzaveta HUBAREVA,UKR,5.2,7.566,0.0,12.766,2022,qual
33.0,Yelyzaveta HUBAREVA,UKR,5.3,7.366,0.0,12.666,2022,qual
17.0,Yelyzaveta HUBAREVA,UKR,5.2,6.4,0.0,11.6,2023,qual
4.0,Yelyzaveta HUBAREVA,UKR,5.4,7.733,0.0,13.133,2023,final
3.0,Yelyzaveta HUBAREVA,UKR,5.4,7.833,0.0,13.233,2023,qual
5.0,Yelyzaveta HUBAREVA,UKR,5.3,7.366,0.0,12.666,2023,final
6.0,Yelyzaveta HUBAREVA,UKR,5.3,7.466,0.0,12.766,2023,qual
4.0,Yelyzaveta HUBAREVA,UKR,5.3,7.7,0.0,13.0,2023,final
5.0,Yelyzaveta HUBAREVA,UKR,5.3,7.6,0.0,12.9,2023,qual
20.0,Yelyzaveta HUBAREVA,UKR,5.4,7.766,0.0,13.166,2023,qual
13.0,Selma Halvorsen,NOR,4.2,7.133,0.0,11.333,2022,qual
14.0,Selma Halvorsen,unknown,4.1,7.6,0.0,11.7,2023,qual
10.0,Carolann Heduit,FRA,5.9,6.466,0.0,12.366,2022,qual
11.0,Lucija Hribar,SLO,4.9,7.366,0.0,12.266,2022,qual
8.0,Lucija Hribar,SLO,4.7,6.466,0.0,11.166,2022,qual
7.0,Lucija Hribar,SLO,4.8,5.8,0.0,10.6,2022,final
12.0,Lucija Hribar,SLO,4.8,6.866,0.0,11.666,2022,qual
4.0,Lucija Hribar,SLO,4.8,7.6,0.0,12.4,2022,final
6.0,Lucija Hribar,SLO,4.7,6.066,0.0,10.766,2022,qual
3.0,Elisa IORIO,ITA,6.2,7.566,0.0,13.766,2023,qual
83.0,Rifda IRFANALUTHFI,INA,4.0,8.033,0.0,12.033,2022,qual
15.0,Rifda IRFANALUTHFI,INA,4.0,7.666,0.0,11.666,2023,qual
11.0,Rifda IRFANALUTHFI,INA,4.3,7.9,0.0,12.2,2023,qual
109.0,Sara JACOBSEN,DEN,1.4,8.2,0.0,9.6,2023,qual
2.0,Meolie JAUCH,GER,5.6,7.933,0.0,13.533,2023,final
4.0,Meolie JAUCH,GER,5.7,8.0,0.0,13.7,2023,qual
4.0,Meolie JAUCH,GER,5.9,7.6,0.0,13.5,2023,final
5.0,Meolie JAUCH,GE1,5.9,7.95,0.0,13.85,2023,qual
106.0,Natalie JENSEN,DEN,3.8,5.933,0.0,9.733,2023,qual
9.0,Melanie JESUS SANTOS,FRA,6.3,8.1,0.0,14.4,2022,qual
1.0,Shilese JONES,USA,6.3,8.066,0.0,14.366,2022,AAfinal
2.0,Shilese JONES,USA,6.4,8.366,0.0,14.766,2022,final
5.0,Shilese JONES,USA,6.3,8.266,0.0,14.566,2022,qual
38.0,Gulnaz JUMABEKOVA,UZB,3.4,6.633,0.0,10.033,2023,qual
24.0,Gulnaz JUMABEKOVA,UZB,4.1,3.833,0.0,7.933,2023,qual
107.0,Katrina JUREVICA,LAT,1.9,7.8,0.0,9.7,2023,qual
14.0,Katelyn Jong,USA,5.4,7.35,0.0,12.75,2022,AAfinal
17.0,Katelyn Jong,USA,5.6,6.6,0.0,12.2,2023,AAfinal
5.0,Levi Jung-Ruivivar,USA,5.5,7.75,0.0,13.25,2022,AAfinal
21.0,Levi Jung-Ruivivar,USA,4.7,6.95,0.0,11.65,2023,AAfinal
42.0,Julia KACZMAREK,GBR,3.5,6.75,0.0,10.25,2022,qual
116.0,Radoslava KALAMAROVA,SVK,3.3,4.833,0.0,8.133,2022,qual
37.0,Amaya KALUKOTTAGE,SRI,1.6,5.55,0.0,7.15,2022,qual
45.0,Amaya Sithumini KALUKOTTAGE,SRI,1.7,5.966,0.0,7.666,2023,qual
34.0,Annais Ornella KAMANGA,GBR,3.3,6.6,0.0,9.9,2023,qual
94.0,Mari KANTER,NOR,4.0,7.666,0.0,11.666,2022,qual
25.0,Mari KANTER,NOR,4.1,6.933,0.0,11.033,2023,qual
66.0,Mari KANTER,NOR,4.1,7.533,0.0,11.633,2023,qual
109.0,Yuliia KASIANENKO,UKR,5.0,6.0,0.0,11.0,2022,qual
56.0,Yuliia KASIANENKO,UKR,4.9,6.866,0.0,11.766,2022,qual
139.0,Elvira KATSALI,GRE,3.6,5.966,0.0,9.566,2022,qual
67.0,Elvira KATSALI,GRE,3.6,7.8,0.0,11.4,2022,qual
29.0,Elvira KATSALI,GRE,4.3,4.866,0.0,9.166,2023,qual
96.0,Sevgi KAYISOGLU,TUR,4.8,6.833,0.0,11.633,2022,qual
64.0,Sevgi KAYISOGLU,TUR,4.7,6.766,0.0,11.466,2022,qual
7.0,Sevgi KAYISOGLU,TUR,5.3,7.666,0.0,12.966,2023,final
7.0,Sevgi KAYISOGLU,TUR,5.4,7.633,0.0,13.033,2023,qual
70.0,Sevgi KAYISOGLU,TUR,5.1,6.4,0.0,11.5,2023,qual
12.0,Sevgi KAYISOGLU,TUR,5.1,6.6,0.0,11.7,2023,qual
134.0,Olivia KELLY,BAR,4.2,5.833,0.0,10.033,2022,qual
27.0,Cara KENNEDY,GBR,3.4,7.6,0.0,11.0,2022,qual
11.0,Cara KENNEDY,SCO,3.5,7.95,0.0,11.45,2022,AAfinal
28.0,Cara KENNEDY,SCO,3.4,7.3,0.0,10.7,2022,qual
10.0,Zarith Imaan KHALID,MAS,4.9,7.433,0.0,12.333,2023,qual
140.0,Ominakhon KHALILOVA,UZB,3.9,5.5,0.0,9.4,2022,qual
27.0,Amina KHALIMARDEN,KAZ,3.5,6.5,0.0,10.0,2023,qual
67.0,Selina KICKINGER,AUT,4.9,7.6,0.0,12.5,2022,qual
35.0,Selina KICKINGER,AUT,4.9,7.7,0.0,12.6,2022,qual
18.0,Selina KICKINGER,AUT,4.9,7.466,0.0,12.366,2023,AAfinal
33.0,Selina KICKINGER,AUT,4.9,7.8,0.0,12.7,2023,qual
32.0,Subeen KIM,KOR,4.5,6.0,0.0,10.5,2023,qual
82.0,Sara KING,SLO,3.3,7.5,0.0,10.8,2022,qual
33.0,Sara KING,SLO,3.1,7.233,0.0,10.333,2023,qual
2.0,Alice KINSELLA,GBR,6.0,8.166,0.0,14.166,2022,AAfinal
15.0,Alice KINSELLA,GBR,6.0,8.166,0.0,14.166,2022,qual
1.0,Alice KINSELLA,GBR,5.3,8.25,0.0,13.55,2022,final
6.0,Alice KINSELLA,GBR,5.3,7.9,0.0,13.2,2022,qual
8.0,Alice KINSELLA,GBR,5.4,6.266,0.0,11.666,2022,final
6.0,Alice KINSELLA,GBR,5.8,8.166,0.0,13.966,2022,qual
6.0,Alice KINSELLA,GBR,5.8,8.2,0.0,14.0,2022,TeamFinal
3.0,Alice KINSELLA,GBR,6.0,8.25,0.0,14.25,2023,final
3.0,Alice KINSELLA,GBR,6.0,7.7,0.0,13.7,2023,qual
45.0,Alice KINSELLA,GBR,5.8,6.666,0.0,12.466,2023,qual
1.0,Alice KINSELLA,ENG,5.8,8.2,0.3,13.7,2022,AAfinal
4.0,Alice KINSELLA,ENG,5.7,7.95,0.0,13.65,2022,qual
80.0,Anna Lena KOENIG,GER,4.3,7.766,0.0,12.066,2022,qual
7.0,Azuki KOKUFUGATA,JPN,5.2,7.2,0.0,12.4,2023,final
7.0,Azuki KOKUFUGATA,JPN,5.3,7.433,0.0,12.733,2023,qual
14.0,Zsofia KOVACS,HUN,6.2,7.166,0.0,13.366,2022,qual
10.0,Zsofia KOVACS,HUN,6.3,7.333,0.0,13.633,2022,TeamFinal
5.0,Zsofia KOVACS,HUN,6.2,7.5,0.0,13.7,2023,AAfinal
5.0,Zsofia KOVACS,HUN,6.2,7.733,0.0,13.933,2023,final
5.0,Zsofia KOVACS,HUN,6.2,8.066,0.0,14.266,2023,qual
1.0,Zsofia KOVACS,HUN,5.8,8.366,0.0,14.166,2023,final
1.0,Zsofia KOVACS,HUN,5.8,8.5,0.0,14.3,2023,qual
115.0,Marharyta KOZLOVSKA,UKR,4.6,6.266,0.0,10.866,2022,qual
66.0,Marharyta KOZLOVSKA,UKR,4.6,6.833,0.0,11.433,2022,qual
73.0,Margret KRISTINSDOTTIR,ISL,4.1,7.266,0.0,11.366,2023,qual
21.0,Veronika KRITSKI,GBR,3.4,8.0,0.0,11.4,2022,qual
21.0,Veronika KRITSKI,GBR,3.8,7.9,0.0,11.7,2023,qual
55.0,Carina KROELL,AUT,4.5,7.3,0.0,11.8,2022,qual
44.0,Ilona KRUPA,UKR,5.0,7.5,0.0,12.5,2023,qual
96.0,Nika KUKULJAN FRLETA,CRO,3.7,6.466,0.0,10.166,2022,qual
88.0,Nika KUKULJAN FRLETA,CRO,3.5,7.2,0.0,10.7,2023,qual
53.0,Emilia KULCZYNSKA,POL,4.2,7.633,0.0,11.833,2022,qual
20.0,Emilia KULCZYNSKA,POL,4.5,6.533,0.0,11.033,2023,qual
39.0,Meta KUNAVER,SLO,3.9,5.9,0.0,9.8,2023,qual
108.0,Meta KUNAVER,SLO,3.9,5.766,0.0,9.666,2023,qual
18.0,Hima KUSUMOTO,JPN,5.3,7.3,0.0,12.6,2023,qual
10.0,Maisa KUUSIKKO,FIN,6.0,7.3,0.0,13.3,2022,AAfinal
49.0,Maisa KUUSIKKO,FIN,5.6,7.266,0.0,12.866,2022,qual
13.0,Maisa KUUSIKKO,FIN,5.9,7.566,0.0,13.466,2022,qual
9.0,Maisa KUUSIKKO,FIN,6.0,7.266,0.0,13.266,2023,AAfinal
51.0,Maisa KUUSIKKO,FIN,5.4,6.9,0.0,12.3,2023,qual
3.0,Mari Kanter,NOR,4.1,7.633,0.0,11.733,2022,final
4.0,Mari Kanter,NOR,4.1,7.7,0.0,11.8,2022,qual
16.0,Mari Kanter,unknown,4.6,7.033,0.0,11.633,2023,qual
9.0,Yuliia Kasianenko,UKR,5.1,7.266,0.0,12.366,2022,qual
10.0,Yuliia Kasianenko,UKR,5.1,5.9,0.0,11.0,2022,qual
7.0,Sevgi Kayisoglu,TUR,4.5,8.066,0.0,12.566,2022,qual
6.0,Sevgi Kayisoglu,TUR,4.5,7.766,0.0,12.266,2022,final
20.0,Sara King,SLO,3.3,7.7,0.0,11.0,2023,qual
25.0,Saara Kokko,FIN,4.1,5.866,0.0,9.966,2023,qual
11.0,Zsofia Kovacs,HUN,5.1,5.6,0.0,10.7,2022,qual
17.0,Maisa Kuusikko,FIN,5.6,6.233,0.0,11.833,2022,qual
38.0,Anna-Lena KÖNIG,GE1,4.9,5.5,0.0,10.4,2023,qual
21.0,Pin LAI,TPE,4.1,7.7,0.0,11.8,2023,qual
13.0,Pin LAI,TPE,4.1,7.5,0.0,11.6,2023,AAfinal
110.0,Pin Ju LAI,TPE,4.1,6.866,0.0,10.966,2022,qual
16.0,Pin Ju LAI,TPE,4.1,7.533,0.0,11.633,2023,qual
23.0,Pin Ju LAI,TPE,4.1,7.2,0.0,11.3,2023,qual
11.0,Pin Ju LAI,TPE,4.1,7.533,0.0,11.633,2023,qual
5.0,Jenna LALONDE,CAN,5.0,8.333,0.0,13.333,2022,final
8.0,Jenna LALONDE,CAN,5.0,7.95,0.0,12.95,2022,qual
40.0,Isabelle LAMB,GBR,2.8,7.5,0.0,10.3,2022,qual
33.0,Isabelle LAMB,GBR,2.7,7.75,0.0,10.45,2023,qual
18.0,Djenna LAROUI,FRA,5.5,7.7,0.0,13.2,2023,qual
2.0,Djenna LAROUI,FRA,5.3,7.6,0.0,12.9,2023,final
3.0,Djenna LAROUI,FRA,5.4,7.733,0.0,13.133,2023,qual
5.0,Djenna LAROUI,FRA,5.3,6.166,0.3,11.166,2023,final
6.0,Djenna LAROUI,FRA,5.5,8.2,0.0,13.7,2023,qual
11.0,Anna LASHCHEVSKA,UKR,5.4,6.833,0.0,12.233,2023,qual
18.0,Anna LASHCHEVSKA,UKR,5.3,6.4,0.0,11.7,2023,qual
10.0,Anna LASHCHEVSKA,UKR,5.7,6.866,0.0,12.566,2023,qual
1.0,Anna LASHCHEVSKA,UKR,5.6,7.9,0.0,13.5,2023,final
3.0,Anna LASHCHEVSKA,UKR,5.6,7.7,0.0,13.3,2023,qual
32.0,Anna LASHCHEVSKA,UKR,5.6,7.133,0.0,12.733,2023,qual
59.0,Michelle LAURITSEN,DEN,4.1,7.533,0.0,11.633,2022,qual
39.0,Alia LEAT,GBR,4.6,5.85,0.0,10.45,2022,qual
75.0,Dayeong LEE,KOR,4.9,7.333,0.0,12.233,2022,qual
25.0,Dayeong LEE,KOR,4.9,6.5,0.0,11.4,2023,qual
7.0,Dayeong LEE,KOR,5.0,7.533,0.0,12.533,2023,AAfinal
17.0,Yunseo LEE,KOR,6.3,6.766,0.0,13.066,2022,AAfinal
38.0,Yunseo LEE,KOR,6.1,7.1,0.0,13.2,2022,qual
90.0,Milca LEON,VEN,4.9,6.866,0.0,11.766,2022,qual
8.0,Milca LEON,VEN,4.6,7.3,0.0,11.9,2023,AAfinal
7.0,Milca LEON,VEN,4.6,7.4,0.0,12.0,2023,final
6.0,Milca LEON,VEN,4.6,7.9,0.0,12.5,2023,qual
8.0,Lucy LEWIS,GBR,5.0,5.65,0.0,10.65,2022,final
8.0,Lucy LEWIS,GBR,5.1,7.5,0.0,12.6,2022,qual
23.0,Lucy LEWIS,GBR,5.0,6.45,0.0,11.45,2023,qual
24.0,Yi LIN,TPE,4.1,7.433,0.0,11.533,2023,qual
33.0,Dixie LINDSAY,GBR,3.1,7.65,0.0,10.75,2022,qual
5.0,Maia LLACER,ESP,5.4,7.2,0.0,12.6,2023,final
105.0,Maia LLACER SIRERA,ESP,4.9,6.166,0.0,11.066,2022,qual
5.0,Maia LLACER SIRERA,ESP,5.4,7.466,0.0,12.866,2023,final
10.0,Maia LLACER SIRERA,ESP,5.4,7.4,0.0,12.8,2023,qual
5.0,Maia LLACER SIRERA,ESP,5.4,7.5,0.0,12.9,2023,AAfinal
26.0,Maia LLACER SIRERA,ESP,5.4,7.533,0.0,12.933,2023,qual
7.0,Maia LLACER SIRERA,ESP,5.4,7.0,0.0,12.4,2023,qual
26.0,Maisie LLOYD JONES,GBR,2.7,8.35,0.0,11.05,2022,qual
58.0,Caitlin LOCHHEAD,GBR,3.0,5.85,0.0,8.85,2022,qual
118.0,Anna LOCMELE,LAT,1.8,4.2,0.0,6.0,2022,qual
19.0,Sara LOIKAS,FIN,5.0,4.966,0.0,9.966,2023,qual
36.0,Sara Sofia LOIKAS,FIN,4.6,5.633,0.0,10.233,2023,qual
24.0,Noemie LOUON,BEL,4.9,8.033,0.0,12.933,2022,qual
3.0,Huan LUO,CHN,6.0,7.0,0.0,13.0,2023,final
2.0,Huan LUO,CHN,6.1,8.1,0.0,14.2,2023,qual
1.0,Huan LUO,CHN,6.1,7.833,0.0,13.933,2023,AAfinal
6.0,Rui LUO,CHN,6.1,7.7,0.0,13.8,2022,final
1.0,Rui LUO,CHN,6.4,8.5,0.0,14.9,2022,qual
3.0,Myli Lew,USA,5.9,7.75,0.0,13.65,2023,AAfinal
10.0,Kaliya Lincoln,USA,5.3,7.65,0.0,12.95,2023,AAfinal
1.0,Viktoria Listunova,RUS,6.2,8.366,0.0,14.566,2022,final
1.0,Viktoria Listunova,RUS,6.4,8.3,0.0,14.7,2022,qual
3.0,Lauren Little,USA,5.5,7.95,0.0,13.45,2022,AAfinal
16.0,Wiktoria Lopuszanska,POL,4.1,7.8,0.0,11.9,2022,qual
25.0,Eveylynn Lowe,USA,4.8,6.6,0.0,11.4,2023,AAfinal
58.0,Sira MACIAS,ARG,5.0,7.733,0.0,12.733,2022,qual
72.0,Jasmin MADER,AUT,4.6,7.733,0.0,12.333,2022,qual
48.0,Jasmin MADER,AUT,4.5,7.566,0.0,12.066,2022,qual
13.0,Jasmin MADER,AUT,4.5,7.6,0.0,12.1,2023,qual
83.0,Julie MADSOE,NOR,4.3,6.5,0.0,10.8,2022,qual
104.0,Sani MAEKELAE,FIN,4.6,6.5,0.0,11.1,2022,qual
26.0,Sani MAEKELAE,FIN,5.2,7.666,0.0,12.866,2022,qual
19.0,Sani MAEKELAE,FIN,4.6,5.333,0.0,9.933,2023,qual
20.0,Martina MAGGIO,ITA,5.7,7.1,0.0,12.8,2022,AAfinal
12.0,Martina MAGGIO,ITA,5.9,8.3,0.0,14.2,2022,qual
21.0,Martina MAGGIO,ITA,5.8,7.266,0.0,13.066,2022,qual
13.0,Jana MAHMOUD,EGY,5.1,6.866,0.0,11.966,2023,qual
8.0,Jana MAHMOUD,EGY,3.6,4.966,0.0,8.566,2023,final
7.0,Jana MAHMOUD,EGY,5.1,7.366,0.0,12.466,2023,qual
92.0,Hsiang Han MAI LIU,TPE,4.3,7.433,0.0,11.733,2022,qual
9.0,Lilla MAKAI,HUN,5.2,6.933,0.0,12.133,2023,qual
20.0,Mirtill MAKOVITS,HUN,5.0,8.066,0.0,13.066,2022,qual
19.0,Mirtill MAKOVITS,HUN,5.0,7.966,0.0,12.966,2022,TeamFinal
22.0,Emma MALEWSKI,GE1,5.5,6.9,0.0,12.4,2023,qual
31.0,Emma Leonie MALEWSKI,GER,5.0,8.333,0.0,13.333,2022,qual
18.0,Emma Leonie MALEWSKI,GER,4.9,8.2,0.0,13.1,2022,qual
18.0,Emma Leonie MALEWSKI,GER,5.0,8.1,0.0,13.1,2022,TeamFinal
9.0,Emma Leonie MALEWSKI,GER,4.8,7.466,0.0,12.266,2023,qual
29.0,Emma Leonie MALEWSKI,GER,5.0,7.766,0.0,12.766,2023,qual
14.0,Sabrina MANECA VOINEA,ROU,5.3,5.633,0.0,10.933,2023,qual
90.0,Sabrina MANECA VOINEA,ROU,4.7,5.933,0.0,10.633,2023,qual
8.0,Jea MARACHA,WAL,4.6,7.8,0.0,12.4,2022,AAfinal
18.0,Jea MARACHA,WAL,4.6,7.15,0.0,11.75,2022,qual
12.0,Jea Brittany MARACHA,GBR,4.5,7.55,0.0,12.05,2022,qual
25.0,Jea Brittany MARACHA,GBR,4.2,6.85,0.0,11.05,2023,qual
138.0,Konstantina MARAGKOU,GRE,3.5,6.2,0.0,9.7,2022,qual
89.0,Konstantina MARAGKOU,GRE,4.5,5.933,0.0,10.433,2022,qual
118.0,Antonia MARIHUAN,CHI,4.6,6.233,0.0,10.833,2022,qual
74.0,Lucie MARIKOVA,CZE,4.2,6.933,0.0,11.133,2022,qual
36.0,Madeleine MARSHALL,GBR,3.0,7.6,0.0,10.6,2022,qual
23.0,Getsemary MARTINEZ,VEN,2.4,8.2,0.0,10.6,2023,qual
60.0,Filipa MARTINS,POR,5.3,6.633,0.3,11.633,2022,qual
8.0,Filipa MARTINS,POR,5.2,7.7,0.0,12.9,2023,final
8.0,Filipa MARTINS,POR,5.3,7.633,0.0,12.933,2023,qual
17.0,Filipa MARTINS,POR,4.8,6.766,0.0,11.566,2023,qual
61.0,Filipa MARTINS,POR,5.5,6.533,0.0,12.033,2023,qual
18.0,Laia MASFERRER,ESP,4.6,6.7,0.0,11.3,2023,qual
7.0,Nola MATTHEWS,USA,5.6,8.05,0.0,13.65,2023,qual
33.0,China MATTIS,JAM,2.1,4.95,0.0,7.05,2023,qual
1.0,Tyesha MATTIS,JAM,5.1,7.75,0.0,12.85,2023,AAfinal
3.0,Tyesha MATTIS,JAM,5.1,7.65,0.0,12.75,2023,final
5.0,Tyesha MATTIS,JAM,5.1,7.65,0.0,12.75,2023,qual
119.0,Greta MAYER,HUN,4.2,6.6,0.0,10.8,2022,qual
61.0,Greta MAYER,HUN,3.9,7.7,0.0,11.6,2022,qual
101.0,Greta MAYER,HUN,4.0,6.166,0.0,10.166,2023,qual
6.0,Kate MCDONALD,AUS,4.6,6.5,0.0,11.1,2023,final
3.0,Kate MCDONALD,AUS,5.6,8.4,0.0,14.0,2023,qual
63.0,Abby MEADOW,GBR,2.2,6.75,4.0,4.95,2022,qual
15.0,Lorena MEDINA COBOS,ESP,5.2,7.1,0.0,12.3,2023,qual
6.0,Lorena MEDINA COBOS,ESP,5.2,7.366,0.0,12.566,2023,AAfinal
74.0,Ana Karina MENDEZ,PER,4.7,7.566,0.0,12.266,2022,qual
111.0,Maria MENEZES,POR,4.5,4.966,0.0,9.466,2023,qual
20.0,Angelica MESA,COL,4.4,6.85,0.0,11.25,2023,qual
92.0,Athanasia MESIRI,GRE,4.1,6.4,0.0,10.5,2023,qual
91.0,Meline MESROPIAN,ARG,5.0,6.766,0.0,11.766,2022,qual
7.0,Sofia MICALLEF,GBR,4.6,7.3,0.0,11.9,2023,final
8.0,Sofia MICALLEF,GBR,4.6,7.8,0.0,12.4,2023,qual
19.0,Sofia MICALLEF,WAL,4.3,7.4,0.0,11.7,2022,qual
31.0,Silane MIELLE,FRA,5.2,7.566,0.0,12.766,2023,qual
33.0,Silane MIELLE,FRA,5.2,6.6,0.0,11.8,2023,qual
1.0,Zoe MILLER,USA,6.4,8.233,0.0,14.633,2023,final
1.0,Zoe MILLER,USA,6.4,8.45,0.0,14.85,2023,qual
19.0,Vasiliki MILLOUSI,GRE,4.0,7.466,0.0,11.466,2023,qual
84.0,Vasiliki MILLOUSI,GRE,4.6,6.433,0.0,11.033,2023,qual
121.0,Milana MINAKOVSKAYA,AZE,4.0,6.766,0.0,10.766,2022,qual
101.0,Milana MINAKOVSKAYA,AZE,4.2,5.766,0.0,9.966,2022,qual
39.0,Paloma MINTCHEVA,BUL,4.9,7.666,0.0,12.566,2023,qual
19.0,Shoko MIYATA,JPN,5.5,7.366,0.0,12.866,2022,AAfinal
65.0,Shoko MIYATA,JPN,5.6,6.966,0.0,12.566,2022,qual
6.0,Shoko MIYATA,JPN,5.3,8.0,0.0,13.3,2023,qual
9.0,Shoko MIYATA,JPN,5.1,6.933,0.0,12.033,2023,AAfinal
100.0,Alissa MOERZ,AUT,4.7,6.766,0.0,11.466,2022,qual
