Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
118.0,Anna GEMZA,POL,4.0,6.0,0.3,9.7,2023,qual
97.0,Valentina GEORGIEVA,BUL,4.8,6.333,0.1,11.033,2022,qual
22.0,Elisabeth GEURTS,NED,5.0,7.1,0.1,12.0,2023,qual
6.0,Amalia GHIGOARTA,ROU,5.1,7.633,0.0,12.733,2023,AAfinal
30.0,Amalia GHIGOARTA,ROU,5.1,7.6,0.3,12.4,2023,qual
32.0,Chiara GIUBELLINI,SUI,5.1,7.733,0.3,12.533,2022,qual
6.0,Chiara GIUBELLINI,SUI,5.0,7.166,0.0,12.166,2023,final
4.0,Chiara GIUBELLINI,SUI,5.0,7.366,0.0,12.366,2023,qual
108.0,Ani GOBADZE,GEO,3.9,6.366,0.1,10.166,2022,qual
36.0,Ani GOBADZE,GEO,3.7,6.366,0.3,9.766,2023,qual
101.0,Ani GOBADZE,GEO,4.0,6.933,0.0,10.933,2023,qual
16.0,Georgia GODWIN,AUS,5.5,7.633,0.1,13.033,2022,AAfinal
35.0,Georgia GODWIN,AUS,5.6,7.633,0.3,12.933,2022,qual
3.0,Georgia GODWIN,AUS,5.2,7.75,0.0,12.95,2022,AAfinal
8.0,Georgia GODWIN,AUS,5.2,7.55,0.1,12.65,2022,qual
18.0,Eilidh GORRELL,GBR,4.4,7.65,0.1,11.95,2022,qual
21.0,Eilidh GORRELL,GBR,4.0,7.5,0.0,11.5,2023,qual
22.0,Eilidh GORRELL,SCO,4.2,7.5,0.0,11.7,2022,qual
9.0,Alexa GRANDE,ESA,4.4,7.7,0.3,11.8,2023,AAfinal
11.0,Alexa GRANDE,ESA,4.5,7.8,0.3,12.0,2023,qual
23.0,Shanna Kae GRANT,GBR,3.9,7.9,0.0,11.8,2022,qual
4.0,Shanna Kae GRANT,GBR,4.8,8.55,0.0,13.35,2023,final
5.0,Shanna Kae GRANT,GBR,4.7,8.25,0.0,12.95,2023,qual
6.0,Elina GRAVIN,SWE,4.3,7.933,0.0,12.233,2023,final
7.0,Elina GRAVIN,SWE,4.2,8.033,0.0,12.233,2023,qual
93.0,Magdalena GRYGIEL,POL,4.1,7.066,0.0,11.166,2023,qual
37.0,Hildur GUDMUNDSDOTTIR,ISL,4.3,7.9,0.0,12.2,2023,qual
94.0,Hildur Maja GUDMUNDSDOTTIR,ISL,4.3,7.733,0.0,12.033,2022,qual
59.0,Hildur Maja GUDMUNDSDOTTIR,ISL,4.2,7.6,0.0,11.8,2022,qual
17.0,Samira Gahramanova,AZE,4.4,7.166,0.0,11.566,2022,qual
10.0,Samira Gahramanova,AZE,4.4,7.033,0.0,11.433,2022,qual
13.0,Samira Gahramanova,AZE,4.4,6.7,0.0,11.1,2022,qual
18.0,Samira Gahramanova,AZE,4.1,6.6,0.0,10.7,2023,qual
3.0,Karis German,USA,5.8,7.45,0.1,13.15,2022,AAfinal
16.0,Ani Gobadze,GEO,4.5,7.266,0.0,11.766,2022,qual
1.0,Georgia Godwin,AUS,5.7,8.133,0.0,13.833,2023,qual
1.0,Georgia Godwin,AUS,5.8,7.7,0.1,13.4,2023,final
1.0,Georgia Godwin,AUS,5.8,7.767,0.0,13.567,2023,final
1.0,Georgia Godwin,AUS,5.8,7.667,0.0,13.467,2023,qual
58.0,Lilli Leanne HABISREUTINGER,SUI,4.5,7.366,0.0,11.866,2022,qual
2.0,Maddison HAJJAR,CAN,4.7,8.133,0.0,12.833,2023,final
3.0,Maddison HAJJAR,CAN,4.7,7.933,0.0,12.633,2023,qual
18.0,Maddison HAJJAR,CAN,4.7,7.55,0.0,12.25,2023,qual
140.0,Selma HALVORSEN,NOR,4.0,6.1,0.0,10.1,2022,qual
31.0,Ameera HARIADI,INA,4.3,6.933,0.1,11.133,2023,qual
19.0,Ameera HARIADI,INA,4.3,7.166,0.0,11.466,2023,qual
8.0,Daria Angelina HARTMANN,SUI,4.6,7.5,0.1,12.0,2023,final
6.0,Daria Angelina HARTMANN,SUI,4.5,7.6,0.0,12.1,2023,qual
36.0,Charlotte HASLER,GBR,4.3,6.3,0.0,10.6,2023,qual
2.0,Chiaki HATAKEDA,JPN,5.1,7.8,0.0,12.9,2023,final
3.0,Chiaki HATAKEDA,JPN,5.1,7.666,0.0,12.766,2023,qual
5.0,Chiaki HATAKEDA,JPN,5.1,7.866,0.0,12.966,2023,qual
37.0,Ada HAUTALA,FIN,5.0,7.9,0.0,12.9,2022,qual
45.0,Ada HAUTALA,FIN,4.4,7.7,0.0,12.1,2022,qual
14.0,Ada HAUTALA,FIN,4.6,7.766,0.0,12.366,2023,qual
39.0,Ada HAUTALA,FIN,4.7,7.466,0.0,12.166,2023,qual
23.0,Carolann HEDUIT,FRA,5.1,6.8,0.0,11.9,2022,AAfinal
26.0,Carolann HEDUIT,FRA,5.3,7.866,0.0,13.166,2022,qual
19.0,Carolann HEDUIT,FRA,5.2,7.666,0.1,12.766,2022,qual
12.0,Carolann HEDUIT,FRA,5.3,7.666,0.0,12.966,2022,TeamFinal
72.0,Jane HEFFERNAN,IRL,4.8,7.2,0.3,11.7,2023,qual
51.0,Tommera HENDRICKS,GBR,4.2,6.6,0.3,10.5,2022,qual
13.0,Tommera HENDRICKS,GBR,4.3,7.65,0.2,11.75,2023,qual
5.0,Hillary HERON,PAN,5.1,7.266,0.0,12.366,2023,final
6.0,Hillary HERON,PAN,5.1,7.2,0.0,12.3,2023,qual
1.0,Hillary HERON SOTO,PAN,5.0,7.95,0.0,12.95,2023,AAfinal
3.0,Hillary HERON SOTO,PAN,5.0,7.85,0.0,12.85,2023,final
3.0,Hillary HERON SOTO,PAN,5.0,8.05,0.0,13.05,2023,qual
16.0,Lana HERRERA,PAN,4.6,7.233,0.0,11.833,2023,qual
4.0,Lana HERRERA RODRIGUEZ,PAN,4.6,8.05,0.0,12.65,2023,final
7.0,Lana HERRERA RODRIGUEZ,PAN,4.6,7.7,0.0,12.3,2023,qual
57.0,Blathnaid HIGGINS,IRL,4.5,7.466,0.1,11.866,2022,qual
100.0,Halle HILTON,IRL,5.0,7.0,0.0,12.0,2022,qual
11.0,Halle HILTON,GBR,4.8,7.7,0.0,12.5,2022,qual
37.0,Halle HILTON,IRL,4.8,7.633,0.0,12.433,2022,qual
6.0,Halle HILTON,IRL,4.9,7.5,0.0,12.4,2023,final
4.0,Halle HILTON,IRL,4.8,7.766,0.0,12.566,2023,qual
62.0,Halle HILTON,IRL,4.6,7.266,0.0,11.866,2023,qual
57.0,Aneta HOLASOVA,CZE,4.9,7.8,0.1,12.6,2022,qual
30.0,Aneta HOLASOVA,CZE,4.9,7.666,0.0,12.566,2022,qual
91.0,Lucija HRIBAR,SLO,4.4,7.7,0.0,12.1,2022,qual
55.0,Lucija HRIBAR,SLO,4.2,7.733,0.0,11.933,2022,qual
15.0,Lucija HRIBAR,SLO,4.7,7.5,0.1,12.1,2023,qual
18.0,Lucija HRIBAR,SLO,4.4,7.9,0.1,12.2,2023,qual
104.0,Lucija HRIBAR,SLO,4.4,6.666,0.3,10.766,2023,qual
129.0,Yi Qin HUANG,TPE,4.6,6.633,0.0,11.233,2022,qual
74.0,Yelyzaveta HUBAREVA,UKR,4.3,7.366,0.1,11.566,2022,qual
11.0,Selma Halvorsen,NOR,4.0,7.266,0.0,11.266,2022,qual
22.0,Selma Halvorsen,none,3.9,7.333,0.0,11.233,2023,qual
12.0,Nisrine Hassanaine,MAR,4.0,6.3,0.0,10.3,2022,qual
13.0,Carolann Heduit,FRA,5.4,6.866,0.0,12.266,2022,qual
9.0,Lucija Hribar,SLO,4.2,7.466,0.0,11.666,2022,qual
4.0,Lucija Hribar,SLO,4.2,7.7,0.0,11.9,2022,qual
8.0,Lucija Hribar,SLO,0.4,8.4,6.5,2.3,2022,final
9.0,Lucija Hribar,SLO,4.2,7.3,0.0,11.5,2022,qual
8.0,Lucija Hribar,SLO,4.3,7.1,0.3,11.1,2022,final
6.0,Elisa Hämmerle,AUT,4.7,7.933,0.1,12.533,2023,qual
7.0,Elisa Hämmerle,AUT,4.4,7.766,0.0,12.166,2023,final
46.0,Rifda IRFANALUTHFI,INA,4.8,7.966,0.0,12.766,2022,qual
11.0,Rifda IRFANALUTHFI,INA,4.8,7.5,0.0,12.3,2023,qual
3.0,Rifda IRFANALUTHFI,INA,4.8,7.833,0.0,12.633,2023,final
4.0,Rifda IRFANALUTHFI,INA,4.8,7.7,0.0,12.5,2023,qual
95.0,Sara JACOBSEN,DEN,4.2,6.966,0.0,11.166,2023,qual
21.0,Andela JAUKOVIC,SRB,4.2,5.6,0.0,9.8,2023,qual
84.0,Natalie JENSEN,DEN,4.4,7.1,0.1,11.4,2023,qual
21.0,Melanie JESUS SANTOS,FRA,5.2,8.166,0.1,13.266,2022,qual
8.0,Shilese JONES,USA,5.5,8.2,0.0,13.7,2022,AAfinal
6.0,Shilese JONES,USA,5.7,8.1,0.0,13.8,2022,qual
25.0,Gulnaz JUMABEKOVA,UZB,4.6,6.966,0.0,11.566,2023,qual
29.0,Gulnaz JUMABEKOVA,UZB,4.4,6.966,0.0,11.366,2023,qual
12.0,Gulnaz JUMABEKOVA,UZB,4.8,6.8,0.0,11.6,2023,qual
29.0,Katrina JUREVICA,LAT,4.3,7.066,0.0,11.366,2023,qual
24.0,Katrina JUREVICA,LAT,4.5,6.7,0.1,11.1,2023,qual
102.0,Katrina JUREVICA,LAT,4.2,6.7,0.0,10.9,2023,qual
5.0,Katelyn Jong,USA,5.5,7.55,0.0,13.05,2022,AAfinal
11.0,Katelyn Jong,USA,5.6,7.1,0.0,12.7,2023,AAfinal
11.0,Gulnaz Jumabekova,UZB,4.5,6.5,0.0,11.0,2022,qual
14.0,Levi Jung-Ruivivar,USA,4.8,7.9,0.2,12.5,2022,AAfinal
19.0,Levi Jung-Ruivivar,USA,5.0,7.1,0.1,12.0,2023,AAfinal
25.0,Julia KACZMAREK,GBR,4.2,7.55,0.0,11.75,2022,qual
95.0,Radoslava KALAMAROVA,SVK,4.2,6.866,0.0,11.066,2022,qual
36.0,Amaya KALUKOTTAGE,SRI,3.5,5.25,0.0,8.75,2022,qual
43.0,Amaya Sithumini KALUKOTTAGE,SRI,2.9,6.366,0.0,9.266,2023,qual
23.0,Annais Ornella KAMANGA,GBR,4.3,7.1,0.0,11.4,2023,qual
9.0,Mari KANTER,NOR,4.5,7.8,0.0,12.3,2023,qual
56.0,Mari KANTER,NOR,4.4,7.533,0.0,11.933,2023,qual
70.0,Yuliia KASIANENKO,UKR,5.2,7.233,0.1,12.333,2022,qual
50.0,Yuliia KASIANENKO,UKR,5.1,7.133,0.2,12.033,2022,qual
138.0,Elvira KATSALI,GRE,4.3,5.9,0.0,10.2,2022,qual
52.0,Elvira KATSALI,GRE,4.4,7.6,0.0,12.0,2022,qual
7.0,Elvira KATSALI,GRE,4.3,7.3,0.0,11.6,2023,final
8.0,Elvira KATSALI,GRE,4.7,7.7,0.0,12.4,2023,qual
81.0,Sevgi KAYISOGLU,TUR,4.6,7.7,0.1,12.2,2022,qual
61.0,Sevgi KAYISOGLU,TUR,4.5,7.3,0.0,11.8,2022,qual
3.0,Sevgi KAYISOGLU,TUR,5.0,7.566,0.0,12.566,2023,final
6.0,Sevgi KAYISOGLU,TUR,4.9,7.6,0.0,12.5,2023,qual
58.0,Sevgi KAYISOGLU,TUR,5.0,7.033,0.1,11.933,2023,qual
10.0,Sevgi KAYISOGLU,TUR,4.7,7.2,0.0,11.9,2023,qual
64.0,Olivia KELLY,BAR,4.9,7.6,0.0,12.5,2022,qual
9.0,Cara KENNEDY,GBR,4.7,7.85,0.0,12.55,2022,qual
8.0,Cara KENNEDY,SCO,4.7,7.5,0.0,12.2,2022,AAfinal
16.0,Cara KENNEDY,SCO,4.7,7.55,0.0,12.25,2022,qual
103.0,Ominakhon KHALILOVA,UZB,4.5,7.366,0.0,11.866,2022,qual
79.0,Selina KICKINGER,AUT,4.4,7.833,0.0,12.233,2022,qual
71.0,Selina KICKINGER,AUT,4.3,7.466,0.1,11.666,2022,qual
23.0,Selina KICKINGER,AUT,4.4,7.233,0.0,11.633,2023,AAfinal
68.0,Selina KICKINGER,AUT,4.4,7.333,0.0,11.733,2023,qual
22.0,Seohyeon KIM,KOR,4.5,7.166,0.0,11.666,2023,qual
82.0,Sara KING,SLO,4.2,7.166,0.0,11.366,2022,qual
19.0,Sara KING,SLO,4.2,7.566,0.0,11.766,2023,qual
9.0,Alice KINSELLA,GBR,5.6,8.033,0.0,13.633,2022,AAfinal
73.0,Alice KINSELLA,GBR,5.4,7.2,0.3,12.3,2022,qual
4.0,Alice KINSELLA,GBR,5.2,8.0,0.0,13.2,2022,final
3.0,Alice KINSELLA,GBR,5.3,7.75,0.0,13.05,2022,qual
7.0,Alice KINSELLA,GBR,5.5,8.033,0.0,13.533,2022,qual
3.0,Alice KINSELLA,GBR,5.5,7.966,0.1,13.366,2022,TeamFinal
1.0,Alice KINSELLA,GBR,5.5,8.4,0.0,13.9,2023,final
1.0,Alice KINSELLA,GBR,5.5,8.2,0.0,13.7,2023,qual
2.0,Alice KINSELLA,GBR,5.6,8.066,0.0,13.666,2023,final
4.0,Alice KINSELLA,GBR,5.5,7.966,0.0,13.466,2023,qual
9.0,Alice KINSELLA,ENG,5.1,6.95,0.0,12.05,2022,AAfinal
1.0,Alice KINSELLA,ENG,5.6,7.766,0.0,13.366,2022,final
1.0,Alice KINSELLA,ENG,5.6,7.85,0.0,13.45,2022,qual
60.0,Christina KIOSI,GRE,4.4,7.4,0.0,11.8,2022,qual
21.0,Christina KIOSI,GRE,4.6,7.4,0.3,11.7,2023,qual
67.0,Christina KIOSI,GRE,4.7,7.066,0.0,11.766,2023,qual
33.0,Anna Lena KOENIG,GER,5.0,8.0,0.0,13.0,2022,qual
5.0,Anna Lena KOENIG,GER,5.0,7.933,0.0,12.933,2023,final
7.0,Anna Lena KOENIG,GER,5.0,8.0,0.0,13.0,2023,qual
24.0,Anna Lena KOENIG,GER,5.0,7.566,0.0,12.566,2023,qual
42.0,Saara Katariina KOKKO,FIN,4.3,6.366,0.3,10.366,2023,qual
1.0,Azuki KOKUFUGATA,JPN,5.2,8.433,0.0,13.633,2023,final
1.0,Azuki KOKUFUGATA,JPN,5.2,8.366,0.0,13.566,2023,qual
21.0,Shante KOTI,RSA,4.3,7.45,0.0,11.75,2022,qual
8.0,Zsofia KOVACS,HUN,5.5,7.033,0.0,12.533,2022,final
9.0,Zsofia KOVACS,HUN,5.6,7.833,0.0,13.433,2022,qual
21.0,Zsofia KOVACS,HUN,5.5,7.2,0.4,12.3,2022,TeamFinal
2.0,Zsofia KOVACS,HUN,5.7,7.566,0.0,13.266,2023,AAfinal
8.0,Zsofia KOVACS,HUN,5.7,7.333,0.3,12.733,2023,final
6.0,Zsofia KOVACS,HUN,5.7,7.566,0.0,13.266,2023,qual
121.0,Marharyta KOZLOVSKA,UKR,4.5,7.233,0.1,11.633,2022,qual
44.0,Margret KRISTINSDOTTIR,ISL,4.3,7.8,0.0,12.1,2023,qual
56.0,Margret Lea KRISTINSDOTTIR,ISL,4.3,7.633,0.0,11.933,2022,qual
26.0,Veronika KRITSKI,GBR,4.4,7.35,0.0,11.75,2022,qual
16.0,Veronika KRITSKI,GBR,4.6,7.1,0.0,11.7,2023,qual
67.0,Carina KROELL,AUT,4.3,7.5,0.1,11.7,2022,qual
69.0,Ilona KRUPA,UKR,4.9,6.833,0.0,11.733,2023,qual
110.0,Nika KUKULJAN FRLETA,CRO,4.9,7.066,0.2,11.766,2022,qual
100.0,Nika KUKULJAN FRLETA,CRO,4.8,6.433,0.4,10.833,2022,qual
119.0,Nika KUKULJAN FRLETA,CRO,4.5,4.866,0.6,8.766,2023,qual
75.0,Emilia KULCZYNSKA,POL,4.4,7.166,0.0,11.566,2022,qual
30.0,Emilia KULCZYNSKA,POL,3.6,6.633,0.3,9.933,2023,qual
37.0,Meta KUNAVER,SLO,3.7,7.233,0.0,10.933,2023,qual
111.0,Meta KUNAVER,SLO,3.7,7.1,0.3,10.5,2023,qual
39.0,Hima KUSUMOTO,JPN,4.7,6.4,0.3,10.8,2023,qual
18.0,Maisa KUUSIKKO,FIN,5.0,7.733,0.0,12.733,2022,AAfinal
32.0,Maisa KUUSIKKO,FIN,5.2,7.866,0.0,13.066,2022,qual
15.0,Maisa KUUSIKKO,FIN,5.2,7.666,0.0,12.866,2022,qual
15.0,Maisa KUUSIKKO,FIN,5.2,7.3,0.2,12.3,2023,AAfinal
32.0,Maisa KUUSIKKO,FIN,5.2,7.266,0.1,12.366,2023,qual
31.0,Vasiliki KYRLIDOU,GRE,4.1,6.333,0.0,10.433,2023,qual
7.0,Mari Kanter,none,4.9,7.633,0.1,12.433,2023,qual
8.0,Mari Kanter,none,4.5,7.566,0.0,12.066,2023,final
13.0,Yuliia Kasianenko,UKR,5.0,6.266,0.1,11.166,2022,qual
15.0,Elvira Katsali,GRE,4.5,6.733,0.4,10.833,2022,qual
9.0,Sevgi Kayisoglu,TUR,4.8,7.666,0.0,12.466,2022,qual
12.0,Medina Kenenbay,KAZ,4.3,6.966,0.0,11.266,2022,qual
15.0,Ominakhon Khalilova,UZB,4.4,7.466,0.0,11.866,2022,qual
8.0,Ominakhon Khalilova,UZB,4.6,7.366,0.0,11.966,2022,qual
5.0,Ominakhon Khalilova,UZB,4.5,7.433,0.0,11.933,2022,final
21.0,Sara King,SLO,4.2,7.1,0.0,11.3,2023,qual
15.0,Saara Kokko,FIN,4.6,7.366,0.0,11.966,2023,qual
12.0,Shanté Koti,RSA,4.4,7.533,0.0,11.933,2023,qual
4.0,Maisa Kuusikko,FIN,5.1,7.5,0.0,12.6,2022,qual
5.0,Maisa Kuusikko,FIN,5.1,7.733,0.0,12.833,2022,final
16.0,Anna-Lena KÖNIG,GE1,5.0,7.35,0.0,12.35,2023,qual
13.0,Pin LAI,TPE,4.6,7.633,0.0,12.233,2023,qual
11.0,Pin LAI,TPE,4.6,7.333,0.0,11.933,2023,AAfinal
60.0,Pin Ju LAI,TPE,4.8,7.766,0.0,12.566,2022,qual
10.0,Pin Ju LAI,TPE,4.7,7.6,0.0,12.3,2023,qual
17.0,Pin Ju LAI,TPE,4.5,7.266,0.1,11.666,2023,qual
17.0,Jenna LALONDE,CAN,4.7,7.5,0.0,12.2,2022,qual
38.0,Isabelle LAMB,GBR,4.0,7.4,0.0,11.4,2022,qual
32.0,Isabelle LAMB,GBR,4.1,7.15,0.3,10.95,2023,qual
13.0,Djenna LAROUI,FRA,5.0,7.866,0.0,12.866,2023,qual
24.0,Djenna LAROUI,FRA,4.8,4.433,0.0,9.233,2023,qual
4.0,Djenna LAROUI,FRA,4.8,8.066,0.2,12.666,2023,final
2.0,Djenna LAROUI,FRA,4.9,8.15,0.0,13.05,2023,qual
24.0,Anna LASHCHEVSKA,UKR,4.9,6.366,0.0,11.266,2023,qual
48.0,Anna LASHCHEVSKA,UKR,4.9,7.166,0.0,12.066,2023,qual
39.0,Alia LEAT,GBR,4.5,6.9,0.0,11.4,2022,qual
5.0,Cassandra LEE,CAN,5.0,7.9,0.0,12.9,2022,final
2.0,Cassandra LEE,CAN,5.0,8.0,0.0,13.0,2022,qual
141.0,Dayeong LEE,KOR,4.5,5.633,0.1,10.033,2022,qual
6.0,Dayeong LEE,KOR,4.9,7.466,0.0,12.36,2023,final
10.0,Dayeong LEE,KOR,5.0,7.7,0.3,12.4,2023,qual
6.0,Dayeong LEE,KOR,4.9,7.333,0.0,12.233,2023,AAfinal
20.0,Yunseo LEE,KOR,5.1,7.5,0.0,12.6,2022,AAfinal
27.0,Yunseo LEE,KOR,5.2,7.9,0.0,13.1,2022,qual
84.0,Madelen LEITNER,NOR,4.0,7.4,0.1,11.3,2022,qual
113.0,Milca LEON,VEN,4.2,7.6,0.1,11.7,2022,qual
14.0,Milca LEON,VEN,4.2,6.85,0.1,10.95,2023,AAfinal
25.0,Milca LEON,VEN,4.2,6.95,0.0,11.15,2023,qual
18.0,Lucy LEWIS,GBR,4.3,7.45,0.1,11.65,2023,qual
28.0,Kaitlyn LIM,SGP,4.1,6.95,0.0,11.05,2022,qual
34.0,Yi LIN,TPE,4.2,7.033,0.1,11.133,2023,qual
29.0,Dixie LINDSAY,GBR,4.3,7.35,0.0,11.65,2022,qual
98.0,Maia LLACER SIRERA,ESP,4.3,7.7,0.0,12.0,2022,qual
8.0,Maia LLACER SIRERA,ESP,4.6,7.133,0.1,11.63,2023,final
8.0,Maia LLACER SIRERA,ESP,4.7,7.833,0.0,12.533,2023,qual
5.0,Maia LLACER SIRERA,ESP,4.7,7.833,0.0,12.533,2023,AAfinal
45.0,Maisie LLOYD JONES,GBR,4.0,6.95,0.0,10.95,2022,qual
31.0,Caitlin LOCHHEAD,GBR,4.5,7.15,0.0,11.65,2022,qual
114.0,Anna LOCMELE,LAT,3.4,6.166,0.1,9.466,2022,qual
22.0,Sara LOIKAS,FIN,3.9,5.733,0.0,9.633,2023,qual
33.0,Sara Sofia LOIKAS,FIN,3.9,7.3,0.0,11.2,2023,qual
21.0,Louise LOPEZ,MEX,4.2,7.2,0.0,11.4,2023,qual
51.0,Cassandra LOUSTALOT,MEX,4.8,7.833,0.0,12.633,2022,qual
4.0,Cassandra LOUSTALOT,MEX,5.0,8.0,0.1,12.9,2023,qual
105.0,Malva LUNDQVIST WINGREN,SWE,4.1,7.733,0.0,11.833,2022,qual
7.0,Huan LUO,CHN,5.0,7.666,0.0,12.666,2023,qual
4.0,Huan LUO,CHN,5.0,7.866,0.0,12.866,2023,AAfinal
1.0,Kaliya Lincoln,USA,5.3,8.3,0.0,13.6,2023,AAfinal
9.0,Eveylynn Lowe,USA,5.4,7.6,0.1,12.9,2023,AAfinal
96.0,Sira MACIAS,ARG,4.5,7.533,0.0,12.033,2022,qual
36.0,Jasmin MADER,AUT,4.7,8.2,0.0,12.9,2022,qual
36.0,Jasmin MADER,AUT,4.7,8.033,0.3,12.433,2022,qual
93.0,Julie MADSOE,NOR,4.6,6.533,0.0,11.133,2022,qual
111.0,Sani MAEKELAE,FIN,4.1,7.633,0.0,11.733,2022,qual
43.0,Sani MAEKELAE,FIN,4.6,7.633,0.0,12.233,2022,qual
4.0,Martina MAGGIO,ITA,5.7,8.166,0.0,13.866,2022,AAfinal
6.0,Martina MAGGIO,ITA,5.6,7.933,0.0,13.533,2022,final
12.0,Martina MAGGIO,ITA,5.7,8.1,0.3,13.5,2022,qual
2.0,Martina MAGGIO,ITA,5.7,8.233,0.0,13.933,2022,final
1.0,Martina MAGGIO,ITA,5.7,8.133,0.0,13.833,2022,qual
1.0,Martina MAGGIO,ITA,5.7,8.033,0.0,13.733,2022,TeamFinal
86.0,Hsiang Han MAI LIU,TPE,5.0,7.266,0.1,12.166,2022,qual
15.0,Luisa MAIA,BRA,4.8,7.55,0.0,12.35,2023,qual
14.0,Lilla MAKAI,HUN,4.4,7.133,0.0,11.533,2023,qual
30.0,Patricie MAKOVICKOVA,CZE,4.7,6.3,0.1,10.9,2023,qual
18.0,Patricie MAKOVICKOVA,CZE,4.3,6.7,0.3,10.7,2023,qual
49.0,Mirtill MAKOVITS,HUN,4.4,7.633,0.0,12.033,2022,qual
22.0,Mirtill MAKOVITS,HUN,4.4,7.433,0.0,11.833,2022,TeamFinal
31.0,Emma MALEWSKI,GE1,4.6,7.15,0.1,11.65,2023,qual
49.0,Emma Leonie MALEWSKI,GER,4.6,8.066,0.0,12.666,2022,qual
35.0,Emma Leonie MALEWSKI,GER,4.5,7.966,0.0,12.466,2022,qual
27.0,Emma Leonie MALEWSKI,GER,4.7,7.833,0.0,12.533,2023,qual
34.0,Veronica MANDRIOTA,ITA,4.8,8.133,0.0,12.933,2022,qual
1.0,Sabrina MANECA VOINEA,ROU,5.7,7.9,0.0,13.6,2023,final
1.0,Sabrina MANECA VOINEA,ROU,5.5,7.766,0.0,13.266,2023,qual
3.0,Sabrina MANECA VOINEA,ROU,5.9,7.666,0.0,13.566,2023,final
2.0,Sabrina MANECA VOINEA,ROU,6.0,7.7,0.0,13.7,2023,qual
59.0,Violet MANSER,GBR,4.1,6.1,0.1,10.1,2022,qual
10.0,Jea MARACHA,WAL,4.4,7.45,0.0,11.85,2022,AAfinal
29.0,Jea MARACHA,WAL,4.4,6.85,0.3,10.95,2022,qual
14.0,Jea Brittany MARACHA,GBR,4.5,7.75,0.0,12.25,2022,qual
34.0,Jea Brittany MARACHA,GBR,4.1,6.75,0.0,10.85,2023,qual
85.0,Konstantina MARAGKOU,GRE,4.1,7.3,0.1,11.3,2022,qual
35.0,Madeleine MARSHALL,GBR,4.4,7.35,0.3,11.45,2022,qual
17.0,Madeleine MARSHALL,NZL,4.6,7.433,0.0,12.033,2023,qual
31.0,Madeleine MARSHALL,NZL,4.1,5.733,0.1,9.733,2023,qual
13.0,Madeleine MARSHALL,NZL,4.0,7.633,0.0,11.633,2023,qual
23.0,Getsemary MARTINEZ,VEN,4.0,7.3,0.0,11.3,2023,qual
89.0,Leila MARTINEZ,ARG,4.3,7.8,0.0,12.1,2022,qual
19.0,Filipa MARTINS,POR,4.8,7.9,0.0,12.7,2023,qual
5.0,Nola MATTHEWS,USA,5.2,7.8,0.1,12.9,2023,qual
19.0,China MATTIS,JAM,3.9,5.95,0.0,9.85,2023,AAfinal
35.0,China MATTIS,JAM,3.4,6.25,0.1,9.55,2023,qual
13.0,Tyesha MATTIS,JAM,4.1,7.0,0.0,11.1,2023,AAfinal
27.0,Tyesha MATTIS,JAM,4.3,6.8,0.3,10.8,2023,qual
40.0,Greta MAYER,HUN,5.0,7.833,0.0,12.833,2022,qual
23.0,Greta MAYER,HUN,4.9,7.8,0.0,12.7,2022,qual
19.0,Greta MAYER,HUN,4.8,7.633,0.0,12.433,2022,TeamFinal
99.0,Greta MAYER,HUN,5.0,6.266,0.3,10.966,2023,qual
23.0,Greta MAYER,HUN,4.7,4.866,0.3,9.266,2023,qual
25.0,Kate MCDONALD,AUS,4.3,7.55,0.0,11.85,2023,qual
49.0,Abby MEADOW,GBR,3.8,7.15,0.3,10.65,2022,qual
53.0,Lorena MEDINA,ESP,4.9,7.4,0.3,12.0,2022,qual
4.0,Lorena MEDINA,ESP,5.0,7.333,0.0,12.333,2023,final
5.0,Lorena MEDINA,ESP,5.0,7.233,0.0,12.233,2023,qual
11.0,Lorena MEDINA COBOS,ESP,4.8,7.6,0.0,12.4,2023,qual
9.0,Lorena MEDINA COBOS,ESP,4.7,7.333,0.0,12.033,2023,AAfinal
112.0,Elena MELKE,LAT,3.1,6.533,0.0,9.633,2022,qual
65.0,Maria MENDES,POR,4.2,7.6,0.1,11.7,2022,qual
120.0,Ana Karina MENDEZ,PER,4.3,7.333,0.0,11.633,2022,qual
81.0,Maria MENEZES,POR,4.5,7.033,0.1,11.433,2023,qual
15.0,Angelica MESA,COL,4.4,7.4,0.0,11.8,2023,qual
49.0,Athanasia MESIRI,GRE,4.6,7.433,0.0,12.033,2023,qual
87.0,Meline MESROPIAN,ARG,4.3,7.833,0.0,12.133,2022,qual
7.0,Sofia MICALLEF,GBR,4.9,7.1,0.0,12.0,2023,final
8.0,Sofia MICALLEF,GBR,4.7,7.85,0.2,12.35,2023,qual
20.0,Sofia MICALLEF,WAL,4.4,7.4,0.0,11.8,2022,qual
29.0,Silane MIELLE,FRA,5.1,7.633,0.3,12.433,2023,qual
1.0,Silane MIELLE,FRA,5.0,7.933,0.0,12.933,2023,final
1.0,Silane MIELLE,FRA,5.1,8.033,0.0,13.133,2023,qual
6.0,Silane MIELLE,FRA,5.1,7.8,0.0,12.9,2023,qual
38.0,Zoe MILLER,USA,5.0,6.25,0.4,10.85,2023,qual
89.0,Milana MINAKOVSKAYA,AZE,4.3,7.8,0.0,12.1,2022,qual
