ID,HouseType,Size,Price,LotSize,Balcony,LivingSpace,NumberRooms,YearBuilt,Locality,PostalCode
4000724332,SINGLE_HOUSE,M,2484300,8340,TRUE,240,8.5,2019,Schaffhausen,8200
4000718761,ROW_HOUSE,M,1087800,181,TRUE,180,9,1987,Kappel SO,4616
4000718294,SINGLE_HOUSE,M,4851000,1191,TRUE,240,8.5,,Egg b. Zürich,8132
4000718136,SINGLE_HOUSE,M,1176000,395,TRUE,230,9.5,1963,Teufenthal AG,5723
4000717741,SINGLE_HOUSE,M,1572900,398,TRUE,140,7.5,1961,Reinach BL,4153
4000715341,SINGLE_HOUSE,M,3528000,,,240,10,2012,Cumbel,7142
4000713270,SINGLE_HOUSE,M,4145400,449,TRUE,280,11.5,1991,Vessy,1234
4000712010,FARM_HOUSE,M,3601500,3406,TRUE,360,13.5,1977,Siegershausen,8573
4000711570,ROW_HOUSE,M,1389150,85,TRUE,190,9.5,1986,Châtel-St-Denis,1618
4000697908,MULTIPLE_DWELLING,M,1212750,224,TRUE,250,10,1932,Muhen,5037
4000636134,SINGLE_HOUSE,M,0,,,,8.5,2024,Sarmenstorf,5614
4000696048,MULTIPLE_DWELLING,M,2675400,968,TRUE,,19,,Giubiasco,6512
4000695732,MULTIPLE_DWELLING,M,8085000,,TRUE,910,,,Kloten,8302
4000695730,MULTIPLE_DWELLING,M,11025000,125,TRUE,810,,1948,Opfikon,8152
4000695726,MULTIPLE_DWELLING,M,33810000,,TRUE,,,,Biasca,6710
4000695724,MULTIPLE_DWELLING,M,8820000,1338,TRUE,2320,,1953,Trimbach,4632
4000695720,MULTIPLE_DWELLING,M,7350000,2238,TRUE,,,1960,Bellach,4512
4000691772,ROW_HOUSE,M,1969800,277,TRUE,190,7.5,2024,Aesch BL,4147
4000687133,SINGLE_HOUSE,M,,541,TRUE,290,7,2026,Bassersdorf,8303
4000678874,SINGLE_HOUSE,M,1984500,1450,TRUE,510,13,,Riva San Vitale,6826
4000676415,SINGLE_HOUSE,M,2719500,935,TRUE,240,8.5,1975,Neerach,8173
4000674139,BIFAMILIAR_HOUSE,M,1852200,184,TRUE,230,11.5,1945,Bremgarten AG,5620
4000437165,SINGLE_HOUSE,S,0,900,,690,17,,Cologny,1223
4000664793,SINGLE_HOUSE,M,1264200,219,,150,7.5,,Peseux,2034
4000663330,BIFAMILIAR_HOUSE,M,1631700,282,TRUE,220,8.5,2011,Flaach,8416
4000659351,MULTIPLE_DWELLING,M,2352000,556,TRUE,,,1836,Olivone,6718
4000655517,VILLA,M,3079650,807,TRUE,280,9,1986,Blonay,1807
4000650071,CHALET,M,,992,TRUE,250,12.5,,Braunwald,8784
4000645048,SINGLE_HOUSE,M,,453,TRUE,380,11.5,2001,Nassenwil,8155
4000643703,SINGLE_HOUSE,M,3660300,1100,TRUE,520,11.5,1967,Döttingen,5312
4000639653,VILLA,M,,1010,TRUE,380,8.5,1983,Origlio,6945
4000639638,BIFAMILIAR_HOUSE,M,1543500,485,TRUE,140,7.5,1964,Pfeffingen,4148
4000636295,BIFAMILIAR_HOUSE,M,2572500,498,TRUE,490,8.5,2024,St. Gallenkappel,8735
4000636278,BIFAMILIAR_HOUSE,M,2337300,481,TRUE,360,8.5,2024,St. Gallenkappel,8735
4000625448,MULTIPLE_DWELLING,M,,493,TRUE,660,37,1900,Scuol,7554
4000625447,SINGLE_HOUSE,M,1617000,517,TRUE,240,8.5,1998,Thayngen,8240
4000616215,MULTIPLE_DWELLING,M,1837500,1033,TRUE,460,17.5,1975,Preonzo,6523
4000530913,SINGLE_HOUSE,S,1749300,,,,9.5,,Gontenschwil,5728
4000616174,BIFAMILIAR_HOUSE,M,1822800,352,TRUE,,9.5,,Müllheim Dorf,8555
4000614433,FARM_HOUSE,M,999600,767,TRUE,300,9,1919,Rebstein,9445
4000612942,ROW_HOUSE,M,1969800,444,TRUE,163,7.5,1958,Riehen,4125
4000611015,SINGLE_HOUSE,M,2028600,636,TRUE,330,9.5,1899,Romanshorn,8590
4000609060,MULTIPLE_DWELLING,M,7056000,863,TRUE,620,,,Uitikon,8142
4000608337,SINGLE_HOUSE,M,,1600,TRUE,880,14,2025,Collonge-Bellerive,1245
4000600613,TERRACE_HOUSE,M,2062410,,TRUE,,8.5,2024,Endingen,5304
4000586665,VILLA,M,21315000,1600,TRUE,1200,19,2010,Brunnen,6440
4000573291,BIFAMILIAR_HOUSE,M,1396500,356,TRUE,160,7,1979,Rorbas,8427
4000571323,SINGLE_HOUSE,M,2234400,768,TRUE,250,9.5,1954,Langnau am Albis,8135
4000564188,VILLA,M,3234000,756,TRUE,400,11,2013,Lumino,6533
4000562670,BIFAMILIAR_HOUSE,M,2623950,185,,220,8.5,2024,Muttenz,4132
4000460348,BIFAMILIAR_HOUSE,M,1837500,341,,190,9.5,2008,Embrach,8424
4000561579,BIFAMILIAR_HOUSE,M,2035950,265,TRUE,230,9,1962,Füllinsdorf,4414
4000558061,BIFAMILIAR_HOUSE,M,2499000,462,TRUE,180,9,1954,Muttenz,4132
4000555940,SINGLE_HOUSE,M,2337300,664,TRUE,250,9.5,1982,Niederrohrdorf,5443
4000554191,SINGLE_HOUSE,M,,,,1470,21,1900,Montreux,1820
4000552404,BIFAMILIAR_HOUSE,M,727650,178,TRUE,148,5.5,1936,Neuhausen am Rheinfall,8212
4000548347,BIFAMILIAR_HOUSE,M,4380600,364,TRUE,270,9.5,,Männedorf,8708
4000546658,VILLA,M,,1800,,1470,22,2025,Cologny,1223
4000545068,VILLA,M,3601500,1033,TRUE,360,9.5,1988,Worb,3076
4000544343,ROW_HOUSE,M,1837500,314,TRUE,230,8.5,1860,Theilingen,8484
4000536819,SINGLE_HOUSE,M,3792600,492,TRUE,360,9.5,,Hettlingen,8442
4000536463,SINGLE_HOUSE,M,,,TRUE,250,8.5,2026,Zunzgen,4455
4000517651,VILLA,M,6468000,1793,TRUE,220,8.5,1960,Ronco sopra Ascona,6622
4000503424,ROW_HOUSE,M,1830150,,TRUE,230,9.5,2024,Schönenbuch,4124
4000299750,SINGLE_HOUSE,S,3028200,,,,,,St. Stephan,3772
4000479928,SINGLE_HOUSE,M,3969000,746,TRUE,290,9.5,1979,Stallikon,8143
4000479865,MULTIPLE_DWELLING,M,13965000,2820,TRUE,2860,,1960,Allschwil,4123
4000477483,VILLA,L,2499000,,,180,8.5,,Lausanne,1012
4000468381,VILLA,M,,2241,TRUE,,17.5,1918,Flawil,9230
4000436672,ROW_HOUSE,L,2572500,,,,,,Dietikon,8953
4000453047,SINGLE_HOUSE,M,,,TRUE,240,8.5,2024,Oberwil BL,4104
4000389429,VILLA,S,,584,TRUE,300,8.5,1974,Yverdon-les-Bains,1400
4000448444,SINGLE_HOUSE,M,2925300,1200,,220,6,1971,Buchillon,1164
4000446101,ROW_HOUSE,M,2197650,304,TRUE,280,9,1994,Pfeffingen,4148
4000432695,SINGLE_HOUSE,M,,267,TRUE,190,8.5,1997,Steffisburg,3612
4000428673,VILLA,M,2719500,1404,TRUE,290,10,1971,Echandens,1026
4000420150,MULTIPLE_DWELLING,M,7203000,1200,TRUE,,,2024,Effingen,5078
4000410777,MULTIPLE_DWELLING,M,,,TRUE,,8.5,1980,Näfels,8752
4000406237,SINGLE_HOUSE,M,2175600,504,,163,5.5,1974,Gordola,6596
4000403509,TERRACE_HOUSE,M,,589,TRUE,340,9.5,1987,Meggen,6045
4000396283,MULTIPLE_DWELLING,M,5365500,490,TRUE,700,,1856,Waldenburg,4437
4000396282,MULTIPLE_DWELLING,M,6174000,314,TRUE,670,,,Liestal,4410
4000396281,MULTIPLE_DWELLING,M,5880000,1345,TRUE,1420,,1964,Küblis,7240
4000396070,MULTIPLE_DWELLING,M,4806900,732,,1290,,1781,Herzogenbuchsee,3360
4000396066,MULTIPLE_DWELLING,M,3645600,886,TRUE,1180,,1961,Le Sentier,1347
4000391026,SINGLE_HOUSE,M,,604,TRUE,172,7.5,1957,Attiswil,4536
4000225159,ROW_HOUSE,S,1543500,392,TRUE,170,7.5,1970,Oberrohrdorf,5452
4000363961,SINGLE_HOUSE,M,1756650,362,TRUE,200,9.5,2024,Meisterschwanden,5616
4000357037,MULTIPLE_DWELLING,M,3306030,712,TRUE,450,18,1930,Baden,5400
4000355583,SINGLE_HOUSE,M,764400,634,TRUE,145,6,1970,Walliswil bei Wangen,3377
4000354662,BIFAMILIAR_HOUSE,M,2425500,356,TRUE,170,7.5,2023,Meisterschwanden,5616
4000354385,SINGLE_HOUSE,M,4042500,622,TRUE,300,9.5,2023,Meisterschwanden,5616
4000354116,SINGLE_HOUSE,M,,1175,TRUE,230,9.5,1936,Braunwald,8784
4000337170,BIFAMILIAR_HOUSE,M,0,176,TRUE,170,8.5,1844,Vella,7144
4000322143,SINGLE_HOUSE,M,,,,240,8.5,,Beringen,8222
4000321856,SINGLE_HOUSE,M,2425500,393,TRUE,310,11,2023,Beringen,8222
4000321827,BIFAMILIAR_HOUSE,M,1822800,367,TRUE,220,8.5,2023,Beringen,8222
4000284024,SINGLE_HOUSE,M,2347590,367,TRUE,250,9.5,2024,Stadel,8174
4000275792,SINGLE_HOUSE,M,2352000,72,TRUE,,14,1985,Brugg AG,5200
4000244571,MULTIPLE_DWELLING,M,,,TRUE,820,22,,Pontresina,7504
4000222824,SINGLE_HOUSE,M,,633,TRUE,250,8.5,1996,Hochfelden,8182
3003557749,ROW_HOUSE,M,1146600,,TRUE,220,8.5,1999,Rebstein,9445
4000205124,VILLA,M,3263400,1097,TRUE,490,10,1985,Hofstetten SO,4114
4000181476,VILLA,M,,1592,TRUE,660,17,1996,Uetikon am See,8707
4000155092,SINGLE_HOUSE,M,2344650,768,TRUE,290,9.5,2007,Untereggen,9033
3003547979,BIFAMILIAR_HOUSE,M,1984500,171,TRUE,170,5.5,2023,Dietlikon,8305
3003539409,MULTIPLE_DWELLING,M,1675800,338,,,,,Klingnau,5313
3003529675,SINGLE_HOUSE,M,1249500,835,TRUE,190,10,1953,Selzach,2545
3003529254,SINGLE_HOUSE,M,2646000,582,TRUE,340,7,1965,Pont-en-Ogoz,1644
3003453178,SINGLE_HOUSE,M,,814,TRUE,410,12.5,2002,Mettmenstetten,8932
3003449222,MULTIPLE_DWELLING,M,1367100,,,,,1911,Novazzano,6883
3003440211,SINGLE_HOUSE,M,2609250,686,TRUE,400,13.5,1900,Dierikon,6036
3003439767,MULTIPLE_DWELLING,M,17640000,291,TRUE,2530,,1964,Biel (BE),2503
3003374002,SINGLE_HOUSE,M,1881600,100,,250,8.5,,Morcote,6922
3003371308,BIFAMILIAR_HOUSE,M,3454500,404,TRUE,290,8.5,2024,Grüt (Gossau ZH),8624
3003366102,MULTIPLE_DWELLING,M,2778300,510,TRUE,410,13.5,1903,Oberwil,4104
3003336848,SINGLE_HOUSE,M,3226650,703,TRUE,280,9.5,2019,Uetliburg,8738
3003296866,VILLA,M,5145000,,TRUE,,8.5,2024,Gentilino,6925
3003243010,VILLA,M,,575,TRUE,470,9.5,,Zürich,8032
3003224738,SINGLE_HOUSE,M,1018710,1135,TRUE,220,7,1967,Movelier,2812
3003071248,SINGLE_HOUSE,S,2087400,1100,TRUE,290,9.5,2007,Le Landeron,2525
3002831361,BIFAMILIAR_HOUSE,M,2572500,200,TRUE,230,8.5,2023,Reinach,4153
3002804818,MULTIPLE_DWELLING,M,,446,TRUE,410,,,Merligen,3658
3002750786,SINGLE_HOUSE,M,4924500,1130,TRUE,460,11.5,2003,Pfeffingen,4148
3002600970,MULTIPLE_DWELLING,M,5365500,1147,TRUE,1420,,1790,Oberkulm,5727
3002569661,VILLA,M,,800,TRUE,440,12.5,2024,Wollerau,8832
3002335393,MULTIPLE_DWELLING,M,926100,898,TRUE,980,37,1889,Walenstadtberg,8881
3002309210,SINGLE_HOUSE,M,2704800,,TRUE,180,8.5,2024,Hombrechtikon,8634
3002152073,SINGLE_HOUSE,L,2160900,508,,230,8.5,2023,Kaisten,5082
3002067765,SINGLE_HOUSE,M,25725000,2834,TRUE,1610,22,2022,Crans-Montana,3963
3002055295,BIFAMILIAR_HOUSE,M,1359750,431,,180,7.5,2023,Thalheim AG,5112
3001989341,CHALET,M,,,TRUE,1320,12.5,,Rougemont,1659
3001909378,VILLA,M,6541500,2100,TRUE,730,18,1930,Jouxtens-Mézery,1008
3000822788,MULTIPLE_DWELLING,S,73500,,TRUE,,,1965,St. Gallen,9000
3001678086,ROW_HOUSE,M,1734600,,TRUE,290,8.5,2023,Näfels,8752
3001118202,CHALET,M,14699980,1691,TRUE,820,13.5,2010,La Brévine,2406
4000726703,ROW_HOUSE,M,1176000,590,TRUE,230,9.5,1992,Rickenbach LU,6221
4000830785,SINGLE_HOUSE,L,801150,2267,,290,11.5,1900,Buix,2925
4000829823,ROW_HOUSE,L,2469600,628,TRUE,200,9.5,1983,Jona,8645
4000829802,MULTIPLE_DWELLING,L,2006550,661,TRUE,410,14,1996,Oberbuchsiten,4625
4000829224,ROW_HOUSE,L,1249500,,FALSE,330,9.5,,Avenches,1580
4000825663,SINGLE_HOUSE,L,1455300,686,,180,8.5,1953,Aarau,5000
4000811567,BIFAMILIAR_HOUSE,L,937860,467,FALSE,140,7.5,1963,Lommiswil,4514
4000795706,BIFAMILIAR_HOUSE,L,1021650,466,,180,,,Chénens,1744
4000795702,BIFAMILIAR_HOUSE,L,1021650,466,,180,,,Chénens,1744
4000761471,SINGLE_HOUSE,L,1021650,105,TRUE,220,9,1900,Zufikon,5621
4000751371,SINGLE_HOUSE,L,2344650,,,190,7.5,2004,Rümlang,8153
4000686714,MULTIPLE_DWELLING,L,0,428,TRUE,200,,1960,Eschenbach SG,8733
4000571320,SINGLE_HOUSE,L,1821330,835,TRUE,270,7,2005,Villars-Burquin,1423
4000226179,SINGLE_HOUSE,L,3013500,839,,270,9,1963,Stallikon,8143
3003501389,MULTIPLE_DWELLING,L,2572500,550,TRUE,460,,1883,Rickenbach LU,6221
4000830817,SINGLE_HOUSE,L,874650,204,FALSE,170,7.5,1960,Krauchthal,3326
4000830816,SINGLE_HOUSE,L,874650,185,FALSE,170,7.5,1960,Krauchthal,3326
4000795708,BIFAMILIAR_HOUSE,L,1903650,367,TRUE,260,9.5,2023,Le Landeron,2525
4000700710,SINGLE_HOUSE,L,2484300,1007,,390,11.5,1984,Sarmenstorf,5614
4000666504,BIFAMILIAR_HOUSE,L,1646400,297,TRUE,250,9.5,2015,Gelterkinden,4460
4000518693,ROW_HOUSE,L,1462650,250,TRUE,240,8.5,1996,Yverdon-les-Bains,1400
4000502731,BIFAMILIAR_HOUSE,L,1249500,153,,190,8.5,1900,Nuglar,4412
4000497566,ROW_HOUSE,L,1749300,364,,180,8.5,1965,Dietikon,8953
4000469948,BIFAMILIAR_HOUSE,L,2425500,354,,250,8.5,1994,Dietikon,8953
4000454177,SINGLE_HOUSE,L,1999200,757,,230,9.5,2004,Dickbuch,8354
4000397042,SINGLE_HOUSE,L,911400,603,,180,9.5,1962,Oberbuchsiten,4625
4000339681,BIFAMILIAR_HOUSE,L,3675000,1713,,430,12.5,1750,Untersiggenthal,5417
4000288556,SINGLE_HOUSE,L,1690500,729,TRUE,540,9.5,1928,Lotzwil,4932
3003485589,SINGLE_HOUSE,L,939330,281,,430,9,1888,Brugg AG,5200
3003446010,BIFAMILIAR_HOUSE,L,1896300,361,TRUE,310,8.5,1991,Niederlenz,5702
4000832968,SINGLE_HOUSE,L,1690500,277,,240,8.5,2024,Berg TG,8572
4000832544,BIFAMILIAR_HOUSE,L,1837500,979,TRUE,150,7.5,1898,Würenlos,5436
4000830814,SINGLE_HOUSE,L,955500,363,FALSE,170,7.5,1960,Krauchthal,3326
4000830784,SINGLE_HOUSE,L,801150,2267,,290,11.5,1900,Buix,2925
4000829218,SINGLE_HOUSE,L,1246560,1066,FALSE,170,8.5,1957,Enggistein,3077
4000828623,ROW_HOUSE,L,952560,,TRUE,170,8.5,,Safnern,2553
4000828560,SINGLE_HOUSE,L,1161300,342,TRUE,,7.5,1963,Bad Zurzach,5330
4000824846,SINGLE_HOUSE,L,1543500,758,TRUE,360,8.5,1923,Monthey,1870
4000816670,BIFAMILIAR_HOUSE,L,1786050,570,TRUE,250,7.5,2025,Thierachern,3634
4000816664,BIFAMILIAR_HOUSE,L,1690500,480,TRUE,250,7.5,2025,Thierachern,3634
4000816649,SINGLE_HOUSE,L,1455300,283,TRUE,290,9.5,1993,Bösingen,3178
4000814886,FARM_HOUSE,L,1205400,1928,TRUE,190,13,1900,Leuggern,5316
4000807058,ROW_HOUSE,L,1396500,,TRUE,240,8.5,2000,Stettlen,3066
4000792243,SINGLE_HOUSE,L,1911000,390,TRUE,300,8.5,1990,Nusshof,4453
4000783332,ROW_HOUSE,L,1014300,,,,8.5,2019,Buchackern,8586
4000781085,SINGLE_HOUSE,L,1396500,752,TRUE,190,8.5,1978,Wilchingen,8217
4000771499,SINGLE_HOUSE,L,882000,545,,170,8.5,1941,Etziken,4554
4000771497,BIFAMILIAR_HOUSE,L,1396500,621,,330,13,1890,Arch,3296
4000771485,SINGLE_HOUSE,L,3660300,404,,220,9.5,1934,Zürich,8041
4000767424,SINGLE_HOUSE,L,2197650,560,TRUE,290,8.5,2012,Bad Ragaz,7310
4000761246,SINGLE_HOUSE,L,1248030,389,TRUE,180,7.5,2013,Egerkingen,4622
4000726656,SINGLE_HOUSE,L,1168650,176,TRUE,200,8.5,2004,Burgdorf,3400
4000713186,BIFAMILIAR_HOUSE,L,2205000,329,TRUE,240,8.5,1993,Lauerz,6424
4000700548,MULTIPLE_DWELLING,L,2491650,1484,TRUE,,,1986,Chénens,1744
4000700547,MULTIPLE_DWELLING,L,2491650,1484,TRUE,,,1986,Chénens,1744
4000699965,ROW_HOUSE,L,1176000,192,TRUE,140,8.5,1969,Aesch BL,4147
4000698103,SINGLE_HOUSE,L,2058000,403,TRUE,290,11.5,1908,Wald ZH,8636
4000698023,SINGLE_HOUSE,L,1984500,1026,,180,7.5,2018,Schleitheim,8226
4000695794,BIFAMILIAR_HOUSE,L,2910600,499,,250,8.5,1984,Hombrechtikon,8634
4000671801,BIFAMILIAR_HOUSE,L,808500,495,,140,8.5,1966,Bannwil,4913
4000671800,BIFAMILIAR_HOUSE,L,1161300,502,TRUE,250,11.5,1963,Bannwil,4913
4000670022,BIFAMILIAR_HOUSE,L,1793400,,TRUE,140,7.5,,Reinach,4153
4000669945,SINGLE_HOUSE,L,3675000,809,TRUE,230,9,1968,Wädenswil,8820
4000666180,SINGLE_HOUSE,L,1323000,506,TRUE,170,8.5,1993,Münchwilen TG,9542
4000660069,ROW_HOUSE,L,1793400,393,TRUE,180,7.5,1997,Ebikon,6030
4000651589,SINGLE_HOUSE,L,4093950,820,,260,8.5,1980,Gockhausen,8044
4000637882,ROW_HOUSE,L,1293600,,,270,8.5,2023,Cressier FR,1785
4000637881,ROW_HOUSE,L,1293600,,,270,8.5,2023,Cressier FR,1785
4000633233,ROW_HOUSE,L,1425900,228,,570,14,1600,Laufenburg,5080
4000633230,ROW_HOUSE,L,1837500,203,TRUE,210,8.5,2006,Worb,3076
4000624770,SINGLE_HOUSE,L,676200,370,,220,9.5,1890,Aarwangen,4912
4000601209,BIFAMILIAR_HOUSE,L,1470000,400,TRUE,140,7.5,1986,Gerolfingen,2575
4000589456,BIFAMILIAR_HOUSE,L,1786050,570,TRUE,250,7.5,2025,Thierachern,3634
4000563563,SINGLE_HOUSE,L,1896300,839,TRUE,300,11,2020,Oberbuchsiten,4625
4000536360,FARM_HOUSE,L,1734600,1469,,360,7,1761,Le Locle,2400
4000535861,ROW_HOUSE,L,1271550,139,FALSE,230,9.5,2004,Lätti,3053
4000502611,SINGLE_HOUSE,L,1911000,541,FALSE,220,8.5,2004,Tschingel ob Gunten,3656
4000486758,SINGLE_HOUSE,L,4336500,535,TRUE,330,9.5,2000,Volketswil,8604
4000478879,BIFAMILIAR_HOUSE,L,1984500,414,TRUE,220,8.5,1985,Killwangen,8956
4000478876,SINGLE_HOUSE,L,1455300,859,,220,11.5,1967,Busswil TG,8371
4000478875,SINGLE_HOUSE,L,3381000,,,250,9.5,,Altendorf,8852
4000478873,BIFAMILIAR_HOUSE,L,1161300,231,TRUE,140,7.5,1923,Bern,3007
4000436683,SINGLE_HOUSE,L,1749300,2007,TRUE,290,11.5,1982,Schleitheim,8226
4000424015,ROW_HOUSE,L,2425500,66,,127,3,1899,Zürich,8003
4000391834,SINGLE_HOUSE,L,1793400,601,,240,9.5,1955,Windisch,5210
4000358170,SINGLE_HOUSE,L,1455300,283,TRUE,290,9.5,1993,Bösingen,3178
4000349260,ROW_HOUSE,L,1014300,,TRUE,220,8.5,1975,Wittnau,5064
4000315456,SINGLE_HOUSE,L,2337300,1901,TRUE,310,9,2000,Kyburg-Buchegg,4586
4000293349,SINGLE_HOUSE,L,1364160,412,TRUE,240,9,2009,Riva San Vitale,6826
4000271672,BIFAMILIAR_HOUSE,L,1161300,,FALSE,190,7.5,,Fribourg,1700
4000271670,BIFAMILIAR_HOUSE,L,1161300,,FALSE,190,7.5,,Fribourg,1700
4000242428,SINGLE_HOUSE,L,2572500,480,TRUE,250,8.5,1999,Erlinsbach,5018
4000226187,SINGLE_HOUSE,L,1896300,828,TRUE,350,9,2001,Brügg BE,2555
4000202098,BIFAMILIAR_HOUSE,L,2646000,773,TRUE,360,9.5,1985,Lausanne 26,1000
4000192352,ROW_HOUSE,L,1176000,186,,157,7.5,1967,Reinach BL,4153
4000164260,SINGLE_HOUSE,L,2058000,2263,,420,14,1898,Lampenberg,4432
4000133341,SINGLE_HOUSE,L,1102500,1469,,146,7.5,1970,Bolken,4556
3003465251,SINGLE_HOUSE,L,1896300,910,TRUE,220,,1981,Tobel-Tägerschen,9555
3003377674,SINGLE_HOUSE,L,1396500,1181,TRUE,290,11.5,1967,Sierre,3960
3002327821,SINGLE_HOUSE,L,2925300,965,,270,11,1989,Kreuzlingen,8280
3001845800,VILLA,L,5292000,1110,TRUE,510,11,2002,Stettfurt,9507
4000830780,BIFAMILIAR_HOUSE,L,2131500,530,TRUE,360,9.5,1978,St-Légier-La Chiésaz,1806
4000830776,BIFAMILIAR_HOUSE,L,3660300,686,TRUE,260,9.5,2001,Vandoeuvres,1253
4000830775,SINGLE_HOUSE,L,1617000,721,TRUE,160,8.5,1984,Thielle,2075
4000829822,BIFAMILIAR_HOUSE,L,1881600,302,TRUE,300,8.5,2004,Weesen,8872
4000829401,SINGLE_HOUSE,L,1455300,,TRUE,250,8.5,1964,Evilard,2533
4000829398,SINGLE_HOUSE,L,1315650,,FALSE,330,11.5,,Grenchen,2540
4000829396,SINGLE_HOUSE,L,1102500,,FALSE,330,9.5,1975,Vauffelin,2537
4000829393,ROW_HOUSE,L,1073100,,TRUE,180,8.5,,Lengnau BE,2543
4000828904,SINGLE_HOUSE,L,1315650,863,TRUE,160,5.5,2008,Büetigen,3263
4000827096,VILLA,L,8232000,,,730,11.5,,Muzzano,6933
4000826381,SINGLE_HOUSE,L,1911000,641,TRUE,170,7.5,1962,Porto Ronco,6613
4000825665,SINGLE_HOUSE,L,2190300,1018,,350,13.5,2013,Villars-Burquin,1423
4000825664,ROW_HOUSE,L,735000,255,,300,8.5,1991,Le Château-de-Ste-Croix,1450
4000825658,ROW_HOUSE,L,3601500,1152,,400,9.5,1987,Coppet,1296
4000825655,SINGLE_HOUSE,L,1896300,1107,,280,11,1890,Tenniken,4456
4000825654,SINGLE_HOUSE,L,1102500,848,,240,9.5,1978,Vionnaz,1895
4000824240,SINGLE_HOUSE,L,1896300,1040,FALSE,260,11.5,1970,Hinterkappelen,3032
4000821770,SINGLE_HOUSE,L,2190300,,TRUE,270,7.5,2020,Lavertezzo,6595
4000817643,ROW_HOUSE,L,1381800,304,TRUE,170,7.5,2012,Sirnach,8370
4000817642,SINGLE_HOUSE,L,1095150,440,TRUE,250,10,1908,Bettwiesen,9553
4000814463,SINGLE_HOUSE,L,2778300,636,FALSE,300,11.5,1915,Grosshöchstetten,3506
4000813707,SINGLE_HOUSE,L,0,1369,,290,9.5,1997,Ropraz,1088
4000813702,ROW_HOUSE,L,1174530,200,,500,9.5,1970,Bad Zurzach,5330
4000813700,SINGLE_HOUSE,L,4189500,420,TRUE,280,11.5,2023,Reinach BL,4153
4000813698,SINGLE_HOUSE,L,1234800,564,TRUE,260,13.5,1938,Niedergösgen,5013
4000813580,SINGLE_HOUSE,L,4704000,1610,TRUE,460,12.5,1977,Affoltern am Albis,8910
4000811637,SINGLE_HOUSE,L,1749300,525,,310,9.5,1833,Maggia,6673
4000811416,BIFAMILIAR_HOUSE,L,2205000,209,TRUE,220,9,1988,Schwyz,6430
4000810957,BIFAMILIAR_HOUSE,L,1989490,321,,200,8.5,2012,Birmenstorf AG,5413
4000810740,SINGLE_HOUSE,L,3160500,2046,TRUE,680,9.5,1981,Vilters,7324
4000808336,BIFAMILIAR_HOUSE,L,1793400,373,,250,11.5,2000,Rothrist,4852
4000808329,SINGLE_HOUSE,L,1396500,800,TRUE,180,7.5,2018,Nax,1973
4000808328,SINGLE_HOUSE,L,1911000,1218,,330,7.5,1988,Carrouge,1084
4000808327,SINGLE_HOUSE,L,1808100,870,TRUE,220,5.5,2009,Vuadens,1628
4000808325,SINGLE_HOUSE,L,4483500,717,,250,8.5,1927,Lausanne,1005
4000808324,SINGLE_HOUSE,L,2521050,542,,200,7.5,1997,Schönenbuch,4124
4000803113,ROW_HOUSE,L,2190300,350,TRUE,290,9.5,2021,Sullens,1036
4000802507,VILLA,L,3351600,768,TRUE,410,14,1860,Arnex-sur-Nyon,1277
4000802442,SINGLE_HOUSE,L,2182950,355,,180,7.5,2014,Reute AR,9411
4000802415,SINGLE_HOUSE,L,0,544,TRUE,161,7.5,1982,Altstätten SG,9450
4000802408,SINGLE_HOUSE,L,1462650,505,TRUE,230,7.5,1986,Walzenhausen,9428
4000802389,BIFAMILIAR_HOUSE,L,573300,678,FALSE,,7,1750,Reutigen,3647
4000835335,SINGLE_HOUSE,L,1653750,768,,360,9.5,1991,Vétroz,1963
4000798826,SINGLE_HOUSE,L,1749300,502,FALSE,240,11.5,1946,Luterbach,4542
4000798740,MULTIPLE_DWELLING,L,1392090,898,FALSE,,,1958,Erlenbach im Simmental,3762
4000797998,SINGLE_HOUSE,L,2307900,837,TRUE,350,7,2021,Les Paccots,1619
4000796448,ROW_HOUSE,L,2388750,172,,230,8.5,,Wiesendangen,8542
4000796447,ROW_HOUSE,L,2388750,,,,8.5,,Wiesendangen,8542
4000796432,SINGLE_HOUSE,L,0,606,,360,9.5,1960,Widnau,9443
4000796049,SINGLE_HOUSE,L,1837500,595,,220,9.5,1961,Herisau,9100
4000795707,BIFAMILIAR_HOUSE,L,1903650,367,TRUE,260,9.5,2023,Le Landeron,2525
4000792682,BIFAMILIAR_HOUSE,L,1323000,400,TRUE,270,8.5,1987,Port,2562
4000792678,SINGLE_HOUSE,L,2043300,925,,310,,1975,Gränichen,5722
4000788461,SINGLE_HOUSE,L,1793400,848,TRUE,180,7.5,1959,Brissago,6614
4000788211,SINGLE_HOUSE,L,1315650,1140,TRUE,470,11,1950,Le Bry,1645
4000788210,SINGLE_HOUSE,L,955500,96,TRUE,380,9,1935,Bouveret,1897
4000788208,SINGLE_HOUSE,L,1029000,530,TRUE,170,5.5,1953,Grenchen,2540
4000786472,SINGLE_HOUSE,L,2050650,890,TRUE,310,8.5,2018,Aproz (Nendaz),1994
4000782895,BIFAMILIAR_HOUSE,L,999600,624,,390,13,1902,Fleurier,2114
4000782894,SINGLE_HOUSE,L,1425900,795,,730,12.5,1988,Choëx,1871
4000782890,SINGLE_HOUSE,L,1764000,1431,TRUE,250,7.5,1970,Blonay,1807
4000782849,SINGLE_HOUSE,L,1749300,959,,220,9.5,2006,Sévaz,1541
