Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Paulina CAMPOS,MEX,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,2.0,5.5,7.75,0.0,13.25
Paulina CAMPOS,MEX,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,UB,8.0,5.7,5.7,0.0,11.4
Paulina CAMPOS,MEX,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,10.0,5.3,7.3,0.0,12.6
Sabrina CARDERO,CUB,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,32.0,3.5,5.15,0.0,8.65
Jade CAREY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,15.0,5.4,7.766,0.0,13.166
Jade CAREY,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,32.0,5.4,7.933,0.0,13.333
Brisa CARRARO,ARG,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,89.0,4.8,7.033,0.0,11.833
Brisa CARRARO,ARG,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,70.0,4.9,7.6,0.0,12.5
Laura CASABUENA,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,22.0,4.9,7.4,0.0,12.3
Laura CASABUENA,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,60.0,4.9,7.766,0.0,12.666
Laura CASABUENA,ESP,w,2022-08-14,2022 Senior European Championships,qual,UB,23.0,5.2,7.8,0.0,13.0
Laura CASABUENA,ESP,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,20.0,5.2,7.7,0.0,12.9
Laura CASABUENA,ESP,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,44.0,5.0,7.9,0.0,12.9
Laura CASABUENA,ESP,w,2023-02-26,2023 Cottbus World Cup,qual,UB,16.0,5.0,6.633,0.0,11.633
Laura CASABUENA,ESP,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,14.0,5.0,7.9,0.0,12.9
Laura CASABUENA,ESP,w,2023-04-16,2023 Senior European Championships,qual,UB,21.0,5.0,8.133,0.0,13.133
Sofia CASELLA,CHI,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,33.0,3.8,7.266,0.0,11.066
Charlotte CASSIDY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,46.0,4.4,5.6,0.0,10.0
Dulcy CAYLOR,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,16.0,5.0,7.9,0.0,12.9
Dulcy CAYLOR,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,7.0,5.3,8.05,0.0,13.35
Caterina CEREGHETTI,SUI,w,2023-04-16,2023 Senior European Championships,qual,UB,67.0,5.1,6.533,0.0,11.633
Olivia CHAM,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,60.0,3.9,4.85,0.0,8.75
Tzu Ling CHANG,TPE,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,20.0,4.0,7.233,0.0,11.233
Georgia CHARALAMPOUS,CYP,w,2023-04-16,2023 Senior European Championships,qual,UB,86.0,3.6,7.366,0.0,10.966
Lorette CHARPY,FRA,w,2022-04-03,2022 Baku World Cup,final,UB,1.0,5.7,8.166,0.0,13.866
Lorette CHARPY,FRA,w,2022-04-03,2022 Baku World Cup,qual,UB,2.0,5.7,8.033,0.0,13.733
Lorette CHARPY,FRA,w,2022-08-14,2022 Senior European Championships,final,UB,3.0,6.2,7.966,0.0,14.166
Lorette CHARPY,FRA,w,2022-08-14,2022 Senior European Championships,qual,UB,9.0,6.0,7.833,0.0,13.833
Lorette CHARPY,FRA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,14.0,5.6,7.666,0.0,13.266
Lorette CHARPY,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,UB,9.0,6.1,6.833,0.0,12.933
Lorette CHARPY,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,9.0,6.0,8.133,0.0,14.133
Carmina CHAVEZ,ESA,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,25.0,1.3,8.65,0.0,9.95
Yuet Yung CHEONG,SGP,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,34.0,2.8,6.7,0.0,9.5
Jordan CHILES,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,18.0,5.9,8.166,0.0,14.066
Jordan CHILES,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,4.0,5.7,8.2,0.0,13.9
Jordan CHILES,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,6.0,5.6,7.1,0.0,12.7
Jordan CHILES,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,final,UB,7.0,5.2,7.2,0.0,12.4
Jordan CHILES,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,3.0,5.9,8.2,0.0,14.1
Chloe CHO,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,30.0,4.4,6.55,0.0,10.95
Chloe CHO,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,19.0,4.4,7.6,0.0,12.0
Dasol CHOI,KOR,w,2023-08-05,2023 FISU World University Games,qual,UB,44.0,4.2,4.566,0.0,8.766
Norah CHRISTIAN,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,16.0,5.5,7.4,0.0,12.9
Norah CHRISTIAN,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,28.0,4.8,6.4,0.0,11.2
Oksana CHUSOVITINA,UZB,w,2023-04-30,2023 Cairo World Cup,qual,UB,22.0,3.9,7.433,0.0,11.333
Oksana CHUSOVITINA,UZB,w,2023-03-04,2023 Doha World Cup,qual,UB,20.0,3.5,6.666,0.3,9.866
Lou Anne CITHERLET,SUI,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,13.0,4.1,7.366,0.0,11.466
Jerusha CLARKE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,53.0,3.3,6.05,0.0,9.35
Reece COBB,NZL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,88.0,4.2,7.633,0.0,11.833
Reece COBB,NZL,w,2022-02-27,2022 Cottbus World Cup,qual,UB,10.0,4.4,7.366,0.0,11.766
Reece COBB,NZL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,133.0,4.3,6.5,0.0,10.8
Lisa CONRADIE,RSA,w,2023-08-05,2023 FISU World University Games,qual,UB,27.0,3.9,7.0,0.0,10.9
Adriana CONSOLI,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,22.0,4.7,6.05,0.0,10.75
Lilia COSMAN,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,37.0,5.4,7.633,0.0,13.033
Lilia COSMAN,ROU,w,2023-04-16,2023 Senior European Championships,qual,UB,35.0,5.3,7.366,0.0,12.666
Mafalda COSTA,POR,w,2022-08-14,2022 Senior European Championships,qual,UB,114.0,3.3,4.9,0.0,8.2
Mafalda COSTA,POR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,147.0,4.4,5.266,0.0,9.666
Mafalda COSTA,POR,w,2023-03-12,2023 Baku World Cup,qual,UB,30.0,4.1,4.466,0.3,8.266
Mafalda COSTA,POR,w,2023-04-16,2023 Senior European Championships,qual,UB,72.0,4.2,7.233,0.0,11.433
Lara CRNJAC,SLO,w,2023-08-05,2023 FISU World University Games,qual,UB,20.0,4.3,7.533,0.0,11.833
Lara CRNJAC,SLO,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,17.0,3.6,7.733,0.0,11.333
Karen CUBILLOS,COL,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,16.0,4.3,7.45,0.0,11.75
Milagros CURTI RUIZ,ARG,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,104.0,4.3,7.366,0.0,11.666
Milagros CURTI RUIZ,ARG,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,9.0,4.5,7.433,0.0,11.933
Milagros CURTI RUIZ,ARG,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,27.0,4.3,6.9,0.0,11.2
Bettina Lili CZIFRA,HUN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,57.0,5.2,7.533,0.0,12.733
Bettina Lili CZIFRA,HUN,w,2023-04-16,2023 Senior European Championships,qual,UB,42.0,5.1,7.466,0.0,12.566
Alice D AMATO,ITA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,12.0,6.1,7.166,0.0,13.266
Alice D AMATO,ITA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,9.0,6.3,8.1,0.0,14.4
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,final,UB,2.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,UB,1.0,6.2,8.366,0.0,14.566
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,3.0,6.3,8.366,0.0,14.666
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,39.0,5.9,7.133,0.0,13.033
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,final,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,final,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,qual,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,1.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,UB,1.0,6.2,8.3,0.0,14.5
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,UB,8.0,6.0,7.9,0.0,13.9
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,7.0,6.0,8.0,0.0,14.0
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,UB,7.0,6.0,8.166,0.0,14.166
Margaux DANDOIS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,48.0,5.0,7.866,0.0,12.866
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,UB,3.0,5.1,7.733,0.0,12.833
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,UB,3.0,5.1,7.1,0.0,12.2
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,71.0,5.1,7.266,0.0,12.366
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,final,UB,5.0,4.7,6.433,0.0,11.133
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,qual,UB,5.0,4.8,6.8,0.0,11.6
Naveen DARIES,RSA,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,23.0,4.9,5.05,0.0,9.95
Naveen DARIES,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,81.0,4.9,7.266,0.0,12.166
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,5.0,5.1,7.7,0.0,12.8
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,13.0,4.9,7.15,0.0,12.05
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,8.0,4.7,7.05,0.0,11.75
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,5.0,5.0,7.95,0.0,12.95
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,44.0,4.6,4.35,0.0,8.95
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,54.0,4.3,5.05,0.0,9.35
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,UB,109.0,3.4,5.566,0.0,8.966
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,UB,94.0,3.5,6.866,0.0,10.366
Melanie DE JESUS DOS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,21.0,5.3,7.2,0.0,12.5
Natalia DELGADO,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,29.0,2.9,6.85,0.0,9.75
Lara Albertina DEMARSICO,ARG,w,2023-08-05,2023 FISU World University Games,qual,UB,30.0,4.4,6.333,0.0,10.733
Laurie DENOMMEE,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,48.0,4.9,7.966,0.0,12.866
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,7.0,4.9,7.55,0.0,12.45
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,10.0,4.9,7.55,0.0,12.45
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,UB,1.0,4.9,7.8,0.0,12.7
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,final,UB,2.0,4.9,7.133,0.0,12.033
Nina DERWAEL,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,UB,3.0,6.3,8.4,0.0,14.7
Nina DERWAEL,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,2.0,6.3,8.4,0.0,14.7
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,12.0,4.2,7.25,0.0,11.45
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,18.0,4.3,7.05,0.0,11.35
Karelys DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,35.0,4.3,6.7,0.0,11.0
Nicole DIAZ,PUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,120.0,3.9,6.866,0.0,10.766
Stella DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,11.0,4.4,7.25,0.0,11.65
Stella DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,final,UB,6.0,4.4,7.65,0.0,12.05
Stella DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,9.0,4.4,7.95,0.0,12.35
Stella DIAZ MUNIZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,23.0,4.5,5.566,0.0,10.066
Stella DIAZ MUNIZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,42.0,4.8,6.233,0.3,10.733
Kayla DICELLO,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,25.0,5.3,6.9,0.0,12.2
Kayla DICELLO,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,1.0,5.6,8.033,0.0,13.633
Kayla DICELLO,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,4.0,5.6,8.2,0.0,13.8
Evangelina DIMITRIOU,CYP,w,2023-04-16,2023 Senior European Championships,qual,UB,118.0,2.1,5.133,0.0,7.233
Amelia DISIDORE,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,23.0,4.4,5.65,0.0,10.05
Amelia DISIDORE,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,15.0,5.4,7.55,0.0,12.95
Amelia DISIDORE,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,27.0,5.4,5.9,0.0,11.3
Gabby DISIDORE,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,32.0,4.3,5.05,0.0,9.35
Tara DONNELLY,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,35.0,3.4,7.25,0.0,10.65
Tara DONNELLY,IOM,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,13.0,4.1,7.0,0.0,11.1
Tara DONNELLY,IOM,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,25.0,4.1,6.95,0.0,11.05
Geffen DOR,ISR,w,2022-08-14,2022 Senior European Championships,qual,UB,110.0,4.2,4.766,0.0,8.966
Geffen DOR,ISR,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,18.0,3.5,6.466,0.0,9.966
Jessica DOWLING,CAN,w,2022-10-09,2022 Mersin World Challenge Cup,qual,UB,2.0,5.4,7.75,0.0,13.15
Jessica DOWLING,CAN,w,2022-10-09,2022 Mersin World Challenge Cup,final,UB,2.0,5.4,7.95,0.0,13.35
Jessica DOWLING,CAN,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,16.0,5.3,4.733,0.0,10.033
Jessica DOWLING,CAN,w,2023-04-30,2023 Cairo World Cup,final,UB,6.0,5.4,7.333,0.0,12.733
Jessica DOWLING,CAN,w,2023-04-30,2023 Cairo World Cup,qual,UB,6.0,5.4,7.366,0.0,12.766
Jessica DOWLING,CAN,w,2023-05-28,2023 Varna World Challenge Cup,final,UB,8.0,5.5,5.566,0.0,11.066
Jessica DOWLING,CAN,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,6.0,5.4,7.233,0.0,12.633
Rebecca DOWNIE,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,2.0,5.7,7.9,0.0,13.6
Rebecca DOWNIE,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,1.0,5.9,8.45,0.0,14.35
Rebecca DOWNIE,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,1.0,5.9,8.35,0.0,14.25
Rebecca DOWNIE,GBR,w,2023-04-16,2023 Senior European Championships,final,UB,2.0,6.3,7.933,0.0,14.233
Rebecca DOWNIE,GBR,w,2023-04-16,2023 Senior European Championships,qual,UB,4.0,6.3,8.066,0.0,14.366
Skylar DRASER,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,13.0,5.1,7.7,0.0,12.8
Amari DRAYTON,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,20.0,5.0,6.85,0.0,11.85
Eliska DRNCOVA,CZE,w,2023-02-26,2023 Cottbus World Cup,qual,UB,19.0,4.9,6.366,0.0,11.266
Eliska DRNCOVA,CZE,w,2023-04-16,2023 Senior European Championships,qual,UB,47.0,4.9,7.533,0.0,12.433
Siyu DU,CHN,w,2023-08-05,2023 FISU World University Games,final,UB,1.0,5.8,8.033,0.0,13.832999999999998
Siyu DU,CHN,w,2023-08-05,2023 FISU World University Games,qual,UB,1.0,6.2,8.166,0.0,14.366
Lauren DUCAS,CUB,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,18.0,2.3,5.25,0.0,7.55
Lauren DUCAS,CUB,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,31.0,3.6,5.2,0.0,8.8
Jamilia DUFFUS,JAM,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,34.0,3.3,3.75,0.0,7.05
Courtney DUNBAR,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,41.0,1.7,7.6,0.0,9.3
Antonia DUTA,ROU,w,2022-08-14,2022 Senior European Championships,qual,UB,41.0,4.9,7.5,0.0,12.4
Antonia DUTA,ROU,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,17.0,4.7,6.95,0.0,11.65
Amanda EDWARDS,AUS,w,2023-08-05,2023 FISU World University Games,qual,UB,31.0,3.4,7.266,0.0,10.666
Amanda EDWARDS,AUS,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,16.0,3.4,7.6,0.0,11.0
Jordis EICHMAN,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,12.0,5.3,7.6,0.0,12.9
Martina EISENEGGER,SUI,w,2023-04-16,2023 Senior European Championships,qual,UB,65.0,5.0,6.666,0.0,11.666
Darja ELBE,LAT,w,2022-08-14,2022 Senior European Championships,qual,UB,113.0,1.8,6.4,0.0,8.2
None ELPITIYA BADALG D,SRI,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,17.0,4.6,5.9,0.0,10.5
Milka Gehani ELPITIYA BADALGE DONA,SRI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,150.0,4.5,4.633,0.0,9.133
Milka Gehani ELPITIYA BADALGE DONA,SRI,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,14.0,4.8,7.2,0.0,12.0
Sandra ELSADEK,EGY,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,134.0,4.1,6.633,0.0,10.733
Fien ENGHELS,BEL,w,2022-08-14,2022 Senior European Championships,qual,UB,36.0,5.4,7.2,0.0,12.6
Fien ENGHELS,BEL,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,22.0,5.5,7.133,0.0,12.633
Fien ENGHELS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,38.0,5.7,7.333,0.0,13.033
Fien ENGHELS,BEL,w,2023-04-16,2023 Senior European Championships,qual,UB,10.0,5.8,8.133,0.0,13.933
Fien ENGHELS,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,UB,3.0,5.5,8.166,0.0,13.666
Fien ENGHELS,BEL,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,4.0,5.4,8.45,0.0,13.85
Dohyun EOM,KOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,42.0,5.5,7.566,0.0,13.066
Dohyun EOM,KOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,33.0,5.5,7.633,0.0,13.133
Julie ERICHSEN,NOR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,84.0,5.3,6.866,0.0,12.166
Julie ERICHSEN,NOR,w,2023-04-30,2023 Cairo World Cup,qual,UB,16.0,5.0,6.766,0.0,11.766
Julie ERICHSEN,NOR,w,2023-02-26,2023 Cottbus World Cup,final,UB,6.0,5.0,7.566,0.0,12.566
Julie ERICHSEN,NOR,w,2023-02-26,2023 Cottbus World Cup,qual,UB,8.0,5.0,7.7,0.0,12.7
Julie ERICHSEN,NOR,w,2023-04-16,2023 Senior European Championships,qual,UB,40.0,5.0,7.566,0.0,12.566
Alva ERIKSSON,SWE,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,84.0,4.7,7.333,0.0,12.033
Alva ERIKSSON,SWE,w,2022-08-14,2022 Senior European Championships,qual,UB,52.0,4.4,7.533,0.0,11.933
Alva ERIKSSON,SWE,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,87.0,4.8,7.233,0.0,12.033
Natalia ESCALERA,MEX,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,45.0,5.7,7.266,0.0,12.966
Natalia ESCALERA,MEX,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,4.0,5.7,7.4,0.0,13.1
Natalia ESCALERA,MEX,w,2022-10-02,2022 Szombathely World Challenge Cup,final,UB,4.0,5.7,7.533,0.0,13.233
Natalia ESCALERA,MEX,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,49.0,5.8,7.066,0.0,12.866
Natalia ESCALERA,MEX,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,15.0,5.0,6.0,0.0,11.0
Natalia ESCALERA,MEX,w,2023-06-28,2023 Central American and Caribbean Games,final,UB,5.0,5.8,6.3,0.0,12.1
Natalia ESCALERA,MEX,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,1.0,5.8,7.75,0.0,13.55
Natalia ESCALERA,MEX,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,7.0,5.8,6.8,0.0,12.6
Natalia ESCALERA,MEX,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,12.0,5.7,6.566,0.0,12.266
Ginna ESCOBAR,COL,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,13.0,4.3,7.65,0.0,11.95
Ginna ESCOBAR,COL,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,9.0,4.4,7.4,0.0,11.8
Ginna ESCOBAR,COL,w,2023-06-28,2023 Central American and Caribbean Games,final,UB,8.0,4.4,5.35,0.0,9.75
Ginna ESCOBAR,COL,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,8.0,4.3,8.05,0.0,12.35
Ginna ESCOBAR BETANCUR,COL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,112.0,4.4,7.133,0.0,11.533
Ginna ESCOBAR BETANCUR,COL,w,2023-03-12,2023 Baku World Cup,qual,UB,20.0,4.4,7.066,0.0,11.466
Ginna ESCOBAR BETANCUR,COL,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,21.0,4.4,7.3,0.0,11.7
Manila ESPOSITO,ITA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,19.0,5.7,8.266,0.0,13.966
Manila ESPOSITO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,8.0,5.9,8.266,0.0,14.166
Manila ESPOSITO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,21.0,5.9,7.766,0.0,13.666
Manila ESPOSITO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,17.0,5.5,7.0,0.0,12.5
Manila ESPOSITO,ITA,w,2023-04-16,2023 Senior European Championships,qual,UB,52.0,5.6,6.666,0.0,12.266
Lucila ESTARLI,ARG,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,146.0,4.3,5.633,0.0,9.933
Lucila ESTARLI,ARG,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,31.0,4.3,6.8,0.0,11.1
Ruby EVAN,GBR,w,2023-02-26,2023 Cottbus World Cup,qual,UB,12.0,4.6,7.7,0.0,12.3
Mia EVANS,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,38.0,4.3,6.25,0.0,10.55
Mia EVANS,WAL,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,20.0,4.2,7.4,0.0,11.6
Ruby EVANS,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,10.0,4.6,7.65,0.0,12.25
Amika EVERY,ARU,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,26.0,2.1,7.7,0.0,9.8
Addison FATTA,USA,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,1.0,5.4,8.1,0.0,13.5
Addison FATTA,USA,w,2022-10-02,2022 Szombathely World Challenge Cup,final,UB,3.0,5.4,8.2,0.0,13.6
