Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,final,UB,2.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,UB,1.0,6.2,8.366,0.0,14.566
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,11.0,5.0,8.666,0.0,13.666
Alice D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,VT1,5.0,5.0,9.1,0.0,14.1
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,15.0,5.3,7.866,0.0,13.166
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,48.0,5.2,7.333,0.0,12.533
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,FX,19.0,5.4,7.1,0.0,12.5
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,13.0,5.4,8.1,0.1,13.4
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,3.0,6.3,8.366,0.0,14.666
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,39.0,5.9,7.133,0.0,13.033
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,8.0,5.0,8.933,0.0,13.933
Alice D AMATO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,14.0,5.0,9.0,0.0,14.0
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,final,FX,2.0,5.4,8.1,0.0,13.5
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,FX,2.0,5.4,8.166,0.0,13.566
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,final,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,final,FX,4.0,5.2,8.133,0.2,13.133
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,qual,FX,3.0,5.2,8.266,0.0,13.466
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,final,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,w,2023-02-26,2023 Cottbus World Cup,qual,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,BB,6.0,5.4,7.6,0.0,13.0
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,BB,5.0,5.5,7.8,0.0,13.3
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,BB,6.0,5.3,7.733,0.0,13.033
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,FX,5.0,5.4,7.7,0.0,13.1
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,FX,5.0,5.4,8.033,0.0,13.433
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,FX,5.0,5.4,7.966,0.0,13.366
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,1.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,AAfinal,VT1,4.0,5.0,9.0,0.0,14.0
Alice D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,5.0,5.0,9.0,0.0,14.0
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,BB,3.0,5.4,8.1,0.0,13.5
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,BB,1.0,5.6,8.2,0.0,13.8
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,FX,5.0,5.4,8.166,0.0,13.566
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,FX,2.0,5.4,8.166,0.0,13.566
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,UB,8.0,6.0,7.9,0.0,13.9
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,7.0,6.0,8.0,0.0,14.0
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,final,VT1,2.0,5.0,9.1,0.0,14.1
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,8.0,5.0,8.766,0.0,13.766
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT1,3.0,5.0,8.766,0.0,13.766
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,TeamFinal,VT1,8.0,5.0,8.833,0.0,13.833
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,final,VT2,2.0,4.8,8.533,0.0,13.333
Asia D AMATO,ITA,w,2022-08-14,2022 Senior European Championships,qual,VT2,3.0,4.8,8.8,0.0,13.6
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,BB,1.0,5.5,7.933,0.0,13.433
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,FX,15.0,4.9,7.233,0.3,11.833
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,final,VT1,2.0,5.0,9.1,0.0,14.1
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,VT1,1.0,5.0,9.133,0.0,14.133
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,final,VT2,2.0,4.2,8.9,0.0,13.1
Asia D AMATO,ITA,w,2023-04-30,2023 Cairo World Cup,qual,VT2,1.0,4.8,9.1,0.0,13.9
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,BB,16.0,5.6,6.9,0.0,12.5
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,UB,7.0,6.0,8.166,0.0,14.166
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,VT1,2.0,5.0,9.0,0.0,14.0
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,7.0,5.0,8.933,0.0,13.933
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT1,3.0,5.0,8.933,0.0,13.933
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,final,VT2,2.0,4.8,8.7,0.3,13.2
Asia D AMATO,ITA,w,2023-04-16,2023 Senior European Championships,qual,VT2,3.0,4.2,8.7,0.0,12.9
Farida DABOUR,EGY,w,2023-04-30,2023 Cairo World Cup,qual,VT1,20.0,3.6,8.5,0.0,12.1
Farida DABOUR,EGY,w,2023-04-30,2023 Cairo World Cup,qual,VT2,20.0,3.4,8.533,0.0,11.933
Margaux DANDOIS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,77.0,5.3,6.766,0.0,12.066
Margaux DANDOIS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,45.0,5.1,7.633,0.0,12.733
Margaux DANDOIS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,48.0,5.0,7.866,0.0,12.866
Margaux DANDOIS,BEL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,146.0,3.2,8.6,0.0,11.8
Margaux DANDOIS,BEL,w,2023-04-30,2023 Cairo World Cup,qual,BB,20.0,4.6,6.433,0.0,11.033
Margaux DANDOIS,BEL,w,2023-04-30,2023 Cairo World Cup,qual,FX,12.0,5.0,7.066,0.0,12.066
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,BB,9.0,5.4,6.567,0.0,11.967
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,FX,8.0,4.9,7.367,0.0,12.267
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,FX,3.0,4.9,8.167,0.0,13.067
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,UB,3.0,5.1,7.733,0.0,12.833
Margaux DANDOIS,BEL,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,UB,3.0,5.1,7.1,0.0,12.2
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,114.0,4.8,5.766,0.0,10.566
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,72.0,4.8,7.7,0.2,12.3
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,71.0,5.1,7.266,0.0,12.366
Naveen DARIES,RSA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,90.0,4.2,8.466,0.0,12.666
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,final,BB,5.0,4.5,7.0,0.0,11.5
Naveen DARIES,None,w,2022-03-20,2022 Cairo World Cup,qual,BB,8.0,4.5,7.2,0.0,11.7
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,final,FX,8.0,4.6,7.0,0.0,11.4
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,qual,FX,7.0,4.6,7.5,0.1,12.0
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,final,UB,5.0,4.7,6.433,0.0,11.133
Naveen DARIES,RSA,w,2022-03-20,2022 Cairo World Cup,qual,UB,5.0,4.8,6.8,0.0,11.6
Naveen DARIES,RSA,w,2022-03-29,2022 Varna World Challenge Cup,qual,BB,22.0,4.1,6.5,0.0,10.6
Naveen DARIES,RSA,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,23.0,4.9,5.05,0.0,9.95
Naveen DARIES,RSA,w,2022-03-29,2022 Varna World Challenge Cup,qual,VT1,10.0,4.2,8.75,0.0,12.95
Naveen DARIES,RSA,w,2022-03-29,2022 Varna World Challenge Cup,qual,VT2,10.0,3.8,8.8,0.0,12.6
Naveen DARIES,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,BB,127.0,4.6,6.5,0.0,11.1
Naveen DARIES,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,117.0,4.1,7.633,0.0,11.733
Naveen DARIES,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,81.0,4.9,7.266,0.0,12.166
Naveen DARIES,RSA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,62.0,4.2,8.933,0.0,13.133
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,11.0,4.7,6.7,0.0,11.4
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,27.0,4.8,6.0,0.0,10.8
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,5.0,4.8,7.9,0.0,12.7
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,FX,7.0,4.7,7.8,0.3,12.2
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,FX,10.0,4.8,7.75,0.0,12.55
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,5.0,5.1,7.7,0.0,12.8
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,13.0,4.9,7.15,0.0,12.05
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,7.0,4.2,8.75,0.0,12.95
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,VT2,7.0,3.8,8.6,0.1,12.3
Naveen DARIES,RSA,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,7.0,3.8,8.95,0.0,12.75
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,BB,5.0,5.1,7.55,0.0,12.65
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,6.0,5.1,7.55,0.0,12.65
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,FX,11.0,5.1,7.05,0.1,12.05
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,8.0,4.7,7.05,0.0,11.75
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,5.0,5.0,7.95,0.0,12.95
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT1,10.0,4.2,8.55,0.0,12.75
Grace DAVIES,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT2,10.0,3.8,8.75,0.0,12.55
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,BB,24.0,4.7,6.7,0.0,11.4
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,FX,38.0,4.4,5.9,0.1,10.2
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,44.0,4.6,4.35,0.0,8.95
Mabelle DAWSON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,VT1,36.0,3.6,8.3,0.1,11.8
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,BB,26.0,5.3,5.9,0.0,11.2
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,FX,37.0,5.1,6.65,0.3,11.45
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,54.0,4.3,5.05,0.0,9.35
Jessica DAYKIN,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,VT1,23.0,4.2,8.6,0.0,12.8
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,BB,100.0,4.3,5.8,0.1,10.0
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,FX,105.0,4.1,6.333,0.0,10.433
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,UB,109.0,3.4,5.566,0.0,8.966
Joana DE FREITAS,MON,w,2022-08-14,2022 Senior European Championships,qual,VT1,103.0,3.2,8.466,0.1,11.566
Joana DE FREITAS,MON,w,2023-03-12,2023 Baku World Cup,qual,BB,44.0,3.8,6.2,0.0,10.0
Joana DE FREITAS,MON,w,2023-03-12,2023 Baku World Cup,qual,FX,33.0,4.1,6.666,0.0,10.766
Joana DE FREITAS,MON,w,2023-03-12,2023 Baku World Cup,qual,VT2,22.0,3.2,8.566,0.0,11.766
Joana DE FREITAS,MON,w,2023-02-26,2023 Cottbus World Cup,qual,BB,36.0,4.4,6.533,0.0,10.933
Joana DE FREITAS,MON,w,2023-02-26,2023 Cottbus World Cup,qual,FX,26.0,4.1,6.833,0.0,10.933
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,BB,106.0,3.9,5.4,0.0,9.3
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,FX,83.0,4.1,7.3,0.0,11.4
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,UB,94.0,3.5,6.866,0.0,10.366
Joana DE FREITAS,MON,w,2023-04-16,2023 Senior European Championships,qual,VT1,71.0,4.2,8.566,0.1,12.666
Melanie DE JESUS DOS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,BB,11.0,5.7,7.766,0.0,13.466
Melanie DE JESUS DOS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,FX,3.0,5.6,8.233,0.0,13.833
Melanie DE JESUS DOS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,21.0,5.3,7.2,0.0,12.5
Melanie DE JESUS DOS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,VT,5.0,5.0,9.166,0.1,14.066
Natalia DELGADO,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,13.0,4.5,6.9,0.0,11.4
Natalia DELGADO,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,FX,33.0,4.5,5.65,0.0,10.15
Natalia DELGADO,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,29.0,2.9,6.85,0.0,9.75
Natalia DELGADO,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT1,35.0,3.2,8.3,1.0,10.5
Lara Albertina DEMARSICO,ARG,w,2023-08-05,2023 FISU World University Games,qual,BB,21.0,4.1,7.533,0.0,11.633
Lara Albertina DEMARSICO,ARG,w,2023-08-05,2023 FISU World University Games,qual,FX,28.0,4.1,7.266,0.0,11.366
Lara Albertina DEMARSICO,ARG,w,2023-08-05,2023 FISU World University Games,qual,UB,30.0,4.4,6.333,0.0,10.733
Lara Albertina DEMARSICO,ARG,w,2023-08-05,2023 FISU World University Games,qual,VT1,41.0,3.2,8.466,0.0,11.666
Laurie DENOMMEE,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,22.0,5.3,7.966,0.0,13.266
Laurie DENOMMEE,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,48.0,4.9,7.966,0.0,12.866
Laurie DENOMMEE,CAN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,36.0,4.6,8.8,0.0,13.4
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,BB,14.0,5.0,5.9,0.0,10.9
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,BB,18.0,5.2,6.5,0.0,11.7
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,FX,2.0,5.0,8.15,0.0,13.15
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,FX,7.0,5.0,7.65,0.0,12.65
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,7.0,4.9,7.55,0.0,12.45
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,10.0,4.9,7.55,0.0,12.45
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,VT,6.0,4.6,8.6,0.0,13.2
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,VT2,2.0,4.0,8.9,0.0,12.9
Laurie DENOMMEE,CAN,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,VT2,2.0,4.0,8.9,0.0,12.9
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,BB,11.0,4.9,6.566,0.0,11.466
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,final,FX,3.0,5.0,7.566,0.0,12.566
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,FX,1.0,5.0,7.933,0.0,12.933
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,UB,1.0,4.9,7.8,0.0,12.7
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,final,UB,2.0,4.9,7.133,0.0,12.033
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,final,VT1,3.0,4.0,8.633,0.0,12.633
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,VT1,3.0,4.0,8.6,0.0,12.6
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,qual,VT2,3.0,4.2,8.733,0.0,12.933
Laurie DENOMMÉE,CAN,w,2022-03-20,2022 Cairo World Cup,final,VT2,3.0,4.2,8.866,0.0,13.066
Ana DEREK,CRO,w,2022-08-14,2022 Senior European Championships,qual,BB,20.0,5.4,7.266,0.0,12.666
Ana DEREK,CRO,w,2022-08-14,2022 Senior European Championships,qual,FX,20.0,5.1,7.666,0.0,12.766
Ana DEREK,CRO,w,2022-03-29,2022 Varna World Challenge Cup,final,BB,1.0,5.5,7.8,0.0,13.3
Ana DEREK,CRO,w,2022-03-29,2022 Varna World Challenge Cup,qual,BB,3.0,5.5,7.6,0.0,13.1
Ana DEREK,CRO,w,2022-03-29,2022 Varna World Challenge Cup,final,FX,3.0,5.1,7.8,0.0,12.9
Ana DEREK,CRO,w,2022-03-29,2022 Varna World Challenge Cup,qual,FX,3.0,5.2,7.85,0.0,13.05
Nina DERWAEL,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,29.0,5.4,7.166,0.0,12.566
Nina DERWAEL,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,UB,3.0,6.3,8.4,0.0,14.7
Nina DERWAEL,BEL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,2.0,6.3,8.4,0.0,14.7
Coline DEVILLARD,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,VT1,3.0,5.4,9.1,0.0,14.5
Coline DEVILLARD,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,5.0,5.4,9.033,0.0,14.433
Coline DEVILLARD,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,3.0,5.4,9.033,0.0,14.433
Coline DEVILLARD,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,VT2,3.0,5.0,8.933,0.1,13.833
Coline DEVILLARD,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT2,3.0,5.0,9.166,0.0,14.166
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,FX,104.0,4.5,7.5,0.1,11.9
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT1,9.0,5.4,7.8,0.0,13.2
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,7.0,5.4,9.0,0.0,14.4
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT1,8.0,5.4,9.0,0.0,14.4
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,VT2,9.0,4.2,8.966,0.0,13.166
Coline DEVILLARD,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,VT2,8.0,4.2,8.966,0.0,13.166
Coline DEVILLARD,FRA,w,2023-03-12,2023 Baku World Cup,final,VT1,1.0,5.4,8.933,0.0,14.333
Coline DEVILLARD,FRA,w,2023-03-12,2023 Baku World Cup,qual,VT1,7.0,5.4,7.533,0.3,12.633
Coline DEVILLARD,FRA,w,2023-03-12,2023 Baku World Cup,final,VT2,1.0,4.2,8.833,0.0,13.033
Coline DEVILLARD,FRA,w,2023-03-12,2023 Baku World Cup,qual,VT2,7.0,4.2,8.4,0.0,12.6
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,final,BB,6.0,4.8,7.8,0.0,12.6
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,qual,BB,8.0,5.0,7.9,0.0,12.9
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,final,VT1,1.0,5.4,9.0,0.0,14.4
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,qual,VT1,1.0,5.4,8.533,0.1,13.833
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,final,VT2,1.0,4.2,9.0,0.0,13.2
Coline DEVILLARD,FRA,w,2023-03-04,2023 Doha World Cup,qual,VT2,1.0,4.2,8.766,0.0,12.966
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,qual,BB,18.0,5.1,7.233,0.0,12.333
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,final,VT1,1.0,5.4,8.9,0.0,14.3
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,qual,VT1,1.0,5.4,8.966,0.0,14.366
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,qual,VT1,1.0,5.4,8.966,0.0,14.366
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,final,VT2,1.0,4.2,9.1,0.0,13.3
Coline DEVILLARD,FRA,w,2023-04-16,2023 Senior European Championships,qual,VT2,1.0,4.2,9.166,0.0,13.366
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,BB,14.0,4.4,6.5,0.0,10.9
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,BB,21.0,4.5,6.1,0.0,10.6
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,FX,7.0,4.5,7.6,0.0,12.1
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,final,FX,8.0,4.5,7.5,0.3,11.7
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,FX,10.0,4.6,7.45,0.0,12.05
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,12.0,4.2,7.25,0.0,11.45
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,18.0,4.3,7.05,0.0,11.35
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,VT1,15.0,3.6,8.3,0.0,11.9
Karelys DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,qual,VT1,8.0,4.2,8.65,0.0,12.85
Karelys DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,BB,39.0,4.8,5.1,0.1,9.8
Karelys DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,FX,29.0,4.6,6.966,0.0,11.566
Karelys DIAZ,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,35.0,4.3,6.7,0.0,11.0
Nicole DIAZ,PUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,BB,131.0,4.9,5.266,0.1,10.066
Nicole DIAZ,PUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,FX,106.0,4.4,7.433,0.0,11.833
Nicole DIAZ,PUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,120.0,3.9,6.866,0.0,10.766
Nicole DIAZ,PUR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,VT1,107.0,4.2,8.3,0.1,12.4
Stella DIAZ,PUR,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,BB,18.0,4.4,6.1,0.0,10.5
