Name,Country,Date,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Melanie JESUS SANTOS,FRA,2021-07-25,qual,UE,11.0,6.4,8.166,0.0,14.566
Melanie JESUS SANTOS,FRA,2021-08-01,final,UE,6.0,6.1,7.933,0.0,14.03
Alice KINSELLA,GBR,2021-07-25,qual,BB,63.0,5.5,6.6,0.0,12.1
Alice KINSELLA,GBR,2021-07-25,qual,BB,63.0,5.5,6.6,0.0,12.1
Alice KINSELLA,GBR,2021-07-25,qual,FX,41.0,5.4,7.666,0.3,12.766
Alice KINSELLA,GBR,2021-07-25,qual,FX,41.0,5.4,7.666,0.3,12.766
Alice KINSELLA,GBR,2021-07-25,qual,UE,57.0,5.5,7.133,0.0,12.633
Alice KINSELLA,GBR,2021-07-25,qual,UE,57.0,5.5,7.133,0.0,12.633
Alice KINSELLA,GBR,2021-07-25,qual,VT,35.0,5.4,8.766,0.0,14.166
Zsofia KOVACS,HUN,2021-07-29,final,BB,19.0,5.4,6.7,0.0,12.1
Zsofia KOVACS,HUN,2021-07-25,qual,BB,29.0,5.3,7.833,0.0,13.133
Zsofia KOVACS,HUN,2021-07-25,qual,BB,29.0,5.3,7.833,0.0,13.133
Zsofia KOVACS,HUN,2021-07-29,final,FX,22.0,5.0,7.6,0.0,12.6
Zsofia KOVACS,HUN,2021-07-25,qual,FX,48.0,5.0,7.766,0.1,12.666
Zsofia KOVACS,HUN,2021-07-25,qual,FX,48.0,5.0,7.766,0.1,12.666
Zsofia KOVACS,HUN,2021-07-29,final,UE,9.0,6.3,7.933,0.0,14.233
Zsofia KOVACS,HUN,2021-07-25,qual,UE,14.0,6.3,8.133,0.0,14.433
Zsofia KOVACS,HUN,2021-07-25,qual,UE,14.0,6.3,8.133,0.0,14.433
Zsofia KOVACS,HUN,2021-07-29,final,VT,9.0,5.4,9.1,0.0,14.5
Zsofia KOVACS,HUN,2021-07-25,qual,VT,16.0,5.4,9.1,0.0,14.5
Sunisa LEE,USA,2021-07-29,final,BB,2.0,6.1,7.733,0.0,13.833
Sunisa LEE,USA,2021-07-25,qual,BB,3.0,6.2,8.0,0.0,14.2
Sunisa LEE,USA,2021-07-25,qual,BB,3.0,6.2,8.0,0.0,14.2
Sunisa LEE,USA,2021-08-01,final,BB,5.0,6.4,7.466,0.0,13.86
Sunisa LEE,USA,2021-07-29,final,FX,5.0,5.6,8.1,0.0,13.7
Sunisa LEE,USA,2021-07-25,qual,FX,18.0,5.6,7.833,0.0,13.433
Sunisa LEE,USA,2021-07-25,qual,FX,18.0,5.6,7.833,0.0,13.433
Sunisa LEE,USA,2021-07-29,final,UE,1.0,6.8,8.5,0.0,15.3
Sunisa LEE,USA,2021-07-25,qual,UE,2.0,6.6,8.6,0.0,15.2
Sunisa LEE,USA,2021-07-25,qual,UE,2.0,6.6,8.6,0.0,15.2
Sunisa LEE,USA,2021-08-01,final,UE,3.0,6.2,8.3,0.0,14.5
Sunisa LEE,USA,2021-07-29,final,VT,5.0,5.4,9.2,0.0,14.6
Sunisa LEE,USA,2021-07-25,qual,VT,24.0,5.4,8.933,0.0,14.333
Yunseo LEE,KOR,2021-07-29,final,BB,24.0,4.7,6.566,0.0,11.266
Yunseo LEE,KOR,2021-07-25,qual,BB,42.0,5.5,7.341,0.0,12.841
Yunseo LEE,KOR,2021-07-25,qual,BB,42.0,5.5,7.341,0.0,12.841
Yunseo LEE,KOR,2021-07-29,final,FX,20.0,5.2,7.466,0.0,12.666
Yunseo LEE,KOR,2021-07-25,qual,FX,30.0,5.2,7.766,0.0,12.966
Yunseo LEE,KOR,2021-07-25,qual,FX,30.0,5.2,7.766,0.0,12.966
Yunseo LEE,KOR,2021-07-29,final,UE,7.0,6.3,8.0,0.0,14.3
Yunseo LEE,KOR,2021-07-25,qual,UE,16.0,6.3,8.033,0.0,14.333
Yunseo LEE,KOR,2021-07-25,qual,UE,16.0,6.3,8.033,0.0,14.333
Yunseo LEE,KOR,2021-07-29,final,VT,22.0,4.6,8.8,0.0,13.4
Yunseo LEE,KOR,2021-07-25,qual,VT,61.0,4.6,8.8,0.0,13.4
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,BB,13.0,5.6,8.266,0.0,13.866
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,BB,13.0,5.6,8.266,0.0,13.866
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,FX,6.0,5.6,8.4,0.0,14.0
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,FX,6.0,5.6,8.4,0.0,14.0
Viktoriia LISTUNOVA,ROC,2021-08-01,final,FX,8.0,5.2,7.3,0.1,12.4
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,UE,6.0,6.4,8.366,0.0,14.766
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,UE,6.0,6.4,8.366,0.0,14.766
Viktoriia LISTUNOVA,ROC,2021-07-25,qual,VT,26.0,5.4,8.9,0.0,14.3
Yufei LU,CHN,2021-07-29,final,BB,7.0,5.8,7.333,0.0,13.133
Yufei LU,CHN,2021-07-25,qual,BB,5.0,6.0,8.1,0.0,14.1
Yufei LU,CHN,2021-07-25,qual,BB,5.0,6.0,8.1,0.0,14.1
Yufei LU,CHN,2021-07-29,final,FX,19.0,5.0,7.833,0.0,12.833
Yufei LU,CHN,2021-07-25,qual,FX,48.0,5.0,7.766,0.1,12.666
Yufei LU,CHN,2021-07-25,qual,FX,48.0,5.0,7.766,0.1,12.666
Yufei LU,CHN,2021-07-29,final,UE,17.0,6.0,7.333,0.0,13.333
Yufei LU,CHN,2021-07-25,qual,UE,7.0,6.2,8.5,0.0,14.7
Yufei LU,CHN,2021-07-25,qual,UE,7.0,6.2,8.5,0.0,14.7
Yufei LU,CHN,2021-08-01,final,UE,4.0,6.0,8.4,0.0,14.4
Yufei LU,CHN,2021-07-29,final,VT,20.0,4.8,8.7,0.0,13.5
Yufei LU,CHN,2021-07-25,qual,VT,50.0,4.8,8.8,0.0,13.6
Martina MAGGIO,ITA,2021-07-29,final,BB,8.0,5.0,8.066,0.0,13.066
Martina MAGGIO,ITA,2021-07-25,qual,BB,31.0,5.0,8.066,0.0,13.066
Martina MAGGIO,ITA,2021-07-25,qual,BB,31.0,5.0,8.066,0.0,13.066
Martina MAGGIO,ITA,2021-07-29,final,FX,16.0,5.0,8.0,0.0,13.0
Martina MAGGIO,ITA,2021-07-25,qual,FX,45.0,4.9,7.8,0.0,12.7
Martina MAGGIO,ITA,2021-07-25,qual,FX,45.0,4.9,7.8,0.1,12.7
Martina MAGGIO,ITA,2021-07-29,final,UE,22.0,5.5,6.966,0.0,12.466
Martina MAGGIO,ITA,2021-07-25,qual,UE,30.0,5.9,7.8,0.0,13.7
Martina MAGGIO,ITA,2021-07-25,qual,UE,30.0,5.9,7.8,0.0,13.7
Martina MAGGIO,ITA,2021-07-29,final,VT,18.0,5.0,9.033,0.0,14.033
Martina MAGGIO,ITA,2021-07-25,qual,VT,38.0,5.0,9.1,0.0,14.1
Abigail MAGISTRATI,ARG,2021-07-25,qual,BB,81.0,4.9,6.333,0.0,11.233
Abigail MAGISTRATI,ARG,2021-07-25,qual,BB,81.0,4.9,6.333,0.0,11.233
Abigail MAGISTRATI,ARG,2021-07-25,qual,FX,67.0,4.5,7.633,0.0,12.133
Abigail MAGISTRATI,ARG,2021-07-25,qual,FX,67.0,4.5,7.633,0.0,12.133
Abigail MAGISTRATI,ARG,2021-07-25,qual,UE,79.0,5.0,6.533,0.0,11.533
Abigail MAGISTRATI,ARG,2021-07-25,qual,UE,79.0,5.0,6.533,0.0,11.533
Abigail MAGISTRATI,ARG,2021-07-25,qual,VT,63.0,4.6,8.766,0.0,13.366
Filipa MARTINS,POR,2021-07-25,qual,BB,69.0,5.1,6.866,0.1,11.866
Filipa MARTINS,POR,2021-07-25,qual,BB,69.0,5.1,6.866,0.1,11.866
Filipa MARTINS,POR,2021-07-25,qual,FX,46.0,4.7,7.966,0.0,12.666
Filipa MARTINS,POR,2021-07-25,qual,FX,46.0,4.7,7.966,0.0,12.666
Filipa MARTINS,POR,2021-07-25,qual,UE,17.0,6.0,8.3,0.0,14.3
Filipa MARTINS,POR,2021-07-25,qual,UE,17.0,6.0,8.3,0.0,14.3
Filipa MARTINS,POR,2021-07-25,qual,VT,54.0,4.6,8.866,0.0,13.466
Angelina MELNIKOVA,ROC,2021-07-29,final,BB,4.0,5.4,8.3,0.0,13.7
Angelina MELNIKOVA,ROC,2021-07-25,qual,BB,17.0,5.5,8.233,0.0,13.733
Angelina MELNIKOVA,ROC,2021-07-25,qual,BB,17.0,5.5,8.233,0.0,13.733
Angelina MELNIKOVA,ROC,2021-07-29,final,FX,2.0,5.7,8.266,0.0,13.966
Angelina MELNIKOVA,ROC,2021-07-25,qual,FX,7.0,5.8,8.2,0.0,14.0
Angelina MELNIKOVA,ROC,2021-07-25,qual,FX,7.0,5.8,8.2,0.0,14.0
Angelina MELNIKOVA,ROC,2021-08-01,final,FX,3.0,5.9,8.266,0.0,14.16
Angelina MELNIKOVA,ROC,2021-07-29,final,UE,3.0,6.3,8.6,0.0,14.9
Angelina MELNIKOVA,ROC,2021-07-25,qual,UE,4.0,6.3,8.633,0.0,14.933
Angelina MELNIKOVA,ROC,2021-07-25,qual,UE,4.0,6.3,8.633,0.0,14.933
Angelina MELNIKOVA,ROC,2021-08-01,final,UE,8.0,5.9,7.166,0.0,13.06
Angelina MELNIKOVA,ROC,2021-07-29,final,VT,4.0,5.4,9.233,0.0,14.633
Angelina MELNIKOVA,ROC,2021-07-25,qual,VT,20.0,5.4,9.066,0.0,14.466
Angelina MELNIKOVA,ROC,2021-07-25,qual,VT,9.0,5.4,9.066,0.1,14.466
Angelina MELNIKOVA,ROC,2021-08-01,final,VT,5.0,5.4,9.266,0.0,14.666
Angelina MELNIKOVA,ROC,2021-07-25,qual,VT,9.0,6.0,8.866,0.1,14.766
Angelina MELNIKOVA,ROC,2021-08-01,final,VT,5.0,6.0,8.8,0.1,14.7
Mandy MOHAMED,EGY,2021-07-25,qual,BB,82.0,4.5,6.7,0.0,11.2
Mandy MOHAMED,EGY,2021-07-25,qual,BB,82.0,4.5,6.7,0.0,11.2
Mandy MOHAMED,EGY,2021-07-25,qual,FX,38.0,5.1,7.733,0.0,12.833
Mandy MOHAMED,EGY,2021-07-25,qual,FX,38.0,5.1,7.733,0.0,12.833
Mandy MOHAMED,EGY,2021-07-25,qual,UE,73.0,4.6,7.0,0.0,11.6
Mandy MOHAMED,EGY,2021-07-25,qual,UE,73.0,4.6,7.0,0.0,11.6
Mandy MOHAMED,EGY,2021-07-25,qual,VT,67.0,4.6,8.633,0.0,13.233
Barbora MOKOSOVA,SVK,2021-07-25,qual,BB,72.0,4.1,7.6,0.0,11.7
Barbora MOKOSOVA,SVK,2021-07-25,qual,BB,72.0,4.1,7.6,0.0,11.7
Barbora MOKOSOVA,SVK,2021-07-25,qual,FX,37.0,4.8,8.033,0.0,12.833
Barbora MOKOSOVA,SVK,2021-07-25,qual,FX,37.0,4.8,8.033,0.0,12.833
Barbora MOKOSOVA,SVK,2021-07-25,qual,UE,38.0,5.7,7.633,0.0,13.333
Barbora MOKOSOVA,SVK,2021-07-25,qual,UE,38.0,5.7,7.633,0.0,13.333
Barbora MOKOSOVA,SVK,2021-07-25,qual,VT,65.0,4.6,8.733,0.0,13.333
Brooklyn MOORS,CAN,2021-07-29,final,BB,15.0,5.0,7.433,0.0,12.433
Brooklyn MOORS,CAN,2021-07-25,qual,BB,25.0,5.4,7.9,0.0,13.3
Brooklyn MOORS,CAN,2021-07-25,qual,BB,25.0,5.4,7.9,0.0,13.3
Brooklyn MOORS,CAN,2021-07-29,final,FX,8.0,5.2,8.366,0.0,13.566
Brooklyn MOORS,CAN,2021-07-25,qual,FX,15.0,5.1,8.433,0.0,13.533
Brooklyn MOORS,CAN,2021-07-25,qual,FX,15.0,5.1,8.433,0.0,13.533
Brooklyn MOORS,CAN,2021-07-29,final,UE,18.0,5.0,8.0,0.0,13.0
Brooklyn MOORS,CAN,2021-07-25,qual,UE,46.0,5.0,8.0,0.0,13.0
Brooklyn MOORS,CAN,2021-07-25,qual,UE,46.0,5.0,8.0,0.0,13.0
Brooklyn MOORS,CAN,2021-07-29,final,VT,14.0,5.4,8.9,0.0,14.3
Brooklyn MOORS,CAN,2021-07-25,qual,VT,37.0,5.4,8.733,0.0,14.133
Alexa MORENO,MEX,2021-07-25,qual,BB,83.0,5.2,5.966,0.1,11.066
Alexa MORENO,MEX,2021-07-25,qual,BB,83.0,5.2,5.966,0.1,11.066
Alexa MORENO,MEX,2021-07-25,qual,FX,60.0,5.3,7.033,0.0,12.333
Alexa MORENO,MEX,2021-07-25,qual,FX,60.0,5.3,7.033,0.0,12.333
Alexa MORENO,MEX,2021-07-25,qual,UE,59.0,5.2,7.366,0.0,12.566
Alexa MORENO,MEX,2021-07-25,qual,UE,59.0,5.2,7.366,0.0,12.566
Alexa MORENO,MEX,2021-07-25,qual,VT,8.0,5.8,9.033,0.0,14.833
Alexa MORENO,MEX,2021-07-25,qual,VT,8.0,5.8,9.033,0.0,14.833
Alexa MORENO,MEX,2021-08-01,final,VT,4.0,5.8,8.966,0.0,14.766
Alexa MORENO,MEX,2021-07-25,qual,VT,8.0,5.6,8.933,0.1,14.433
Alexa MORENO,MEX,2021-08-01,final,VT,4.0,5.6,9.066,0.0,14.666
Amelie MORGAN,GBR,2021-07-25,qual,BB,34.0,5.5,7.533,0.0,13.033
Amelie MORGAN,GBR,2021-07-25,qual,BB,34.0,5.5,7.533,0.0,13.033
Amelie MORGAN,GBR,2021-07-25,qual,FX,57.0,4.5,7.966,0.0,12.466
Amelie MORGAN,GBR,2021-07-25,qual,FX,57.0,4.5,7.966,0.3,12.466
Amelie MORGAN,GBR,2021-07-25,qual,UE,28.0,5.8,8.033,0.0,13.833
Amelie MORGAN,GBR,2021-07-25,qual,UE,28.0,5.8,8.033,0.0,13.833
Amelie MORGAN,GBR,2021-07-25,qual,VT,43.0,4.6,9.258,0.0,13.858
Lara MORI,ITA,2021-07-25,qual,BB,62.0,5.1,7.033,0.0,12.133
Lara MORI,ITA,2021-07-25,qual,FX,19.0,5.3,8.1,0.0,13.4
Mai MURAKAMI,JPN,2021-07-29,final,BB,3.0,5.8,7.966,0.0,13.766
Mai MURAKAMI,JPN,2021-07-25,qual,BB,21.0,5.7,7.766,0.0,13.466
Mai MURAKAMI,JPN,2021-07-25,qual,BB,21.0,5.7,7.766,0.0,13.466
Mai MURAKAMI,JPN,2021-07-29,final,FX,1.0,5.9,8.1,0.0,14.0
Mai MURAKAMI,JPN,2021-07-25,qual,FX,8.0,5.8,8.133,0.0,13.933
Mai MURAKAMI,JPN,2021-07-25,qual,FX,8.0,5.8,8.133,0.0,13.933
Mai MURAKAMI,JPN,2021-08-01,final,FX,3.0,5.9,8.266,0.0,14.16
Mai MURAKAMI,JPN,2021-07-29,final,UE,12.0,5.9,7.833,0.0,13.733
Mai MURAKAMI,JPN,2021-07-25,qual,UE,64.0,5.4,6.733,0.0,12.133
Mai MURAKAMI,JPN,2021-07-25,qual,UE,64.0,5.4,6.733,0.0,12.133
Mai MURAKAMI,JPN,2021-07-29,final,VT,8.0,5.4,9.133,0.0,14.533
Mai MURAKAMI,JPN,2021-07-25,qual,VT,21.0,5.4,9.033,0.0,14.433
Mai MURAKAMI,JPN,2021-07-25,qual,VT,11.0,5.4,9.033,0.0,14.433
Mai MURAKAMI,JPN,2021-07-25,qual,VT,11.0,5.8,8.7,0.0,14.5
CALLUM Mc,USA,2021-07-25,qual,BB,32.0,5.2,7.866,0.0,13.066
CALLUM Mc,USA,2021-07-25,qual,FX,16.0,5.6,7.966,0.1,13.466
CALLUM Mc,USA,2021-07-25,qual,UE,22.0,5.8,8.3,0.0,14.1
CALLUM Mc,USA,2021-07-25,qual,VT,13.0,5.4,9.133,0.0,14.533
Pranati NAYAK,IND,2021-07-25,qual,BB,89.0,4.5,4.933,0.0,9.433
Pranati NAYAK,IND,2021-07-25,qual,BB,89.0,4.5,4.933,0.0,9.4
Pranati NAYAK,IND,2021-07-25,qual,FX,83.0,4.4,6.233,0.0,10.633
Pranati NAYAK,IND,2021-07-25,qual,FX,83.0,4.4,6.233,0.0,10.633
Pranati NAYAK,IND,2021-07-25,qual,UE,86.0,4.1,4.933,0.0,9.033
Pranati NAYAK,IND,2021-07-25,qual,UE,86.0,4.1,4.933,0.0,9.0
Pranati NAYAK,IND,2021-07-25,qual,VT,58.0,5.0,8.466,0.0,13.466
Marina NEKRASOVA,AZE,2021-07-25,qual,BB,58.0,4.8,7.466,0.0,12.266
Marina NEKRASOVA,AZE,2021-07-25,qual,BB,58.0,4.8,7.466,0.0,12.266
Marina NEKRASOVA,AZE,2021-07-25,qual,FX,71.0,4.3,7.7,0.0,12.0
Marina NEKRASOVA,AZE,2021-07-25,qual,FX,71.0,4.3,7.7,0.1,12.0
Marina NEKRASOVA,AZE,2021-07-25,qual,UE,83.0,4.2,6.633,0.0,10.833
Marina NEKRASOVA,AZE,2021-07-25,qual,UE,83.0,4.2,6.633,0.0,10.833
Marina NEKRASOVA,AZE,2021-07-25,qual,VT,74.0,5.8,7.333,0.0,13.133
Marina NEKRASOVA,AZE,2021-07-25,qual,VT,19.0,5.8,7.333,0.0,13.133
Marina NEKRASOVA,AZE,2021-07-25,qual,VT,19.0,3.7,8.5,0.0,12.2
Shallon OLSEN,CAN,2021-07-25,qual,BB,66.0,5.3,6.766,0.0,12.066
Shallon OLSEN,CAN,2021-07-25,qual,BB,66.0,5.3,6.766,0.0,12.066
Shallon OLSEN,CAN,2021-07-25,qual,FX,29.0,5.4,7.633,0.0,13.033
Shallon OLSEN,CAN,2021-07-25,qual,FX,29.0,5.4,7.633,0.0,13.033
Shallon OLSEN,CAN,2021-07-25,qual,UE,68.0,4.5,7.4,0.0,11.9
Shallon OLSEN,CAN,2021-07-25,qual,UE,68.0,4.5,7.4,0.0,11.9
Shallon OLSEN,CAN,2021-07-25,qual,VT,6.0,6.0,8.966,0.0,14.966
Shallon OLSEN,CAN,2021-07-25,qual,VT,6.0,6.0,8.966,0.0,14.966
Shallon OLSEN,CAN,2021-08-01,final,VT,7.0,6.0,8.7,0.0,14.7
Shallon OLSEN,CAN,2021-07-25,qual,VT,6.0,5.4,9.033,0.0,14.433
Shallon OLSEN,CAN,2021-08-01,final,VT,7.0,5.4,9.0,0.0,14.4
Ariana ORREGO,PER,2021-07-25,qual,BB,65.0,5.2,6.866,0.0,12.066
Ariana ORREGO,PER,2021-07-25,qual,BB,65.0,5.2,6.866,0.0,12.066
Ariana ORREGO,PER,2021-07-25,qual,FX,68.0,4.9,7.466,0.3,12.066
Ariana ORREGO,PER,2021-07-25,qual,FX,68.0,4.9,7.466,0.3,12.066
Ariana ORREGO,PER,2021-07-25,qual,UE,85.0,4.4,5.066,0.0,9.466
Ariana ORREGO,PER,2021-07-25,qual,UE,85.0,4.4,5.066,0.0,9.4
Ariana ORREGO,PER,2021-07-25,qual,VT,59.0,4.6,8.833,0.0,13.433
Yushan OU,CHN,2021-07-25,qual,BB,11.0,5.9,8.033,0.0,13.933
Yushan OU,CHN,2021-07-25,qual,UE,35.0,5.7,7.8,0.0,13.5
Alba PETISCO,ESP,2021-07-25,qual,BB,73.0,5.0,6.7,0.0,11.7
Alba PETISCO,ESP,2021-07-25,qual,BB,73.0,5.0,6.7,0.0,11.7
Alba PETISCO,ESP,2021-07-25,qual,FX,53.0,5.1,7.466,0.0,12.566
Alba PETISCO,ESP,2021-07-25,qual,FX,53.0,5.1,7.466,0.0,12.566
Alba PETISCO,ESP,2021-07-25,qual,UE,51.0,4.9,7.966,0.0,12.866
Alba PETISCO,ESP,2021-07-25,qual,UE,51.0,4.9,7.966,0.0,12.866
Alba PETISCO,ESP,2021-07-25,qual,VT,54.0,4.6,8.866,0.0,13.466
Vera POL,NED,2021-07-25,qual,BB,75.0,4.7,6.9,0.0,11.6
Vera POL,NED,2021-07-25,qual,FX,33.0,4.9,8.0,0.0,12.9
Vera POL,NED,2021-07-25,qual,UE,41.0,5.3,7.833,0.0,13.133
Roxana POPA,ESP,2021-07-29,final,BB,21.0,5.3,6.4,0.0,11.7
Roxana POPA,ESP,2021-07-25,qual,BB,40.0,5.3,7.566,0.0,12.866
Roxana POPA,ESP,2021-07-25,qual,BB,40.0,5.3,7.566,0.0,12.866
Roxana POPA,ESP,2021-07-29,final,FX,14.0,5.4,7.733,0.0,13.133
Roxana POPA,ESP,2021-07-25,qual,FX,55.0,5.2,7.433,0.1,12.533
Roxana POPA,ESP,2021-07-25,qual,FX,55.0,5.2,7.433,0.1,12.533
Roxana POPA,ESP,2021-07-29,final,UE,24.0,5.8,6.3,0.0,12.1
Roxana POPA,ESP,2021-07-25,qual,UE,15.0,6.2,8.2,0.0,14.4
Roxana POPA,ESP,2021-07-25,qual,UE,15.0,6.2,8.2,0.0,14.4
Roxana POPA,ESP,2021-07-29,final,VT,5.0,5.4,9.2,0.0,14.6
Roxana POPA,ESP,2021-07-25,qual,VT,26.0,5.4,8.9,0.0,14.3
Lihie RAZ,ISR,2021-07-25,qual,BB,64.0,5.0,7.066,0.0,12.066
Lihie RAZ,ISR,2021-07-25,qual,BB,64.0,5.0,7.066,0.0,12.066
Lihie RAZ,ISR,2021-07-25,qual,FX,59.0,4.7,7.7,0.0,12.4
Lihie RAZ,ISR,2021-07-25,qual,FX,59.0,4.7,7.7,0.0,12.4
Lihie RAZ,ISR,2021-07-25,qual,UE,70.0,4.7,7.0,0.0,11.7
Lihie RAZ,ISR,2021-07-25,qual,UE,70.0,4.7,7.0,0.0,11.7
Lihie RAZ,ISR,2021-07-25,qual,VT,32.0,5.4,8.833,0.0,14.233
Lihie RAZ,ISR,2021-07-25,qual,VT,15.0,5.4,8.833,0.1,14.233
Lihie RAZ,ISR,2021-07-25,qual,VT,15.0,4.8,8.766,0.0,13.566
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,BB,61.0,4.9,7.3,0.0,12.2
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,BB,61.0,4.9,7.3,0.0,12.2
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,FX,79.0,4.6,7.133,0.1,11.633
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,FX,79.0,4.6,7.133,0.1,11.633
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,UE,39.0,5.5,7.8,0.0,13.3
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,UE,39.0,5.5,7.8,0.0,13.3
Caitlin ROOSKRANTZ,RSA,2021-07-25,qual,VT,78.0,4.6,8.5,0.3,12.8
Raegan RUTTY,CAY,2021-07-25,qual,BB,91.0,3.8,4.483,0.0,8.283
Raegan RUTTY,CAY,2021-07-25,qual,BB,91.0,3.8,4.483,0.0,8.2
Raegan RUTTY,CAY,2021-07-25,qual,FX,82.0,3.8,6.833,0.0,10.633
Raegan RUTTY,CAY,2021-07-25,qual,FX,82.0,3.8,6.833,0.3,10.633
Raegan RUTTY,CAY,2021-07-25,qual,UE,87.0,4.1,4.466,0.0,8.566
Raegan RUTTY,CAY,2021-07-25,qual,UE,87.0,4.1,4.466,0.0,8.5
Raegan RUTTY,CAY,2021-07-25,qual,VT,84.0,3.7,8.433,0.0,12.133
Megan RYAN,IRL,2021-07-25,qual,BB,88.0,5.0,5.466,0.0,10.466
Megan RYAN,IRL,2021-07-25,qual,BB,88.0,5.0,5.466,0.0,10.4
Megan RYAN,IRL,2021-07-25,qual,FX,72.0,4.7,7.6,0.3,12.0
Megan RYAN,IRL,2021-07-25,qual,FX,72.0,4.7,7.6,0.3,12.0
Megan RYAN,IRL,2021-07-25,qual,UE,76.0,4.2,7.333,0.0,11.533
Megan RYAN,IRL,2021-07-25,qual,UE,76.0,4.2,7.333,0.0,11.533
Megan RYAN,IRL,2021-07-25,qual,VT,69.0,4.6,8.6,0.0,13.2
Flavia SARAIVA,BRA,2021-07-25,qual,BB,9.0,5.9,8.066,0.0,13.966
Flavia SARAIVA,BRA,2021-08-01,final,BB,7.0,5.7,7.433,0.0,13.13
Flavia SARAIVA,BRA,2021-07-25,qual,FX,69.0,5.3,6.766,0.3,12.066
Gabriela SASNAL,POL,2021-07-25,qual,BB,54.0,4.6,7.833,0.0,12.433
Gabriela SASNAL,POL,2021-07-25,qual,BB,54.0,4.6,7.833,0.0,12.433
Gabriela SASNAL,POL,2021-07-25,qual,FX,73.0,4.3,7.633,0.0,11.933
Gabriela SASNAL,POL,2021-07-25,qual,FX,73.0,4.3,7.633,0.3,11.933
Gabriela SASNAL,POL,2021-07-25,qual,UE,48.0,5.2,7.766,0.0,12.966
Gabriela SASNAL,POL,2021-07-25,qual,UE,48.0,5.2,7.766,0.0,12.966
Gabriela SASNAL,POL,2021-07-25,qual,VT,50.0,4.8,8.8,0.0,13.6
Gabriela SASNAL,POL,2021-07-25,qual,VT,17.0,4.8,8.8,0.0,13.6
Gabriela SASNAL,POL,2021-07-25,qual,VT,17.0,4.8,8.566,0.0,13.366
Nazli SAVRANBASI,TUR,2021-07-25,qual,BB,85.0,5.0,6.033,0.0,11.033
Nazli SAVRANBASI,TUR,2021-07-25,qual,BB,85.0,5.0,6.033,0.0,11.0
Nazli SAVRANBASI,TUR,2021-07-25,qual,FX,74.0,4.6,7.333,0.0,11.933
Nazli SAVRANBASI,TUR,2021-07-25,qual,FX,74.0,4.6,7.333,0.0,11.933
Nazli SAVRANBASI,TUR,2021-07-25,qual,UE,67.0,5.9,6.033,0.0,11.933
Nazli SAVRANBASI,TUR,2021-07-25,qual,UE,67.0,5.9,6.033,0.0,11.933
Nazli SAVRANBASI,TUR,2021-07-25,qual,VT,77.0,4.2,8.7,0.0,12.9
Pauline SCHAEFER BETZ,GER,2021-07-25,qual,BB,36.0,5.2,7.766,0.0,12.966
Pauline SCHAEFER BETZ,GER,2021-07-25,qual,FX,42.0,4.6,8.133,0.3,12.733
Pauline SCHAEFER BETZ,GER,2021-07-25,qual,UE,66.0,4.9,7.033,0.0,11.933
Pauline SCHAEFER-BETZ,GER,2021-07-25,qual,BB,36.0,5.2,7.766,0.0,12.966
Pauline SCHAEFER-BETZ,GER,2021-07-25,qual,FX,42.0,4.6,8.133,0.0,12.733
Pauline SCHAEFER-BETZ,GER,2021-07-25,qual,UE,66.0,4.9,7.033,0.0,11.933
Pauline SCHAEFER-BETZ,GER,2021-07-25,qual,VT,41.0,5.0,8.933,0.0,13.933
Elisabeth SEITZ,GER,2021-07-29,final,BB,10.0,4.9,8.033,0.0,12.933
Elisabeth SEITZ,GER,2021-07-25,qual,BB,56.0,4.3,8.033,0.0,12.333
Elisabeth SEITZ,GER,2021-07-25,qual,BB,56.0,4.3,8.033,0.0,12.333
Elisabeth SEITZ,GER,2021-07-29,final,FX,23.0,4.8,7.733,0.1,12.433
Elisabeth SEITZ,GER,2021-07-25,qual,FX,31.0,4.8,8.133,0.0,12.933
Elisabeth SEITZ,GER,2021-07-25,qual,FX,31.0,4.8,8.133,0.0,12.933
Elisabeth SEITZ,GER,2021-07-29,final,UE,6.0,6.2,8.3,0.0,14.5
Elisabeth SEITZ,GER,2021-07-25,qual,UE,7.0,6.2,8.5,0.0,14.7
Elisabeth SEITZ,GER,2021-07-25,qual,UE,7.0,6.2,8.5,0.0,14.7
Elisabeth SEITZ,GER,2021-08-01,final,UE,5.0,6.2,8.2,0.0,14.4
Elisabeth SEITZ,GER,2021-07-29,final,VT,17.0,5.4,8.8,0.0,14.2
Elisabeth SEITZ,GER,2021-07-25,qual,VT,30.0,5.4,8.866,0.0,14.266
Zeina SHARAF,EGY,2021-07-25,qual,BB,70.0,5.4,6.466,0.0,11.866
