Name,Country,Competition,Location,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Cheuk Lam Charlie CHAN,HKG,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,12.0,3.6,8.333,0.0,11.933
Cheuk Lam Charlie CHAN,HKG,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,12.0,3.4,8.433,0.0,11.833
Cheuk Lam Charlie CHAN,HKG,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,BB,25.0,4.5,6.766,0.0,11.266
Cheuk Lam Charlie CHAN,HKG,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,FX,28.0,4.2,7.533,0.0,11.733
Cheuk Lam Charlie CHAN,HKG,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,UB,45.0,0.9,7.3,0.0,8.2
Cheuk Lam Charlie CHAN,HKG,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,14.0,3.6,8.6,0.0,12.2
Cheuk Lam Charlie CHAN,HKG,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,14.0,3.4,8.566,0.0,11.966
Tzu Ling CHANG,TPE,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",qual,UB,20.0,4.0,7.233,0.0,11.233
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,"Antalya, Turkey",qual,BB,121.0,4.4,3.2,0.0,7.6
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,"Antalya, Turkey",qual,FX,117.0,3.5,6.366,0.0,9.866
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,"Antalya, Turkey",qual,UB,86.0,3.6,7.366,0.0,10.966
Georgia CHARALAMPOUS,CYP,2023 Senior European Championships,"Antalya, Turkey",qual,VT,115.0,3.8,7.6,0.0,11.4
Lorette CHARPY,FRA,2022 Senior European Championships,"Munich, Germany",final,UB,3.0,6.2,7.966,0.0,14.166
Lorette CHARPY,FRA,2022 Senior European Championships,"Munich, Germany",qual,UB,9.0,6.0,7.833,0.0,13.833
Lorette CHARPY,FRA,2022 Senior European Championships,"Munich, Germany",TeamFinal,UB,14.0,5.6,7.666,0.0,13.266
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,BB,33.0,4.2,4.65,0.0,8.85
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,FX,17.0,3.9,7.75,0.0,11.65
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,UB,25.0,1.3,8.65,0.0,9.95
Carmina CHAVEZ,ESA,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,VT,27.0,3.4,8.5,0.0,11.9
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",final,FX,1.0,5.8,8.25,0.0,14.05
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",qual,FX,2.0,5.6,7.9,0.0,13.5
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",final,UB,5.0,5.8,7.95,0.0,13.75
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",qual,UB,6.0,5.8,7.6,0.0,13.4
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",final,VT,2.0,5.0,9.15,0.0,14.15
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",qual,VT,2.0,5.0,9.1,0.0,14.1
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",qual,VT,2.0,4.8,9.0,0.0,13.8
Jordan CHILES,USA,2022 Paris World Challenge Cup,"Paris, France",final,VT,2.0,4.8,9.1,0.0,13.9
Jordan CHILES,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,BB,13.0,5.6,7.2,0.0,12.8
Jordan CHILES,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,UB,4.0,5.7,8.2,0.0,13.9
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,BB,2.0,5.4,8.066,0.0,13.466
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,BB,7.0,5.2,7.8,0.0,13.0
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,FX,2.0,5.9,7.633,0.0,13.533
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,FX,6.0,6.0,7.3,0.1,13.2
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,UB,6.0,5.6,7.1,0.0,12.7
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",final,UB,7.0,5.2,7.2,0.0,12.4
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,UB,3.0,5.9,8.2,0.0,14.1
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,VT,1.0,5.0,9.3,0.0,14.3
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",final,VT,2.0,5.0,9.4,0.0,14.4
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,VT,2.0,5.0,9.366,0.0,14.366
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",final,VT,2.0,4.8,9.1,0.0,13.9
Jordan CHILES,USA,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,VT,2.0,4.8,9.133,0.1,13.833
Chloe CHO,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,BB,30.0,4.7,5.8,0.0,10.5
Chloe CHO,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,FX,18.0,4.7,7.55,0.0,12.25
Chloe CHO,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,UB,30.0,4.4,6.55,0.0,10.95
Chloe CHO,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,BB,30.0,4.8,4.6,0.0,9.4
Chloe CHO,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,FX,26.0,4.8,6.6,0.0,11.4
Chloe CHO,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,UB,19.0,4.4,7.6,0.0,12.0
Dasol CHOI,KOR,2023 FISU World University Games,"Chengdu, China",qual,BB,19.0,4.2,7.466,0.0,11.666
Dasol CHOI,KOR,2023 FISU World University Games,"Chengdu, China",qual,FX,40.0,4.3,6.566,0.1,10.766
Dasol CHOI,KOR,2023 FISU World University Games,"Chengdu, China",qual,UB,44.0,4.2,4.566,0.0,8.766
Dasol CHOI,KOR,2023 FISU World University Games,"Chengdu, China",qual,VT,32.0,3.4,8.6,0.0,12.0
Norah CHRISTIAN,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,BB,30.0,5.1,5.4,0.0,10.5
Norah CHRISTIAN,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,FX,24.0,5.5,6.2,0.6,11.1
Norah CHRISTIAN,USA,2023 Core Hydration Classic,"Hoffman Estates, Illinois",AAfinal,UB,16.0,5.5,7.4,0.0,12.9
Norah CHRISTIAN,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,BB,27.0,5.1,5.3,0.0,10.4
Norah CHRISTIAN,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,FX,24.0,5.1,6.75,0.4,11.45
Norah CHRISTIAN,USA,2023 Winter Cup,"Louisville, Kentucky",AAfinal,UB,28.0,4.8,6.4,0.0,11.2
Oksana CHUSOVITINA,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",final,VT,5.0,5.0,7.433,0.0,12.433
Oksana CHUSOVITINA,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,VT,3.0,4.4,8.7,0.0,13.1
Oksana CHUSOVITINA,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",final,VT,5.0,4.4,8.467,0.1,12.767
Oksana CHUSOVITINA,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,"Doha, Qatar",qual,VT,3.0,4.0,8.467,0.0,12.467
Oksana CHUSOVITINA,UZB,2022 Cairo World Cup,"Cairo, Egypt",final,VT,2.0,4.0,8.7,0.0,12.7
Oksana CHUSOVITINA,UZB,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,1.0,4.0,8.666,0.0,12.666
Oksana CHUSOVITINA,UZB,2022 Cairo World Cup,"Cairo, Egypt",qual,VT,1.0,4.4,8.7,0.0,13.1
Oksana CHUSOVITINA,UZB,2022 Cairo World Cup,"Cairo, Egypt",final,VT,2.0,4.4,8.8,0.0,13.2
Oksana CHUSOVITINA,UZB,2022 Doha World Cup,"Doha, Qatar",qual,VT,3.0,4.0,8.666,0.0,12.666
Oksana CHUSOVITINA,UZB,2022 Doha World Cup,"Doha, Qatar",final,VT,1.0,5.0,8.6,0.0,13.6
Oksana CHUSOVITINA,UZB,2022 Doha World Cup,"Doha, Qatar",qual,VT,3.0,4.4,8.833,0.0,13.233
Oksana CHUSOVITINA,UZB,2022 Doha World Cup,"Doha, Qatar",final,VT,1.0,4.4,8.866,0.0,13.266
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,BB,33.0,4.3,6.6,0.0,10.9
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,FX,26.0,4.1,7.8,0.0,11.9
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,UB,24.0,3.8,7.566,0.0,11.366
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,5.0,5.0,7.833,0.3,12.533
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,final,VT,2.0,5.0,8.733,0.1,13.633
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,final,VT,2.0,4.4,9.0,0.0,13.4
Oksana CHUSOVITINA,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,Singapore,qual,VT,5.0,4.4,8.966,0.0,13.366
Oksana CHUSOVITINA,UZB,2023 Baku World Cup,"Baku, Azerbaijan",qual,BB,25.0,4.3,7.033,0.0,11.333
Oksana CHUSOVITINA,UZB,2023 Baku World Cup,"Baku, Azerbaijan",final,VT,2.0,5.0,8.733,0.1,13.633
Oksana CHUSOVITINA,UZB,2023 Baku World Cup,"Baku, Azerbaijan",qual,VT,2.0,4.0,8.833,0.0,12.833
Oksana CHUSOVITINA,UZB,2023 Baku World Cup,"Baku, Azerbaijan",final,VT,2.0,4.4,8.833,0.0,13.233
Oksana CHUSOVITINA,UZB,2023 Baku World Cup,"Baku, Azerbaijan",qual,VT,2.0,4.4,8.8,0.0,13.2
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",qual,FX,22.0,4.0,7.3,0.0,11.3
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",qual,UB,22.0,3.9,7.433,0.0,11.333
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",final,VT,8.0,3.6,8.3,0.0,11.9
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,5.0,4.0,8.833,0.0,12.833
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",final,VT,8.0,3.4,8.7,0.0,12.1
Oksana CHUSOVITINA,UZB,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,5.0,4.4,8.9,0.0,13.3
Oksana CHUSOVITINA,UZB,2023 Cottbus World Cup,"Cottbus, Germany",final,VT,3.0,4.4,8.566,0.1,12.866
Oksana CHUSOVITINA,UZB,2023 Cottbus World Cup,"Cottbus, Germany",qual,VT,3.0,4.0,8.7,0.0,12.7
Oksana CHUSOVITINA,UZB,2023 Cottbus World Cup,"Cottbus, Germany",final,VT,3.0,4.4,8.766,0.0,13.166
Oksana CHUSOVITINA,UZB,2023 Cottbus World Cup,"Cottbus, Germany",qual,VT,3.0,4.4,8.633,0.0,13.033
Oksana CHUSOVITINA,UZB,2023 Doha World Cup,"Doha, Qatar",qual,UB,20.0,3.5,6.666,0.3,9.866
Oksana CHUSOVITINA,UZB,2023 Doha World Cup,"Doha, Qatar",final,VT,3.0,4.0,8.7,0.0,12.7
Oksana CHUSOVITINA,UZB,2023 Doha World Cup,"Doha, Qatar",qual,VT,4.0,4.0,8.633,0.0,12.633
Oksana CHUSOVITINA,UZB,2023 Doha World Cup,"Doha, Qatar",final,VT,3.0,4.4,8.733,0.0,13.133
Oksana CHUSOVITINA,UZB,2023 Doha World Cup,"Doha, Qatar",qual,VT,4.0,4.4,8.766,0.0,13.166
Oksana CHUSOVITINA,UZB,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",final,VT,4.0,5.0,8.533,0.0,13.533
Oksana CHUSOVITINA,UZB,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",qual,VT,5.0,4.0,8.866,0.0,12.866
Oksana CHUSOVITINA,UZB,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",final,VT,4.0,4.4,8.833,0.0,13.233
Oksana CHUSOVITINA,UZB,HANGZHOU 2022 19th Asian Games,"Hangzhou, China",qual,VT,5.0,4.4,8.633,0.0,13.033
Lou Anne CITHERLET,SUI,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,UB,13.0,4.1,7.366,0.0,11.466
Lou Anne CITHERLET,SUI,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,VT,10.0,3.8,8.633,0.0,12.433
Lou Anne CITHERLET,SUI,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,VT,10.0,3.4,8.5,0.0,11.9
Tara Vella CLARK,MLT,2022 Doha World Cup,"Doha, Qatar",qual,VT,11.0,3.0,7.366,0.1,10.266
Tara Vella CLARK,MLT,2022 Osijek World Challenge Cup,"Osijek, Croatia",qual,BB,14.0,4.7,6.8,0.0,11.5
Tara Vella CLARK,MLT,2022 Osijek World Challenge Cup,"Osijek, Croatia",qual,FX,24.0,4.0,6.833,0.0,10.833
Tara Vella CLARK,MLT,2022 Osijek World Challenge Cup,"Osijek, Croatia",qual,UB,22.0,3.5,6.433,0.0,9.933
Tara Vella CLARK,MLT,2022 Osijek World Challenge Cup,"Osijek, Croatia",qual,VT,23.0,3.2,8.533,0.0,11.733
Tara Vella CLARK,MLT,2022 Osijek World Challenge Cup,"Osijek, Croatia",qual,VT,23.0,3.4,8.466,2.0,9.866
Jerusha CLARKE,GBR,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,20.0,5.0,6.95,0.0,11.95
Jerusha CLARKE,GBR,2022 British Gymnastics Championships,"Liverpool, England",qual,UB,53.0,3.3,6.05,0.0,9.35
Jerusha CLARKE,GBR,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,53.0,3.6,8.2,0.0,11.8
Reece COBB,NZL,2022 Cottbus World Cup,"Cottbus, Germany",qual,BB,12.0,4.9,6.733,0.1,11.533
Reece COBB,NZL,2022 Cottbus World Cup,"Cottbus, Germany",qual,FX,9.0,4.2,7.466,0.2,11.466
Reece COBB,NZL,2022 Cottbus World Cup,"Cottbus, Germany",qual,UB,10.0,4.4,7.366,0.0,11.766
Lisa CONRADIE,RSA,2023 FISU World University Games,"Chengdu, China",qual,BB,34.0,4.2,6.133,0.0,10.333
Lisa CONRADIE,RSA,2023 FISU World University Games,"Chengdu, China",qual,FX,38.0,3.1,7.7,0.0,10.8
Lisa CONRADIE,RSA,2023 FISU World University Games,"Chengdu, China",qual,UB,27.0,3.9,7.0,0.0,10.9
Lisa CONRADIE,RSA,2023 FISU World University Games,"Chengdu, China",qual,VT,39.0,3.4,8.366,0.0,11.766
Adriana CONSOLI,USA,2022 Winter Cup,"Frisco, Texas",AAfinal,UB,22.0,4.7,6.05,0.0,10.75
Tyde COOPER,RSA,2022 Koper World Challenge Cup,"Koper, Slovenia",qual,BB,20.0,4.8,5.45,0.1,10.15
Tyde COOPER,RSA,2022 Koper World Challenge Cup,"Koper, Slovenia",qual,FX,13.0,4.4,6.65,0.0,11.05
Lilia COSMAN,ROU,2023 Senior European Championships,"Antalya, Turkey",qual,UB,35.0,5.3,7.366,0.0,12.666
Lilia COSMAN,ROU,2023 Senior European Championships,"Antalya, Turkey",qual,VT,30.0,4.6,8.666,0.1,13.166
Mafalda COSTA,POR,2022 Senior European Championships,"Munich, Germany",qual,BB,59.0,4.5,7.066,0.0,11.566
Mafalda COSTA,POR,2022 Senior European Championships,"Munich, Germany",qual,FX,61.0,4.5,7.3,0.0,11.8
Mafalda COSTA,POR,2022 Senior European Championships,"Munich, Germany",qual,UB,114.0,3.3,4.9,0.0,8.2
Mafalda COSTA,POR,2022 Senior European Championships,"Munich, Germany",qual,VT,110.0,3.2,8.366,0.1,11.466
Mafalda COSTA,POR,2023 Baku World Cup,"Baku, Azerbaijan",qual,BB,28.0,5.0,6.3,0.0,11.3
Mafalda COSTA,POR,2023 Baku World Cup,"Baku, Azerbaijan",qual,FX,20.0,4.7,7.3,0.0,12.0
Mafalda COSTA,POR,2023 Baku World Cup,"Baku, Azerbaijan",qual,UB,30.0,4.1,4.466,0.3,8.266
Mafalda COSTA,POR,2023 Baku World Cup,"Baku, Azerbaijan",qual,VT,17.0,3.2,8.533,0.0,11.733
Mafalda COSTA,POR,2023 Baku World Cup,"Baku, Azerbaijan",qual,VT,17.0,3.2,8.5,0.0,11.7
Mafalda COSTA,POR,2023 Senior European Championships,"Antalya, Turkey",qual,BB,66.0,4.9,6.033,0.0,10.933
Mafalda COSTA,POR,2023 Senior European Championships,"Antalya, Turkey",qual,FX,54.0,4.6,7.366,0.0,11.966
Mafalda COSTA,POR,2023 Senior European Championships,"Antalya, Turkey",qual,UB,72.0,4.2,7.233,0.0,11.433
Mafalda COSTA,POR,2023 Senior European Championships,"Antalya, Turkey",qual,VT,79.0,3.6,8.733,0.0,12.333
Lara CRNJAC,SLO,2023 FISU World University Games,"Chengdu, China",qual,UB,20.0,4.3,7.533,0.0,11.833
Lara CRNJAC,SLO,2023 Osijek World Challenge Cup,"Osijek, Croatia.",qual,UB,17.0,3.6,7.733,0.0,11.333
Karen CUBILLOS,COL,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,BB,17.0,4.0,7.05,0.0,11.05
Karen CUBILLOS,COL,2023 Central American and Caribbean Games,"San Salvador, El Salvador",qual,UB,16.0,4.3,7.45,0.0,11.75
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,BB,6.0,4.9,7.766,0.0,12.666
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,BB,23.0,4.9,6.566,0.0,11.466
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,FX,12.0,4.6,7.533,0.0,12.133
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,FX,13.0,4.8,7.733,0.1,12.433
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,UB,9.0,4.5,7.433,0.0,11.933
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",qual,UB,27.0,4.3,6.9,0.0,11.2
Milagros CURTI RUIZ,ARG,SANTIAGO 2023 XIX Pan American Games,"Santiago, Chile",AAfinal,VT,22.0,4.2,7.866,0.0,12.066
Bettina Lili CZIFRA,HUN,2023 Senior European Championships,"Antalya, Turkey",qual,BB,73.0,5.3,5.433,0.1,10.633
Bettina Lili CZIFRA,HUN,2023 Senior European Championships,"Antalya, Turkey",qual,FX,43.0,5.0,7.133,0.0,12.133
Bettina Lili CZIFRA,HUN,2023 Senior European Championships,"Antalya, Turkey",qual,UB,42.0,5.1,7.466,0.0,12.566
Bettina Lili CZIFRA,HUN,2023 Senior European Championships,"Antalya, Turkey",qual,VT,78.0,4.2,8.533,0.3,12.433
Bettina Lili CZIFRA,HUN,2023 Varna World Challenge Cup,"Varna, Bulgaria",final,BB,1.0,5.4,8.066,0.0,13.466
Bettina Lili CZIFRA,HUN,2023 Varna World Challenge Cup,"Varna, Bulgaria",qual,BB,2.0,5.4,7.4,0.0,12.8
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,FX,8.0,5.4,8.1,0.0,13.5
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,FX,4.0,5.4,8.033,0.1,13.333
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",final,UB,2.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,UB,1.0,6.2,8.366,0.0,14.566
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,11.0,5.0,8.666,0.0,13.666
Alice D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,VT,5.0,5.0,9.1,0.0,14.1
Alice D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",final,FX,2.0,5.4,8.1,0.0,13.5
Alice D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,FX,2.0,5.4,8.166,0.0,13.566
Alice D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",final,UB,1.0,6.2,8.433,0.0,14.633
Alice D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,2023 Cottbus World Cup,"Cottbus, Germany",final,FX,4.0,5.2,8.133,0.2,13.133
Alice D AMATO,ITA,2023 Cottbus World Cup,"Cottbus, Germany",qual,FX,3.0,5.2,8.266,0.0,13.466
Alice D AMATO,ITA,2023 Cottbus World Cup,"Cottbus, Germany",final,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,2023 Cottbus World Cup,"Cottbus, Germany",qual,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,BB,6.0,5.4,7.6,0.0,13.0
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",final,BB,5.0,5.5,7.8,0.0,13.3
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,BB,6.0,5.3,7.733,0.0,13.033
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,FX,5.0,5.4,7.7,0.0,13.1
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",final,FX,5.0,5.4,8.033,0.0,13.433
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,FX,5.0,5.4,7.966,0.0,13.366
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,UB,1.0,6.1,8.3,0.0,14.4
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",final,UB,1.0,6.2,8.266,0.0,14.466
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,UB,1.0,6.2,8.3,0.0,14.5
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",AAfinal,VT,4.0,5.0,9.0,0.0,14.0
Alice D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,VT,5.0,5.0,9.0,0.0,14.0
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,BB,3.0,5.4,8.1,0.0,13.5
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,BB,1.0,5.6,8.2,0.0,13.8
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,FX,5.0,5.4,8.166,0.0,13.566
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,FX,2.0,5.4,8.166,0.0,13.566
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,UB,8.0,6.0,7.9,0.0,13.9
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,UB,7.0,6.0,8.0,0.0,14.0
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",final,VT,2.0,5.0,9.1,0.0,14.1
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,8.0,5.0,8.766,0.0,13.766
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,3.0,5.0,8.766,0.0,13.766
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",TeamFinal,VT,8.0,5.0,8.833,0.0,13.833
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",final,VT,2.0,4.8,8.533,0.0,13.333
Asia D AMATO,ITA,2022 Senior European Championships,"Munich, Germany",qual,VT,3.0,4.8,8.8,0.0,13.6
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,BB,1.0,5.5,7.933,0.0,13.433
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,FX,15.0,4.9,7.233,0.3,11.833
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",final,VT,2.0,5.0,9.1,0.0,14.1
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,1.0,5.0,9.133,0.0,14.133
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",final,VT,2.0,4.2,8.9,0.0,13.1
Asia D AMATO,ITA,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,1.0,4.8,9.1,0.0,13.9
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,BB,16.0,5.6,6.9,0.0,12.5
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,UB,7.0,6.0,8.166,0.0,14.166
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",final,VT,2.0,5.0,9.0,0.0,14.0
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,VT,7.0,5.0,8.933,0.0,13.933
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,VT,3.0,5.0,8.933,0.0,13.933
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",final,VT,2.0,4.8,8.7,0.3,13.2
Asia D AMATO,ITA,2023 Senior European Championships,"Antalya, Turkey",qual,VT,3.0,4.2,8.7,0.0,12.9
Farida DABOUR,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,20.0,3.6,8.5,0.0,12.1
Farida DABOUR,EGY,2023 Cairo World Cup,"Cairo, Egypt",qual,VT,20.0,3.4,8.533,0.0,11.933
Margaux DANDOIS,BEL,2023 Cairo World Cup,"Cairo, Egypt",qual,BB,20.0,4.6,6.433,0.0,11.033
Margaux DANDOIS,BEL,2023 Cairo World Cup,"Cairo, Egypt",qual,FX,12.0,5.0,7.066,0.0,12.066
Margaux DANDOIS,BEL,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",qual,BB,9.0,5.4,6.567,0.0,11.967
Margaux DANDOIS,BEL,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",final,FX,8.0,4.9,7.367,0.0,12.267
Margaux DANDOIS,BEL,2023 Tel Aviv World Challenge Cup,"Tel Aviv, Israel",qual,FX,3.0,4.9,8.167,0.0,13.067
