"","season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","bikers"
"2087",2,"April",91,"19",0,5,1,"clear",0.34,0.303,0.49,0.3284,16,120,136
"2088",2,"April",91,"20",0,5,1,"clear",0.32,0.3182,0.53,0.194,2,75,77
"2089",2,"April",91,"21",0,5,1,"clear",0.32,0.3333,0.53,0.1343,9,84,93
"2090",2,"April",91,"22",0,5,1,"clear",0.3,0.303,0.56,0.1642,10,64,74
"2091",2,"April",91,"23",0,5,1,"clear",0.3,0.3182,0.61,0.0896,12,41,53
"2092",2,"April",92,"0",0,6,0,"cloudy/misty",0.3,0.3333,0.61,0,3,29,32
"2093",2,"April",92,"1",0,6,0,"clear",0.26,0.2727,0.65,0.1343,4,28,32
"2094",2,"April",92,"2",0,6,0,"clear",0.24,0.2424,0.75,0.1343,1,20,21
"2095",2,"April",92,"3",0,6,0,"clear",0.24,0.2424,0.7,0.1642,1,8,9
"2096",2,"April",92,"4",0,6,0,"clear",0.24,0.2424,0.7,0.1642,0,5,5
"2097",2,"April",92,"5",0,6,0,"cloudy/misty",0.24,0.2424,0.75,0.1642,1,4,5
"2098",2,"April",92,"6",0,6,0,"clear",0.26,0.2727,0.7,0.1045,5,7,12
"2099",2,"April",92,"7",0,6,0,"cloudy/misty",0.26,0.2727,0.7,0.1045,2,16,18
"2100",2,"April",92,"8",0,6,0,"clear",0.3,0.3182,0.7,0.1045,10,45,55
"2101",2,"April",92,"9",0,6,0,"cloudy/misty",0.34,0.3485,0.66,0.1045,22,65,87
"2102",2,"April",92,"10",0,6,0,"cloudy/misty",0.36,0.3485,0.57,0.1642,41,113,154
"2103",2,"April",92,"11",0,6,0,"cloudy/misty",0.4,0.4091,0.47,0.1642,72,126,198
"2104",2,"April",92,"12",0,6,0,"light rain/snow",0.32,0.3333,0.81,0.1343,84,100,184
"2105",2,"April",92,"13",0,6,0,"clear",0.34,0.3333,0.81,0.1343,56,81,137
"2106",2,"April",92,"14",0,6,0,"light rain/snow",0.32,0.303,0.76,0.3284,97,93,190
"2107",2,"April",92,"15",0,6,0,"light rain/snow",0.34,0.303,0.76,0.3881,72,64,136
"2108",2,"April",92,"16",0,6,0,"clear",0.38,0.3939,0.62,0.3284,111,85,196
"2109",2,"April",92,"17",0,6,0,"clear",0.38,0.3939,0.54,0.3582,89,95,184
"2110",2,"April",92,"18",0,6,0,"clear",0.38,0.3939,0.54,0.194,69,110,179
"2111",2,"April",92,"19",0,6,0,"clear",0.36,0.3333,0.53,0.3582,71,77,148
"2112",2,"April",92,"20",0,6,0,"clear",0.34,0.3182,0.53,0.2836,29,56,85
"2113",2,"April",92,"21",0,6,0,"clear",0.32,0.303,0.61,0.2537,24,53,77
"2114",2,"April",92,"22",0,6,0,"clear",0.32,0.303,0.61,0.2985,14,41,55
"2115",2,"April",92,"23",0,6,0,"clear",0.32,0.3182,0.61,0.1642,20,33,53
"2116",2,"April",93,"0",0,0,0,"clear",0.3,0.2879,0.65,0.194,8,31,39
"2117",2,"April",93,"1",0,0,0,"clear",0.3,0.3182,0.61,0.1045,8,26,34
"2118",2,"April",93,"2",0,0,0,"clear",0.26,0.2727,0.7,0.1343,5,19,24
"2119",2,"April",93,"3",0,0,0,"clear",0.3,0.3333,0.61,0,3,8,11
"2120",2,"April",93,"4",0,0,0,"clear",0.28,0.303,0.7,0.0896,3,0,3
"2121",2,"April",93,"5",0,0,0,"clear",0.28,0.2727,0.65,0.2239,1,4,5
"2122",2,"April",93,"6",0,0,0,"clear",0.28,0.2727,0.65,0.194,10,23,33
"2123",2,"April",93,"7",0,0,0,"clear",0.32,0.303,0.57,0.2239,13,20,33
"2124",2,"April",93,"8",0,0,0,"clear",0.34,0.3333,0.57,0.1642,18,44,62
"2125",2,"April",93,"9",0,0,0,"clear",0.36,0.3182,0.5,0.4925,68,74,142
"2126",2,"April",93,"10",0,0,0,"clear",0.4,0.4091,0.43,0.4179,111,104,215
"2127",2,"April",93,"11",0,0,0,"clear",0.42,0.4242,0.41,0.2537,139,104,243
"2128",2,"April",93,"12",0,0,0,"clear",0.44,0.4394,0.38,0.2836,166,147,313
"2129",2,"April",93,"13",0,0,0,"clear",0.44,0.4394,0.33,0.2985,219,148,367
"2130",2,"April",93,"14",0,0,0,"clear",0.46,0.4545,0.31,0.1343,240,109,349
"2131",2,"April",93,"15",0,0,0,"cloudy/misty",0.46,0.4545,0.33,0,174,118,292
"2132",2,"April",93,"16",0,0,0,"cloudy/misty",0.46,0.4545,0.31,0.194,147,156,303
"2133",2,"April",93,"17",0,0,0,"cloudy/misty",0.46,0.4545,0.28,0.1343,148,126,274
"2134",2,"April",93,"18",0,0,0,"cloudy/misty",0.46,0.4545,0.31,0,71,101,172
"2135",2,"April",93,"19",0,0,0,"cloudy/misty",0.42,0.4242,0.44,0.194,51,93,144
"2136",2,"April",93,"20",0,0,0,"light rain/snow",0.42,0.4242,0.41,0.2239,24,55,79
"2137",2,"April",93,"21",0,0,0,"cloudy/misty",0.42,0.4242,0.44,0.2239,8,37,45
"2138",2,"April",93,"22",0,0,0,"clear",0.4,0.4091,0.43,0.1045,7,29,36
"2139",2,"April",93,"23",0,0,0,"clear",0.4,0.4091,0.5,0.0896,9,22,31
"2140",2,"April",94,"0",0,1,1,"clear",0.4,0.4091,0.5,0.2239,1,5,6
"2141",2,"April",94,"1",0,1,1,"clear",0.4,0.4091,0.56,0.3582,7,4,11
"2142",2,"April",94,"2",0,1,1,"clear",0.38,0.3939,0.66,0.2537,1,1,2
"2143",2,"April",94,"3",0,1,1,"clear",0.38,0.3939,0.66,0.2836,1,0,1
"2144",2,"April",94,"4",0,1,1,"clear",0.38,0.3939,0.71,0.2985,1,1,2
"2145",2,"April",94,"5",0,1,1,"clear",0.4,0.4091,0.62,0.2537,0,7,7
"2146",2,"April",94,"6",0,1,1,"clear",0.42,0.4242,0.58,0.2836,3,43,46
"2147",2,"April",94,"7",0,1,1,"cloudy/misty",0.44,0.4394,0.54,0.2537,7,150,157
"2148",2,"April",94,"8",0,1,1,"cloudy/misty",0.46,0.4545,0.55,0.2985,31,308,339
"2149",2,"April",94,"9",0,1,1,"cloudy/misty",0.5,0.4848,0.51,0.3881,24,134,158
"2150",2,"April",94,"10",0,1,1,"cloudy/misty",0.54,0.5152,0.45,0.3582,35,55,90
"2151",2,"April",94,"11",0,1,1,"clear",0.6,0.6212,0.4,0.3881,58,66,124
"2152",2,"April",94,"12",0,1,1,"clear",0.64,0.6212,0.36,0.4627,59,98,157
"2153",2,"April",94,"13",0,1,1,"clear",0.68,0.6364,0.34,0.3284,47,92,139
"2154",2,"April",94,"14",0,1,1,"cloudy/misty",0.74,0.6515,0.27,0.4925,47,76,123
"2155",2,"April",94,"15",0,1,1,"clear",0.76,0.6667,0.23,0.5522,47,96,143
"2156",2,"April",94,"16",0,1,1,"clear",0.76,0.6515,0.22,0.5224,59,130,189
"2157",2,"April",94,"17",0,1,1,"clear",0.74,0.6515,0.23,0.6119,83,283,366
"2158",2,"April",94,"18",0,1,1,"cloudy/misty",0.72,0.6364,0.23,0.4925,78,308,386
"2159",2,"April",94,"19",0,1,1,"clear",0.7,0.6364,0.24,0.4627,51,227,278
"2160",2,"April",94,"20",0,1,1,"cloudy/misty",0.7,0.6364,0.24,0.5522,40,133,173
"2161",2,"April",94,"21",0,1,1,"cloudy/misty",0.7,0.6364,0.3,0.4478,19,76,95
"2162",2,"April",94,"22",0,1,1,"cloudy/misty",0.68,0.6364,0.36,0.4627,17,58,75
"2163",2,"April",94,"23",0,1,1,"cloudy/misty",0.64,0.6212,0.47,0.2239,18,30,48
"2164",2,"April",95,"0",0,2,1,"clear",0.62,0.6212,0.5,0.1045,10,12,22
"2165",2,"April",95,"1",0,2,1,"light rain/snow",0.62,0.6212,0.57,0.4179,10,5,15
"2166",2,"April",95,"2",0,2,1,"cloudy/misty",0.54,0.5152,0.73,0.3284,0,5,5
"2167",2,"April",95,"3",0,2,1,"cloudy/misty",0.54,0.5152,0.73,0.3284,1,3,4
"2168",2,"April",95,"4",0,2,1,"light rain/snow",0.5,0.4848,0.88,0.4925,0,2,2
"2169",2,"April",95,"5",0,2,1,"light rain/snow",0.46,0.4545,0.94,0.2985,0,5,5
"2170",2,"April",95,"6",0,2,1,"cloudy/misty",0.48,0.4697,0.88,0.3284,2,36,38
"2171",2,"April",95,"7",0,2,1,"cloudy/misty",0.48,0.4697,0.88,0.3284,10,124,134
"2172",2,"April",95,"8",0,2,1,"light rain/snow",0.38,0.3939,0.87,0.5821,9,148,157
"2173",2,"April",95,"9",0,2,1,"light rain/snow",0.36,0.3182,0.87,0.4925,2,44,46
"2174",2,"April",95,"10",0,2,1,"light rain/snow",0.34,0.303,0.81,0.3881,3,25,28
"2175",2,"April",95,"11",0,2,1,"light rain/snow",0.32,0.2879,0.81,0.4478,1,18,19
"2176",2,"April",95,"12",0,2,1,"cloudy/misty",0.34,0.303,0.71,0.3881,6,32,38
"2177",2,"April",95,"13",0,2,1,"cloudy/misty",0.36,0.3333,0.63,0.4179,5,51,56
"2178",2,"April",95,"14",0,2,1,"cloudy/misty",0.36,0.3182,0.57,0.4925,9,67,76
"2179",2,"April",95,"15",0,2,1,"clear",0.4,0.4091,0.46,0.4627,6,62,68
"2180",2,"April",95,"16",0,2,1,"clear",0.38,0.3939,0.46,0.4179,17,113,130
"2181",2,"April",95,"17",0,2,1,"clear",0.42,0.4242,0.38,0.4179,27,246,273
"2182",2,"April",95,"18",0,2,1,"clear",0.38,0.3939,0.4,0.4925,19,248,267
"2183",2,"April",95,"19",0,2,1,"clear",0.36,0.3333,0.43,0.2985,12,148,160
"2184",2,"April",95,"20",0,2,1,"clear",0.34,0.3182,0.46,0.2836,4,87,91
"2185",2,"April",95,"21",0,2,1,"clear",0.34,0.2879,0.46,0.5224,8,81,89
"2186",2,"April",95,"22",0,2,1,"clear",0.32,0.303,0.49,0.2985,3,43,46
"2187",2,"April",95,"23",0,2,1,"clear",0.3,0.2879,0.49,0.2836,3,23,26
"2188",2,"April",96,"0",0,3,1,"clear",0.3,0.3182,0.49,0.1045,0,15,15
"2189",2,"April",96,"1",0,3,1,"clear",0.26,0.2727,0.6,0.1343,0,2,2
"2190",2,"April",96,"2",0,3,1,"clear",0.24,0.2424,0.7,0.1343,0,5,5
"2191",2,"April",96,"3",0,3,1,"clear",0.26,0.2727,0.6,0.1343,0,4,4
"2192",2,"April",96,"4",0,3,1,"clear",0.24,0.2424,0.65,0.1343,0,1,1
"2193",2,"April",96,"5",0,3,1,"clear",0.24,0.2576,0.7,0.1045,1,12,13
"2194",2,"April",96,"6",0,3,1,"clear",0.24,0.2576,0.7,0.1045,4,52,56
"2195",2,"April",96,"7",0,3,1,"clear",0.26,0.2727,0.65,0.1045,3,130,133
"2196",2,"April",96,"8",0,3,1,"clear",0.32,0.303,0.61,0.2239,17,308,325
"2197",2,"April",96,"9",0,3,1,"clear",0.36,0.3333,0.46,0.2537,8,157,165
"2198",2,"April",96,"10",0,3,1,"clear",0.4,0.4091,0.37,0.3881,21,48,69
"2199",2,"April",96,"11",0,3,1,"clear",0.42,0.4242,0.38,0.3881,23,70,93
"2200",2,"April",96,"12",0,3,1,"clear",0.44,0.4394,0.41,0.2537,22,112,134
"2201",2,"April",96,"13",0,3,1,"clear",0.46,0.4545,0.38,0.4925,29,83,112
"2202",2,"April",96,"14",0,3,1,"clear",0.5,0.4848,0.34,0.4179,35,80,115
"2203",2,"April",96,"15",0,3,1,"clear",0.52,0.5,0.32,0.3284,34,83,117
"2204",2,"April",96,"16",0,3,1,"clear",0.54,0.5152,0.28,0.4179,27,142,169
"2205",2,"April",96,"17",0,3,1,"clear",0.52,0.5,0.32,0.4478,53,303,356
"2206",2,"April",96,"18",0,3,1,"clear",0.52,0.5,0.29,0.3582,43,282,325
"2207",2,"April",96,"19",0,3,1,"clear",0.5,0.4848,0.31,0.2985,36,196,232
"2208",2,"April",96,"20",0,3,1,"clear",0.46,0.4545,0.51,0.2239,15,126,141
"2209",2,"April",96,"21",0,3,1,"clear",0.46,0.4545,0.41,0.2836,18,84,102
"2210",2,"April",96,"22",0,3,1,"clear",0.46,0.4545,0.41,0.2836,13,71,84
"2211",2,"April",96,"23",0,3,1,"clear",0.46,0.4545,0.41,0.2985,11,29,40
"2212",2,"April",97,"0",0,4,1,"clear",0.46,0.4545,0.41,0.2836,5,15,20
"2213",2,"April",97,"1",0,4,1,"clear",0.42,0.4242,0.47,0.1343,2,11,13
"2214",2,"April",97,"2",0,4,1,"clear",0.42,0.4242,0.54,0,0,7,7
"2215",2,"April",97,"3",0,4,1,"clear",0.36,0.3485,0.66,0.194,0,3,3
"2216",2,"April",97,"4",0,4,1,"clear",0.34,0.3333,0.76,0.194,0,1,1
"2217",2,"April",97,"5",0,4,1,"clear",0.34,0.3182,0.76,0.2239,0,6,6
"2218",2,"April",97,"6",0,4,1,"clear",0.32,0.303,0.81,0.2537,5,59,64
"2219",2,"April",97,"7",0,4,1,"cloudy/misty",0.34,0.3333,0.76,0.1642,8,152,160
"2220",2,"April",97,"8",0,4,1,"clear",0.36,0.3485,0.76,0.194,23,291,314
"2221",2,"April",97,"9",0,4,1,"cloudy/misty",0.4,0.4091,0.66,0.1343,15,155,170
"2222",2,"April",97,"10",0,4,1,"cloudy/misty",0.42,0.4242,0.67,0.1045,29,66,95
"2223",2,"April",97,"11",0,4,1,"cloudy/misty",0.46,0.4545,0.55,0,36,86,122
"2224",2,"April",97,"12",0,4,1,"cloudy/misty",0.46,0.4545,0.55,0,39,114,153
"2225",2,"April",97,"13",0,4,1,"cloudy/misty",0.52,0.5,0.48,0.0896,36,99,135
"2226",2,"April",97,"14",0,4,1,"clear",0.56,0.5303,0.43,0.0896,46,111,157
"2227",2,"April",97,"15",0,4,1,"clear",0.6,0.6212,0.38,0.1045,27,133,160
"2228",2,"April",97,"16",0,4,1,"clear",0.6,0.6212,0.35,0,52,161,213
"2229",2,"April",97,"17",0,4,1,"clear",0.52,0.5,0.52,0.2836,63,280,343
"2230",2,"April",97,"18",0,4,1,"clear",0.48,0.4697,0.55,0.2537,68,265,333
"2231",2,"April",97,"19",0,4,1,"clear",0.46,0.4545,0.59,0.2985,34,192,226
"2232",2,"April",97,"20",0,4,1,"clear",0.44,0.4394,0.62,0.1642,37,166,203
"2233",2,"April",97,"21",0,4,1,"cloudy/misty",0.44,0.4394,0.67,0.2836,19,89,108
"2234",2,"April",97,"22",0,4,1,"cloudy/misty",0.4,0.4091,0.76,0.194,18,63,81
"2235",2,"April",97,"23",0,4,1,"clear",0.38,0.3939,0.76,0.2537,9,45,54
"2236",2,"April",98,"0",0,5,1,"cloudy/misty",0.36,0.3485,0.76,0.2239,4,21,25
"2237",2,"April",98,"1",0,5,1,"cloudy/misty",0.34,0.3333,0.76,0.1343,3,6,9
"2238",2,"April",98,"2",0,5,1,"light rain/snow",0.34,0.3333,0.76,0.1642,3,10,13
"2239",2,"April",98,"3",0,5,1,"light rain/snow",0.34,0.3333,0.76,0.1642,0,1,1
"2240",2,"April",98,"4",0,5,1,"cloudy/misty",0.34,0.3333,0.86,0.1343,0,1,1
"2241",2,"April",98,"5",0,5,1,"cloudy/misty",0.32,0.3182,0.87,0.194,1,8,9
"2242",2,"April",98,"6",0,5,1,"cloudy/misty",0.34,0.3636,0.87,0,2,33,35
"2243",2,"April",98,"7",0,5,1,"light rain/snow",0.34,0.3333,0.87,0.1642,4,109,113
"2244",2,"April",98,"8",0,5,1,"light rain/snow",0.34,0.3333,0.87,0.1642,13,208,221
"2245",2,"April",98,"9",0,5,1,"cloudy/misty",0.36,0.3485,0.76,0.194,17,168,185
"2246",2,"April",98,"10",0,5,1,"cloudy/misty",0.36,0.3333,0.71,0.2836,10,63,73
"2247",2,"April",98,"11",0,5,1,"cloudy/misty",0.4,0.4091,0.62,0.3881,19,79,98
"2248",2,"April",98,"12",0,5,1,"light rain/snow",0.38,0.3939,0.66,0.2239,29,51,80
"2249",2,"April",98,"13",0,5,1,"light rain/snow",0.36,0.3333,0.76,0.2836,7,35,42
"2250",2,"April",98,"14",0,5,1,"light rain/snow",0.34,0.3182,0.87,0.2239,2,13,15
"2251",2,"April",98,"15",0,5,1,"light rain/snow",0.34,0.3182,0.87,0.2239,1,24,25
"2252",2,"April",98,"16",0,5,1,"cloudy/misty",0.32,0.303,0.93,0.2537,2,58,60
"2253",2,"April",98,"17",0,5,1,"light rain/snow",0.32,0.303,0.93,0.2537,10,138,148
"2254",2,"April",98,"18",0,5,1,"light rain/snow",0.32,0.303,0.93,0.2537,8,54,62
"2255",2,"April",98,"19",0,5,1,"light rain/snow",0.3,0.2727,0.93,0.4179,1,52,53
"2256",2,"April",98,"20",0,5,1,"cloudy/misty",0.3,0.2727,0.93,0.3284,12,51,63
"2257",2,"April",98,"21",0,5,1,"cloudy/misty",0.3,0.2879,0.93,0.2537,11,43,54
"2258",2,"April",98,"22",0,5,1,"cloudy/misty",0.3,0.2727,0.93,0.2985,9,42,51
"2259",2,"April",98,"23",0,5,1,"cloudy/misty",0.3,0.2879,0.93,0.2239,4,31,35
"2260",2,"April",99,"0",0,6,0,"cloudy/misty",0.3,0.2879,0.87,0.2239,5,26,31
"2261",2,"April",99,"1",0,6,0,"cloudy/misty",0.3,0.303,0.87,0.1343,3,17,20
"2262",2,"April",99,"2",0,6,0,"cloudy/misty",0.32,0.303,0.87,0.2239,2,15,17
"2263",2,"April",99,"3",0,6,0,"light rain/snow",0.3,0.2879,1,0.2537,3,11,14
"2264",2,"April",99,"4",0,6,0,"light rain/snow",0.3,0.2727,1,0.2537,0,3,3
"2265",2,"April",99,"5",0,6,0,"cloudy/misty",0.3,0.2879,0.93,0.2239,0,5,5
"2266",2,"April",99,"6",0,6,0,"cloudy/misty",0.3,0.2879,0.93,0.194,0,13,13
"2267",2,"April",99,"7",0,6,0,"cloudy/misty",0.3,0.303,0.93,0.1642,8,13,21
"2268",2,"April",99,"8",0,6,0,"cloudy/misty",0.32,0.303,0.93,0.1642,7,47,54
"2269",2,"April",99,"9",0,6,0,"cloudy/misty",0.34,0.3485,0.87,0.1045,27,71,98
"2270",2,"April",99,"10",0,6,0,"cloudy/misty",0.34,0.3333,0.87,0.1343,43,90,133
"2271",2,"April",99,"11",0,6,0,"cloudy/misty",0.36,0.3636,0.81,0,51,91,142
"2272",2,"April",99,"12",0,6,0,"cloudy/misty",0.36,0.3485,0.81,0.1343,79,123,202
"2273",2,"April",99,"13",0,6,0,"cloudy/misty",0.36,0.3788,0.81,0,114,108,222
"2274",2,"April",99,"14",0,6,0,"cloudy/misty",0.36,0.3485,0.81,0.1343,94,118,212
"2275",2,"April",99,"15",0,6,0,"cloudy/misty",0.36,0.3788,0.87,0,85,116,201
"2276",2,"April",99,"16",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0,73,118,191
"2277",2,"April",99,"17",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.0896,128,129,257
"2278",2,"April",99,"18",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.1045,48,129,177
"2279",2,"April",99,"19",0,6,0,"cloudy/misty",0.38,0.3939,0.82,0.1343,47,83,130
"2280",2,"April",99,"20",0,6,0,"cloudy/misty",0.38,0.3939,0.87,0.1642,19,74,93
"2281",2,"April",99,"21",0,6,0,"cloudy/misty",0.36,0.3485,0.93,0.1343,10,65,75
"2282",2,"April",99,"22",0,6,0,"cloudy/misty",0.36,0.3485,0.93,0.1343,21,66,87
"2283",2,"April",99,"23",0,6,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,12,45,57
"2284",2,"April",100,"0",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,5,48,53
"2285",2,"April",100,"1",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.1343,6,31,37
"2286",2,"April",100,"2",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.0896,12,24,36
"2287",2,"April",100,"3",0,0,0,"cloudy/misty",0.38,0.3939,0.87,0.1343,5,11,16
"2288",2,"April",100,"4",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.1045,3,2,5
"2289",2,"April",100,"5",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.0896,0,4,4
"2290",2,"April",100,"6",0,0,0,"cloudy/misty",0.36,0.3636,0.93,0.0896,0,4,4
"2291",2,"April",100,"7",0,0,0,"cloudy/misty",0.36,0.3636,1,0.0896,3,7,10
"2292",2,"April",100,"8",0,0,0,"cloudy/misty",0.38,0.3939,0.94,0.0896,17,38,55
"2293",2,"April",100,"9",0,0,0,"cloudy/misty",0.38,0.3939,0.94,0.1343,31,50,81
"2294",2,"April",100,"10",0,0,0,"cloudy/misty",0.4,0.4091,0.87,0,69,81,150
"2295",2,"April",100,"11",0,0,0,"cloudy/misty",0.4,0.4091,0.87,0.1343,93,109,202
"2296",2,"April",100,"12",0,0,0,"cloudy/misty",0.42,0.4242,0.88,0.1343,94,136,230
"2297",2,"April",100,"13",0,0,0,"clear",0.46,0.4545,0.82,0.1045,121,142,263
"2298",2,"April",100,"14",0,0,0,"clear",0.5,0.4848,0.72,0.194,148,133,281
"2299",2,"April",100,"15",0,0,0,"clear",0.5,0.4848,0.77,0.2239,156,141,297
"2300",2,"April",100,"16",0,0,0,"cloudy/misty",0.52,0.5,0.72,0.1642,135,153,288
"2301",2,"April",100,"17",0,0,0,"cloudy/misty",0.52,0.5,0.72,0.194,84,152,236
"2302",2,"April",100,"18",0,0,0,"clear",0.5,0.4848,0.77,0.194,103,137,240
"2303",2,"April",100,"19",0,0,0,"clear",0.5,0.4848,0.77,0.194,47,84,131
"2304",2,"April",100,"20",0,0,0,"clear",0.46,0.4545,0.82,0.1343,21,71,92
"2305",2,"April",100,"21",0,0,0,"clear",0.44,0.4394,0.88,0.194,18,77,95
"2306",2,"April",100,"22",0,0,0,"clear",0.44,0.4394,0.94,0.2537,12,45,57
"2307",2,"April",100,"23",0,0,0,"clear",0.46,0.4545,0.88,0.3582,5,27,32
"2308",2,"April",101,"0",0,1,1,"clear",0.48,0.4697,0.88,0.3284,7,16,23
"2309",2,"April",101,"1",0,1,1,"clear",0.46,0.4545,0.94,0.2836,1,3,4
"2310",2,"April",101,"2",0,1,1,"clear",0.46,0.4545,0.94,0.2836,7,2,9
"2311",2,"April",101,"4",0,1,1,"clear",0.46,0.4545,0.94,0.194,0,1,1
"2312",2,"April",101,"5",0,1,1,"clear",0.46,0.4545,0.94,0.194,1,12,13
"2313",2,"April",101,"6",0,1,1,"cloudy/misty",0.46,0.4545,1,0.2239,2,59,61
"2314",2,"April",101,"7",0,1,1,"cloudy/misty",0.5,0.4848,0.88,0.2239,12,164,176
"2315",2,"April",101,"8",0,1,1,"cloudy/misty",0.52,0.5,0.88,0.2836,28,286,314
"2316",2,"April",101,"9",0,1,1,"cloudy/misty",0.56,0.5303,0.83,0.2836,33,132,165
"2317",2,"April",101,"10",0,1,1,"cloudy/misty",0.56,0.5303,0.83,0.2985,41,55,96
"2318",2,"April",101,"11",0,1,1,"cloudy/misty",0.6,0.5909,0.73,0.2985,45,59,104
"2319",2,"April",101,"12",0,1,1,"cloudy/misty",0.6,0.5909,0.73,0.3284,37,97,134
"2320",2,"April",101,"13",0,1,1,"cloudy/misty",0.64,0.6061,0.69,0.4179,62,77,139
"2321",2,"April",101,"14",0,1,1,"cloudy/misty",0.72,0.6667,0.54,0.3582,60,85,145
"2322",2,"April",101,"15",0,1,1,"clear",0.74,0.6667,0.48,0.5224,56,85,141
"2323",2,"April",101,"16",0,1,1,"clear",0.74,0.6667,0.48,0.5224,73,162,235
"2324",2,"April",101,"17",0,1,1,"clear",0.74,0.6667,0.48,0.5224,100,352,452
"2325",2,"April",101,"18",0,1,1,"clear",0.72,0.6667,0.51,0.3881,93,290,383
"2326",2,"April",101,"19",0,1,1,"clear",0.72,0.6667,0.51,0.4478,73,211,284
"2327",2,"April",101,"20",0,1,1,"clear",0.68,0.6364,0.57,0.5224,44,122,166
"2328",2,"April",101,"21",0,1,1,"clear",0.66,0.6212,0.61,0.2537,39,119,158
"2329",2,"April",101,"22",0,1,1,"cloudy/misty",0.64,0.6212,0.5,0.2836,25,66,91
"2330",2,"April",101,"23",0,1,1,"light rain/snow",0.58,0.5455,0.6,0,16,38,54
"2331",2,"April",102,"0",0,2,1,"cloudy/misty",0.62,0.6212,0.5,0.1045,11,13,24
"2332",2,"April",102,"1",0,2,1,"cloudy/misty",0.62,0.6212,0.5,0.0896,6,7,13
"2333",2,"April",102,"2",0,2,1,"cloudy/misty",0.6,0.6212,0.53,0.1343,7,7,14
"2334",2,"April",102,"3",0,2,1,"cloudy/misty",0.58,0.5455,0.56,0.1343,0,1,1
"2335",2,"April",102,"4",0,2,1,"cloudy/misty",0.56,0.5303,0.64,0.1343,4,2,6
"2336",2,"April",102,"5",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.1343,1,15,16
"2337",2,"April",102,"6",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.2836,3,55,58
"2338",2,"April",102,"7",0,2,1,"cloudy/misty",0.54,0.5152,0.68,0.2239,12,177,189
"2339",2,"April",102,"8",0,2,1,"light rain/snow",0.48,0.4697,0.88,0.3881,15,211,226
"2340",2,"April",102,"9",0,2,1,"light rain/snow",0.46,0.4545,0.94,0.4925,4,50,54
"2341",2,"April",102,"10",0,2,1,"light rain/snow",0.5,0.4848,0.82,0.4179,6,34,40
"2342",2,"April",102,"11",0,2,1,"clear",0.52,0.5,0.77,0.3582,11,38,49
"2343",2,"April",102,"12",0,2,1,"cloudy/misty",0.56,0.5303,0.64,0.4627,9,83,92
"2344",2,"April",102,"13",0,2,1,"light rain/snow",0.54,0.5152,0.68,0.2836,22,84,106
"2345",2,"April",102,"14",0,2,1,"cloudy/misty",0.5,0.4848,0.82,0.2836,16,28,44
"2346",2,"April",102,"15",0,2,1,"cloudy/misty",0.48,0.4697,0.77,0.5224,24,54,78
"2347",2,"April",102,"16",0,2,1,"cloudy/misty",0.48,0.4697,0.77,0.3881,19,80,99
"2348",2,"April",102,"17",0,2,1,"light rain/snow",0.44,0.4394,0.77,0.2239,29,262,291
"2349",2,"April",102,"18",0,2,1,"light rain/snow",0.44,0.4394,0.77,0.2239,21,203,224
"2350",2,"April",102,"19",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.2836,3,127,130
"2351",2,"April",102,"20",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.2836,9,94,103
"2352",2,"April",102,"21",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.194,10,74,84
"2353",2,"April",102,"22",0,2,1,"cloudy/misty",0.4,0.4091,0.94,0.2985,7,47,54
"2354",2,"April",102,"23",0,2,1,"cloudy/misty",0.4,0.4091,0.94,0.2537,8,31,39
"2355",2,"April",103,"0",0,3,1,"cloudy/misty",0.4,0.4091,1,0.2985,3,12,15
"2356",2,"April",103,"1",0,3,1,"cloudy/misty",0.4,0.4091,1,0.2985,0,1,1
"2357",2,"April",103,"2",0,3,1,"light rain/snow",0.4,0.4091,1,0.2985,0,2,2
"2358",2,"April",103,"3",0,3,1,"light rain/snow",0.4,0.4091,0.94,0.3284,0,2,2
"2359",2,"April",103,"4",0,3,1,"light rain/snow",0.4,0.4091,0.94,0.3284,1,2,3
"2360",2,"April",103,"5",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.2537,1,4,5
"2361",2,"April",103,"6",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.2239,1,33,34
"2362",2,"April",103,"7",0,3,1,"light rain/snow",0.36,0.3485,1,0.2239,3,67,70
"2363",2,"April",103,"8",0,3,1,"light rain/snow",0.38,0.3939,0.94,0.194,6,158,164
